rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_completed,passes_attempted,pass_completion_pct,total_distance,progressive_distance,assists,expected_assists,expected_assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,expected_assists_xa,season,table_type,processed_at
539,Pedro Díaz,ESP,"MF,FW",Rayo Vallecano,La Liga,0.0,1998.0,5.4,167,198,84.3,2463,386,0,0.2,-0.2,5,10,2,0,15,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
540,Tyler Dibling,ENG,FW,Everton,Premier League,0.0,2006.0,0.7,13,15,86.7,221,19,0,0.0,0.0,0,1,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
541,Nouha Dicko,MLI,FW,Paris FC,Ligue 1,0.0,1992.0,0.5,5,8,62.5,66,23,1,0.2,0.8,1,0,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
542,Bamba Dieng,SEN,FW,Lorient,Ligue 1,0.0,2000.0,0.1,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
543,Eric Dier,ENG,DF,Monaco,Ligue 1,0.0,1994.0,6.0,451,489,92.2,8618,3113,0,0.1,-0.1,2,47,1,0,39,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
544,Lucas Digne,FRA,DF,Aston Villa,Premier League,0.0,1993.0,5.4,196,270,72.6,3246,1222,1,0.6,0.4,6,6,9,5,10,1.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
545,Kevin Diks,IDN,DF,Gladbach,Bundesliga,0.0,1996.0,5.2,281,317,88.6,5150,2089,0,0.2,-0.2,3,17,3,1,27,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
546,Federico Dimarco,ITA,DF,Inter,Serie A,0.0,1997.0,4.4,179,235,76.2,3416,1255,3,3.1,-0.1,20,8,12,7,24,2.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
547,Junior Dina Ebimbe,FRA,"FW,MF",Brest,Ligue 1,0.0,2000.0,1.4,19,29,65.5,329,31,0,0.0,0.0,0,1,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
548,Eren Dinkçi,GER,"FW,MF",Freiburg,Bundesliga,0.0,2001.0,2.3,52,81,64.2,798,251,0,0.1,-0.1,1,4,3,1,6,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
549,Yan Diomandé,CIV,FW,RB Leipzig,Bundesliga,0.0,2006.0,3.2,91,118,77.1,1350,390,0,0.3,-0.3,4,5,6,0,14,1.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
550,Issa Diop,FRA,DF,Fulham,Premier League,0.0,1997.0,0.9,24,35,68.6,414,226,0,0.0,0.0,0,5,0,0,5,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
551,Sérigné Diop,SEN,FW,Brest,Ligue 1,0.0,2005.0,0.1,2,3,66.7,53,23,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
552,Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,0.0,2000.0,4.3,139,181,76.8,2294,670,0,0.8,-0.8,8,18,7,0,35,1.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
553,Andy Diouf,FRA,MF,Inter,Serie A,0.0,2003.0,0.3,13,15,86.7,172,24,0,0.0,0.0,0,0,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
554,Andy Diouf,FRA,MF,Lens,Ligue 1,0.0,2003.0,1.0,33,40,82.5,559,138,0,0.0,0.0,0,3,2,0,3,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
555,El Hadji Malick Diouf,SEN,DF,West Ham,Premier League,0.0,2004.0,7.0,223,306,72.9,3553,1394,3,0.7,2.3,7,16,8,3,21,0.7,2025-2026,stats_passing,2025-10-18 04:36:54.414223
556,Yehvann Diouf,SEN,GK,Nice,Ligue 1,0.0,1999.0,7.0,167,215,77.7,3696,2614,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
557,Assane Dioussé,SEN,MF,Auxerre,Ligue 1,0.0,1997.0,0.1,7,8,87.5,122,43,0,0.1,-0.1,1,3,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
558,Matías Dituro,ARG,GK,Elche,La Liga,0.0,1987.0,5.0,242,308,78.6,6295,4870,0,0.0,0.0,1,7,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
559,Djené,TOG,DF,Getafe,La Liga,0.0,1991.0,5.9,132,172,76.7,2348,779,0,0.0,0.0,1,13,0,0,9,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
560,Berat Djimsiti,ALB,DF,Atalanta,Serie A,0.0,1993.0,5.0,238,273,87.2,3879,1295,0,0.0,0.0,0,8,0,0,12,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
561,Marko Dmitrović,SRB,GK,Espanyol,La Liga,0.0,1992.0,8.0,160,256,62.5,4662,3661,0,0.0,0.0,0,5,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
562,Ritsu Doan,JPN,"FW,MF",Eint Frankfurt,Bundesliga,0.0,1998.0,5.5,155,214,72.4,2203,761,3,1.9,1.1,11,9,12,6,22,1.9,2025-2026,stats_passing,2025-10-18 04:36:54.414223
563,Dodô,BRA,DF,Fiorentina,Serie A,0.0,1998.0,5.9,158,218,72.5,2766,795,0,0.5,-0.5,6,5,7,6,15,0.7,2025-2026,stats_passing,2025-10-18 04:36:54.414223
564,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,0.0,1998.0,6.0,147,191,77.0,2875,1116,0,0.3,-0.3,2,10,3,0,12,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
565,Matt Doherty,IRL,DF,Wolves,Premier League,0.0,1992.0,2.5,87,105,82.9,1800,629,0,0.0,0.0,0,5,0,0,5,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
566,Josh Doig,SCO,DF,Sassuolo,Serie A,0.0,2002.0,5.4,147,181,81.2,2404,851,0,0.2,-0.2,4,7,4,3,17,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
567,Jeremy Doku,BEL,"MF,FW",Manchester City,Premier League,0.0,2002.0,4.3,113,136,83.1,1561,355,3,2.1,0.9,12,6,10,2,13,1.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
568,Tyrhys Dolan,ENG,"FW,MF",Espanyol,La Liga,0.0,2001.0,6.3,115,168,68.5,1760,477,1,1.6,-0.6,9,9,8,7,13,1.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
569,Marc Domenech,ESP,"FW,MF",Mallorca,La Liga,0.0,2006.0,2.3,20,40,50.0,260,83,1,0.4,0.6,2,0,3,1,4,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
570,Benjamín Domínguez,ARG,"FW,MF",Bologna,Serie A,0.0,2003.0,0.8,23,28,82.1,324,36,0,0.0,0.0,1,3,0,0,3,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
571,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,0.0,2001.0,4.0,267,285,93.7,4635,1706,0,0.1,-0.1,1,9,0,0,8,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
572,Nicolás Domínguez,ARG,MF,Nott'ham Forest,Premier League,0.0,1998.0,0.5,37,38,97.4,715,231,0,0.0,0.0,0,12,0,0,5,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
573,Jean-Luc Dompé,FRA,FW,Hamburger SV,Bundesliga,0.0,1995.0,3.1,57,77,74.0,910,296,0,0.5,-0.5,7,4,7,2,9,0.7,2025-2026,stats_passing,2025-10-18 04:36:54.414223
574,John Donald,ESP,"MF,DF",Elche,La Liga,0.0,2000.0,1.8,94,108,87.0,1348,356,0,0.0,0.0,0,7,0,0,5,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
575,Gianluigi Donnarumma,ITA,GK,Manchester City,Premier League,0.0,1999.0,4.0,80,112,71.4,2090,1479,0,0.0,0.0,0,1,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
576,Patrick Dorgu,DEN,DF,Manchester Utd,Premier League,0.0,2004.0,5.2,147,204,72.1,2121,459,1,0.8,0.2,6,5,6,3,7,0.6,2025-2026,stats_passing,2025-10-18 04:36:54.414223
577,Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,0.0,1998.0,4.1,129,149,86.6,2477,744,0,0.1,-0.1,2,21,1,1,19,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
578,Lohann Doucet,FRA,MF,Paris FC,Ligue 1,0.0,2002.0,0.9,38,41,92.7,756,117,0,0.1,-0.1,3,4,1,0,9,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
579,Fodé Doucouré,MLI,"MF,FW",Le Havre,Ligue 1,0.0,2001.0,4.0,113,160,70.6,1759,501,0,1.4,-1.4,8,5,8,3,12,0.9,2025-2026,stats_passing,2025-10-18 04:36:54.414223
580,Désiré Doué,FRA,"FW,MF",Paris S-G,Ligue 1,0.0,2005.0,1.9,86,105,81.9,1148,238,0,0.3,-0.3,6,3,2,0,10,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
581,Guela Doué,CIV,DF,Strasbourg,Ligue 1,0.0,2002.0,2.3,124,143,86.7,2115,710,1,0.9,0.1,2,19,2,2,17,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
582,Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,0.0,2003.0,5.5,330,370,89.2,5473,1806,1,0.5,0.5,2,17,1,0,23,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
583,Kamory Doumbia,MLI,MF,Brest,Ligue 1,0.0,2003.0,6.2,162,206,78.6,2701,668,1,0.7,0.3,6,21,3,0,25,0.6,2025-2026,stats_passing,2025-10-18 04:36:54.414223
584,Anastasios Douvikas,GRE,FW,Como,Serie A,0.0,1999.0,3.2,47,59,79.7,751,190,0,0.4,-0.4,4,5,3,0,9,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
585,Artem Dovbyk,UKR,FW,Roma,Serie A,0.0,1997.0,2.0,34,49,69.4,394,47,1,0.2,0.8,4,1,2,0,3,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
586,Max Dowman,ENG,FW,Arsenal,Premier League,0.0,2009.0,0.3,4,4,100.0,66,0,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
587,Domingos Duarte,POR,DF,Getafe,La Liga,0.0,1995.0,5.5,110,149,73.8,2444,905,0,0.0,0.0,0,10,0,0,8,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
588,Martin Dúbravka,SVK,GK,Burnley,Premier League,0.0,1989.0,7.0,129,253,51.0,4038,3008,0,0.0,0.0,0,6,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
589,Denzel Dumfries,NED,DF,Inter,Serie A,0.0,1996.0,4.3,117,155,75.5,1877,370,0,0.8,-0.8,6,2,4,1,9,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
590,Lewis Dunk,ENG,DF,Brighton,Premier League,0.0,1991.0,7.0,424,465,91.2,7488,2205,0,0.0,0.0,1,24,0,0,22,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
591,Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,0.0,2001.0,3.6,59,80,73.8,892,171,0,0.1,-0.1,1,4,4,0,10,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
592,Hugo Duro,ESP,FW,Valencia,La Liga,0.0,1999.0,4.8,77,105,73.3,1031,170,0,0.3,-0.3,4,6,0,0,6,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
593,Paulo Dybala,ARG,"FW,MF",Roma,Serie A,0.0,1993.0,1.5,67,88,76.1,1020,329,0,0.2,-0.2,3,5,8,1,10,0.7,2025-2026,stats_passing,2025-10-18 04:36:54.414223
594,Edin Džeko,BIH,FW,Fiorentina,Serie A,0.0,1986.0,1.0,26,37,70.3,396,48,0,0.0,0.0,0,3,0,0,3,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
595,Adam Dźwigała,POL,DF,St. Pauli,Bundesliga,0.0,1995.0,3.7,178,210,84.8,2697,1096,0,0.0,0.0,0,12,1,0,11,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
596,Aron Dønnum,NOR,"MF,FW",Toulouse,Ligue 1,0.0,1998.0,7.0,203,272,74.6,3894,1285,1,1.2,-0.2,11,24,14,2,40,1.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
597,Simon Ebonog,CMR,MF,Le Havre,Ligue 1,0.0,2004.0,2.5,43,53,81.1,551,113,0,0.0,0.0,0,3,2,0,6,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
598,Enzo Ebosse,CMR,DF,Hellas Verona,Serie A,0.0,1999.0,0.6,26,30,86.7,506,229,0,0.0,0.0,0,3,1,0,4,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
599,Claudio Echeverri,ARG,"MF,FW",Leverkusen,Bundesliga,0.0,2006.0,0.6,29,32,90.6,420,71,0,0.1,-0.1,1,1,1,0,2,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
600,Éderson,BRA,MF,Atalanta,Serie A,0.0,1999.0,1.0,55,63,87.3,999,329,0,0.0,0.0,0,6,4,0,11,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
601,Noah Edjouma,FRA,"FW,MF",Toulouse,Ligue 1,0.0,2005.0,1.9,33,48,68.8,552,109,0,0.4,-0.4,5,1,3,2,3,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
602,Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,0.0,1998.0,0.0,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
603,Odsonne Édouard,FRA,FW,Lens,Ligue 1,0.0,1998.0,2.1,29,33,87.9,343,103,0,0.4,-0.4,2,3,1,0,5,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
604,Marcus Edwards,ENG,FW,Burnley,Premier League,0.0,1998.0,0.1,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
605,CJ Egan-Riley,ENG,DF,Marseille,Ligue 1,0.0,2003.0,2.3,182,196,92.9,3271,1012,0,0.7,-0.7,2,15,1,0,13,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
606,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,0.0,1996.0,6.0,197,243,81.1,2962,865,0,0.5,-0.5,3,15,2,0,23,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
607,Kingsley Ehizibue,NED,DF,Udinese,Serie A,0.0,1995.0,4.1,101,141,71.6,1893,520,0,0.0,0.0,0,7,2,1,7,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
608,Ovie Ejaria,ENG,MF,Oviedo,La Liga,0.0,1997.0,1.1,34,40,85.0,459,88,0,0.1,-0.1,1,1,0,0,2,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
609,Chidera Ejuke,NGA,"FW,MF",Sevilla,La Liga,0.0,1998.0,2.0,61,75,81.3,1046,163,1,0.8,0.2,5,4,4,1,8,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
610,Hjalmar Ekdal,SWE,DF,Burnley,Premier League,0.0,1998.0,5.9,138,163,84.7,2390,825,0,0.1,-0.1,2,5,0,0,6,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
611,Jeff Ekhator,ITA,"FW,DF",Genoa,Serie A,0.0,2006.0,1.6,16,32,50.0,235,32,0,0.1,-0.1,2,1,0,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
612,Hugo Ekitike,FRA,FW,Liverpool,Premier League,0.0,2002.0,4.2,55,82,67.1,724,192,1,0.3,0.7,4,2,4,0,9,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
613,Jurgen Ekkelenkamp,NED,"MF,DF",Udinese,Serie A,0.0,2000.0,1.1,15,22,68.2,227,37,0,0.0,0.0,0,3,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
614,Jacques Ekomie,GAB,DF,Angers,Ligue 1,0.0,2003.0,5.1,132,177,74.6,1994,955,0,0.2,-0.2,3,7,5,4,15,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
615,Caleb Ekuban,GHA,"FW,MF",Genoa,Serie A,0.0,1994.0,1.4,20,27,74.1,240,51,0,0.1,-0.1,3,0,1,0,2,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
616,Anthony Elanga,SWE,"FW,MF",Newcastle Utd,Premier League,0.0,2002.0,3.7,76,126,60.3,983,235,0,0.5,-0.5,5,4,4,3,6,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
617,Daniel Elfadli,LBY,DF,Hamburger SV,Bundesliga,0.0,1997.0,5.3,243,252,96.4,4160,1151,0,0.2,-0.2,1,6,0,0,6,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
618,Unai Elgezabal,ESP,DF,Levante,La Liga,0.0,1993.0,6.0,208,235,88.5,3857,1834,0,0.2,-0.2,2,7,0,0,8,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
619,Mikael Ellertsson,ISL,"FW,DF",Genoa,Serie A,0.0,2002.0,4.8,74,103,71.8,1083,472,0,0.3,-0.3,3,4,1,1,8,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
620,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,0.0,2003.0,0.0,4,8,50.0,52,7,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
621,Harvey Elliott,ENG,"MF,FW",Aston Villa,Premier League,0.0,2003.0,1.1,53,62,85.5,688,107,0,0.0,0.0,0,6,1,1,5,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
622,Elif Elmas,MKD,MF,Napoli,Serie A,0.0,1999.0,1.1,31,40,77.5,482,123,0,0.0,0.0,0,2,2,0,5,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
623,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,0.0,1994.0,1.1,38,46,82.6,671,206,0,0.0,0.0,0,4,0,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
624,Nico Elvedi,SUI,DF,Gladbach,Bundesliga,0.0,1996.0,6.0,360,387,93.0,6290,2025,0,0.0,0.0,2,20,2,0,28,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
625,Breel Embolo,SUI,FW,Rennes,Ligue 1,0.0,1997.0,3.1,25,41,61.0,313,72,0,0.1,-0.1,2,1,2,1,3,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
626,Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,0.0,2003.0,2.5,16,19,84.2,185,25,2,1.2,0.8,2,2,0,0,1,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
627,Emersonn,BRA,FW,Toulouse,Ligue 1,0.0,2004.0,1.1,9,12,75.0,101,22,0,0.0,0.0,1,0,0,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
628,Julio Enciso,PAR,MF,Strasbourg,Ligue 1,0.0,2004.0,0.2,4,8,50.0,86,20,0,0.0,0.0,0,2,0,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
629,Wataru Endo,JPN,"MF,DF",Liverpool,Premier League,0.0,1993.0,0.4,19,22,86.4,283,79,1,0.1,0.9,1,3,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
630,Yannik Engelhardt,GER,MF,Gladbach,Bundesliga,0.0,2001.0,3.3,131,145,90.3,2110,454,0,0.0,0.0,0,8,3,1,8,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
631,Christian Eriksen,DEN,MF,Wolfsburg,Bundesliga,0.0,1992.0,1.1,43,58,74.1,662,233,0,0.0,0.0,2,6,3,1,5,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
632,Aarón Escandell,ESP,GK,Oviedo,La Liga,0.0,1995.0,8.0,198,280,70.7,5700,4149,0,0.0,0.0,0,2,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
633,Carlos Espí,ESP,FW,Levante,La Liga,0.0,2005.0,0.3,4,6,66.7,47,4,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
634,Alfonso Espino,URU,"DF,FW",Rayo Vallecano,La Liga,0.0,1992.0,1.2,67,93,72.0,1210,368,0,0.0,0.0,1,5,2,1,4,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
635,Francesco Esposito,ITA,FW,Inter,Serie A,0.0,2005.0,1.7,27,39,69.2,318,35,0,0.1,-0.1,2,0,2,0,4,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
636,Sebastiano Esposito,ITA,"FW,MF",Cagliari,Serie A,0.0,2002.0,4.8,98,143,68.5,1638,695,0,0.5,-0.5,10,11,5,1,22,0.7,2025-2026,stats_passing,2025-10-18 04:36:54.414223
637,Romain Esse,ENG,FW,Crystal Palace,Premier League,0.0,2005.0,0.3,5,7,71.4,72,29,0,0.0,0.0,0,1,1,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
638,Samuel Essende,COD,FW,Augsburg,Bundesliga,0.0,1998.0,1.6,23,31,74.2,292,82,0,0.1,-0.1,2,3,0,0,3,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
639,Marco Esteban,ESP,DF,Oviedo,La Liga,0.0,2006.0,0.5,11,13,84.6,215,35,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
640,Maxime Estève,FRA,DF,Burnley,Premier League,0.0,2002.0,6.9,204,229,89.1,3543,1351,0,0.1,-0.1,2,17,0,0,16,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
641,Nahuel Estévez,ARG,MF,Parma,Serie A,0.0,1995.0,0.4,16,35,45.7,349,188,0,0.1,-0.1,3,3,1,1,4,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
642,Pervis Estupiñán,ECU,DF,Milan,Serie A,0.0,1998.0,4.1,175,211,82.9,2428,802,1,0.8,0.2,6,11,3,0,16,0.8,2025-2026,stats_passing,2025-10-18 04:36:54.414223
643,Karl Etta Eyong,CMR,FW,Villarreal,La Liga,0.0,2003.0,2.8,23,29,79.3,253,61,2,0.7,1.3,3,3,0,0,4,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
644,Karl Etta Eyong,CMR,FW,Levante,La Liga,0.0,2003.0,4.2,45,62,72.6,538,112,1,0.5,0.5,2,5,1,0,3,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
645,Evanilson,BRA,FW,Bournemouth,Premier League,0.0,1999.0,6.8,89,106,84.0,967,150,0,0.8,-0.8,9,3,3,0,7,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
646,Edu Expósito,ESP,MF,Espanyol,La Liga,0.0,1996.0,5.5,203,271,74.9,3785,1498,2,2.4,-0.4,16,36,12,3,48,2.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
647,Eberechi Eze,ENG,"MF,FW",Arsenal,Premier League,0.0,1998.0,3.5,105,125,84.0,1619,374,2,0.7,1.3,3,5,5,0,18,0.8,2025-2026,stats_passing,2025-10-18 04:36:54.414223
648,Eberechi Eze,ENG,MF,Crystal Palace,Premier League,0.0,1998.0,0.9,16,25,64.0,241,34,0,0.0,0.0,0,2,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
649,Abde Ezzalzouli,MAR,FW,Betis,La Liga,0.0,2001.0,2.8,85,105,81.0,924,244,1,1.2,-0.2,5,3,2,0,5,0.9,2025-2026,stats_passing,2025-10-18 04:36:54.414223
650,Giovanni Fabbian,ITA,MF,Bologna,Serie A,0.0,2003.0,2.8,52,65,80.0,898,202,0,0.0,0.0,1,8,0,0,9,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
651,Alieu Fadera,GAM,"FW,MF",Sassuolo,Serie A,0.0,2001.0,1.7,33,39,84.6,497,135,1,0.3,0.7,1,3,1,0,2,0.7,2025-2026,stats_passing,2025-10-18 04:36:54.414223
652,Nicolò Fagioli,ITA,MF,Fiorentina,Serie A,0.0,2001.0,2.5,136,157,86.6,2338,679,0,0.0,0.0,1,7,1,0,12,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
653,Omar Falah,ESP,"DF,MF",Oviedo,La Liga,0.0,2003.0,0.2,8,9,88.9,144,54,0,0.0,0.0,0,1,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
654,Wladimiro Falcone,ITA,GK,Lecce,Serie A,0.0,1995.0,6.0,93,187,49.7,3376,2883,0,0.0,0.0,0,5,1,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
655,Ansu Fati,ESP,"MF,FW",Monaco,Ligue 1,0.0,2002.0,1.8,64,78,82.1,914,176,0,0.5,-0.5,5,3,2,0,6,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
656,Abdoulaye Faye,SEN,DF,Lorient,Ligue 1,0.0,2004.0,5.4,272,307,88.6,4933,2015,0,0.0,0.0,0,19,0,0,16,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
657,Jacopo Fazzini,ITA,MF,Fiorentina,Serie A,0.0,2003.0,3.0,65,90,72.2,1018,347,0,0.6,-0.6,5,6,7,1,18,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
658,Aleix Febas,ESP,MF,Elche,La Liga,0.0,1996.0,8.0,469,515,91.1,6369,1782,0,0.4,-0.4,8,50,6,0,57,0.7,2025-2026,stats_passing,2025-10-18 04:36:54.414223
659,Mattia Felici,ITA,"MF,DF",Cagliari,Serie A,0.0,2001.0,1.4,19,36,52.8,309,126,0,0.1,-0.1,3,0,1,1,2,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
660,Luiz Felipe,ITA,DF,Rayo Vallecano,La Liga,0.0,1997.0,2.4,110,119,92.4,1826,512,0,0.0,0.0,0,2,0,0,3,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
661,Robin Fellhauer,GER,"DF,MF",Augsburg,Bundesliga,0.0,1998.0,4.6,105,143,73.4,1650,589,1,0.4,0.6,2,2,4,2,12,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
662,Kiko Femenía,ESP,"DF,FW",Getafe,La Liga,0.0,1991.0,4.2,129,159,81.1,1947,766,0,0.1,-0.1,3,14,2,1,10,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
663,Evan Ferguson,IRL,FW,Roma,Serie A,0.0,2004.0,3.2,53,68,77.9,675,90,1,1.1,-0.1,7,1,3,1,2,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
664,Lewis Ferguson,SCO,MF,Bologna,Serie A,0.0,1999.0,2.2,162,178,91.0,3103,646,0,0.1,-0.1,1,14,3,1,13,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
665,Bruno Fernandes,POR,MF,Manchester Utd,Premier League,0.0,1994.0,7.0,352,457,77.0,6415,2116,0,1.6,-1.6,19,44,12,1,61,1.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
