Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Unnamed: 9_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 24_level_0_Matches
22,Akor Adams,ng NGA,FW,Sevilla,es La Liga,24,2000,1.5,27,24,3,0,0,0,0,0,0,0,0,0,20,0,0,Matches
23,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,24,2000,11.9,179,160,17,0,1,2,5,0,0,0,0,0,112,2,7,Matches
24,Che Adams,sct SCO,FW,Torino,it Serie A,28,1996,29.5,557,513,43,3,4,5,10,1,0,0,0,0,414,1,17,Matches
25,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,25,1999,21.8,1069,1025,38,34,2,1,3,4,0,0,0,0,902,6,14,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
26,Junior Adamu,at AUT,FW,Freiburg,de Bundesliga,23,2001,17.2,312,292,18,0,2,0,5,2,0,0,0,0,198,2,12,Matches
27,Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,26,1997,15.7,1184,1142,39,23,2,3,0,4,0,0,0,0,1079,3,3,Matches
28,Martin Adeline,fr FRA,MF,Reims,fr Ligue 1,20,2003,0.3,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
29,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,22,2002,15.9,401,388,11,1,3,2,26,7,2,2,0,0,298,2,20,Matches
30,Simon Adingra,ci CIV,"FW,MF",Brighton,eng Premier League,22,2002,12.2,382,372,9,0,2,0,41,8,1,0,0,0,290,1,12,Matches
31,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,24,2000,8.5,360,346,12,0,0,2,33,8,3,2,1,0,267,2,14,Matches
32,Yacine Adli,fr FRA,MF,Fiorentina,it Serie A,24,2000,13.7,890,795,90,44,3,14,63,6,39,17,19,0,718,5,12,Matches
33,Adrián,es ESP,GK,Betis,es La Liga,37,1987,19.0,619,453,163,54,0,0,0,0,0,0,0,0,474,3,4,Matches
34,Adryelson,br BRA,DF,Lyon,fr Ligue 1,26,1998,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
35,Vasilije Adžić,me MNE,"MF,FW",Juventus,it Serie A,18,2006,0.5,20,20,0,0,0,0,0,0,0,0,0,0,15,0,1,Matches
36,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,27,1997,8.0,419,393,24,13,1,5,14,0,8,2,4,0,366,2,4,Matches
37,Oladapo Afolayan,eng ENG,"FW,MF",St. Pauli,de Bundesliga,26,1998,18.2,461,434,22,3,1,4,53,11,0,0,0,0,320,5,31,Matches
38,Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,27,1997,15.7,1001,955,43,28,1,11,2,0,0,0,0,0,855,3,5,Matches
39,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,27,1997,14.0,922,842,77,37,3,22,1,4,0,0,0,0,810,3,4,Matches
40,Asher Agbinone,eng ENG,MF,Crystal Palace,eng Premier League,18,2005,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
41,Jeremy Agbonifo,se SWE,"FW,MF",Lens,fr Ligue 1,18,2005,3.3,80,75,5,0,0,0,7,5,0,0,0,0,58,0,4,Matches
42,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,23,2000,13.4,411,305,102,36,0,0,0,0,0,0,0,0,281,4,0,Matches
43,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,22,2002,23.5,1236,1190,38,32,6,9,18,6,0,0,0,0,1007,8,16,Matches
44,Felix Agu,ng NGA,DF,Werder Bremen,de Bundesliga,24,1999,19.5,822,667,153,6,0,3,49,147,0,0,0,0,655,2,26,Matches
45,Álvaro Aguado,es ESP,MF,Espanyol,es La Liga,28,1996,4.9,248,230,17,10,1,3,12,3,3,1,1,0,193,1,5,Matches
46,Lorenzo Aguado,es ESP,DF,Real Madrid,es La Liga,21,2002,0.1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Matches
47,Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28,1996,19.6,1389,1330,53,38,0,34,2,3,0,0,0,0,1213,6,10,Matches
48,Ruben Aguilar,fr FRA,"DF,MF",Lens,fr Ligue 1,31,1993,12.5,843,706,132,10,2,4,47,122,0,0,0,0,677,5,29,Matches
49,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,fr Ligue 1,22,2002,0.6,22,22,0,0,0,0,1,0,0,0,0,0,17,0,0,Matches
50,Honest Ahanor,it ITA,"DF,MF",Genoa,it Serie A,16,2008,3.0,76,64,12,1,0,0,4,10,1,1,0,0,51,0,3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
51,Erik Ahlstrand,se SWE,"FW,MF",St. Pauli,de Bundesliga,22,2001,0.5,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
52,Jean-Eudes Aholou,ci CIV,MF,Angers,fr Ligue 1,30,1994,21.8,764,753,9,9,2,2,2,0,0,0,0,0,644,2,9,Matches
53,Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,28,1995,6.5,378,363,15,9,0,2,0,1,0,0,0,0,337,0,3,Matches
54,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,28,1995,0.0,7,7,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches
55,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,19,2005,1.4,29,29,0,0,0,0,1,0,0,0,0,0,17,0,1,Matches
56,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,27,1996,33.3,1352,1071,279,15,0,4,59,264,0,0,0,0,994,2,46,Matches
57,Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23,2001,34.5,1721,1397,320,44,3,4,94,246,30,24,1,0,1449,4,42,Matches
58,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,19,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
59,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26,1998,16.0,644,570,73,2,0,3,14,71,0,0,0,0,504,1,18,Matches
60,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,30,1994,27.7,671,660,8,0,2,12,7,1,0,0,0,0,462,3,16,Matches
61,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29,1995,22.4,1744,1707,36,18,4,10,11,10,0,0,0,0,1632,1,6,Matches
62,Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,20,2003,5.6,348,317,31,8,1,3,3,20,0,0,0,0,274,0,9,Matches
63,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29,1995,7.5,542,514,26,13,0,0,1,7,0,0,0,0,509,2,3,Matches
64,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20,2004,6.5,185,177,7,2,1,2,18,2,3,2,0,0,136,1,7,Matches
65,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,26,1997,28.0,1147,952,190,25,0,1,94,152,11,9,0,0,929,5,19,Matches
66,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22,2002,26.7,1216,1163,43,10,8,8,53,16,17,11,2,0,989,10,34,Matches
67,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,26,1997,0.2,15,15,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
68,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,22,2001,27.6,1209,1105,101,56,0,40,25,40,2,1,1,0,998,3,20,Matches
69,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,31,1992,10.7,346,327,17,4,0,1,6,13,0,0,0,0,275,2,13,Matches
70,David Akpan Ankeye,ng NGA,"FW,MF",Genoa,it Serie A,22,2002,0.5,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
71,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29,1995,24.7,1369,1280,85,43,1,5,12,14,0,0,0,0,1193,4,10,Matches
72,Chuba Akpom,eng ENG,FW,Lille,fr Ligue 1,28,1995,7.1,99,87,11,0,1,0,1,0,0,0,0,0,67,1,8,Matches
73,David Alaba,at AUT,DF,Real Madrid,es La Liga,32,1992,3.5,228,214,13,4,0,2,3,2,0,0,0,0,206,1,2,Matches
74,Ibrahim Alani,ng NGA,MF,Valladolid,es La Liga,18,2006,1.8,85,82,2,0,0,1,0,1,0,0,0,0,71,1,0,Matches
75,Andreas Albers,dk DEN,FW,St. Pauli,de Bundesliga,34,1990,0.7,29,28,1,0,0,0,0,0,0,0,0,0,15,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
76,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38,1985,13.2,813,778,33,25,1,4,0,0,0,0,0,0,727,2,3,Matches
77,Carlos Alcaraz,ar ARG,MF,Southampton,eng Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,Matches
78,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,21,2002,8.5,278,265,12,2,1,2,11,6,3,2,1,0,224,1,10,Matches
79,Omar Alderete,py PAR,DF,Getafe,es La Liga,27,1996,33.0,1106,1026,67,61,3,29,6,0,0,0,0,0,724,13,14,Matches
80,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,Matches
81,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,26,1998,12.1,472,450,22,8,6,0,31,2,11,5,5,0,359,0,21,Matches
82,Ben Alexander Voll,de GER,GK,St. Pauli,de Bundesliga,23,2000,1.0,50,33,17,4,0,0,0,0,0,0,0,0,28,0,0,Matches
83,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25,1998,26.3,1971,1651,310,63,12,32,153,192,55,34,12,1,1448,10,36,Matches
84,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25,1999,15.2,377,370,4,1,1,3,40,3,0,0,0,0,263,3,27,Matches
85,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2004,18.0,481,456,23,3,9,2,51,0,9,4,4,0,338,2,23,Matches
86,Faride Alidou,de GER,"FW,MF",Hellas Verona,it Serie A,23,2001,0.8,20,18,2,1,0,0,3,0,1,1,0,0,16,0,0,Matches
87,Alisson,br BRA,GK,Liverpool,eng Premier League,31,1992,27.9,959,836,121,41,1,1,0,0,0,0,0,0,794,2,1,Matches
88,Tadeo Allende,ar ARG,FW,Celta Vigo,es La Liga,25,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
89,Jim Allevinah,ga GAB,FW,Angers,fr Ligue 1,29,1995,19.4,483,472,9,1,2,1,34,4,2,0,2,0,363,2,13,Matches
90,Dele Alli,eng ENG,MF,Como,it Serie A,28,1996,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
91,Thiago Almada,ar ARG,"MF,FW",Lyon,fr Ligue 1,23,2001,10.6,748,668,71,28,5,8,47,6,35,20,7,0,635,9,6,Matches
92,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,24,2000,22.0,947,854,85,27,7,7,67,10,34,8,18,0,798,8,17,Matches
93,Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20,2004,0.5,32,30,2,0,0,0,4,2,0,0,0,0,23,0,2,Matches
94,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,30,1994,1.7,66,64,1,0,1,0,0,1,0,0,0,0,54,1,2,Matches
95,Pontus Almqvist,se SWE,"FW,MF",Parma,it Serie A,25,1999,12.4,297,290,6,1,0,0,11,5,0,0,0,0,215,1,11,Matches
96,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33,1990,29.4,2397,2236,158,81,2,25,42,54,15,10,3,0,2139,3,24,Matches
97,Giorgio Altare,it ITA,DF,Venezia,it Serie A,25,1998,8.4,389,319,68,13,0,2,7,55,0,0,0,0,283,2,2,Matches
98,Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23,2001,18.1,615,516,97,4,2,3,28,93,0,0,0,0,483,2,11,Matches
99,Sergi Altimira,es ESP,MF,Betis,es La Liga,22,2001,21.9,1258,1231,26,22,4,16,5,3,0,0,0,0,1123,1,17,Matches
100,Olabade Aluko,,DF,Leicester City,eng Premier League,,,0.0,5,4,1,1,0,0,0,0,0,0,0,0,3,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
101,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,26,1997,19.7,1003,980,16,12,3,12,6,3,0,0,0,0,861,7,10,Matches
102,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21,2003,17.5,1013,856,151,16,0,2,31,125,10,4,1,0,799,6,33,Matches
103,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,24,2000,27.9,966,879,85,8,14,12,69,6,50,21,15,0,717,2,31,Matches
104,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29,1995,19.8,1182,1126,52,40,1,16,3,2,0,0,0,0,994,4,13,Matches
105,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,22,2002,2.6,91,90,0,0,0,0,0,0,0,0,0,0,68,1,3,Matches
106,Will Alves,eng ENG,FW,Leicester City,eng Premier League,19,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
107,Selim Amallah,ma MAR,MF,Valladolid,es La Liga,27,1996,15.3,406,352,48,18,3,7,31,1,18,8,8,0,318,6,9,Matches
108,Harry Amass,eng ENG,DF,Manchester Utd,eng Premier League,17,2007,3.8,181,150,31,2,0,0,9,29,0,0,0,0,149,0,3,Matches
109,Amath,sn SEN,"FW,DF",Valladolid,es La Liga,28,1996,4.2,112,106,6,1,1,2,7,5,0,0,0,0,86,0,7,Matches
110,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30,1994,8.8,526,428,96,9,0,2,15,87,0,0,0,0,386,2,13,Matches
111,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,21,2003,1.1,69,66,3,1,0,3,0,1,0,0,0,0,58,0,2,Matches
112,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26,1998,24.1,921,719,200,14,4,1,37,184,0,0,0,0,738,2,24,Matches
113,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28,1996,27.1,1902,1691,207,44,1,0,37,162,0,0,0,0,1665,4,32,Matches
114,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,27,1996,27.5,1781,1508,259,120,10,14,166,10,113,40,55,1,1371,14,36,Matches
115,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,eng Premier League,18,2006,0.3,9,8,1,0,0,0,2,0,1,0,0,0,8,0,0,Matches
116,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,18,2006,3.6,123,116,7,1,1,0,6,3,3,1,0,0,106,0,3,Matches
117,Mathis Amougou,fr FRA,MF,Chelsea,eng Premier League,18,2006,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
118,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2006,9.5,301,290,7,4,1,1,1,1,0,0,0,0,232,4,4,Matches
119,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24,2000,27.4,757,714,38,0,9,14,35,16,0,0,0,0,532,5,42,Matches
120,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,27,1996,2.0,133,122,11,10,0,4,3,1,0,0,0,0,112,0,0,Matches
121,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,28,1996,1.0,83,81,2,1,0,0,1,0,1,0,0,0,61,0,0,Matches
122,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28,1996,28.7,2000,1891,102,81,0,35,12,9,0,0,0,0,1654,7,8,Matches
123,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,21,2002,30.3,1386,1292,85,26,7,4,86,2,48,17,28,0,1085,9,35,Matches
124,André,br BRA,MF,Wolves,eng Premier League,23,2001,27.5,1342,1308,32,28,5,15,0,2,0,0,0,0,1247,2,14,Matches
125,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,33,1990,29.9,1911,1845,57,53,1,20,16,4,0,0,0,0,1586,9,31,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
126,Marcos André,br BRA,FW,Valladolid,es La Liga,27,1996,13.2,210,185,22,2,3,6,1,1,0,0,0,0,138,3,5,Matches
127,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29,1994,17.8,978,952,24,15,2,7,12,4,0,0,0,0,865,2,6,Matches
128,Angeliño,es ESP,DF,Roma,it Serie A,27,1997,35.3,1969,1669,294,49,3,18,116,233,11,3,8,0,1544,6,25,Matches
129,Lorenzo Anghelè,it ITA,FW,Juventus,it Serie A,19,2005,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
130,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,22,2001,12.4,441,418,22,8,2,4,17,1,8,4,2,0,355,1,8,Matches
131,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28,1996,21.7,1841,1763,78,33,2,6,24,37,0,0,0,0,1664,0,18,Matches
132,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,21,2003,0.3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
133,Kyllian Antonio,fr FRA,"DF,MF",Lens,fr Ligue 1,16,2008,1.5,97,88,9,2,0,0,2,7,0,0,0,0,81,0,4,Matches
134,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34,1990,9.3,188,175,11,0,3,6,25,7,0,0,0,0,114,2,14,Matches
135,Antoniu,es ESP,"FW,MF",Espanyol,es La Liga,21,2002,11.4,221,214,4,1,4,0,20,3,0,0,0,0,148,3,15,Matches
136,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,24,2000,1.6,69,62,7,2,0,0,5,5,0,0,0,0,56,0,1,Matches
137,Antony,br BRA,FW,Betis,es La Liga,24,2000,15.1,768,722,45,11,7,5,40,20,14,4,4,0,622,1,18,Matches
138,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29,1995,19.1,505,466,39,10,1,0,22,25,1,0,0,0,411,0,6,Matches
139,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1992,23.6,1179,957,218,16,3,2,52,202,0,0,0,0,903,4,43,Matches
140,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26,1998,2.0,67,65,2,2,0,1,0,0,0,0,0,0,49,0,1,Matches
141,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28,1995,29.6,800,775,21,13,2,9,14,0,1,1,0,0,586,4,14,Matches
142,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22,2002,27.3,1518,1211,305,37,0,3,45,268,0,0,0,0,1190,2,37,Matches
143,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,22,2001,5.5,225,198,27,2,0,0,9,25,0,0,0,0,178,0,2,Matches
144,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25,1999,8.4,725,697,27,20,0,1,0,6,0,0,0,0,666,1,0,Matches
145,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23,2001,16.0,251,231,19,0,2,0,3,0,0,0,0,0,205,1,8,Matches
146,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28,1996,22.7,1020,843,173,20,2,3,55,152,1,0,0,0,810,4,20,Matches
147,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31,1993,25.1,989,716,268,72,0,3,0,0,0,0,0,0,688,5,3,Matches
148,Adu Ares,es ESP,FW,Athletic Club,es La Liga,22,2001,0.2,9,9,0,0,0,0,1,0,0,0,0,0,5,0,1,Matches
149,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25,1999,34.2,1573,1203,366,3,0,4,169,362,1,0,0,0,1139,4,63,Matches
150,David Argüelles,es ESP,MF,Getafe,es La Liga,22,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
151,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28,1996,22.4,1046,1032,13,4,2,1,10,4,0,0,0,0,929,1,15,Matches
152,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,27,1997,13.9,288,268,18,0,0,1,14,3,0,0,0,0,231,2,12,Matches
153,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,17,2007,0.5,15,13,1,0,0,0,1,0,0,0,0,0,7,1,0,Matches
154,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,29,1995,1.5,77,66,11,3,0,1,18,1,7,5,1,0,52,0,6,Matches
155,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,21,2003,19.5,946,880,64,14,5,4,59,10,35,11,16,1,751,2,22,Matches
156,Marko Arnautović,at AUT,FW,Inter,it Serie A,35,1989,6.1,158,148,8,0,2,0,5,0,0,0,0,0,113,2,3,Matches
157,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30,1994,26.2,1358,1135,218,109,3,17,152,4,84,51,32,1,1049,5,18,Matches
158,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,24,2000,7.9,174,146,23,3,1,5,24,9,7,5,2,0,102,5,8,Matches
159,Sergio Arribas,es ESP,DF,Betis,es La Liga,21,2003,1.0,54,40,13,1,0,0,0,12,0,0,0,0,37,1,2,Matches
160,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,29,1994,31.0,1027,728,295,103,0,0,0,0,0,0,0,0,752,4,2,Matches
161,Arthur,br BRA,DF,Leverkusen,de Bundesliga,21,2003,8.4,388,342,45,1,0,0,16,44,0,0,0,0,306,1,13,Matches
162,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,29,1994,11.7,219,217,2,1,0,3,20,0,0,0,0,0,148,0,13,Matches
163,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21,2003,18.6,988,926,61,33,1,8,0,8,0,0,0,0,927,1,2,Matches
164,Marco Asensio,es ESP,MF,Aston Villa,eng Premier League,28,1996,8.3,313,271,39,14,2,1,38,0,23,11,1,0,242,3,8,Matches
165,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,28,1996,6.9,335,314,19,2,4,1,13,3,6,2,0,0,291,2,7,Matches
166,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22,2002,11.0,973,913,57,26,6,8,43,1,29,7,15,0,868,3,3,Matches
