Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
833,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,24,1999,0.5,13,16,81.3,169,66,0,0.0,0.0,0.0,0,0,1,0,2,Matches
834,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30,1994,16.2,775,907,85.4,14645,4879,0,0.2,0.4,-0.2,4,58,2,0,51,Matches
835,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27,1996,23.7,1400,1522,92.0,22765,6356,1,0.4,0.3,+0.6,5,52,2,0,55,Matches
836,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32,1992,17.9,383,599,63.9,6104,1485,1,2.7,2.5,-1.7,20,23,17,10,45,Matches
837,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27,1997,20.5,299,432,69.2,4346,1127,4,5.6,3.6,-1.6,32,22,23,0,55,Matches
838,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21,2003,25.5,273,340,80.3,3373,347,3,2.4,0.7,+0.6,18,4,4,0,14,Matches
839,Emerson,br BRA,DF,Milan,it Serie A,25,1999,15.3,784,909,86.2,12560,3198,0,0.7,1.1,-0.7,15,44,14,5,68,Matches
840,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,eng Premier League,18,2006,0.5,26,36,72.2,458,84,0,0.0,0.0,0.0,0,2,0,0,2,Matches
841,Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,20,2004,9.7,171,248,69.0,2779,819,3,1.4,1.1,+1.6,13,18,8,1,28,Matches
842,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20,2004,3.3,99,150,66.0,1464,392,0,0.2,0.3,-0.2,5,13,4,1,14,Matches
843,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,31,1993,3.0,182,194,93.8,2833,700,0,0.1,0.1,-0.1,2,16,1,0,19,Matches
844,Endrick,br BRA,FW,Real Madrid,es La Liga,18,2006,4.0,59,75,78.7,939,120,0,0.5,0.2,-0.5,4,1,2,0,8,Matches
845,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23,2001,12.9,622,701,88.7,9648,2399,1,1.5,1.4,-0.5,12,39,2,0,54,Matches
846,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,20,2003,0.9,19,27,70.4,195,57,0,0.0,0.0,0.0,0,2,0,0,1,Matches
847,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32,1992,11.8,590,749,78.8,9936,3131,2,3.2,2.6,-1.2,31,54,13,6,55,Matches
848,Martin Erlic,hr CRO,DF,Bologna,it Serie A,26,1998,3.7,220,240,91.7,4604,1389,0,0.0,0.0,0.0,0,12,0,0,11,Matches
849,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29,1995,9.2,469,510,92.0,8210,3076,0,0.1,0.2,-0.1,3,10,0,0,25,Matches
850,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32,1992,9.3,365,491,74.3,5664,2497,1,0.6,0.6,+0.4,5,35,6,5,39,Matches
851,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22,2002,25.9,445,739,60.2,6868,2707,0,2.1,2.1,-2.1,36,57,31,5,93,Matches
852,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19,2005,1.5,32,42,76.2,475,202,1,0.4,0.4,+0.6,3,2,1,0,7,Matches
853,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26,1998,18.2,195,301,64.8,2526,430,2,1.3,1.4,+0.7,11,11,6,2,21,Matches
854,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19,2005,21.5,812,951,85.4,13995,3936,0,0.4,0.7,-0.4,13,73,8,0,76,Matches
855,Estanis,es ESP,FW,Bologna,it Serie A,20,2003,0.1,7,8,87.5,84,6,0,0.2,0.2,-0.2,2,0,0,0,0,Matches
856,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,28,1995,7.3,237,313,75.7,4221,1345,0,0.8,0.5,-0.8,6,26,1,0,30,Matches
857,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26,1998,26.7,1338,1610,83.1,20347,6261,1,2.1,2.5,-1.1,26,105,34,18,132,Matches
858,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,21,2002,0.4,1,5,20.0,10,3,0,0.0,0.1,0.0,0,0,0,0,0,Matches
859,Karl Etta Eyong,cm CMR,"MF,FW",Villarreal,es La Liga,20,2003,0.4,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
860,Evanilson,br BRA,FW,Bournemouth,eng Premier League,24,1999,25.8,244,342,71.3,3038,622,1,1.9,1.8,-0.9,26,14,6,0,28,Matches
861,Jake Evans,,FW,Leicester City,eng Premier League,,,0.3,2,3,66.7,24,9,0,0.0,0.0,0.0,0,1,0,0,0,Matches
862,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36,1988,3.5,192,217,88.5,3090,906,0,0.0,0.0,0.0,0,10,1,0,10,Matches
863,Edu Expósito,es ESP,MF,Espanyol,es La Liga,27,1996,11.6,318,485,65.6,5990,2287,2,3.2,2.4,-1.2,28,36,14,4,64,Matches
864,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26,1998,28.8,777,1047,74.2,13226,3540,8,6.2,4.7,+1.8,58,49,39,4,97,Matches
865,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22,2001,22.0,542,757,71.6,6695,1928,2,2.0,2.1,0.0,27,42,19,2,68,Matches
866,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21,2003,11.4,151,210,71.9,2182,369,1,1.3,0.6,-0.3,9,15,5,1,17,Matches
867,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39,1985,12.9,332,495,67.1,9586,6808,0,0.0,0.0,0.0,0,5,0,0,0,Matches
868,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22,2001,18.3,441,591,74.6,6233,1638,3,4.0,1.9,-1.0,23,14,24,5,36,Matches
869,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26,1998,31.3,1376,1564,88.0,25369,9014,0,0.1,0.4,-0.1,4,83,6,0,86,Matches
870,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23,2001,10.7,519,617,84.1,8944,2503,2,3.0,2.0,-1.0,23,45,12,2,50,Matches
871,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23,2001,6.3,370,418,88.5,6360,1203,0,0.1,0.5,-0.1,4,36,8,0,41,Matches
872,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1998,10.0,311,379,82.1,4587,1209,2,1.9,1.8,+0.1,10,34,8,1,44,Matches
873,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29,1995,38.0,731,1200,60.9,22646,17716,0,0.0,0.1,0.0,0,22,0,0,0,Matches
874,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32,1991,2.9,65,95,68.4,1056,387,0,0.1,0.1,-0.1,2,6,3,3,3,Matches
875,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20,2004,6.4,123,197,62.4,2150,601,2,1.6,1.4,+0.4,6,7,7,2,17,Matches
876,Ansu Fati,es ESP,FW,Barcelona,es La Liga,21,2002,2.6,104,125,83.2,1100,142,0,0.2,0.4,-0.2,4,3,5,0,6,Matches
877,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,2004,11.4,426,514,82.9,7173,1757,0,0.3,0.6,-0.3,7,35,5,2,50,Matches
878,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21,2003,15.4,305,426,71.6,4559,1281,1,0.5,0.7,+0.5,12,27,10,0,49,Matches
879,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31,1993,2.0,67,82,81.7,1052,381,1,0.6,0.8,+0.4,6,5,6,2,10,Matches
880,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23,2001,10.3,188,277,67.9,2525,863,3,1.0,0.7,+2.0,10,12,3,0,19,Matches
881,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27,1997,1.4,58,66,87.9,915,310,0,0.0,0.0,0.0,0,5,0,0,4,Matches
882,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,24,1999,4.1,171,199,85.9,2588,663,1,1.0,0.5,0.0,6,22,8,0,26,Matches
883,João Félix,pt POR,MF,Milan,it Serie A,24,1999,8.4,246,301,81.7,3663,1124,0,1.2,1.3,-1.2,10,31,11,0,40,Matches
884,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,20,2004,1.3,41,65,63.1,1338,982,0,0.0,0.0,0.0,0,0,0,0,0,Matches
885,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33,1991,24.7,1339,1506,88.9,22076,7230,1,1.3,2.1,-0.3,16,108,24,14,112,Matches
886,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,19,2004,1.7,28,37,75.7,375,21,0,0.3,0.3,-0.3,2,1,0,0,1,Matches
887,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19,2004,2.7,43,58,74.1,484,44,0,0.4,0.4,-0.4,3,1,0,0,1,Matches
888,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24,1999,10.9,569,658,86.5,9928,2246,1,1.1,0.8,-0.1,14,57,8,0,53,Matches
889,Zinedine Ferhat,dz ALG,"FW,MF",Angers,fr Ligue 1,31,1993,9.4,303,451,67.2,5059,1644,0,2.4,2.1,-2.4,17,24,13,3,40,Matches
890,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,29,1994,33.5,1707,2242,76.1,30541,10698,10,8.5,8.0,+1.5,91,214,85,11,325,Matches
891,Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28,1996,12.3,486,572,85.0,8960,2318,1,0.6,0.6,+0.4,8,40,3,0,40,Matches
892,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20,2004,32.3,1087,1361,79.9,18406,4369,4,3.0,3.6,+1.0,34,98,27,6,145,Matches
893,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,33,1991,1.0,29,45,64.4,1243,1147,0,0.0,0.0,0.0,0,1,0,0,0,Matches
894,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26,1998,8.3,212,324,65.4,5528,3865,0,0.1,0.0,-0.1,1,6,0,0,0,Matches
895,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23,2001,32.7,1518,1900,79.9,26776,7512,7,6.8,6.2,+0.2,77,167,41,7,212,Matches
896,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,21,2003,1.1,24,28,85.7,476,180,0,0.0,0.0,0.0,0,1,0,0,1,Matches
897,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22,2002,16.6,187,259,72.2,2227,311,0,0.6,0.5,-0.6,8,9,7,0,17,Matches
898,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,24,1999,3.4,88,99,88.9,1141,211,0,0.0,0.1,0.0,1,4,2,1,5,Matches
899,Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,fr Ligue 1,19,2005,11.8,224,307,73.0,3456,733,2,2.8,1.9,-0.8,16,10,11,0,26,Matches
900,André Ferreira,pt POR,GK,Valladolid,es La Liga,28,1996,6.0,138,195,70.8,3984,2985,0,0.0,0.0,0.0,0,1,0,0,0,Matches
901,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32,1992,19.7,1119,1267,88.3,19942,5049,2,0.9,1.3,+1.1,13,119,11,4,137,Matches
902,Daniel Fila,cz CZE,FW,Venezia,it Serie A,21,2002,5.5,70,90,77.8,884,140,0,0.3,0.4,-0.3,6,4,3,0,8,Matches
903,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26,1998,0.1,2,4,50.0,18,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
904,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23,2000,25.5,976,1241,78.6,17089,5575,0,0.5,1.0,-0.5,12,73,20,3,110,Matches
905,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31,1993,36.4,1254,1717,73.0,37000,25308,2,0.5,0.1,+1.5,3,50,2,0,0,Matches
906,Alessandro Florenzi,it ITA,FW,Milan,it Serie A,33,1991,0.1,3,4,75.0,54,43,0,0.0,0.0,0.0,0,0,0,0,0,Matches
907,Mateo Flores,es ESP,MF,Betis,es La Liga,20,2004,1.7,56,69,81.2,955,282,0,0.0,0.1,0.0,0,3,1,1,9,Matches
908,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24,2000,19.7,791,941,84.1,12385,2615,2,4.8,5.3,-2.8,43,41,39,6,103,Matches
909,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19,2005,17.7,494,638,77.4,6737,1373,4,3.7,4.4,+0.3,25,20,32,13,45,Matches
910,Rayan Fofana,fr FRA,"FW,MF",Lens,fr Ligue 1,18,2006,0.3,5,8,62.5,59,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
911,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29,1995,9.4,499,552,90.4,7498,1759,1,1.2,1.0,-0.2,13,38,13,2,72,Matches
912,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,23,2000,13.0,724,803,90.2,12262,3415,0,0.4,0.2,-0.4,6,54,1,0,32,Matches
913,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,23,2000,33.0,697,1014,68.7,20260,14214,0,0.1,0.0,-0.1,1,11,0,0,0,Matches
914,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,25,1999,27.8,1237,1444,85.7,21531,7225,6,3.4,2.6,+2.6,23,140,23,2,176,Matches
915,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28,1996,20.4,659,909,72.5,12027,5263,1,1.3,2.1,-0.3,14,62,15,11,59,Matches
916,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,26,1998,7.2,178,252,70.6,2796,786,0,0.6,0.5,-0.6,3,13,6,2,21,Matches
917,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,26,1998,0.4,10,14,71.4,134,39,0,0.0,0.0,0.0,0,0,0,0,0,Matches
918,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,26,1998,2.4,121,145,83.4,2006,615,0,0.3,0.1,-0.3,1,14,2,0,18,Matches
919,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,20,2004,2.7,60,91,65.9,788,228,0,0.0,0.1,0.0,1,2,3,1,8,Matches
920,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,28,1996,20.3,887,1109,80.0,14428,4985,0,3.3,2.9,-3.3,36,93,33,8,146,Matches
921,Omari Forson,eng ENG,"MF,FW",Monza,it Serie A,20,2004,2.5,92,113,81.4,1359,312,0,0.5,0.3,-0.5,8,7,6,2,10,Matches
922,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,36,1988,7.0,168,198,84.8,3349,2105,0,0.0,0.0,0.0,0,1,0,0,0,Matches
923,Héctor Fort,es ESP,DF,Barcelona,es La Liga,17,2006,6.5,448,497,90.1,6222,1464,0,0.9,1.3,-0.9,10,27,3,0,26,Matches
924,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,31,1993,25.5,1007,1276,78.9,15790,5913,1,1.4,2.0,-0.4,10,77,15,6,97,Matches
925,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,26,1998,16.9,838,963,87.0,15860,6523,0,0.3,0.9,-0.3,7,53,8,2,65,Matches
926,Fran,es ESP,GK,Real Madrid,es La Liga,19,2005,1.0,19,20,95.0,386,262,0,0.0,0.0,0.0,0,0,0,0,0,Matches
927,Matheus França,br BRA,"MF,FW",Crystal Palace,eng Premier League,20,2004,0.6,10,17,58.8,155,75,0,0.0,0.2,0.0,0,1,0,0,3,Matches
928,Alejandro Francés,es ESP,DF,Girona,es La Liga,21,2002,13.0,685,813,84.3,12756,3792,0,0.3,0.5,-0.3,4,69,6,3,63,Matches
929,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29,1995,15.4,875,1092,80.1,13489,5466,2,2.5,2.9,-0.5,20,90,36,10,117,Matches
930,Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,27,1997,6.8,158,225,70.2,2513,1004,0,0.1,0.1,-0.1,2,5,2,2,12,Matches
931,Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,30,1994,3.4,77,103,74.8,1121,208,0,0.1,0.1,-0.1,2,3,1,0,8,Matches
932,Davide Frattesi,it ITA,MF,Inter,it Serie A,24,1999,13.6,297,360,82.5,4304,880,1,0.8,0.8,+0.2,7,20,5,1,31,Matches
933,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,19,2005,1.8,110,122,90.2,1932,434,0,0.0,0.0,0.0,0,8,0,0,8,Matches
934,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23,2001,34.5,1067,1250,85.4,16062,3294,0,0.9,0.8,-0.9,14,79,11,0,106,Matches
935,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,26,1998,6.1,182,256,71.1,3018,1155,0,0.2,0.2,-0.2,5,14,4,0,19,Matches
936,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32,1992,35.6,1704,1944,87.7,28701,7341,2,1.5,1.6,+0.5,36,204,24,4,208,Matches
937,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26,1998,24.0,1324,1468,90.2,27567,9623,0,0.2,0.4,-0.2,3,63,5,1,69,Matches
938,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,28,1995,11.0,624,706,88.4,10906,3760,1,0.6,0.5,+0.4,3,23,1,0,36,Matches
939,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,23,2000,25.7,715,940,76.1,10545,2224,5,4.2,4.7,+0.8,30,28,29,18,55,Matches
940,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,27,1997,27.7,455,666,68.3,6332,1601,3,3.4,2.3,-0.4,31,22,28,13,44,Matches
941,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,21,2003,0.1,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
942,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,26,1998,22.0,807,1003,80.5,11366,3268,3,3.7,6.0,-0.7,32,39,51,13,95,Matches
943,Shiō Fukuda,jp JPN,FW,Gladbach,de Bundesliga,20,2004,0.7,5,10,50.0,49,13,0,0.0,0.0,0.0,0,0,0,0,1,Matches
944,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,27,1996,11.6,509,652,78.1,7393,1993,1,3.8,3.8,-2.8,28,31,27,8,69,Matches
945,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,31,1993,8.8,133,198,67.2,1852,314,2,1.9,0.4,+0.1,14,12,5,0,14,Matches
946,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,29,1995,1.4,3,11,27.3,43,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
947,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,26,1997,11.1,478,624,76.6,8055,2300,1,1.8,1.8,-0.8,28,56,24,5,71,Matches
948,Matteo Gabbia,it ITA,DF,Milan,it Serie A,24,1999,23.9,1316,1443,91.2,26811,7732,0,0.2,0.2,-0.2,2,82,3,1,74,Matches
949,Tommaso Gabellini,it ITA,FW,Torino,it Serie A,17,2006,0.1,1,3,33.3,7,2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
950,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,19,2004,1.1,35,40,87.5,745,271,0,0.0,0.0,0.0,0,3,1,0,1,Matches
951,Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30,1994,1.6,28,49,57.1,439,103,1,0.8,0.2,+0.2,4,3,1,0,6,Matches
952,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24,2000,11.2,258,357,72.3,4219,1182,4,2.2,2.3,+1.8,22,27,13,0,41,Matches
953,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,30,1994,2.0,107,124,86.3,1852,449,0,0.2,0.0,-0.2,1,12,0,0,11,Matches
954,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25,1999,21.5,480,634,75.7,6870,1656,4,4.4,3.8,-0.4,38,24,27,8,52,Matches
955,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29,1994,19.8,852,1028,82.9,12612,3739,3,3.9,3.1,-0.9,15,44,22,14,54,Matches
956,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30,1993,16.4,683,844,80.9,12772,3749,4,2.9,2.7,+1.1,28,101,25,3,137,Matches
957,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,24,2000,18.1,714,840,85.0,9884,2176,3,1.2,1.1,+1.8,12,47,14,1,64,Matches
958,Antonino Gallo,it ITA,DF,Lecce,it Serie A,24,2000,29.0,822,1241,66.2,15643,6924,2,2.7,2.7,-0.7,44,78,28,22,107,Matches
959,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,31,1993,0.5,16,19,84.2,277,175,0,0.0,0.0,0.0,0,0,0,0,0,Matches
960,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,34,1989,2.5,75,124,60.5,1477,594,0,0.2,0.3,-0.2,3,3,2,1,5,Matches
961,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,34,1989,34.0,1230,1422,86.5,20779,5681,3,1.7,2.0,+1.3,19,154,10,3,145,Matches
962,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,25,1999,2.7,59,77,76.6,859,169,0,0.3,0.1,-0.3,5,2,1,1,9,Matches
963,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28,1996,3.6,37,60,61.7,595,78,0,0.2,0.0,-0.2,1,3,0,0,4,Matches
964,Facundo Garcés,my MAS,DF,Alavés,es La Liga,24,1999,7.5,150,197,76.1,3011,1258,0,0.8,0.7,-0.8,3,8,1,0,12,Matches
965,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27,1997,16.2,1212,1390,87.2,21055,6014,4,4.9,3.8,-0.9,32,135,12,4,120,Matches
966,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31,1992,28.4,543,841,64.6,8345,2525,5,5.0,5.9,0.0,50,27,44,18,71,Matches
967,Andrés García,es ESP,"DF,MF",Aston Villa,eng Premier League,21,2003,3.5,174,201,86.6,2725,577,0,0.2,0.4,-0.2,3,9,8,5,15,Matches
968,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,23,2001,17.4,1234,1340,92.1,20485,7124,3,0.8,1.6,+2.2,7,142,14,3,109,Matches
969,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,24,1999,24.1,1344,1551,86.7,19116,5223,2,1.8,2.3,+0.2,24,87,23,9,119,Matches
970,Gonzalo García,es ESP,"FW,DF",Real Madrid,es La Liga,20,2004,0.6,19,20,95.0,245,20,1,1.0,0.6,0.0,1,0,0,0,0,Matches
971,Joan García,es ESP,GK,Espanyol,es La Liga,23,2001,38.0,901,1259,71.6,25475,19491,0,0.0,0.1,0.0,0,25,1,0,1,Matches
972,Pablo Garcia,es ESP,FW,Betis,es La Liga,18,2006,0.4,10,14,71.4,186,18,0,0.0,0.2,0.0,0,0,0,0,0,Matches
973,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31,1993,26.8,903,1215,74.3,15826,3984,5,3.6,4.6,+1.4,49,77,31,16,112,Matches
974,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,28,1996,10.3,535,632,84.7,8376,2370,2,1.4,1.2,+0.6,8,40,10,5,53,Matches
975,Unai García,es ESP,DF,Osasuna,es La Liga,32,1992,0.7,36,38,94.7,805,278,0,0.0,0.0,0.0,0,1,0,0,3,Matches
976,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,eng Premier League,20,2004,24.4,649,823,78.9,9138,1181,2,4.5,2.8,-2.5,37,22,25,5,56,Matches
977,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,23,2001,17.7,611,803,76.1,10658,3158,1,1.4,1.4,-0.4,13,60,7,4,50,Matches
978,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,19,2005,10.5,387,482,80.3,7508,2627,0,0.1,0.3,-0.1,3,43,3,1,38,Matches
979,Federico Gatti,it ITA,DF,Juventus,it Serie A,26,1998,24.4,1387,1460,95.0,25073,7810,0,0.5,0.3,-0.5,6,58,3,0,73,Matches
980,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,19,2004,12.1,733,814,90.0,10848,2687,1,1.6,1.5,-0.6,14,92,11,1,77,Matches
981,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,32,1992,35.5,969,1211,80.0,23463,15697,0,0.0,0.0,0.0,0,11,0,0,0,Matches
982,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,28,1995,2.4,90,115,78.3,1338,427,0,0.0,0.0,0.0,0,11,1,0,12,Matches
983,Mory Gbane,ci CIV,"DF,MF",Reims,fr Ligue 1,23,2000,12.5,447,524,85.3,7917,2675,1,0.6,0.8,+0.4,7,37,2,0,35,Matches
984,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,23,2001,25.9,478,644,74.2,6718,2050,4,3.5,4.1,+0.5,30,53,28,0,103,Matches
985,David de Gea,es ESP,GK,Fiorentina,it Serie A,33,1990,35.0,832,1136,73.2,25780,19540,1,0.4,0.0,+0.6,3,22,0,0,0,Matches
986,Viggo Gebel,de GER,MF,RB Leipzig,de Bundesliga,16,2007,0.2,3,4,75.0,43,11,0,0.0,0.0,0.0,0,0,0,0,0,Matches
987,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24,2000,17.3,961,1109,86.7,16254,5823,0,1.0,1.6,-1.0,10,94,17,4,93,Matches
988,Dennis Geiger,de GER,"MF,FW",Hoffenheim,de Bundesliga,26,1998,8.2,316,362,87.3,4775,1315,0,0.5,0.7,-0.5,11,32,9,1,37,Matches
989,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24,2000,2.0,42,55,76.4,745,342,0,0.1,0.1,-0.1,2,5,2,1,5,Matches
990,Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,24,2000,15.7,482,690,69.9,7957,3749,1,1.8,2.7,-0.8,16,37,15,10,49,Matches
991,Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,25,1999,2.5,105,127,82.7,1588,460,0,0.5,0.7,-0.5,5,7,7,0,13,Matches
992,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,18,2006,2.0,43,54,79.6,551,85,1,0.7,0.3,+0.3,6,0,1,0,3,Matches
993,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,30,1994,16.9,513,667,76.9,7872,2653,1,0.2,1.1,+0.8,4,44,11,4,57,Matches
994,Max Geschwill,de GER,DF,Holstein Kiel,de Bundesliga,23,2001,14.2,496,668,74.3,9477,4117,2,0.8,0.9,+1.2,10,40,7,2,58,Matches
995,Daniele Ghilardi,it ITA,DF,Hellas Verona,it Serie A,21,2003,22.5,633,807,78.4,12335,4429,0,0.2,0.4,-0.2,6,59,3,3,57,Matches
