rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
1526,Iker Losada,ESP,"FW,MF",Celta Vigo,La Liga,22.0,2001.0,4.0,8,2.02,8,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1527,Iker Losada,ESP,"MF,FW",Betis,La Liga,22.0,2001.0,3.7,8,2.14,7,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1528,Anthony Losilla,FRA,MF,Bochum,Bundesliga,38.0,1986.0,12.6,19,1.5,18,0,0,0,1,2,0.16,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1529,Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,25.0,1998.0,0.4,2,5.14,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1530,Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,21.0,2003.0,8.6,31,3.6,21,2,1,5,0,1,0.12,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1531,Sandi Lovrić,SVN,MF,Udinese,Serie A,26.0,1998.0,25.6,81,3.16,49,18,2,7,4,10,0.39,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1532,Pol Lozano,ESP,MF,Espanyol,La Liga,24.0,1999.0,21.6,40,1.84,32,6,0,0,0,2,0.09,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1533,Lorenzo Lucca,ITA,FW,Udinese,Serie A,23.0,2000.0,26.1,33,1.26,19,0,1,10,3,4,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1534,Jhon Lucumí,COL,DF,Bologna,Serie A,26.0,1998.0,29.0,34,1.17,31,0,0,2,0,2,0.07,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1535,Yannik Lührs,GER,DF,Dortmund,Bundesliga,20.0,2003.0,1.4,2,1.41,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1536,José Luis Gayà,ESP,DF,Valencia,La Liga,29.0,1995.0,20.0,39,1.95,35,1,2,1,0,5,0.25,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1537,José Luis Palomino,ARG,DF,Cagliari,Serie A,34.0,1990.0,12.0,7,0.58,7,0,0,0,0,1,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1538,Douglas Luiz,BRA,MF,Juventus,Serie A,26.0,1998.0,5.9,28,4.75,18,7,0,3,0,1,0.17,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1539,Romelu Lukaku,BEL,FW,Napoli,Serie A,31.0,1993.0,31.6,76,2.4,63,0,2,9,2,16,0.51,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1540,Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,21.0,2002.0,17.5,17,0.97,14,1,2,0,0,1,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1541,Dodi Lukebakio,BEL,FW,Sevilla,La Liga,26.0,1997.0,34.4,119,3.46,65,18,21,5,8,9,0.26,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1542,Saša Lukić,SRB,MF,Fulham,Premier League,27.0,1996.0,26.0,55,2.11,36,12,0,5,1,4,0.15,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1543,Milos Lukovic,SRB,"FW,MF",Strasbourg,Ligue 1,18.0,2005.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1544,Joe Lumley,ENG,GK,Southampton,Premier League,29.0,1995.0,3.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1545,Daniel Luna,COL,MF,Mallorca,La Liga,21.0,2003.0,0.2,1,4.5,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1546,Andriy Lunin,UKR,GK,Real Madrid,La Liga,25.0,1999.0,7.0,1,0.14,1,0,0,0,0,1,0.14,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1547,Massimo Luongo,AUS,MF,Ipswich Town,Premier League,31.0,1992.0,2.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1548,Sebastiano Luperto,ITA,DF,Cagliari,Serie A,27.0,1996.0,36.0,30,0.83,23,0,0,6,1,5,0.14,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1549,Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,22.0,2002.0,17.8,35,1.96,24,1,4,3,3,4,0.22,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1550,Charalampos Lykogiannis,GRE,DF,Bologna,Serie A,30.0,1993.0,11.6,33,2.83,17,16,0,0,0,5,0.43,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1551,Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,25.0,1999.0,30.4,32,1.05,28,0,1,2,0,6,0.2,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1552,Mathias Løvik,NOR,"DF,FW",Parma,Serie A,20.0,2003.0,1.0,1,0.98,0,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1553,Othmane Maamma,MAR,"FW,MF",Montpellier,Ligue 1,18.0,2005.0,4.0,4,1.33,2,0,1,0,1,1,0.33,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1554,Ian Maatsen,NED,DF,Aston Villa,Premier League,22.0,2002.0,12.7,52,4.11,38,3,5,5,0,7,0.55,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1555,Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25.0,1998.0,28.9,120,4.15,83,24,2,6,2,15,0.52,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1556,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,30.0,1993.0,20.1,45,2.24,28,4,3,7,1,8,0.4,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1557,Lanroy Machine,FRA,FW,Angers,Ligue 1,18.0,2005.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1558,Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,24.0,1999.0,21.7,74,3.41,48,19,2,3,2,9,0.41,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1559,Darwin Machís,VEN,"MF,FW",Valladolid,La Liga,31.0,1993.0,7.1,15,2.11,8,5,0,1,1,1,0.14,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1560,Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,25.0,1998.0,8.8,10,1.29,9,0,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1561,James Maddison,ENG,MF,Tottenham,Premier League,27.0,1996.0,20.1,95,4.73,66,13,7,3,6,18,0.9,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1562,Eros Maddy,NED,DF,Auxerre,Ligue 1,23.0,2001.0,0.2,1,6.0,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1563,Noni Madueke,ENG,FW,Chelsea,Premier League,22.0,2002.0,22.6,79,3.5,57,0,10,7,4,8,0.35,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1564,Pablo Maffeo,ESP,DF,Mallorca,La Liga,27.0,1997.0,26.3,60,2.28,39,9,5,1,5,4,0.15,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1565,Gabriel Magalhães,BRA,DF,Arsenal,Premier League,26.0,1997.0,26.3,35,1.33,31,0,0,3,1,6,0.23,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1566,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,20.0,2003.0,11.4,19,1.67,19,0,0,0,0,1,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1567,Edmond-Paris Maghoma,ENG,"MF,FW",Brentford,Premier League,23.0,2001.0,1.3,4,3.03,4,0,0,0,0,1,0.76,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1568,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,28.0,1995.0,11.8,4,0.34,2,1,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1569,Hugo Magnetti,FRA,MF,Brest,Ligue 1,26.0,1998.0,25.8,28,1.08,24,2,0,1,1,4,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1570,Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,24.0,1999.0,16.8,29,1.72,14,0,2,6,7,3,0.18,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1571,Harry Maguire,ENG,DF,Manchester Utd,Premier League,31.0,1993.0,19.5,20,1.02,14,1,0,5,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1572,Jon Magunazelaia,ESP,MF,Real Sociedad,La Liga,23.0,2001.0,0.1,1,12.86,1,0,0,0,0,1,12.86,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1573,Arne Maier,GER,MF,Augsburg,Bundesliga,25.0,1999.0,10.4,44,4.23,25,17,0,2,0,4,0.38,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1574,Mike Maignan,FRA,GK,Milan,Serie A,29.0,1995.0,36.6,6,0.16,6,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1575,Patrick Mainka,GER,DF,Heidenheim,Bundesliga,29.0,1994.0,34.0,28,0.82,23,0,0,5,0,2,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1576,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,19.0,2005.0,18.3,34,1.85,29,0,4,0,1,3,0.16,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1577,Ainsley Maitland-Niles,ENG,DF,Lyon,Ligue 1,26.0,1997.0,22.1,55,2.49,47,1,1,5,0,6,0.27,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1578,Radosław Majecki,POL,GK,Monaco,Ligue 1,24.0,1999.0,15.0,1,0.07,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1579,Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,26.0,1998.0,3.4,13,3.85,9,3,0,1,0,2,0.59,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1580,Hamidou Makalou,MLI,"FW,MF",Brest,Ligue 1,18.0,2006.0,0.4,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1581,Jordy Makengo,FRA,DF,Freiburg,Bundesliga,22.0,2001.0,8.3,9,1.09,7,1,1,0,0,1,0.12,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1582,Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26.0,1998.0,23.9,38,1.59,33,0,0,2,1,5,0.21,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1583,Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,32.0,1991.0,6.5,8,1.24,6,2,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1584,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,24.0,1999.0,1.1,2,1.8,1,0,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1585,Jarzinho Malanga,GER,DF,Stuttgart,Bundesliga,18.0,2006.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1586,Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23.0,2001.0,5.0,5,0.99,4,0,0,1,0,2,0.4,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1587,Daniel Maldini,ITA,"MF,FW",Monza,Serie A,22.0,2001.0,14.5,40,2.75,21,3,6,6,4,5,0.34,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1588,Daniel Maldini,ITA,"FW,MF",Atalanta,Serie A,22.0,2001.0,2.9,9,3.14,9,0,0,0,0,1,0.35,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1589,Youssef Maleh,MAR,MF,Empoli,Serie A,25.0,1998.0,16.8,30,1.79,26,0,1,1,2,2,0.12,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1590,Donyell Malen,NED,FW,Aston Villa,Premier League,25.0,1999.0,3.4,6,1.76,5,0,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1591,Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,25.0,1999.0,6.8,12,1.76,9,0,2,1,0,3,0.44,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1592,Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31.0,1993.0,4.3,17,3.98,11,2,0,3,1,2,0.47,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1593,Lennard Maloney,USA,MF,Heidenheim,Bundesliga,24.0,1999.0,8.4,7,0.83,6,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1594,Lennard Maloney,USA,MF,Mainz 05,Bundesliga,24.0,1999.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1595,Aaron Malouda,FRA,FW,Lille,Ligue 1,18.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1596,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,23.0,2000.0,34.0,9,0.26,6,3,0,0,0,2,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1597,Dennis Man,ROU,"FW,MF",Parma,Serie A,25.0,1998.0,22.2,80,3.61,62,8,5,3,1,7,0.32,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1598,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,24.0,1999.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1599,Gianluca Mancini,ITA,DF,Roma,Serie A,28.0,1996.0,34.9,41,1.17,35,0,0,4,1,2,0.06,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1600,Steve Mandanda,FRA,GK,Rennes,Ligue 1,39.0,1985.0,16.5,4,0.24,3,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1601,Christos Mandas,GRE,GK,Lazio,Serie A,22.0,2001.0,9.0,2,0.22,2,0,0,0,0,1,0.11,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1602,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30.0,1994.0,10.5,7,0.67,6,0,0,0,0,1,0.1,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1603,Aïssa Mandi,ALG,DF,Lille,Ligue 1,32.0,1991.0,19.3,23,1.19,20,2,0,1,0,2,0.1,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1604,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27.0,1997.0,21.5,56,2.61,35,11,1,3,3,5,0.23,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1605,Mateus Mane,None,MF,Wolves,Premier League,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1606,Orel Mangala,BEL,MF,Everton,Premier League,26.0,1998.0,14.0,24,1.72,17,1,2,3,1,1,0.07,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1607,Orel Mangala,BEL,MF,Lyon,Ligue 1,26.0,1998.0,0.7,3,4.03,3,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1608,Ryan Manning,IRL,"DF,MF",Southampton,Premier League,28.0,1996.0,16.2,50,3.08,25,22,0,1,1,3,0.18,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1609,Javier Manquillo,ESP,DF,Celta Vigo,La Liga,30.0,1994.0,5.7,1,0.18,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1610,Johan Manzambi,SUI,"FW,MF",Freiburg,Bundesliga,18.0,2005.0,3.7,13,3.49,6,0,3,2,2,2,0.54,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1611,Alberto Manzoni,ITA,MF,Atalanta,Serie A,19.0,2005.0,0.1,1,15.0,0,0,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1612,Sekou Mara,FRA,"FW,MF",Strasbourg,Ligue 1,22.0,2002.0,8.5,10,1.17,5,0,2,3,0,2,0.23,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1613,Alessandro Marcandalli,ITA,DF,Genoa,Serie A,21.0,2002.0,0.5,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1614,Alessandro Marcandalli,ITA,DF,Venezia,Serie A,21.0,2002.0,3.9,1,0.25,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1615,Marcão,BRA,DF,Sevilla,La Liga,28.0,1996.0,6.1,2,0.33,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1616,Solly March,ENG,"FW,MF",Brighton,Premier League,30.0,1994.0,1.9,7,3.77,6,1,0,0,0,2,1.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1617,Filip Marchwiński,POL,MF,Lecce,Serie A,22.0,2002.0,0.2,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1618,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,35.0,1989.0,17.4,47,2.7,43,3,0,0,1,8,0.46,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1619,Alberto Marí,ESP,FW,Valencia,La Liga,23.0,2001.0,0.1,1,12.86,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1620,Pablo Marí,ESP,DF,Monza,Serie A,30.0,1993.0,18.1,16,0.88,15,0,0,0,0,1,0.06,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1621,Pablo Marí,ESP,DF,Fiorentina,Serie A,30.0,1993.0,12.2,10,0.82,9,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1622,José María Giménez,URU,DF,Atlético Madrid,La Liga,29.0,1995.0,22.2,7,0.32,7,0,0,0,0,1,0.05,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1623,Luca Marianucci,ITA,DF,Empoli,Serie A,20.0,2004.0,11.9,12,1.01,6,2,2,2,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1624,Mirko Marić,CRO,"FW,MF",Monza,Serie A,29.0,1995.0,1.2,2,1.68,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1625,Mirko Marić,CRO,FW,Venezia,Serie A,29.0,1995.0,4.0,9,2.27,8,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1626,Arkaitz Mariezkurrena,ESP,"FW,MF",Real Sociedad,La Liga,19.0,2005.0,2.7,7,2.61,4,0,2,1,0,1,0.37,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1627,Rafa Marín,ESP,DF,Napoli,Serie A,22.0,2002.0,1.6,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1628,Pablo Marín,ESP,MF,Real Sociedad,La Liga,21.0,2003.0,13.8,26,1.89,22,0,2,0,2,2,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1629,Răzvan Marin,ROU,MF,Cagliari,Serie A,28.0,1996.0,15.6,62,3.97,34,21,1,4,1,2,0.13,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1630,Guillermo Maripán,CHI,DF,Torino,Serie A,30.0,1994.0,26.0,19,0.73,15,1,0,3,0,2,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1631,Mika Mármol,ESP,DF,Las Palmas,La Liga,23.0,2001.0,26.7,39,1.46,34,4,0,1,0,4,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1632,Omar Marmoush,EGY,"FW,MF",Manchester City,Premier League,25.0,1999.0,13.1,39,2.99,22,3,2,5,7,2,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1633,Omar Marmoush,EGY,FW,Eint Frankfurt,Bundesliga,25.0,1999.0,16.1,91,5.66,39,20,13,9,9,21,1.31,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1634,Mario Maroto,ESP,MF,Valladolid,La Liga,20.0,2003.0,0.7,2,2.81,2,0,0,0,0,1,1.41,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1635,Marquinhos,BRA,DF,Paris S-G,Ligue 1,30.0,1994.0,19.2,31,1.62,28,0,1,0,0,1,0.05,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1636,Unai Marrero,ESP,GK,Real Sociedad,La Liga,22.0,2001.0,2.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1637,Ange Martial Tia,MLI,"MF,DF",Reims,Ligue 1,17.0,2006.0,1.9,4,2.11,3,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1638,Aarón Martín,ESP,DF,Genoa,Serie A,27.0,1997.0,34.3,95,2.77,42,48,2,1,2,13,0.38,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1639,Carlos Martín,ESP,"FW,MF",Alavés,La Liga,22.0,2002.0,14.8,29,1.96,20,0,3,4,2,3,0.2,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1640,Diego Martín,ESP,FW,Las Palmas,La Liga,20.0,2003.0,0.4,2,4.5,0,0,0,0,1,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1641,Gerard Martín,ESP,DF,Barcelona,La Liga,22.0,2002.0,11.5,27,2.34,26,0,0,0,1,3,0.26,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1642,Iván Martín,ESP,MF,Girona,La Liga,25.0,1999.0,22.7,56,2.47,53,0,0,2,1,4,0.18,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1643,Jon Martin,ESP,DF,Real Sociedad,La Liga,18.0,2006.0,10.0,8,0.8,6,0,0,2,0,1,0.1,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1644,Jonas Martin,FRA,MF,Brest,Ligue 1,34.0,1990.0,5.5,8,1.45,8,0,0,0,0,2,0.36,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1645,Mario Martín,ESP,MF,Valladolid,La Liga,20.0,2004.0,19.4,33,1.7,20,1,3,3,6,1,0.05,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1646,Gabriel Martinelli,BRA,"FW,MF",Arsenal,Premier League,23.0,2001.0,25.4,74,2.91,55,1,8,7,3,7,0.27,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1647,Arnau Martinez,ESP,"DF,MF",Girona,La Liga,21.0,2003.0,29.2,56,1.92,45,3,3,2,2,6,0.21,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1648,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,31.0,1992.0,35.5,6,0.17,5,1,0,0,0,1,0.03,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1649,Iñigo Martínez,ESP,DF,Barcelona,La Liga,33.0,1991.0,27.7,45,1.63,38,1,1,3,2,9,0.33,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1650,Javi Martínez,ESP,MF,Osasuna,La Liga,24.0,1999.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1651,Josep Martinez,ESP,GK,Inter,Serie A,26.0,1998.0,5.0,1,0.2,0,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1652,Lautaro Martínez,ARG,FW,Inter,Serie A,26.0,1997.0,28.5,77,2.7,58,0,2,12,4,8,0.28,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1653,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,26.0,1998.0,19.5,26,1.34,23,0,0,2,0,2,0.1,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1654,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,28.0,1996.0,3.9,4,1.03,4,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1655,Ramón Martínez,ESP,DF,Sevilla,La Liga,21.0,2002.0,2.9,6,2.07,6,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1656,Toni Martínez,ESP,FW,Alavés,La Liga,27.0,1997.0,11.2,27,2.4,16,0,5,2,2,1,0.09,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1657,Kevin Martins,ITA,"MF,DF",Monza,Serie A,19.0,2005.0,2.0,2,0.98,2,0,0,0,0,1,0.49,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1658,Javi Martón,ESP,"FW,MF",Athletic Club,La Liga,25.0,1999.0,0.6,1,1.73,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1659,Adam Marušić,MNE,DF,Lazio,Serie A,31.0,1992.0,26.0,33,1.27,25,2,0,5,0,3,0.12,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1660,Marvin,ESP,"DF,FW",Las Palmas,La Liga,24.0,2000.0,11.5,14,1.21,12,1,0,1,0,2,0.17,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1661,Omar Mascarell,EQG,MF,Mallorca,La Liga,31.0,1993.0,22.1,15,0.68,12,0,1,1,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1662,Adam Masina,MAR,DF,Torino,Serie A,30.0,1994.0,21.3,21,0.98,17,0,2,0,1,4,0.19,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1663,Patrizio Masini,ITA,MF,Genoa,Serie A,23.0,2001.0,17.1,24,1.4,18,0,1,0,5,3,0.18,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1664,Giorgos Masouras,GRE,"FW,MF",Bochum,Bundesliga,30.0,1994.0,11.7,29,2.47,21,0,2,5,1,5,0.43,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1665,Erhan Mašović,SRB,DF,Bochum,Bundesliga,25.0,1998.0,10.1,7,0.69,7,0,0,0,0,1,0.1,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1666,Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,23.0,2001.0,11.6,12,1.03,9,0,0,0,2,1,0.09,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1667,Clinton Mata,ANG,DF,Lyon,Ligue 1,31.0,1992.0,26.3,25,0.95,22,1,1,0,1,6,0.23,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
1668,Jaime Mata,ESP,"FW,MF",Las Palmas,La Liga,35.0,1988.0,7.3,16,2.19,11,0,1,3,1,1,0.14,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
