rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,goals_against,penalty_kicks_allowed,free_kick_goals_against,corner_kick_goals_against,own_goals_against,post_shot_expected_goals,post_shot_expected_goals_per_shot,post_shot_expected_goals_plus_minus,post_shot_expected_goals_plus_minus_per_90,launches,launch_pct,avg_launch_distance,goal_kicks,crosses_faced,crosses_stopped,cross_stop_pct,defensive_actions_outside_penalty_area,defensive_actions_outside_penalty_area_per_90,avg_distance_defensive_actions,opponent_penalty_area_entries_stopped,keeper_stops,keeper_stop_pct,keeper_opa,keeper_opa_per_90,keeper_avg_distance,season,table_type,processed_at
95,Pau López,ESP,GK,Girona,La Liga,29,1994,0.5,2,0,0,0,0,1.3,0.44,-0.7,-1.33,4,9,44.4,17,2,35.3,35.8,0,0,0,17,3,17.6,1,2.0,9.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
96,Joe Lumley,ENG,GK,Southampton,Premier League,29,1995,3.0,7,0,0,1,0,7.7,0.39,0.7,0.22,15,50,30.0,135,14,34.1,30.0,0,0,0,56,2,3.6,7,2.33,18.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
97,Andriy Lunin,UKR,GK,Real Madrid,La Liga,25,1999,7.0,7,0,0,0,0,6.4,0.32,-0.6,-0.09,21,42,50.0,155,29,20.0,26.9,0,0,0,61,2,3.3,12,1.71,14.9,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
98,Mike Maignan,FRA,GK,Milan,Serie A,29,1995,36.6,41,1,1,3,3,36.8,0.26,-1.2,-0.03,118,306,38.6,1355,174,17.4,27.8,0,0,0,447,26,5.8,68,1.86,18.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
99,Radosław Majecki,POL,GK,Monaco,Ligue 1,24,1999,15.0,22,2,1,1,0,21.1,0.31,-0.9,-0.06,27,112,24.1,320,76,26.6,30.5,0,0,0,154,14,9.1,18,1.2,14.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
100,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,23,2000,34.0,48,5,0,4,3,46.1,0.3,1.1,0.03,141,449,31.4,859,134,36.0,34.5,0,0,0,472,33,7.0,38,1.12,14.3,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
101,Steve Mandanda,FRA,GK,Rennes,Ligue 1,39,1985,16.5,23,2,0,2,2,17.0,0.29,-4.0,-0.24,61,180,33.9,426,66,33.6,32.7,0,0,0,175,7,4.0,21,1.27,15.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
102,Christos Mandas,GRE,GK,Lazio,Serie A,22,2001,9.0,7,0,0,1,0,7.9,0.29,0.9,0.1,42,124,33.9,308,36,36.4,35.9,0,0,0,130,20,15.4,22,2.44,16.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
103,Unai Marrero,ESP,GK,Real Sociedad,La Liga,22,2001,2.0,3,0,0,0,0,3.5,0.22,0.5,0.26,7,16,43.8,41,11,24.4,28.3,0,0,0,21,1,4.8,3,1.5,16.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
104,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,31,1992,35.5,45,1,1,2,0,45.8,0.32,0.8,0.02,162,420,38.6,1208,132,26.3,30.4,0,0,0,498,56,11.2,35,0.99,13.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
105,Josep Martinez,ESP,GK,Inter,Serie A,26,1998,5.0,3,0,0,0,0,4.1,0.31,1.1,0.23,23,51,45.1,216,15,20.4,28.6,0,0,0,81,3,3.7,3,0.6,15.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
106,Andrea Mazza,ITA,GK,Monza,Serie A,20,2004,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,50.0,5,1,20.0,24.0,0,0,0,1,0,0.0,0,0.0,0.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
107,Alex McCarthy,ENG,GK,Southampton,Premier League,34,1989,5.0,13,2,0,1,0,12.6,0.29,-0.4,-0.07,24,52,46.2,132,29,33.3,29.5,0,0,0,74,8,10.8,0,0.0,6.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
108,Alex Meret,ITA,GK,Napoli,Serie A,27,1997,33.4,25,1,1,0,2,25.3,0.27,2.3,0.07,88,214,41.1,1041,117,15.4,27.7,0,0,0,378,21,5.6,47,1.41,16.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
109,Alexander Meyer,GER,GK,Dortmund,Bundesliga,33,1991,2.0,4,0,0,0,0,4.0,0.36,0.0,0.0,8,33,24.2,76,3,35.5,34.8,0,0,0,24,1,4.2,2,1.0,14.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
110,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,27,1997,37.0,42,3,1,7,2,51.4,0.27,11.4,0.31,223,702,31.8,1352,191,40.0,37.6,0,0,0,585,37,6.3,46,1.24,13.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
111,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,28,1996,36.0,64,2,0,6,1,50.8,0.31,-12.2,-0.34,210,720,29.2,760,91,59.9,43.6,0,0,0,498,30,6.0,23,0.64,11.6,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
112,Florian Müller,GER,GK,Freiburg,Bundesliga,26,1997,8.4,16,2,0,3,1,11.6,0.35,-3.4,-0.41,54,166,32.5,267,28,44.9,37.1,0,0,0,104,6,5.8,9,1.08,13.4,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
113,Kevin Müller,GER,GK,Heidenheim,Bundesliga,33,1991,32.7,64,6,0,7,0,59.3,0.33,-4.7,-0.14,152,428,35.5,1031,153,31.4,33.8,0,0,0,453,21,4.6,20,0.61,12.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
114,Marius Müller,GER,GK,Wolfsburg,Bundesliga,31,1993,5.3,5,0,0,2,0,7.6,0.33,2.6,0.49,37,97,38.1,184,29,39.1,36.6,0,0,0,99,9,9.1,3,0.57,11.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
115,Arijanet Muric,KVX,GK,Ipswich Town,Premier League,25,1998,18.0,33,3,0,2,0,31.4,0.29,-1.6,-0.09,76,229,33.2,534,94,29.6,30.3,0,0,0,249,39,15.7,20,1.11,12.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
116,Juan Musso,ARG,GK,Atalanta,Serie A,30,1994,1.0,0,0,0,0,0,0.7,0.19,0.7,0.74,4,20,20.0,19,4,36.8,33.1,0,0,0,15,0,0.0,1,1.0,17.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
117,Juan Musso,ARG,GK,Atlético Madrid,La Liga,30,1994,2.0,0,0,0,0,0,0.1,0.05,0.1,0.05,1,9,11.1,46,11,15.2,24.0,0,0,0,23,2,8.7,0,0.0,11.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
118,Neto,BRA,GK,Bournemouth,Premier League,35,1989,2.0,2,0,0,0,0,4.3,0.35,2.3,1.17,9,27,33.3,46,7,43.5,36.8,0,0,0,30,2,6.7,3,1.5,12.6,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
119,Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,38,1986,22.0,15,1,0,2,0,15.0,0.33,0.0,0.0,92,194,47.4,867,81,20.0,27.7,0,0,0,162,6,3.7,40,1.82,19.6,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
120,Moritz Nicolas,GER,GK,Gladbach,Bundesliga,26,1997,18.2,25,5,0,1,2,29.9,0.29,6.9,0.38,95,199,47.7,734,88,23.3,28.2,0,0,0,319,18,5.6,14,0.77,12.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
121,Alexander Nübel,GER,GK,Stuttgart,Bundesliga,27,1996,34.0,53,2,1,7,1,44.8,0.32,-7.2,-0.21,157,410,38.3,1183,137,30.1,30.7,0,0,0,415,21,5.1,57,1.68,17.6,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
122,Ørjan Nyland,NOR,GK,Sevilla,La Liga,33,1990,29.7,39,3,3,3,1,37.1,0.31,-0.9,-0.03,118,445,26.5,836,114,42.1,37.2,0,0,0,408,20,4.9,29,0.98,13.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
123,Jan Oblak,SVN,GK,Atlético Madrid,La Liga,31,1993,36.0,30,5,1,3,2,25.6,0.19,-2.4,-0.07,109,277,39.4,670,183,24.3,30.2,0,0,0,488,28,5.7,28,0.78,14.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
124,Maduka Okoye,NGA,GK,Udinese,Serie A,24,1999,25.0,40,4,2,4,3,37.0,0.32,0.0,0.0,120,292,41.1,776,80,29.9,30.2,0,0,0,315,14,4.4,23,0.92,14.1,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
125,Robin Olsen,SWE,GK,Aston Villa,Premier League,34,1990,2.5,6,1,0,0,0,6.3,0.4,0.3,0.12,19,54,35.2,75,1,42.7,35.9,0,0,0,40,3,7.5,0,0.0,8.6,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
126,Jonas Omlin,SUI,GK,Gladbach,Bundesliga,30,1994,10.9,26,2,1,6,0,23.8,0.31,-2.2,-0.2,68,190,35.8,453,46,34.9,32.7,0,0,0,166,3,1.8,13,1.2,15.1,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
127,André Onana,CMR,GK,Manchester Utd,Premier League,28,1996,34.0,44,3,1,10,1,44.0,0.31,1.0,0.03,118,440,26.8,1152,136,29.7,30.3,0,0,0,399,22,5.5,23,0.68,11.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
128,Stefan Ortega,GER,GK,Manchester City,Premier League,31,1992,12.2,18,2,1,1,1,16.3,0.31,-0.7,-0.06,40,104,38.5,409,55,21.5,26.7,0,0,0,133,6,4.5,12,0.98,14.3,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
129,Jesús Owono,EQG,GK,Alavés,La Liga,23,2001,5.4,7,1,0,2,0,5.4,0.37,-1.6,-0.29,46,105,43.8,126,12,55.6,43.0,0,0,0,66,6,9.1,2,0.37,8.9,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
130,Daniele Padelli,ITA,GK,Udinese,Serie A,38,1985,1.0,0,0,0,0,0,0.8,0.26,0.8,0.77,3,7,42.9,18,2,33.3,30.5,0,0,0,11,1,9.1,0,0.0,15.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
131,Alex Padilla,ESP,GK,Athletic Club,La Liga,20,2003,3.6,6,1,0,1,1,4.8,0.26,-0.2,-0.06,27,78,34.6,98,15,58.2,41.5,0,0,0,57,2,3.5,3,0.84,13.4,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
132,Alberto Paleari,ITA,GK,Torino,Serie A,31,1992,1.0,3,0,0,0,0,2.2,0.32,-0.8,-0.77,8,12,66.7,26,5,34.6,31.0,0,0,0,12,0,0.0,5,5.0,27.3,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
133,Alex Palmer,ENG,GK,Ipswich Town,Premier League,27,1996,13.0,30,1,0,9,2,25.1,0.35,-2.9,-0.22,71,186,38.2,329,55,36.8,33.9,0,0,0,249,20,8.0,13,1.0,11.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
134,Rui Patrício,POR,GK,Atalanta,Serie A,36,1988,3.0,3,0,0,0,0,4.2,0.34,1.2,0.41,8,19,42.1,83,12,18.1,27.6,0,0,0,29,0,0.0,10,3.33,23.1,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
135,Iñaki Peña,ESP,GK,Barcelona,La Liga,25,1999,15.5,18,2,0,1,0,16.7,0.29,-1.3,-0.08,23,78,29.5,546,80,10.8,24.7,0,0,0,143,3,2.1,89,5.74,23.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
136,Daniel Peretz,ISR,GK,Bayern Munich,Bundesliga,24,2000,3.0,5,0,0,0,0,4.0,0.58,-1.0,-0.32,5,25,20.0,96,5,25.0,29.5,0,0,0,17,0,0.0,8,2.67,21.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
137,Simone Perilli,ITA,GK,Hellas Verona,Serie A,29,1995,2.0,2,0,0,0,0,3.0,0.3,1.0,0.51,7,41,17.1,34,2,82.4,55.4,0,0,0,46,2,4.3,3,1.5,20.3,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
138,Mattia Perin,ITA,GK,Juventus,Serie A,31,1992,5.0,3,0,0,0,0,3.7,0.23,0.7,0.14,11,44,25.0,170,30,22.4,29.4,0,0,0,50,3,6.0,3,0.6,14.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
139,Lucas Perri,BRA,GK,Lyon,Ligue 1,26,1997,33.0,44,3,1,6,0,47.8,0.29,3.8,0.12,101,310,32.6,884,183,28.1,30.5,0,0,0,415,26,6.3,29,0.88,13.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
140,Đorđe Petrović,SRB,GK,Strasbourg,Ligue 1,24,1999,31.0,38,7,0,3,2,45.9,0.27,9.9,0.32,117,361,32.4,1438,127,20.9,27.4,0,0,0,491,41,8.4,47,1.52,15.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
141,Luca Philipp,GER,GK,Hoffenheim,Bundesliga,23,2000,6.0,15,1,0,2,1,12.3,0.34,-1.7,-0.28,30,97,30.9,157,22,51.0,38.7,0,0,0,84,3,3.6,4,0.67,12.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
142,Jordan Pickford,ENG,GK,Everton,Premier League,30,1994,38.0,44,0,1,6,0,48.8,0.3,4.8,0.13,304,806,37.7,1355,161,48.8,39.7,0,0,0,558,31,5.6,57,1.5,15.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
143,Semuel Pizzignacco,ITA,GK,Monza,Serie A,22,2001,8.2,17,0,1,2,1,12.4,0.33,-3.6,-0.44,39,113,34.5,273,30,33.7,31.4,0,0,0,119,4,3.4,7,0.86,12.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
144,Nick Pope,ENG,GK,Newcastle Utd,Premier League,32,1992,28.0,35,1,0,3,2,34.8,0.28,1.8,0.06,72,257,28.0,595,192,25.7,30.7,0,0,0,359,39,10.9,64,2.29,16.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
145,Ivan Provedel,ITA,GK,Lazio,Serie A,30,1994,29.0,42,4,0,3,2,31.5,0.32,-8.5,-0.29,146,374,39.0,1009,96,30.8,33.3,0,0,0,366,29,7.9,32,1.1,14.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
146,Ionuț Radu,ROU,GK,Venezia,Serie A,27,1997,15.0,18,3,0,2,0,19.2,0.26,1.2,0.08,67,275,24.4,470,61,47.7,40.2,0,0,0,215,13,6.0,3,0.2,9.1,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
147,Arnau Rafús,ESP,GK,Valladolid,La Liga,21,2003,1.0,2,0,1,0,0,0.5,0.23,-1.5,-1.53,7,15,46.7,38,5,34.2,34.9,0,0,0,14,1,7.1,1,1.0,11.4,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
148,Aaron Ramsdale,ENG,GK,Southampton,Premier League,26,1998,30.0,66,5,0,10,0,63.5,0.32,-2.5,-0.08,196,605,32.4,1026,129,44.6,36.0,0,0,0,457,25,5.5,20,0.67,11.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
149,Federico Ravaglia,ITA,GK,Bologna,Serie A,24,1999,11.7,14,1,0,2,0,11.7,0.46,-2.3,-0.2,48,138,34.8,426,45,27.5,30.8,0,0,0,97,11,11.3,9,0.77,12.9,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
150,David Raya,ESP,GK,Arsenal,Premier League,28,1995,38.0,34,3,2,8,0,35.1,0.28,1.1,0.03,149,478,31.2,1263,178,29.9,29.9,0,0,0,402,53,13.2,66,1.74,17.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
151,Pepe Reina,ESP,GK,Como,Serie A,41,1982,11.5,14,1,0,4,0,12.1,0.28,-1.9,-0.16,43,115,37.4,330,41,32.4,31.9,0,0,0,148,2,1.4,6,0.52,12.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
152,Álex Remiro,ESP,GK,Real Sociedad,La Liga,29,1995,36.0,43,5,0,5,0,38.0,0.26,-5.0,-0.14,180,477,37.7,1053,111,31.4,32.6,0,0,0,446,29,6.5,40,1.11,14.4,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
153,Guillaume Restes,FRA,GK,Toulouse,Ligue 1,19,2005,28.3,36,1,1,3,3,27.9,0.29,-5.1,-0.18,80,286,28.0,675,83,30.8,30.3,0,0,0,360,5,1.4,34,1.2,16.9,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
154,Lasse Rieß,GER,GK,Mainz 05,Bundesliga,23,2001,2.0,2,0,0,0,0,2.2,0.27,0.2,0.09,13,43,30.2,72,7,51.4,41.6,0,0,0,23,2,8.7,8,4.0,18.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
155,Adrian Rodriguez,ESP,GK,Alavés,La Liga,23,2000,1.4,2,1,0,0,0,1.5,0.13,-0.5,-0.36,18,48,37.5,26,0,92.3,56.3,0,0,0,33,0,0.0,0,0.0,9.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
156,Leo Román,ESP,GK,Mallorca,La Liga,24,2000,7.0,10,1,0,1,0,13.5,0.26,3.5,0.5,48,139,34.5,188,18,53.2,41.8,0,0,0,127,8,6.3,6,0.86,11.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
157,Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32,1992,34.0,47,3,1,4,2,47.5,0.33,2.5,0.07,92,202,45.5,1097,133,15.0,24.4,0,0,0,309,28,9.1,59,1.74,18.3,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
158,Mathew Ryan,AUS,GK,Lens,Ligue 1,32,1992,14.0,17,2,0,0,0,19.5,0.28,2.5,0.18,46,135,34.1,342,79,31.3,32.3,0,0,0,176,20,11.4,10,0.71,11.6,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
159,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,31,1992,28.0,37,1,1,1,1,39.3,0.32,3.3,0.12,143,395,36.2,734,135,36.6,34.3,0,0,0,483,40,8.3,35,1.25,13.4,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
160,José Sá,POR,GK,Wolves,Premier League,31,1993,29.0,48,5,1,6,2,42.8,0.33,-3.2,-0.11,94,382,24.6,771,121,39.3,35.2,0,0,0,432,32,7.4,43,1.48,15.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
161,Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25,1999,9.8,9,2,0,2,1,7.2,0.26,-0.8,-0.08,36,83,43.4,262,46,26.3,29.1,0,0,0,94,5,5.3,14,1.43,18.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
162,Brice Samba,FRA,GK,Rennes,Ligue 1,30,1994,17.0,27,1,1,4,0,29.2,0.32,2.2,0.13,58,178,32.6,569,64,24.4,29.7,0,0,0,225,16,7.1,15,0.88,13.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
163,Brice Samba,FRA,GK,Lens,Ligue 1,30,1994,15.0,14,4,2,3,0,17.5,0.26,3.5,0.23,82,163,50.3,435,61,29.7,30.5,0,0,0,152,17,11.2,22,1.47,16.1,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
164,Robert Sánchez,ESP,GK,Chelsea,Premier League,26,1997,32.0,34,4,0,4,0,35.7,0.25,1.7,0.05,98,424,23.1,1160,190,33.3,33.4,0,0,0,370,47,12.7,57,1.78,14.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
165,Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21,2003,8.5,12,1,0,4,1,14.3,0.3,3.3,0.39,40,116,34.5,248,34,37.1,33.2,0,0,0,137,16,11.7,18,2.12,14.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
166,Razvan Sava,ROU,GK,Udinese,Serie A,22,2002,12.0,16,3,1,4,2,14.5,0.24,0.5,0.04,44,148,29.7,337,26,33.2,32.2,0,0,0,202,4,2.0,13,1.08,14.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
167,Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,32,1992,6.0,13,1,0,0,0,9.7,0.32,-3.3,-0.55,28,73,38.4,166,26,31.3,31.0,0,0,0,85,0,0.0,4,0.67,14.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
168,Simone Scuffet,ITA,GK,Cagliari,Serie A,28,1996,13.0,23,5,0,6,0,20.4,0.28,-2.6,-0.2,71,181,39.2,305,50,42.0,35.5,0,0,0,189,6,3.2,7,0.54,11.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
169,Simone Scuffet,ITA,GK,Napoli,Serie A,28,1996,1.0,1,0,0,0,0,1.6,0.4,0.6,0.6,3,12,25.0,35,5,25.7,29.3,0,0,0,29,1,3.4,0,0.0,7.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
170,Jacopo Seghetti,ITA,GK,Empoli,Serie A,19,2005,1.0,3,0,0,0,0,1.9,0.31,-1.1,-1.12,3,9,33.3,16,5,37.5,33.8,0,0,0,4,0,0.0,1,1.0,26.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
171,Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32,1992,38.0,46,3,1,5,0,49.1,0.29,3.1,0.08,244,698,35.0,715,83,68.4,44.7,0,0,0,710,19,2.7,12,0.32,8.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
172,Alen Sherri,ALB,GK,Cagliari,Serie A,26,1997,6.9,11,0,0,0,0,10.9,0.35,-0.1,-0.02,29,84,34.5,168,22,35.7,32.2,0,0,0,85,4,4.7,5,0.72,11.1,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
173,Benjamin Siegrist,SUI,GK,Genoa,Serie A,32,1992,1.7,2,0,0,0,0,2.4,0.2,0.4,0.23,6,30,20.0,54,9,33.3,35.9,0,0,0,26,1,3.8,1,0.59,6.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
174,Rui Silva,POR,GK,Betis,La Liga,30,1994,15.0,18,3,0,3,1,18.4,0.3,1.4,0.1,45,144,31.3,446,70,26.0,30.8,0,0,0,194,10,5.2,31,2.07,18.9,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
175,Marco Silvestri,ITA,GK,Empoli,Serie A,33,1991,5.0,11,0,0,3,1,8.0,0.32,-2.0,-0.41,35,85,41.2,135,16,60.7,41.8,0,0,0,62,1,1.6,4,0.8,12.6,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
176,Unai Simón,ESP,GK,Athletic Club,La Liga,27,1997,21.0,14,1,0,2,0,16.3,0.24,2.3,0.11,106,284,37.3,533,91,36.2,34.4,0,0,0,249,19,7.6,28,1.33,15.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
177,Tobias Sippel,GER,GK,Gladbach,Bundesliga,36,1988,0.7,3,0,0,1,0,1.2,0.3,-1.8,-2.72,9,22,40.9,22,2,45.5,39.2,0,0,0,13,0,0.0,0,0.0,2.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
178,Antonio Sivera,ESP,GK,Alavés,La Liga,27,1996,31.2,39,9,2,2,2,39.0,0.28,2.0,0.06,297,724,41.0,735,70,71.8,47.7,0,0,0,453,30,6.6,29,0.93,12.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
179,Łukasz Skorupski,POL,GK,Bologna,Serie A,33,1991,26.3,33,1,0,1,2,28.7,0.34,-2.3,-0.09,123,329,37.4,1005,113,27.9,31.6,0,0,0,215,18,8.4,23,0.88,13.0,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
180,Daniele Sommariva,ITA,GK,Genoa,Serie A,27,1997,0.3,1,0,0,0,0,0.9,0.3,-0.1,-0.36,1,10,10.0,9,0,66.7,42.3,0,0,0,19,0,0.0,0,0.0,3.3,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
181,Yann Sommer,SUI,GK,Inter,Serie A,35,1988,33.0,32,3,0,3,1,31.7,0.24,0.7,0.02,91,226,40.3,1199,136,16.9,26.6,0,0,0,356,14,3.9,14,0.42,13.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
182,David Soria,ESP,GK,Getafe,La Liga,31,1993,38.0,39,8,0,5,0,42.0,0.29,3.0,0.08,300,799,37.5,719,68,72.6,48.8,0,0,0,479,25,5.2,39,1.03,14.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
183,Juan Soriano,ESP,GK,Leganés,La Liga,26,1997,6.0,7,0,0,1,1,8.8,0.36,2.8,0.47,36,120,30.0,131,20,56.5,43.9,0,0,0,130,7,5.4,0,0.0,8.4,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
184,Marco Sportiello,ITA,GK,Milan,Serie A,32,1992,1.4,2,0,0,0,0,2.2,0.36,0.2,0.12,5,13,38.5,46,8,21.7,27.8,0,0,0,15,1,6.7,3,2.14,25.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
185,Filip Stankovic,SRB,GK,Venezia,Serie A,22,2002,15.2,23,4,0,3,1,25.2,0.26,3.2,0.21,48,161,29.8,439,51,29.4,31.6,0,0,0,249,12,4.8,13,0.86,10.8,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
186,Jason Steele,ENG,GK,Brighton,Premier League,33,1990,2.0,1,0,0,0,0,0.5,0.12,-0.5,-0.26,7,16,43.8,110,7,13.6,25.1,0,0,0,22,2,9.1,3,1.5,15.4,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
187,Jakub Stolarczyk,POL,GK,Leicester City,Premier League,23,2000,10.0,16,0,0,2,0,15.4,0.35,-0.6,-0.06,57,195,29.2,328,36,46.3,34.2,0,0,0,169,10,5.9,8,0.8,12.5,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
188,Zion Suzuki,JPN,GK,Parma,Serie A,21,2002,36.8,53,5,3,5,2,51.4,0.32,0.4,0.01,204,669,30.5,1272,184,41.4,37.5,0,0,0,614,64,10.4,38,1.03,12.1,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
189,Mile Svilar,SRB,GK,Roma,Serie A,24,1999,38.0,35,4,0,4,1,42.5,0.26,8.5,0.22,124,413,30.0,1258,170,23.8,30.6,0,0,0,495,30,6.1,33,0.87,13.7,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
190,Wojciech Szczęsny,POL,GK,Barcelona,La Liga,34,1990,15.0,12,1,0,1,0,12.0,0.35,0.0,0.0,24,63,38.1,398,61,12.3,25.1,0,0,0,130,7,5.4,56,3.73,20.2,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
191,Arnau Tenas,ESP,GK,Paris S-G,Ligue 1,23,2001,1.0,1,0,0,0,0,1.5,0.37,0.5,0.46,3,4,75.0,30,4,13.3,25.4,0,0,0,5,1,20.0,1,1.0,15.6,2024-2025,stats_keeper_adv,2025-10-18 04:36:50.322626
