rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_distance,free_kicks,penalty_goals,penalty_attempts,expected_goals,non_penalty_xg,npxg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,shot_creating_actions_shot,passes_free_kick,season,table_type,processed_at
1237,Karl Jakob Hein,EST,GK,Valladolid,La Liga,22.0,2002.0,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1238,Ismail Jakobs,SEN,DF,Monaco,Ligue 1,24.0,1999.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1239,Jordan James,WAL,MF,Rennes,Ligue 1,20.0,2004.0,13.1,0,0,3,17.6,1.3,0.23,0.0,0.0,21.7,0,0,0,0.9,0.9,0.05,-0.9,-0.9,17,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1240,Reece James,ENG,"DF,MF",Chelsea,Premier League,24.0,1999.0,11.8,1,0,3,27.3,0.93,0.25,0.09,0.33,23.2,0,0,0,0.4,0.4,0.04,0.6,0.6,11,3,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1241,Vitaly Janelt,GER,MF,Brentford,Premier League,26.0,1998.0,25.0,1,0,4,28.6,0.56,0.16,0.07,0.25,17.7,0,0,0,0.8,0.8,0.06,0.2,0.2,14,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1242,Adnan Januzaj,BEL,"MF,FW",Las Palmas,La Liga,29.0,1995.0,6.6,2,0,5,31.3,2.41,0.75,0.13,0.4,23.6,0,0,0,0.8,0.8,0.05,1.2,1.2,16,4,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1243,Luca Jaquez,SUI,DF,Stuttgart,Bundesliga,21.0,2003.0,2.8,0,0,0,0.0,0.36,0.0,0.0,0.0,5.9,0,0,0,0.2,0.2,0.21,-0.2,-0.2,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1244,Vitezslav Jaros,CZE,GK,Liverpool,Premier League,23.0,2001.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1245,Ali Jasim,IRQ,"FW,DF",Como,Serie A,20.0,2004.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1246,Mikel Jauregizar,ESP,MF,Athletic Club,La Liga,20.0,2003.0,24.9,2,0,8,38.1,0.84,0.32,0.1,0.25,22.1,0,0,0,1.1,1.1,0.05,0.9,0.9,21,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1247,Dominik Javorček,SVK,"DF,MF",Holstein Kiel,Bundesliga,21.0,2002.0,4.3,0,0,0,0.0,0.23,0.0,0.0,0.0,22.5,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1248,Gaby Jean,FRA,DF,Lecce,Serie A,24.0,2000.0,15.4,0,0,1,100.0,0.06,0.06,0.0,0.0,12.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1249,Daniel Jebbison,CAN,FW,Bournemouth,Premier League,20.0,2003.0,1.3,1,0,2,40.0,3.78,1.51,0.2,0.5,10.6,0,0,0,1.0,1.0,0.2,0.0,0.0,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1250,Finn Jeltsch,GER,DF,Stuttgart,Bundesliga,18.0,2006.0,8.7,0,0,0,0.0,0.23,0.0,0.0,0.0,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1251,Malcolm Jeng,SWE,DF,Reims,Ligue 1,19.0,2005.0,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1252,Fredrik Jensen,FIN,MF,Augsburg,Bundesliga,26.0,1997.0,8.5,0,0,0,0.0,1.3,0.0,0.0,0.0,18.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7,11,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1253,Mathias Jensen,DEN,MF,Brentford,Premier League,28.0,1996.0,9.6,0,0,1,16.7,0.63,0.1,0.0,0.0,23.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,6,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1254,Moritz Jenz,GER,DF,Mainz 05,Bundesliga,25.0,1999.0,17.8,0,0,4,40.0,0.56,0.23,0.0,0.0,9.0,0,0,0,1.6,1.6,0.16,-1.6,-1.6,10,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1255,Gabriel Jesus,BRA,FW,Arsenal,Premier League,27.0,1997.0,6.8,3,0,7,35.0,2.96,1.04,0.15,0.43,11.1,0,0,0,3.0,3.0,0.15,0.0,0.0,20,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1256,Juan Jesus,BRA,DF,Napoli,Serie A,33.0,1991.0,11.9,0,0,0,0.0,0.25,0.0,0.0,0.0,7.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1257,Álex Jiménez,ESP,"DF,FW",Milan,Serie A,19.0,2005.0,14.1,0,0,5,33.3,1.07,0.36,0.0,0.0,22.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8,15,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1258,Raúl Jiménez,MEX,FW,Fulham,Premier League,33.0,1991.0,27.7,12,0,30,32.3,3.36,1.08,0.1,0.3,14.5,0,3,3,12.0,9.6,0.1,0.0,-0.6,93,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1259,Kim Jisoo,KOR,DF,Brentford,Premier League,19.0,2004.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1260,João Pedro,BRA,"FW,MF",Brighton,Premier League,22.0,2001.0,21.6,10,0,15,35.7,1.94,0.69,0.12,0.33,17.2,0,5,5,8.9,5.0,0.12,1.1,0.0,42,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1261,John Joe,IRL,"MF,FW",Getafe,La Liga,20.0,2003.0,0.5,0,0,0,0.0,3.75,0.0,0.0,0.0,20.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1262,John Joe,IRL,MF,Reims,Ligue 1,20.0,2003.0,6.1,0,0,1,12.5,1.32,0.17,0.0,0.0,24.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2,8,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1263,Joelinton,BRA,"MF,FW",Newcastle Utd,Premier League,27.0,1996.0,26.6,4,0,13,28.9,1.69,0.49,0.09,0.31,14.0,0,0,0,3.9,3.9,0.09,0.1,0.1,45,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1264,Jofre,ESP,"MF,FW",Espanyol,La Liga,23.0,2001.0,24.1,3,0,10,25.0,1.66,0.42,0.08,0.3,19.5,0,0,0,2.5,2.5,0.06,0.5,0.5,40,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1265,Þórir Jóhann Helgason,ISL,MF,Lecce,Serie A,23.0,2000.0,12.8,0,0,5,31.3,1.25,0.39,0.0,0.0,20.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2,16,5,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1266,Carl Johansson,SWE,DF,Holstein Kiel,Bundesliga,30.0,1994.0,6.3,0,0,1,100.0,0.16,0.16,0.0,0.0,10.8,0,0,0,0.0,0.0,0.05,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1267,Ben Johnson,ENG,"DF,FW",Ipswich Town,Premier League,24.0,2000.0,15.0,1,0,3,42.9,0.47,0.2,0.14,0.33,12.6,0,0,0,1.1,1.1,0.15,-0.1,-0.1,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1268,Brennan Johnson,WAL,FW,Tottenham,Premier League,23.0,2001.0,24.2,11,0,20,37.0,2.23,0.83,0.2,0.55,11.4,0,0,0,10.4,10.4,0.19,0.6,0.6,54,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1269,Karl-Johan Johnsson,SWE,GK,Strasbourg,Ligue 1,34.0,1990.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1270,Sam Johnstone,ENG,GK,Wolves,Premier League,31.0,1993.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1271,Paul Joly,FRA,DF,Auxerre,Ligue 1,24.0,2000.0,11.2,0,0,5,50.0,0.89,0.45,0.0,0.0,16.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,10,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1272,Curtis Jones,ENG,"MF,DF",Liverpool,Premier League,23.0,2001.0,19.0,3,0,13,38.2,1.79,0.68,0.09,0.23,17.1,0,0,0,4.3,4.3,0.13,-1.3,-1.3,34,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1273,Frenkie de Jong,NED,MF,Barcelona,La Liga,27.0,1997.0,12.7,2,0,3,60.0,0.39,0.24,0.4,0.67,17.0,0,0,0,0.7,0.7,0.13,1.3,1.3,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1274,Joan Jordán,ESP,MF,Alavés,La Liga,30.0,1994.0,15.7,5,0,4,30.8,0.83,0.25,0.15,0.5,26.7,0,3,4,4.8,1.6,0.13,0.2,0.4,13,5,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1275,Jorginho,ITA,MF,Arsenal,Premier League,32.0,1991.0,7.8,0,0,0,0.0,0.26,0.0,0.0,0.0,23.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1276,Jesse Joronen,FIN,GK,Venezia,Serie A,31.0,1993.0,7.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1277,Jota,POR,"FW,MF",Rennes,Ligue 1,25.0,1999.0,3.7,1,0,2,50.0,1.08,0.54,0.25,0.5,9.7,0,0,0,1.3,1.3,0.33,-0.3,-0.3,4,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1278,Diogo Jota,POR,FW,Liverpool,Premier League,27.0,1996.0,13.3,6,0,13,25.5,3.84,0.98,0.12,0.46,12.4,0,0,0,7.9,7.9,0.16,-1.9,-1.9,51,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1279,Antoine Joujou,FRA,"MF,FW",Le Havre,Ligue 1,21.0,2003.0,10.5,0,0,2,18.2,1.05,0.19,0.0,0.0,18.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,11,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1280,Luka Jović,SRB,"FW,MF",Milan,Serie A,26.0,1997.0,6.2,2,0,4,36.4,1.78,0.65,0.18,0.5,12.6,0,0,0,2.4,2.4,0.22,-0.4,-0.4,11,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1281,Juanmi,ESP,"FW,MF",Getafe,La Liga,31.0,1993.0,7.7,0,0,6,46.2,1.68,0.78,0.0,0.0,12.8,0,0,0,2.9,2.9,0.22,-2.9,-2.9,13,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1282,Juanmi,ESP,"FW,MF",Betis,La Liga,31.0,1993.0,2.7,0,0,1,16.7,2.21,0.37,0.0,0.0,14.1,0,0,0,0.7,0.7,0.11,-0.7,-0.7,6,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1283,Juanpe,ESP,DF,Girona,La Liga,33.0,1991.0,8.1,0,0,0,0.0,0.25,0.0,0.0,0.0,21.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1284,Jubal,BRA,DF,Auxerre,Ligue 1,30.0,1993.0,29.3,6,0,7,26.9,0.89,0.24,0.12,0.43,17.6,0,3,4,5.2,2.0,0.08,0.8,1.0,26,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1285,Abdulai Juma Bah,SLE,DF,Valladolid,La Liga,18.0,2006.0,9.6,0,0,1,33.3,0.31,0.1,0.0,0.0,9.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1286,Abdulai Juma Bah,SLE,DF,Lens,Ligue 1,18.0,2006.0,7.6,0,0,1,50.0,0.26,0.13,0.0,0.0,10.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1287,Anthony Jung,GER,DF,Werder Bremen,Bundesliga,32.0,1991.0,21.1,0,0,0,0.0,0.05,0.0,0.0,0.0,29.2,0,0,0,0.0,0.0,0.04,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1288,Luiz Lúcio Reis Júnior,BRA,GK,Villarreal,La Liga,23.0,2001.0,16.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1289,Hamed Junior Traorè,CIV,MF,Auxerre,Ligue 1,24.0,2000.0,23.3,10,0,27,39.7,2.92,1.16,0.15,0.37,19.1,0,0,0,7.9,7.9,0.12,2.1,2.1,68,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1290,Vinicius Júnior,BRA,FW,Real Madrid,La Liga,24.0,2000.0,25.0,11,0,24,30.8,3.12,0.96,0.12,0.38,17.5,0,2,3,10.4,8.2,0.11,0.6,0.8,78,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1291,Josip Juranović,CRO,"DF,MF",Union Berlin,Bundesliga,28.0,1995.0,12.9,0,0,2,33.3,0.47,0.16,0.0,0.0,24.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,6,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1292,David Jurásek,CZE,DF,Hoffenheim,Bundesliga,23.0,2000.0,6.9,0,0,2,40.0,0.73,0.29,0.0,0.0,27.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1293,Stanko Jurić,CRO,MF,Valladolid,La Liga,27.0,1996.0,19.2,0,0,2,25.0,0.42,0.1,0.0,0.0,15.0,0,0,0,0.8,0.8,0.1,-0.8,-0.8,8,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1294,James Justin,ENG,DF,Leicester City,Premier League,26.0,1998.0,32.4,2,0,6,24.0,0.77,0.19,0.08,0.33,16.2,0,0,0,1.5,1.5,0.06,0.5,0.5,25,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1295,Filip Jørgensen,DEN,GK,Chelsea,Premier League,22.0,2002.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1296,Mohamed Kaba,FRA,MF,Lecce,Serie A,22.0,2001.0,5.0,0,0,0,0.0,0.8,0.0,0.0,0.0,12.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,4,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1297,Yusuf Kabadayı,GER,"FW,MF",Augsburg,Bundesliga,20.0,2004.0,0.8,1,0,1,25.0,5.07,1.27,0.25,1.0,19.7,0,0,0,0.6,0.6,0.16,0.4,0.4,4,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1298,Almugera Kabar,GER,DF,Dortmund,Bundesliga,18.0,2006.0,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1299,Christian Kabasele,BEL,DF,Udinese,Serie A,33.0,1991.0,12.9,2,0,4,26.7,1.16,0.31,0.13,0.5,12.1,0,0,0,1.5,1.5,0.1,0.5,0.5,15,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1300,Issa Kaboré,BFA,"DF,FW",Werder Bremen,Bundesliga,23.0,2001.0,3.4,0,0,0,0.0,2.05,0.0,0.0,0.0,13.4,0,0,0,0.7,0.7,0.1,-0.7,-0.7,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1301,Yaya Kader Fofana,MLI,"MF,FW",Reims,Ligue 1,20.0,2004.0,7.0,1,0,4,30.8,1.85,0.57,0.08,0.25,20.1,0,0,0,0.6,0.6,0.05,0.4,0.4,13,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1302,Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,32.0,1992.0,17.5,2,0,3,21.4,0.8,0.17,0.14,0.67,14.8,0,0,0,0.8,0.8,0.05,1.2,1.2,14,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1303,Tino Kadewere,ZIM,"MF,FW",Nantes,Ligue 1,28.0,1996.0,5.7,1,0,6,75.0,1.41,1.05,0.13,0.17,15.4,0,0,0,1.7,1.7,0.21,-0.7,-0.7,8,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1304,Ferdi Kadioglu,TUR,"DF,MF",Brighton,Premier League,24.0,1999.0,4.3,1,0,1,25.0,0.94,0.23,0.25,1.0,15.1,0,0,0,0.4,0.4,0.11,0.6,0.6,4,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1305,Arnaud Kalimuendo,FRA,"FW,MF",Rennes,Ligue 1,22.0,2002.0,28.6,17,0,29,42.6,2.37,1.01,0.18,0.41,16.7,0,5,8,14.9,8.9,0.13,2.1,3.1,68,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1306,Pierre Kalulu,FRA,DF,Juventus,Serie A,24.0,2000.0,26.0,1,0,3,42.9,0.27,0.12,0.14,0.33,10.9,0,0,0,0.7,0.7,0.1,0.3,0.3,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1307,Justin-Noël Kalumba,FRA,"FW,MF",Angers,Ligue 1,19.0,2004.0,0.3,0,0,0,0.0,2.9,0.0,0.0,0.0,25.6,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1308,Daichi Kamada,JPN,MF,Crystal Palace,Premier League,27.0,1996.0,17.4,0,0,4,20.0,1.15,0.23,0.0,0.0,20.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,20,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1309,Warren Kamanzi,NOR,"DF,MF",Toulouse,Ligue 1,23.0,2000.0,11.4,1,0,2,28.6,0.62,0.18,0.14,0.5,12.3,0,0,0,1.3,1.3,0.18,-0.3,-0.3,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1310,Boubacar Kamara,FRA,MF,Aston Villa,Premier League,24.0,1999.0,19.2,1,0,3,30.0,0.52,0.16,0.1,0.33,19.6,0,0,0,0.8,0.8,0.08,0.2,0.2,10,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1311,Glen Kamara,FIN,MF,Rennes,Ligue 1,28.0,1995.0,7.4,0,0,0,0.0,0.14,0.0,0.0,0.0,16.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1312,Hassane Kamara,CIV,DF,Udinese,Serie A,30.0,1994.0,22.2,1,0,3,17.6,0.76,0.13,0.06,0.33,20.1,0,0,0,0.9,0.9,0.05,0.1,0.1,17,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1313,Noham Kamara,FRA,DF,Paris S-G,Ligue 1,17.0,2007.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1314,Willy Kambwala,FRA,DF,Villarreal,La Liga,19.0,2004.0,12.4,0,0,1,25.0,0.32,0.08,0.0,0.0,11.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,4,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1315,Jakub Kamiński,POL,"DF,MF",Wolfsburg,Bundesliga,22.0,2002.0,12.6,0,0,3,20.0,1.19,0.24,0.0,0.0,17.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,15,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1316,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,33.0,1990.0,17.7,1,0,2,28.6,0.4,0.11,0.14,0.5,18.0,0,0,0,0.8,0.8,0.12,0.2,0.2,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1317,Nordine Kandil,FRA,MF,Strasbourg,Ligue 1,22.0,2001.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1318,Harry Kane,ENG,FW,Bayern Munich,Bundesliga,31.0,1993.0,26.5,26,0,45,42.9,3.97,1.7,0.16,0.38,16.3,0,9,9,20.3,13.3,0.13,5.7,3.7,105,6,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1319,Lee Kang-in,KOR,"FW,MF",Paris S-G,Ligue 1,23.0,2001.0,18.5,6,0,14,34.1,2.22,0.76,0.15,0.43,19.0,0,0,0,3.5,3.5,0.09,2.5,2.5,41,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1320,Yann Karamoh,FRA,"MF,FW",Torino,Serie A,26.0,1998.0,11.6,0,0,6,24.0,2.15,0.52,0.0,0.0,17.7,0,0,0,1.2,1.2,0.05,-1.2,-1.2,25,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1321,Atakan Karazor,None,MF,Stuttgart,Bundesliga,27.0,1996.0,29.1,2,0,7,50.0,0.48,0.24,0.14,0.29,15.1,0,0,0,2.3,2.0,0.15,-0.3,0.0,14,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1322,Jesper Karlsson,SWE,FW,Bologna,Serie A,26.0,1998.0,3.3,1,0,2,33.3,1.81,0.6,0.17,0.5,20.3,0,0,0,0.7,0.7,0.12,0.3,0.3,6,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1323,Jesper Karlsson,SWE,FW,Lecce,Serie A,26.0,1998.0,5.5,1,0,4,44.4,1.64,0.73,0.0,0.0,22.1,0,1,1,1.5,0.7,0.07,-0.5,-0.7,9,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1324,Jesper Karlström,SWE,MF,Udinese,Serie A,29.0,1995.0,35.4,0,0,2,15.4,0.37,0.06,0.0,0.0,18.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7,13,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1325,Lior Kasa,ISR,"MF,FW",Genoa,Serie A,18.0,2005.0,2.6,0,0,2,40.0,1.96,0.78,0.0,0.0,16.7,0,0,0,1.1,1.1,0.23,-1.1,-1.1,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1326,Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,Serie A,26.0,1998.0,9.7,1,0,5,22.7,2.27,0.52,0.05,0.2,23.0,0,0,0,1.0,1.0,0.05,0.0,0.0,22,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1327,Mikkel Kaufmann,DEN,FW,Heidenheim,Bundesliga,23.0,2001.0,4.1,0,0,3,100.0,0.73,0.73,0.0,0.0,14.6,0,0,0,0.5,0.5,0.18,-0.5,-0.5,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1328,Joachim Kayi Sanda,FRA,DF,Southampton,Premier League,17.0,2006.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1329,Michael Kayode,ITA,DF,Brentford,Premier League,20.0,2004.0,5.9,0,0,0,0.0,0.34,0.0,0.0,0.0,16.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1330,Michael Kayode,ITA,"DF,FW",Fiorentina,Serie A,20.0,2004.0,1.4,0,0,0,0.0,0.71,0.0,0.0,0.0,11.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1331,Moise Kean,ITA,FW,Fiorentina,Serie A,24.0,2000.0,30.0,19,0,49,47.6,3.43,1.63,0.17,0.37,15.0,0,1,2,19.4,17.9,0.18,-0.4,0.1,103,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1332,Michael Keane,ENG,DF,Everton,Premier League,31.0,1993.0,11.7,3,0,4,40.0,0.86,0.34,0.3,0.75,13.2,0,0,0,0.6,0.6,0.06,2.4,2.4,10,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1333,Yassine Kechta,MAR,"MF,FW",Le Havre,Ligue 1,22.0,2002.0,23.3,2,0,9,31.0,1.25,0.39,0.07,0.22,25.7,0,0,0,2.5,2.5,0.09,-0.5,-0.5,29,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1334,Thilo Kehrer,GER,DF,Monaco,Ligue 1,27.0,1996.0,26.5,4,0,8,66.7,0.45,0.3,0.33,0.5,8.7,0,0,0,1.5,1.5,0.12,2.5,2.5,12,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1335,Abdoulaye Keita,ESP,"FW,MF",Getafe,La Liga,21.0,2002.0,1.1,0,0,0,0.0,1.89,0.0,0.0,0.0,25.8,0,0,0,0.0,0.0,0.02,0.0,0.0,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1336,Mandela Keita,BEL,MF,Parma,Serie A,22.0,2002.0,20.3,0,0,4,80.0,0.25,0.2,0.0,0.0,29.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1337,Yannik Keitel,GER,MF,Stuttgart,Bundesliga,24.0,2000.0,3.0,0,0,2,40.0,1.67,0.67,0.0,0.0,20.3,0,0,0,0.5,0.5,0.11,-0.5,-0.5,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
1338,Andu Kelati,GER,"MF,DF",Holstein Kiel,Bundesliga,21.0,2002.0,3.2,1,0,3,50.0,1.87,0.94,0.17,0.33,13.3,0,0,0,0.9,0.9,0.14,0.1,0.1,6,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
