rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,yellow_cards,red_cards,second_yellow,fouls,fouled,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_win_pct,shot_creating_actions_foul_drawn,passes_offsides,passes_crosses,own_goals_against,season,table_type,processed_at
362,Sven Botman,NED,DF,Newcastle Utd,Premier League,24.0,2000.0,4.6,1,0,0,5,0,0,0,5,9,0,0,0,14,17,9,65.4,4,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
363,Saïmon Bouabré,FRA,"MF,FW",Monaco,Ligue 1,18.0,2006.0,1.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
364,Ayyoub Bouaddi,FRA,MF,Lille,Ligue 1,16.0,2007.0,12.8,2,0,0,18,0,0,0,10,31,0,0,0,62,9,9,50.0,9,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
365,Badredine Bouanani,ALG,"MF,FW",Nice,Ligue 1,19.0,2004.0,12.2,2,0,0,13,0,0,0,11,4,0,0,0,44,2,16,11.1,17,2,33,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
366,Benjamin Bouchouari,MAR,MF,Saint-Étienne,Ligue 1,22.0,2001.0,19.7,6,0,0,15,0,0,0,17,27,0,1,0,119,6,17,26.1,42,0,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
367,Hicham Boudaoui,ALG,MF,Nice,Ligue 1,24.0,1999.0,27.1,9,0,0,41,0,0,0,22,52,1,0,0,175,16,34,32.0,51,3,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
368,Carlo Boukhalfa,MAR,MF,St. Pauli,Bundesliga,25.0,1999.0,18.3,1,0,0,18,0,0,0,12,11,0,0,0,60,23,42,35.4,17,2,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
369,Justin Bourgault,FRA,DF,Brest,Ligue 1,18.0,2005.0,1.4,0,0,0,1,0,0,0,0,1,0,0,0,11,1,2,33.3,1,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
370,Benjamin Bourigeaud,FRA,MF,Rennes,Ligue 1,30.0,1994.0,0.9,0,0,0,0,0,0,0,2,0,0,0,0,4,2,2,50.0,0,0,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
371,Edoardo Bove,ITA,"MF,FW",Fiorentina,Serie A,22.0,2002.0,9.5,3,0,0,16,0,0,0,6,17,1,0,0,45,11,15,42.3,21,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
372,Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,27.0,1996.0,33.0,1,0,0,20,0,0,0,16,26,0,0,0,129,12,48,20.0,51,10,106,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
373,Enzo Boyomo,CMR,DF,Osasuna,La Liga,22.0,2001.0,33.2,5,0,0,43,0,0,0,44,43,0,0,0,121,29,35,45.3,8,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
374,Enzo Boyomo,CMR,DF,Valladolid,La Liga,22.0,2001.0,3.0,0,0,0,3,0,0,0,1,2,0,0,0,11,3,5,37.5,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
375,Domagoj Bradarić,CRO,DF,Hellas Verona,Serie A,24.0,1999.0,21.5,6,0,0,21,0,0,0,15,28,0,0,0,80,16,21,43.2,14,3,78,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
376,Conor Bradley,NIR,DF,Liverpool,Premier League,21.0,2003.0,8.4,4,0,0,12,0,0,0,4,10,0,0,0,51,11,7,61.1,14,1,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
377,Bilal Brahimi,ALG,MF,Nice,Ligue 1,24.0,2000.0,0.8,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
378,Julian Brandt,GER,MF,Dortmund,Bundesliga,28.0,1996.0,25.6,1,0,0,8,0,0,0,14,11,0,0,0,119,11,29,27.5,9,5,71,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
379,Jarrad Branthwaite,ENG,DF,Everton,Premier League,22.0,2002.0,27.9,4,0,0,12,0,0,0,27,20,0,0,0,93,61,42,59.2,18,1,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
380,Darko Brašanac,SRB,MF,Leganés,La Liga,32.0,1992.0,18.0,4,0,0,38,0,0,0,16,11,1,0,0,61,20,38,34.5,13,4,11,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
381,Lilian Brassier,FRA,DF,Marseille,Ligue 1,24.0,1999.0,8.7,3,0,0,7,0,0,0,9,6,0,0,0,38,17,7,70.8,3,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
382,Lilian Brassier,FRA,DF,Rennes,Ligue 1,24.0,1999.0,13.7,1,0,0,9,0,0,0,22,12,0,1,0,59,30,8,78.9,12,0,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
383,Matthias Braunöder,AUT,MF,Como,Serie A,22.0,2002.0,3.0,3,1,1,10,0,0,0,2,4,0,0,0,8,1,4,20.0,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
384,Iker Bravo,ESP,"FW,MF",Udinese,Serie A,19.0,2005.0,7.6,3,0,0,12,0,0,0,1,6,0,0,0,30,12,28,30.0,10,2,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
385,James Bree,ENG,DF,Southampton,Premier League,26.0,1997.0,11.9,0,0,0,4,0,0,0,9,14,0,0,0,65,12,7,63.2,5,0,29,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
386,Tim Breithaupt,GER,MF,Augsburg,Bundesliga,22.0,2002.0,1.3,0,0,0,2,0,0,0,2,1,0,0,0,9,4,5,44.4,3,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
387,Gleison Bremer,BRA,DF,Juventus,Serie A,27.0,1997.0,6.0,2,0,0,9,0,0,0,6,7,0,0,0,23,11,7,61.1,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
388,Brenner,BRA,"MF,FW",Udinese,Serie A,24.0,2000.0,4.3,0,0,0,0,0,0,0,1,4,0,0,0,16,2,3,40.0,5,0,11,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
389,Ben Brereton,CHI,FW,Southampton,Premier League,25.0,1999.0,5.0,1,0,0,4,0,0,0,0,2,0,0,0,16,9,7,56.3,8,1,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
390,Marco Brescianini,ITA,MF,Atalanta,Serie A,24.0,2000.0,11.0,1,0,0,22,0,0,0,2,11,0,0,0,50,12,10,54.5,9,2,18,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
391,Abel Bretones,ESP,DF,Osasuna,La Liga,23.0,2000.0,23.0,3,0,0,25,0,0,0,18,37,0,1,0,106,20,17,54.1,32,3,85,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
392,Maximilian Breunig,GER,"FW,MF",Heidenheim,Bundesliga,23.0,2000.0,3.9,0,0,0,8,0,0,0,1,3,0,0,0,13,9,31,22.5,5,1,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
393,Anthony Briançon,FRA,DF,Saint-Étienne,Ligue 1,29.0,1994.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
394,Nathan Broadhead,WAL,"MF,FW",Ipswich Town,Premier League,26.0,1998.0,7.8,1,0,0,4,0,0,0,4,4,0,0,0,32,1,10,9.1,13,2,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
395,Armando Broja,ALB,FW,Everton,Premier League,22.0,2001.0,3.7,1,0,0,6,0,0,0,1,1,0,0,0,9,18,21,46.2,4,3,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
396,David Brooks,WAL,"FW,MF",Bournemouth,Premier League,27.0,1997.0,10.7,3,0,0,11,0,0,0,5,6,0,0,0,50,7,10,41.2,18,0,52,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
397,Arvid Brorsson,SWE,DF,Monza,Serie A,25.0,1999.0,4.0,0,0,0,1,0,0,0,2,3,0,0,0,14,7,6,53.8,4,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
398,Moritz Broschinski,GER,"FW,MF",Bochum,Bundesliga,23.0,2000.0,15.4,1,0,0,27,0,0,0,1,14,0,0,0,64,31,42,42.5,18,5,28,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
399,Nathaniel Brown,GER,"DF,MF",Eint Frankfurt,Bundesliga,21.0,2003.0,21.6,2,0,0,15,0,0,0,15,42,0,0,0,81,5,18,21.7,22,0,92,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
400,Jacob Bruun Larsen,DEN,"FW,MF",Hoffenheim,Bundesliga,25.0,1998.0,4.4,0,0,0,2,0,0,0,1,3,0,0,0,16,5,3,62.5,2,3,19,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
401,Jacob Bruun Larsen,DEN,"MF,FW",Stuttgart,Bundesliga,25.0,1998.0,4.6,1,0,0,2,0,0,0,1,1,0,0,0,11,3,6,33.3,2,6,18,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
402,Tajon Buchanan,CAN,"DF,FW",Inter,Serie A,25.0,1999.0,1.1,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,100.0,4,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
403,Tajon Buchanan,CAN,MF,Villarreal,La Liga,25.0,1999.0,4.6,2,0,0,12,0,0,0,1,5,0,0,0,26,3,3,50.0,20,5,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
404,Ante Budimir,CRO,FW,Osasuna,La Liga,33.0,1991.0,32.8,4,0,0,47,0,0,0,2,9,6,0,0,54,136,132,50.7,35,15,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
405,Emi Buendía,ARG,"MF,FW",Aston Villa,Premier League,27.0,1996.0,1.1,1,0,0,4,0,0,0,0,6,0,0,0,8,0,2,0.0,6,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
406,Emi Buendía,ARG,MF,Leverkusen,Bundesliga,27.0,1996.0,2.9,0,0,0,6,0,0,0,0,5,0,0,0,20,5,3,62.5,7,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
407,Manu Bueno,ESP,"MF,FW",Sevilla,La Liga,20.0,2004.0,1.6,0,0,0,2,0,0,0,0,3,0,0,0,6,0,1,0.0,3,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
408,Santiago Bueno,URU,DF,Wolves,Premier League,25.0,1998.0,18.7,2,0,0,26,0,0,0,15,21,0,0,0,43,35,31,53.0,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
409,Endika Buján,ESP,FW,Athletic Club,La Liga,21.0,2003.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
410,Marius Bülter,GER,"FW,DF",Hoffenheim,Bundesliga,31.0,1993.0,19.2,4,0,0,11,0,0,0,4,10,1,0,0,63,18,28,39.1,36,6,84,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
411,Facundo Buonanotte,ARG,"FW,MF",Leicester City,Premier League,19.0,2004.0,16.9,8,0,0,37,0,0,0,12,32,0,0,0,79,18,36,33.3,35,3,43,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
412,Alessandro Buongiorno,ITA,DF,Napoli,Serie A,25.0,1999.0,21.4,2,0,0,17,0,0,0,35,23,0,0,0,84,43,21,67.2,21,1,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
413,Cameron Burgess,AUS,DF,Ipswich Town,Premier League,28.0,1995.0,17.1,0,0,0,6,0,0,0,14,12,0,0,0,44,44,22,66.7,4,1,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
414,Jonathan Burkardt,GER,FW,Mainz 05,Bundesliga,24.0,2000.0,23.4,0,0,0,23,0,0,0,1,8,1,0,0,73,20,85,19.0,24,11,27,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
415,Oliver Burke,SCO,FW,Werder Bremen,Bundesliga,27.0,1997.0,10.1,4,0,0,12,0,0,0,2,4,0,0,0,26,40,21,65.6,2,8,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
416,Dan Burn,ENG,DF,Newcastle Utd,Premier League,32.0,1992.0,37.0,11,0,0,34,0,0,0,27,24,0,0,0,103,146,75,66.1,12,5,3,2,2024-2025,stats_misc,2025-10-18 04:36:50.984894
417,Rareș-Cătălin Burnete,ROU,FW,Lecce,Serie A,20.0,2004.0,0.3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
418,Wes Burns,WAL,"FW,DF",Ipswich Town,Premier League,29.0,1994.0,10.3,1,0,0,4,0,0,0,10,11,0,0,0,50,8,21,27.6,11,0,46,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
419,Marnon Busch,GER,"DF,MF",Heidenheim,Bundesliga,29.0,1994.0,15.5,1,0,0,8,0,0,0,13,17,0,1,0,62,13,15,46.4,7,0,52,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
420,Gianluca Busio,USA,MF,Venezia,Serie A,22.0,2002.0,28.0,4,0,0,26,0,0,0,19,31,1,0,0,107,32,34,48.5,44,4,29,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
421,Aurélio Buta,POR,DF,Reims,Ligue 1,27.0,1997.0,21.9,5,0,0,32,0,0,0,22,24,0,1,0,69,12,15,44.4,27,3,32,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
422,Jean Butez,FRA,GK,Como,Serie A,29.0,1995.0,18.5,0,0,0,1,0,0,0,0,0,0,1,0,43,6,0,100.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
423,Nathan Butler-Oyedeji,ENG,FW,Arsenal,Premier League,21.0,2003.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
424,Marcin Bułka,POL,GK,Nice,Ligue 1,24.0,1999.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,62,8,0,100.0,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
425,Pau Cabanes,ESP,"MF,FW",Villarreal,La Liga,19.0,2005.0,1.8,0,0,0,4,0,0,0,3,4,1,0,0,6,1,2,33.3,7,0,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
426,Pau Cabanes,ESP,"MF,FW",Alavés,La Liga,19.0,2005.0,2.1,1,0,0,5,0,0,0,0,2,0,0,0,11,1,3,25.0,5,0,12,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
427,Rémy Cabella,FRA,"FW,MF",Lille,Ligue 1,34.0,1990.0,11.2,1,0,0,16,0,0,0,8,19,1,1,0,63,3,8,27.3,19,2,60,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
428,Leandro Cabrera,URU,DF,Espanyol,La Liga,33.0,1991.0,31.9,4,1,0,24,0,0,0,30,23,1,1,0,83,77,42,64.7,8,0,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
429,Liberato Cacace,NZL,"MF,DF",Empoli,Serie A,23.0,2000.0,24.8,6,0,0,27,0,0,0,22,25,0,0,0,98,41,51,44.6,17,5,102,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
430,Alessio Cacciamani,ITA,"MF,DF",Torino,Serie A,17.0,2007.0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,50.0,0,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
431,Anthony Caci,FRA,DF,Mainz 05,Bundesliga,27.0,1997.0,29.8,6,0,0,37,0,0,0,27,40,0,0,0,131,35,33,51.5,11,15,133,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
432,Mathieu Cafaro,FRA,"MF,FW",Saint-Étienne,Ligue 1,27.0,1997.0,8.1,3,1,0,11,0,0,0,7,7,0,1,0,30,3,4,42.9,14,3,27,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
433,Moisés Caicedo,ECU,"MF,DF",Chelsea,Premier League,22.0,2001.0,37.2,11,0,0,70,0,0,0,49,73,2,1,0,229,35,16,68.6,58,0,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
434,Tom Cairney,SCO,MF,Fulham,Premier League,33.0,1991.0,7.0,3,1,0,8,0,0,0,4,5,0,0,0,52,5,9,35.7,19,0,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
435,Jens Cajuste,SWE,MF,Ipswich Town,Premier League,24.0,1999.0,21.8,2,0,0,24,0,0,0,28,22,0,0,0,107,13,22,37.1,22,0,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
436,Davide Calabria,ITA,DF,Bologna,Serie A,27.0,1996.0,7.0,3,0,0,7,0,0,0,3,8,0,0,0,30,9,9,50.0,5,0,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
437,Davide Calabria,ITA,DF,Milan,Serie A,27.0,1996.0,3.5,0,0,0,3,0,0,0,8,7,0,0,0,16,2,0,100.0,4,0,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
438,Riccardo Calafiori,ITA,DF,Arsenal,Premier League,22.0,2002.0,10.9,4,0,0,16,0,0,0,9,19,0,0,0,35,22,14,61.1,6,3,11,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
439,Luca Caldirola,ITA,DF,Monza,Serie A,33.0,1991.0,9.7,5,0,0,18,0,0,0,11,7,0,0,0,19,13,13,50.0,16,1,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
440,Fernando Calero,ESP,"DF,MF",Espanyol,La Liga,28.0,1995.0,7.9,1,0,0,6,0,0,0,16,10,0,0,0,26,12,17,41.4,8,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
441,Duje Ćaleta-Car,CRO,DF,Lyon,Ligue 1,27.0,1996.0,17.6,8,0,0,27,0,0,0,17,12,0,0,0,65,39,12,76.5,9,2,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
442,Hakan Çalhanoğlu,TUR,MF,Inter,Serie A,30.0,1994.0,21.6,5,0,0,22,0,0,0,18,23,0,1,0,110,16,18,47.1,13,0,122,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
443,Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,27.0,1997.0,17.9,2,0,0,27,0,0,0,7,7,0,0,0,35,85,81,51.2,23,27,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
444,Drissa Camara,CIV,"MF,FW",Parma,Serie A,22.0,2002.0,5.0,3,0,0,17,0,0,0,3,7,1,0,0,29,3,9,25.0,17,1,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
445,Issiaga Camara,GUI,MF,Nice,Ligue 1,19.0,2005.0,0.2,0,0,0,0,0,0,0,3,1,0,0,0,4,0,1,0.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
446,Lamine Camara,SEN,MF,Monaco,Ligue 1,20.0,2004.0,22.8,10,1,1,45,0,0,0,31,41,0,0,0,153,21,21,50.0,39,0,118,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
447,Mahdi Camara,FRA,"MF,FW",Brest,Ligue 1,26.0,1998.0,29.5,5,0,0,41,0,0,0,33,40,1,0,0,98,17,31,35.4,46,3,46,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
448,Ousmane Camara,MLI,DF,Angers,Ligue 1,21.0,2003.0,2.8,1,0,0,1,0,0,0,0,3,0,0,0,6,4,3,57.1,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
449,Francesco Camarda,ITA,"FW,MF",Milan,Serie A,16.0,2008.0,2.3,0,0,0,8,0,0,0,0,2,0,0,0,6,6,6,50.0,1,2,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
450,Eduardo Camavinga,FRA,"MF,DF",Real Madrid,La Liga,21.0,2002.0,12.2,2,0,0,21,0,0,0,18,26,0,1,0,90,20,18,52.6,31,1,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
451,Nicolò Cambiaghi,ITA,FW,Bologna,Serie A,23.0,2000.0,6.9,0,0,0,9,0,0,0,2,10,1,0,0,29,3,8,27.3,34,0,47,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
452,Andrea Cambiaso,ITA,"DF,FW",Juventus,Serie A,24.0,2000.0,24.7,4,0,0,28,0,0,0,16,30,0,0,0,116,6,11,35.3,23,6,66,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
453,Axel Camblan,FRA,"MF,FW",Brest,Ligue 1,20.0,2003.0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
454,Sergio Camello,ESP,FW,Rayo Vallecano,La Liga,23.0,2001.0,12.6,2,0,0,11,0,0,0,4,3,0,0,0,32,11,26,29.7,10,2,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
455,José Campaña,ESP,MF,Las Palmas,La Liga,31.0,1993.0,13.2,5,0,0,7,0,0,0,19,16,0,1,0,84,15,4,78.9,20,0,34,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
456,Thomas Campaniello,ITA,FW,Empoli,Serie A,16.0,2008.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
457,Cole Campbell,USA,"MF,FW",Dortmund,Bundesliga,18.0,2006.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0.0,1,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
458,Emre Can,GER,"DF,MF",Dortmund,Bundesliga,30.0,1994.0,23.4,4,1,0,25,0,0,0,20,28,0,0,0,113,45,25,64.3,19,0,11,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
459,Peio Canales,ESP,"MF,FW",Athletic Club,La Liga,19.0,2005.0,2.9,0,0,0,1,0,0,0,2,2,0,0,0,17,0,3,0.0,2,1,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
460,Matteo Cancellieri,ITA,"FW,MF",Parma,Serie A,22.0,2002.0,15.8,2,1,0,26,0,0,0,13,16,0,0,0,55,29,28,50.9,41,2,21,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
461,Fali Candé,GNB,DF,Venezia,Serie A,26.0,1998.0,17.0,4,0,0,24,0,0,0,15,19,0,0,0,79,37,41,47.4,21,0,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
462,Antonio Candela,ITA,DF,Venezia,Serie A,24.0,2000.0,11.2,2,0,0,14,0,0,0,8,21,0,2,0,38,14,13,51.9,4,0,22,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
463,Antonio Candela,ITA,DF,Valladolid,La Liga,24.0,2000.0,10.1,1,0,0,5,0,0,0,6,6,0,0,0,23,3,8,27.3,7,2,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
464,Sergi Canós,ESP,"MF,FW",Valencia,La Liga,27.0,1997.0,4.1,3,0,0,12,0,0,0,5,7,0,0,0,20,4,8,33.3,6,1,18,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
465,Jaydee Canvot,FRA,"DF,MF",Toulouse,Ligue 1,18.0,2006.0,12.3,2,0,0,18,0,0,0,11,11,0,0,0,50,16,13,55.2,3,0,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
466,Pierrick Capelle,FRA,MF,Angers,Ligue 1,37.0,1987.0,5.4,4,0,0,12,0,0,0,11,17,0,0,0,28,3,5,37.5,3,1,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
467,Gianluca Caprari,ITA,"MF,FW",Monza,Serie A,31.0,1993.0,18.3,3,0,0,18,0,0,0,8,11,0,0,0,57,4,14,22.2,42,5,80,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
468,Elia Caprile,ITA,GK,Cagliari,Serie A,22.0,2001.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,100.0,6,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
469,Elia Caprile,ITA,GK,Napoli,Serie A,22.0,2001.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
470,Gabin Capuano,FRA,FW,Lens,Ligue 1,18.0,2006.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
471,Francesco Caputo,ITA,FW,Empoli,Serie A,36.0,1987.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
472,Maxence Caqueret,FRA,MF,Como,Serie A,24.0,2000.0,12.1,4,0,0,17,0,0,0,7,21,0,0,0,69,3,10,23.1,11,1,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
473,Maxence Caqueret,FRA,MF,Lyon,Ligue 1,24.0,2000.0,6.4,1,0,0,4,0,0,0,7,11,0,0,0,24,1,3,25.0,6,1,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
474,Simon Cara,FRA,"MF,FW",Montpellier,Ligue 1,19.0,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
475,Andrea Carboni,ITA,DF,Monza,Serie A,23.0,2001.0,24.3,5,0,0,29,0,0,0,27,35,0,1,0,62,38,42,47.5,17,0,15,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
476,Franco Carboni,ITA,DF,Venezia,Serie A,21.0,2003.0,2.5,2,0,0,3,0,0,0,0,3,1,0,0,13,2,3,40.0,2,0,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
477,Valentin Carboni,ARG,"MF,FW",Marseille,Ligue 1,19.0,2005.0,1.1,1,0,0,5,0,0,0,1,2,0,0,0,2,2,1,66.7,1,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
478,Dani Cárdenas,ESP,GK,Rayo Vallecano,La Liga,27.0,1997.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
479,Irvin Cardona,MLT,"FW,MF",Espanyol,La Liga,26.0,1997.0,6.7,1,0,0,8,0,0,0,4,5,0,0,0,19,8,11,42.1,8,5,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
480,Irvin Cardona,MLT,FW,Saint-Étienne,Ligue 1,26.0,1997.0,11.8,2,0,0,12,0,0,0,4,5,0,0,0,26,10,8,55.6,10,3,31,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
481,Marc Cardona,ESP,"FW,DF",Las Palmas,La Liga,29.0,1995.0,1.5,2,0,0,2,0,0,0,0,2,0,0,0,8,0,6,0.0,3,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
482,Sergi Cardona,ESP,DF,Villarreal,La Liga,25.0,1999.0,32.7,11,0,0,38,0,0,0,40,48,0,1,0,131,41,27,60.3,28,3,111,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
