rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,yellow_cards,red_cards,second_yellow,fouls,fouled,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_win_pct,shot_creating_actions_foul_drawn,passes_offsides,passes_crosses,own_goals_against,season,table_type,processed_at
483,Johnny Cardoso,USA,MF,Betis,La Liga,22.0,2001.0,23.8,4,0,0,38,0,0,0,48,31,0,0,0,138,29,18,61.7,27,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
484,Tiago Cardoso,LUX,GK,Gladbach,Bundesliga,18.0,2006.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
485,Patrik Carlgren,SWE,GK,Nantes,Ligue 1,32.0,1992.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
486,Diego Carlos,BRA,DF,Aston Villa,Premier League,31.0,1993.0,9.2,1,0,0,11,0,0,0,5,3,0,0,0,36,11,10,52.4,1,1,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
487,José Carlos González,ESP,DF,Las Palmas,La Liga,18.0,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
488,Carmona,ESP,DF,Sevilla,La Liga,22.0,2002.0,32.7,11,0,0,49,0,0,0,68,59,0,0,0,164,33,20,62.3,43,1,41,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
489,Marco Carnesecchi,ITA,GK,Atalanta,Serie A,24.0,2000.0,34.0,1,0,0,0,0,0,0,0,0,0,0,0,57,7,0,100.0,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
490,Sergio Carreira,ESP,"MF,DF",Celta Vigo,La Liga,23.0,2000.0,18.4,1,0,0,19,0,0,0,17,16,0,0,0,66,3,14,17.6,7,3,41,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
491,Dani Carvajal,ESP,DF,Real Madrid,La Liga,32.0,1992.0,6.8,1,0,0,3,0,0,0,10,8,0,0,0,21,7,5,58.3,6,0,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
492,Fabio Carvalho,POR,"FW,MF",Brentford,Premier League,21.0,2002.0,5.1,1,0,0,5,0,0,0,3,9,0,0,0,30,2,6,25.0,10,1,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
493,William Carvalho,POR,MF,Betis,La Liga,32.0,1992.0,5.4,1,0,0,7,0,0,0,3,6,0,0,0,29,6,5,54.5,3,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
494,Cesare Casadei,ITA,MF,Torino,Serie A,21.0,2003.0,11.3,1,0,0,16,0,0,0,5,5,0,1,0,41,64,25,71.9,10,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
495,Marc Casado,ESP,MF,Barcelona,La Liga,20.0,2003.0,17.9,4,1,1,26,0,0,0,22,25,0,0,0,90,8,23,25.8,36,0,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
496,Nicolò Casale,ITA,DF,Bologna,Serie A,26.0,1998.0,10.0,1,0,0,23,0,0,0,17,5,0,0,0,43,32,23,58.2,8,0,0,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
497,Nicolò Casale,ITA,DF,Lazio,Serie A,26.0,1998.0,1.5,0,0,0,2,0,0,0,1,3,0,0,0,1,6,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
498,Casemiro,BRA,MF,Manchester Utd,Premier League,32.0,1992.0,16.6,5,0,0,20,0,0,0,14,50,0,0,0,103,36,19,65.5,19,4,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
499,Kaelan Casey,ENG,DF,West Ham,Premier League,19.0,2004.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
500,Matty Cash,POL,DF,Aston Villa,Premier League,26.0,1997.0,23.0,7,0,0,27,0,0,0,23,32,0,2,0,81,20,20,50.0,20,1,40,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
501,Eiran Cashin,IRL,DF,Brighton,Premier League,22.0,2001.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,66.7,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
502,Josué Casimir,HAI,"FW,MF",Le Havre,Ligue 1,22.0,2001.0,22.2,5,0,0,28,0,0,0,7,26,3,0,0,83,9,23,28.1,46,8,85,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
503,Federico Cassa,ITA,"MF,FW",Atalanta,Serie A,18.0,2006.0,0.2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
504,Cristian Cásseres Jr.,VEN,MF,Toulouse,Ligue 1,24.0,2000.0,30.0,11,0,0,53,0,0,0,42,61,0,0,0,172,24,17,58.5,46,1,80,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
505,Timothy Castagne,BEL,DF,Fulham,Premier League,28.0,1995.0,18.3,1,0,0,15,0,0,0,22,29,0,1,0,57,34,35,49.3,6,1,37,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
506,Valentín Castellanos,ARG,FW,Lazio,Serie A,25.0,1998.0,26.5,9,1,0,38,0,0,0,6,6,1,0,0,51,68,60,53.1,42,17,25,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
507,Jean-Charles Castelletto,CMR,"DF,MF",Nantes,Ligue 1,29.0,1995.0,29.1,5,1,0,34,0,0,0,25,17,0,3,0,91,51,27,65.4,15,0,9,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
508,Santiago Castro,ARG,FW,Bologna,Serie A,19.0,2004.0,25.5,7,0,0,49,0,0,0,3,10,0,0,0,69,37,68,35.2,52,9,8,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
509,Gaetano Castrovilli,ITA,MF,Monza,Serie A,27.0,1997.0,6.6,0,0,0,8,0,0,0,2,7,0,0,0,27,1,6,14.3,7,2,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
510,Gaetano Castrovilli,ITA,"MF,FW",Lazio,Serie A,27.0,1997.0,1.6,0,0,0,4,0,0,0,3,2,0,0,0,8,0,0,0.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
511,Danilo Cataldi,ITA,MF,Fiorentina,Serie A,29.0,1994.0,19.2,1,0,0,15,0,0,0,22,16,0,0,0,114,6,5,54.5,22,0,21,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
512,Catena,ESP,DF,Osasuna,La Liga,29.0,1994.0,34.2,11,0,0,36,0,0,0,35,28,1,1,0,108,67,35,65.7,14,1,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
513,Maximiliano Caufriez,BEL,DF,Valencia,La Liga,27.0,1997.0,1.0,0,0,0,3,0,0,0,1,1,0,1,0,1,2,5,28.6,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
514,Enzo Caumont,FRA,MF,Angers,Ligue 1,20.0,2004.0,0.4,1,0,0,1,0,0,0,1,1,0,0,0,2,1,1,50.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
515,Dani Ceballos,ESP,MF,Real Madrid,La Liga,27.0,1996.0,13.5,4,0,0,13,0,0,0,14,21,0,0,0,87,2,1,66.7,30,0,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
516,Abdoulie Ceesay,GAM,FW,St. Pauli,Bundesliga,20.0,2004.0,0.7,1,0,0,2,0,0,0,0,3,0,0,0,4,0,6,0.0,3,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
517,Zeki Çelik,TUR,DF,Roma,Serie A,27.0,1997.0,25.1,5,0,0,31,0,0,0,15,37,0,1,0,75,30,26,53.6,10,0,42,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
518,Fabien Centonze,FRA,DF,Nantes,Ligue 1,28.0,1996.0,2.9,0,0,0,2,0,0,0,2,4,0,0,0,8,6,4,60.0,2,1,11,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
519,Alberto Cerri,ITA,FW,Como,Serie A,28.0,1996.0,1.0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,50.0,1,2,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
520,Franco Cervi,ARG,"FW,MF",Celta Vigo,La Liga,30.0,1994.0,3.0,1,0,0,4,0,0,0,8,3,0,0,0,12,4,6,40.0,1,0,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
521,Julian Chabot,GER,DF,Stuttgart,Bundesliga,26.0,1998.0,25.2,11,1,1,35,0,0,0,38,24,0,0,0,98,78,42,65.0,28,5,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
522,El Chadaille Bitshiabu,FRA,DF,RB Leipzig,Bundesliga,19.0,2005.0,12.6,2,1,0,8,0,0,0,13,18,0,0,0,55,22,18,55.0,2,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
523,Fares Chaïbi,ALG,"MF,FW",Eint Frankfurt,Bundesliga,21.0,2002.0,11.3,2,0,0,5,0,0,0,10,9,0,0,0,30,16,21,43.2,7,1,72,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
524,Trevoh Chalobah,ENG,DF,Crystal Palace,Premier League,25.0,1999.0,11.8,1,0,0,10,0,0,0,19,16,0,0,0,56,22,19,53.7,15,1,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
525,Trevoh Chalobah,ENG,DF,Chelsea,Premier League,25.0,1999.0,10.1,2,0,0,9,0,0,0,10,7,0,0,0,29,23,12,65.7,7,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
526,Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,34.0,1990.0,0.3,0,0,0,0,0,0,0,3,0,0,0,0,1,4,1,80.0,2,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
527,Conor Chaplin,ENG,"MF,FW",Ipswich Town,Premier League,27.0,1997.0,9.5,2,0,0,11,0,0,0,4,5,0,0,0,27,3,9,25.0,7,0,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
528,Brendan Chardonnet,FRA,DF,Brest,Ligue 1,29.0,1994.0,26.8,6,0,0,36,0,0,0,29,33,0,0,0,91,58,38,60.4,20,0,3,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
529,Gabriel Charpentier,CGO,FW,Parma,Serie A,25.0,1999.0,3.0,1,0,0,13,0,0,0,0,3,1,0,0,12,9,14,39.1,10,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
530,Raúl Chasco,ESP,DF,Valladolid,La Liga,20.0,2003.0,1.4,0,0,0,3,0,0,0,2,1,0,0,0,2,0,0,0.0,0,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
531,Anrie Chase,JPN,DF,Stuttgart,Bundesliga,20.0,2004.0,8.2,1,0,0,12,0,0,0,9,4,0,1,0,21,17,12,58.6,2,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
532,Pep Chavarría,ESP,"DF,FW",Rayo Vallecano,La Liga,26.0,1998.0,28.7,3,0,0,31,0,0,0,30,36,0,1,0,114,23,30,43.4,25,3,79,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
533,Arthur Chaves,BRA,DF,Hoffenheim,Bundesliga,23.0,2001.0,24.3,8,0,0,38,0,0,0,37,36,0,0,0,93,67,62,51.9,19,1,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
534,Jhoanner Chávez,ECU,"DF,MF",Lens,Ligue 1,22.0,2002.0,6.6,1,0,0,10,0,0,0,6,5,0,1,0,25,7,5,58.3,8,2,30,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
535,Walid Cheddira,MAR,FW,Napoli,Serie A,26.0,1998.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
536,Walid Cheddira,MAR,FW,Espanyol,La Liga,26.0,1998.0,7.1,3,0,0,30,0,0,0,1,0,1,0,0,19,15,25,37.5,27,11,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
537,Chema,ESP,MF,Real Madrid,La Liga,19.0,2005.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
538,Théo Chennahi,FRA,DF,Montpellier,Ligue 1,19.0,2005.0,2.0,2,0,0,3,0,0,0,2,3,0,0,0,11,1,2,33.3,2,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
539,Sidiki Cherif,FRA,FW,Angers,Ligue 1,17.0,2006.0,3.6,0,0,0,4,0,0,0,0,5,0,0,0,10,3,16,15.8,8,5,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
540,Rayan Cherki,FRA,"FW,MF",Lyon,Ligue 1,20.0,2003.0,22.7,3,0,0,16,0,0,0,7,12,0,0,0,83,4,8,33.3,34,3,118,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
541,Youssef Chermiti,POR,"FW,MF",Everton,Premier League,20.0,2004.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,66.7,1,2,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
542,Lucas Chevalier,FRA,GK,Lille,Ligue 1,22.0,2001.0,34.0,0,0,0,0,0,0,0,0,2,0,0,0,70,6,0,100.0,7,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
543,Fabio Chiarodia,ITA,DF,Gladbach,Bundesliga,19.0,2005.0,4.2,0,0,0,7,0,0,0,9,4,0,0,0,9,7,2,77.8,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
544,Julián Chicco,ARG,"MF,DF",Leganés,La Liga,26.0,1998.0,3.4,0,0,0,1,0,0,0,4,7,0,0,0,12,1,10,9.1,3,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
545,Leandro Chichizola,ARG,GK,Parma,Serie A,34.0,1990.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
546,Federico Chiesa,ITA,FW,Liverpool,Premier League,26.0,1997.0,1.2,0,0,0,3,0,0,0,0,0,0,0,0,6,0,4,0.0,2,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
547,Ben Chilwell,ENG,DF,Crystal Palace,Premier League,27.0,1996.0,2.9,1,0,0,2,0,0,0,6,6,0,0,0,20,3,4,42.9,3,2,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
548,Chiquinho,POR,MF,Wolves,Premier League,24.0,2000.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
549,Chiquinho,POR,"MF,FW",Mallorca,La Liga,24.0,2000.0,1.6,2,0,0,6,0,0,0,2,0,0,0,0,10,0,5,0.0,8,0,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
550,Pedro Chirivella,ESP,MF,Nantes,Ligue 1,27.0,1997.0,26.1,6,0,0,25,0,0,0,19,29,0,0,0,116,10,14,41.7,16,0,19,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
551,Joris Chotard,FRA,MF,Montpellier,Ligue 1,22.0,2001.0,21.0,5,0,0,16,0,0,0,19,27,0,1,0,90,16,11,59.3,10,1,30,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
552,Hamza Choudhury,BAN,"MF,DF",Leicester City,Premier League,26.0,1997.0,1.5,0,0,0,1,0,0,0,5,1,0,0,0,2,0,0,0.0,0,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
553,Andreas Christensen,DEN,DF,Barcelona,La Liga,28.0,1996.0,2.8,3,0,0,5,0,0,0,4,4,0,0,0,14,11,3,78.6,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
554,Ryan Christie,SCO,MF,Bournemouth,Premier League,29.0,1995.0,23.5,9,0,0,43,0,0,0,30,33,0,0,0,182,20,28,41.7,31,1,48,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
555,Carney Chukwuemeka,ENG,MF,Dortmund,Bundesliga,20.0,2003.0,2.8,1,0,0,4,0,0,0,1,5,0,0,0,12,6,8,42.9,5,1,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
556,Samuel Chukwueze,NGA,"FW,MF",Milan,Serie A,25.0,1999.0,10.3,0,0,0,3,0,0,0,2,11,0,0,0,38,6,10,37.5,10,3,50,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
557,Aaron Ciammaglichella,ITA,MF,Torino,Serie A,19.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
558,Jasper Cillessen,NED,GK,Las Palmas,La Liga,35.0,1989.0,25.9,1,0,0,0,0,0,0,0,0,0,0,0,20,2,2,50.0,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
559,Giuseppe Ciocci,ITA,GK,Cagliari,Serie A,22.0,2002.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
560,Alessandro Circati,AUS,DF,Parma,Serie A,20.0,2003.0,6.0,1,0,0,4,0,0,0,3,5,0,0,0,11,17,4,81.0,5,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
561,Pathé Ciss,SEN,"MF,DF",Rayo Vallecano,La Liga,30.0,1994.0,23.8,12,0,0,45,0,0,0,40,24,0,2,0,148,48,30,61.5,25,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
562,Alphadjo Cissè,ITA,"FW,MF",Hellas Verona,Serie A,17.0,2006.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
563,Djaoui Cissé,FRA,MF,Rennes,Ligue 1,20.0,2004.0,12.5,4,0,0,25,0,0,0,13,18,0,0,0,78,4,13,23.5,14,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
564,Seydouba Cissé,GUI,MF,Leganés,La Liga,23.0,2001.0,27.1,3,1,0,39,0,0,0,12,37,1,1,0,154,25,38,39.7,25,2,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
565,Yoann Cissé,FRA,MF,Auxerre,Ligue 1,19.0,2004.0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
566,Patrick Ciurria,ITA,"MF,DF",Monza,Serie A,29.0,1995.0,12.3,1,0,0,17,0,0,0,6,14,0,0,0,32,5,15,25.0,11,1,61,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
567,Harry Clarke,ENG,DF,Ipswich Town,Premier League,23.0,2001.0,4.2,3,1,1,5,0,0,0,4,3,0,1,0,17,10,4,71.4,1,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
568,Jack Clarke,ENG,"FW,MF",Ipswich Town,Premier League,23.0,2000.0,13.1,2,0,0,15,0,0,0,7,20,0,0,0,75,7,18,28.0,23,3,13,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
569,Alexis Claude-Maurice,FRA,"MF,FW",Augsburg,Bundesliga,26.0,1998.0,23.4,4,0,0,26,0,0,0,15,26,1,0,0,72,14,23,37.8,42,3,21,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
570,Jonathan Clauss,FRA,"DF,MF",Nice,Ligue 1,31.0,1992.0,25.6,7,0,0,26,0,0,0,48,35,1,0,0,114,16,11,59.3,12,1,190,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
571,Silvi Clúa,ESP,MF,Girona,La Liga,19.0,2005.0,1.8,0,0,0,5,0,0,0,2,7,0,0,0,4,6,3,66.7,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
572,Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,Premier League,33.0,1991.0,5.4,1,0,0,2,0,0,0,3,8,0,0,0,10,1,7,12.5,2,0,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
573,Conor Coady,ENG,DF,Leicester City,Premier League,31.0,1993.0,19.0,3,0,0,8,0,0,0,13,9,0,2,0,62,13,22,37.1,2,1,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
574,Marcus Coco,FRA,DF,Nantes,Ligue 1,28.0,1996.0,10.6,3,2,0,30,0,0,0,11,21,0,0,0,42,17,13,56.7,17,0,28,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
575,Saúl Coco,EQG,DF,Torino,Serie A,25.0,1999.0,31.6,10,0,0,53,0,0,0,38,26,0,0,0,87,62,58,51.7,19,0,2,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
576,Séamus Coleman,IRL,DF,Everton,Premier League,35.0,1988.0,2.4,1,0,0,0,0,0,0,1,2,0,0,0,7,2,1,66.7,1,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
577,Nathan Collins,IRL,DF,Brentford,Premier League,23.0,2001.0,38.0,5,0,0,29,0,0,0,34,24,2,0,0,162,117,69,62.9,31,6,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
578,Nnamdi Collins,GER,DF,Eint Frankfurt,Bundesliga,20.0,2004.0,16.5,4,0,0,26,0,0,0,16,24,0,0,0,78,13,13,50.0,22,0,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
579,Toby Collyer,ENG,MF,Manchester Utd,Premier League,20.0,2004.0,2.0,0,0,0,2,0,0,0,2,9,0,0,0,17,3,1,75.0,4,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
580,Lorenzo Colombo,ITA,"FW,MF",Empoli,Serie A,22.0,2002.0,24.8,5,1,1,46,0,0,0,2,14,0,0,0,73,53,121,30.5,41,6,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
581,Andrea Colpani,ITA,"FW,MF",Fiorentina,Serie A,25.0,1999.0,16.1,1,0,0,22,0,0,0,9,9,0,0,0,46,10,15,40.0,24,1,33,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
582,Levi Colwill,ENG,DF,Chelsea,Premier League,21.0,2003.0,35.0,9,0,0,45,0,0,0,33,34,0,1,0,121,82,53,60.7,21,5,13,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
583,Florinel Coman,ROU,"FW,MF",Cagliari,Serie A,26.0,1998.0,2.9,2,0,0,8,0,0,0,1,3,0,0,0,12,4,2,66.7,9,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
584,Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,28.0,1996.0,14.2,0,0,0,9,0,0,0,8,12,0,0,0,59,11,16,40.7,12,8,45,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
585,Eray Cömert,SUI,"DF,MF",Valladolid,La Liga,26.0,1998.0,19.8,6,0,0,18,0,0,0,24,14,0,0,0,51,18,22,45.0,16,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
586,Santi Comesaña,ESP,MF,Villarreal,La Liga,27.0,1996.0,28.4,7,0,0,37,0,0,0,19,49,0,0,0,160,32,49,39.5,27,1,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
587,Pietro Comuzzo,ITA,DF,Fiorentina,Serie A,19.0,2005.0,24.4,5,0,0,25,0,0,0,29,21,0,0,0,86,63,43,59.4,12,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
588,Francisco Conceição,POR,"FW,MF",Juventus,Serie A,21.0,2002.0,14.9,5,1,1,24,0,0,0,6,14,1,0,0,55,2,9,18.2,36,4,62,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
589,Diego Conde,ESP,GK,Villarreal,La Liga,25.0,1998.0,21.8,2,0,0,0,0,0,0,1,2,0,0,0,30,1,0,100.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
590,Tomás Conechny,ARG,"FW,MF",Alavés,La Liga,26.0,1998.0,9.4,8,0,0,28,0,0,0,6,12,0,0,0,45,23,20,53.5,11,5,31,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
591,Alois Confais,FRA,MF,Le Havre,Ligue 1,27.0,1996.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
592,Sirlord Conteh,GER,"FW,MF",Heidenheim,Bundesliga,28.0,1996.0,9.9,2,0,0,8,0,0,0,1,5,0,0,0,17,16,20,44.4,11,4,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
593,Lewis Cook,ENG,"MF,DF",Bournemouth,Premier League,27.0,1997.0,33.1,8,1,0,49,0,0,0,41,42,0,1,0,187,41,34,54.7,10,3,132,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
594,Copete,ESP,DF,Mallorca,La Liga,24.0,1999.0,17.0,6,0,0,27,0,0,0,17,17,0,0,0,46,27,16,62.8,13,0,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
595,Diego Coppola,ITA,DF,Hellas Verona,Serie A,20.0,2003.0,32.5,10,0,0,44,0,0,0,72,36,0,0,0,89,133,72,64.9,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
596,Francis Coquelin,FRA,MF,Nantes,Ligue 1,33.0,1991.0,2.5,1,0,0,7,0,0,0,6,5,0,0,0,8,3,0,100.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
597,Iker Córdoba,ESP,DF,Valencia,La Liga,18.0,2005.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
598,Derek Cornelius,CAN,DF,Marseille,Ligue 1,26.0,1997.0,15.8,9,2,2,25,0,0,0,14,17,0,1,0,67,32,13,71.1,14,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
599,Maxwel Cornet,CIV,FW,Southampton,Premier League,27.0,1996.0,0.8,1,0,0,0,0,0,0,0,5,0,0,0,2,3,0,100.0,1,1,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
600,Maxwel Cornet,CIV,"FW,MF",Genoa,Serie A,27.0,1996.0,2.7,0,0,0,0,0,0,0,2,1,0,0,0,14,1,9,10.0,1,1,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
601,Pierre Cornud,FRA,DF,Saint-Étienne,Ligue 1,27.0,1996.0,6.4,2,0,0,10,0,0,0,9,10,0,1,0,33,3,4,42.9,3,1,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
602,Ángel Correa,ARG,"FW,MF",Atlético Madrid,La Liga,29.0,1995.0,8.9,3,1,0,18,0,0,0,4,3,0,0,0,40,1,8,11.1,11,4,24,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
603,Joaquín Correa,ARG,"FW,MF",Inter,Serie A,29.0,1994.0,8.1,3,0,0,8,0,0,0,0,5,0,0,0,31,6,18,25.0,14,2,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
