Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
1308,Lancinet Kourouma,gn GUI,MF,Girona,es La Liga,21-199,2004,2,13,7,1.8,0.1,0,,0,2,7,1,2.00,0,0,0,0.00,+1.53,0.0,0.1,-0.1,-0.57,Matches
1309,Hamza Koutoune,ma MAR,DF,Nice,fr Ligue 1,19-028,2006,1,1,1,0.2,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,+0.43,0.1,0.4,-0.4,-35.93,Matches
1310,Niko Kovac,ba BIH,MF,Lecce,it Serie A,20-190,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
1311,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,31-162,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1312,Goduine Koyalipou,cf CTA,FW,Levante,es La Liga,25-242,2000,5,81,16,11.3,0.9,0,,0,5,16,0,1.60,1,1,0,0.00,+0.14,1.2,2.4,-1.2,-1.34,Matches
1313,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,31-074,1994,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
1314,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,27-149,1998,3,110,37,20.4,1.2,1,63,0,2,24,3,1.00,1,4,-3,-2.45,-2.04,1.9,3.6,-1.7,-1.41,Matches
1315,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,34-118,1991,6,331,55,61.3,3.7,4,71,1,2,23,0,1.17,7,8,-1,-0.27,+0.59,4.7,6.7,-1.9,-0.52,Matches
1316,Vladyslav Krapyvtsov,ua UKR,GK,Girona,es La Liga,20-112,2005,2,136,68,18.9,1.5,1,90,1,1,46,3,0.00,1,6,-5,-3.31,-2.23,0.6,4.1,-3.4,-2.26,Matches
1317,Jean-Philippe Krasso,ci CIV,FW,Paris FC,fr Ligue 1,28-090,1997,7,226,32,35.9,2.5,2,64,0,5,20,0,1.43,5,4,+1,+0.40,+0.84,3.5,2.7,+0.8,+0.30,Matches
1318,Tom Krauß,de GER,"DF,MF",Köln,de Bundesliga,24-115,2001,5,286,57,53.0,3.2,3,82,2,2,20,1,1.80,3,6,-3,-0.94,-2.72,3.8,6.7,-2.9,-0.92,Matches
1319,Ladislav Krejčí,cz CZE,"DF,MF",Wolves,eng Premier League,26-178,1999,4,360,90,57.1,4.0,4,90,4,0,,1,0.50,3,6,-3,-0.75,+1.25,4.0,3.7,+0.2,+0.06,Matches
1320,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,26-178,1999,2,180,90,25.0,2.0,2,90,2,0,,0,0.00,1,8,-7,-3.50,-2.67,0.7,5.7,-5.0,-2.49,Matches
1321,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,28-096,1997,3,180,60,33.3,2.0,3,60,1,0,,0,2.00,7,1,+6,+3.00,+4.25,4.3,1.4,+2.9,+1.43,Matches
1322,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,23-271,2002,5,450,90,83.3,5.0,5,90,5,0,,0,1.40,5,8,-3,-0.60,-0.60,4.7,5.6,-0.9,-0.18,Matches
1323,Nikola Krstović,me MNE,FW,Atalanta,it Serie A,25-193,2000,6,320,53,59.3,3.6,3,85,1,3,21,0,1.67,9,3,+6,+1.69,+1.69,5.1,3.0,+2.2,+0.61,Matches
1324,Martín Krug,pa PAN,DF,Levante,es La Liga,19-098,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1325,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,33-046,1992,5,391,78,72.4,4.3,5,78,3,0,,0,1.40,9,9,0,0.00,0.00,8.0,6.4,+1.5,+0.35,Matches
1326,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,24-133,2001,8,471,59,65.4,5.2,5,76,1,3,30,0,0.63,5,8,-3,-0.57,+0.15,7.6,8.0,-0.4,-0.07,Matches
1327,Mohammed Kudus,gh GHA,FW,Tottenham,eng Premier League,25-074,2000,7,618,88,98.1,6.9,7,88,4,0,,0,2.00,13,5,+8,+1.17,+1.17,7.0,8.5,-1.5,-0.22,Matches
1328,Nicolas-Gerrit Kühn,de GER,FW,Como,it Serie A,25-287,2000,5,212,42,39.3,2.4,3,59,0,2,18,0,1.60,2,2,0,0.00,-0.55,3.4,2.0,+1.4,+0.58,Matches
1329,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,20-203,2005,1,65,65,10.3,0.7,1,65,0,0,,1,3.00,1,0,+1,+1.38,+0.91,0.9,1.2,-0.3,-0.42,Matches
1330,Sael Kumbedi,fr FRA,DF,Wolfsburg,de Bundesliga,20-203,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
1331,Marash Kumbulla,al ALB,DF,Mallorca,es La Liga,25-249,2000,4,215,54,29.9,2.4,3,57,1,1,45,0,0.50,3,4,-1,-0.42,+0.47,2.4,4.2,-1.8,-0.75,Matches
1332,Adi Kurti,al ALB,DF,Hellas Verona,it Serie A,19-271,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1333,Jonah Kusi-Asare,se SWE,FW,Fulham,eng Premier League,18-103,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1334,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,18-103,2007,1,5,5,0.9,0.1,0,,0,1,5,1,3.00,0,0,0,0.00,-3.70,0.1,0.0,+0.1,+1.00,Matches
1335,Khvicha Kvaratskhelia,ge GEO,"FW,DF",Paris S-G,fr Ligue 1,24-245,2001,5,205,41,32.5,2.3,3,55,1,2,21,0,2.40,3,3,0,0.00,-1.69,1.7,3.0,-1.3,-0.57,Matches
1336,Godson Kyeremeh,fr FRA,"MF,FW",Le Havre,fr Ligue 1,25-123,2000,3,48,16,7.6,0.5,0,,0,3,16,2,0.33,1,0,+1,+1.87,+2.34,1.2,0.2,+1.0,+1.95,Matches
1337,Adrián de la Fuente,es ESP,DF,Levante,es La Liga,26-231,1999,7,565,81,78.5,6.3,6,90,6,1,25,1,0.71,7,13,-6,-0.96,-3.86,8.3,10.6,-2.3,-0.37,Matches
1338,Rémy Labeau Lascary,gp GLP,"FW,MF",Brest,fr Ligue 1,22-226,2003,3,105,35,16.7,1.2,1,62,0,2,22,0,2.00,4,0,+4,+3.43,+4.11,2.4,1.0,+1.4,+1.23,Matches
1339,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,26-005,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
1340,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,25-192,2000,7,630,90,100.0,7.0,7,90,7,0,,0,1.71,9,5,+4,+0.57,,12.7,8.7,+4.0,+0.57,Matches
1341,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,21-204,2004,4,333,83,46.3,3.7,4,83,2,0,,3,0.50,3,6,-3,-0.81,-0.81,3.1,6.2,-3.1,-0.83,Matches
1342,Mayckel Lahdo,se SWE,"MF,FW",Nantes,fr Ligue 1,22-289,2002,4,225,56,35.7,2.5,3,70,0,1,14,0,0.75,3,4,-1,-0.40,-0.18,2.1,4.9,-2.8,-1.14,Matches
1343,Noah Lahmadi,fr FRA,MF,Toulouse,fr Ligue 1,20-283,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1344,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,28-141,1997,6,498,83,92.2,5.5,6,83,4,0,,0,3.00,23,2,+21,+3.80,+1.65,14.6,3.0,+11.6,+2.09,Matches
1345,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,34-012,1991,7,630,90,100.0,7.0,7,90,7,0,,0,1.14,11,11,0,0.00,,11.5,11.3,+0.2,+0.03,Matches
1346,Mathis Lambourde,fr FRA,FW,Hellas Verona,it Serie A,19-279,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1347,Senne Lammens,be BEL,GK,Manchester Utd,eng Premier League,23-100,2002,1,90,90,14.3,1.0,1,90,1,0,,3,3.00,2,0,+2,+2.00,+2.67,1.8,0.7,+1.2,+1.17,Matches
1348,Tariq Lamptey,gh GHA,"MF,DF",Fiorentina,it Serie A,25-015,2000,2,25,13,4.6,0.3,1,21,0,1,4,0,0.00,1,0,+1,+3.60,+4.47,0.4,0.3,+0.1,+0.48,Matches
1349,Noa Lang,nl NED,MF,Napoli,it Serie A,26-120,1999,3,33,11,6.1,0.4,0,,0,3,11,3,2.00,1,0,+1,+2.73,+1.84,1.3,0.4,+0.9,+2.38,Matches
1350,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,31-141,1994,4,297,74,41.3,3.3,3,90,3,1,27,0,1.00,3,5,-2,-0.61,-1.03,4.8,4.0,+0.8,+0.25,Matches
1351,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,21-110,2004,4,296,74,54.8,3.3,4,74,1,0,,1,1.50,8,8,0,0.00,-0.37,5.2,4.5,+0.8,+0.23,Matches
1352,Marco de las Sías,es ESP,DF,Rayo Vallecano,es La Liga,19-290,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1353,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,31-338,1993,2,21,11,3.3,0.2,0,,0,2,11,2,0.50,0,2,-2,-8.57,-9.01,0.1,0.5,-0.5,-2.00,Matches
1354,Toni Lato,es ESP,DF,Mallorca,es La Liga,27-328,1997,4,159,40,22.1,1.8,2,78,0,2,2,4,0.00,1,4,-3,-1.70,-1.22,1.3,4.5,-3.2,-1.82,Matches
1355,Josh Laurent,eng ENG,"DF,MF",Burnley,eng Premier League,30-162,1995,7,450,64,71.4,5.0,5,83,3,2,19,0,0.57,4,12,-8,-1.60,-1.60,3.2,9.2,-5.9,-1.19,Matches
1356,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,26-315,1998,6,393,66,72.8,4.4,6,66,0,0,,0,1.50,3,6,-3,-0.69,-2.52,2.1,6.0,-4.0,-0.91,Matches
1357,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-282,2004,2,48,24,7.6,0.5,0,,0,2,24,0,1.50,1,3,-2,-3.75,-4.68,1.3,2.2,-1.0,-1.82,Matches
1358,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,29-205,1996,6,425,71,78.7,4.7,5,82,3,1,15,0,0.83,3,12,-9,-1.91,-2.69,4.4,6.1,-1.7,-0.36,Matches
1359,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-320,1993,2,61,31,11.3,0.7,1,60,0,1,1,1,0.50,1,2,-1,-1.48,-2.23,1.0,1.1,-0.1,-0.18,Matches
1360,Théo Le Bris,fr FRA,DF,Lorient,fr Ligue 1,23-014,2002,6,308,51,48.9,3.4,3,82,1,3,21,1,1.17,5,7,-2,-0.58,+0.81,4.6,4.5,+0.1,+0.03,Matches
1361,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,28-073,1997,3,270,90,42.9,3.0,3,90,3,0,,4,0.33,4,8,-4,-1.33,-2.33,3.9,6.7,-2.8,-0.93,Matches
1362,Enzo Le Fée,fr FRA,"FW,MF",Sunderland,eng Premier League,25-254,2000,6,376,63,59.7,4.2,4,83,2,2,22,0,1.67,5,5,0,0.00,-0.35,4.3,5.4,-1.2,-0.28,Matches
1363,Raphael Le Guen,fr FRA,DF,Brest,fr Ligue 1,19-044,2006,1,5,5,0.8,0.1,0,,0,1,5,6,0.00,0,1,-1,-18.00,-18.14,0.0,0.4,-0.3,-5.55,Matches
1364,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-338,1996,8,706,88,98.1,7.8,8,88,7,0,,0,1.63,15,10,+5,+0.64,+0.64,13.3,8.5,+4.8,+0.61,Matches
1365,Nicola Leali,it ITA,GK,Genoa,it Serie A,32-240,1993,6,540,90,100.0,6.0,6,90,6,0,,0,0.33,3,9,-6,-1.00,,5.8,7.1,-1.4,-0.23,Matches
1366,Rafael Leão,pt POR,FW,Milan,it Serie A,26-127,1999,2,50,25,9.3,0.6,0,,0,2,25,0,2.00,0,0,0,0.00,-1.10,0.4,0.8,-0.4,-0.64,Matches
1367,Lucas Leaudais,fr FRA,DF,Lorient,fr Ligue 1,21-019,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1368,Alex Lebarbier,fr FRA,MF,Real Sociedad,es La Liga,21-053,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1369,Benjamin Lecomte,fr FRA,GK,Fulham,eng Premier League,34-172,1991,0,,,,,0,,0,0,,7,,,,,,,,,,,Matches
1370,Pierre Lees-Melou,fr FRA,MF,Paris FC,fr Ligue 1,32-143,1993,5,385,77,61.1,4.3,4,90,4,1,25,0,2.00,8,5,+3,+0.70,+2.17,6.9,6.5,+0.4,+0.10,Matches
1371,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,32-143,1993,2,180,90,28.6,2.0,2,90,2,0,,0,0.50,3,5,-2,-1.00,-1.40,2.9,2.9,0.0,-0.01,Matches
1372,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,32-067,1993,7,630,90,100.0,7.0,7,90,7,0,,0,0.71,3,11,-8,-1.14,,6.6,13.8,-7.1,-1.02,Matches
1373,Elikya Legros,fr FRA,DF,Auxerre,fr Ligue 1,17-131,2008,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1374,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-265,1999,3,250,83,46.3,2.8,3,83,2,0,,0,1.33,4,5,-1,-0.36,+0.88,3.8,5.3,-1.6,-0.56,Matches
1375,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,27-150,1998,2,72,36,13.3,0.8,1,62,0,1,10,3,1.50,0,3,-3,-3.75,-3.37,0.3,1.5,-1.2,-1.50,Matches
1376,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,34-148,1991,8,710,89,98.6,7.9,8,89,7,0,,0,1.00,8,10,-2,-0.25,-0.25,11.7,11.1,+0.5,+0.07,Matches
1377,Youssef Lekhedim,es ESP,DF,Alavés,es La Liga,20-008,2005,5,224,45,31.1,2.5,2,89,1,3,16,3,1.40,5,2,+3,+1.21,+1.57,3.2,1.0,+2.3,+0.90,Matches
1378,Iñigo Lekue,es ESP,"DF,FW",Athletic Club,es La Liga,32-164,1993,2,99,50,13.8,1.1,1,90,1,1,9,4,1.50,1,1,0,0.00,0.00,1.5,1.3,+0.2,+0.16,Matches
1379,Thomas Lemar,fr FRA,"MF,FW",Girona,es La Liga,29-337,1995,3,143,48,19.9,1.6,1,77,0,2,33,0,0.00,0,3,-3,-1.89,-0.48,1.1,2.0,-0.9,-0.55,Matches
1380,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22-069,2003,7,444,63,70.5,4.9,6,69,1,1,30,0,2.14,10,4,+6,+1.22,+0.73,9.7,4.3,+5.5,+1.11,Matches
1381,Tim Lemperle,de GER,FW,Hoffenheim,de Bundesliga,23-252,2002,5,330,66,61.1,3.7,4,78,1,1,18,0,1.40,7,7,0,0.00,+1.29,6.1,5.2,+0.9,+0.25,Matches
1382,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,22-215,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
1383,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,30-120,1995,5,399,80,55.4,4.4,5,80,4,0,,3,1.80,10,4,+6,+1.35,+1.63,6.7,3.8,+2.9,+0.66,Matches
1384,Bernd Leno,de GER,GK,Fulham,eng Premier League,33-225,1992,7,630,90,100.0,7.0,7,90,7,0,,0,1.14,8,11,-3,-0.43,,7.3,8.9,-1.7,-0.24,Matches
1385,Diego León,py PAR,DF,Manchester Utd,eng Premier League,18-195,2007,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
1386,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-346,1992,5,404,81,64.1,4.5,5,81,4,0,,0,1.20,4,6,-2,-0.45,+0.75,5.3,6.1,-0.7,-0.17,Matches
1387,Giovanni Leoni,it ITA,DF,Liverpool,eng Premier League,18-298,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1388,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,25-180,2000,2,174,87,27.6,1.9,2,87,1,0,,0,1.50,1,1,0,0.00,+1.58,1.0,2.6,-1.6,-0.80,Matches
1389,Esteban Lepaul,fr FRA,FW,Rennes,fr Ligue 1,25-180,2000,5,431,86,68.4,4.8,5,86,2,0,,0,1.40,8,5,+3,+0.63,+2.44,6.8,6.8,0.0,0.00,Matches
1390,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22-358,2002,6,527,88,83.7,5.9,6,88,4,0,,0,0.83,5,7,-2,-0.34,-0.34,4.7,8.8,-4.1,-0.70,Matches
1391,Mehdi Léris,dz ALG,DF,Pisa,it Serie A,27-145,1998,5,256,51,47.4,2.8,3,67,0,2,27,1,0.20,1,5,-4,-1.41,-0.46,2.4,4.5,-2.1,-0.73,Matches
1392,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,30-355,1994,7,185,26,29.4,2.1,1,68,0,6,20,0,1.71,4,2,+2,+0.97,+0.57,3.4,2.9,+0.5,+0.25,Matches
1393,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19-265,2006,7,476,68,75.6,5.3,5,85,2,2,26,0,0.86,3,5,-2,-0.38,-0.38,3.3,7.4,-4.1,-0.78,Matches
1394,Benjamin Leroy,fr FRA,GK,Lorient,fr Ligue 1,36-191,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
1395,Jiří Letáček,,GK,Getafe,es La Liga,26-279,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,Matches
1396,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,37-055,1988,7,347,50,48.2,3.9,3,90,3,4,19,0,2.29,11,5,+6,+1.56,-0.13,8.7,4.9,+3.8,+0.98,Matches
1397,Jamie Leweling,de GER,FW,Stuttgart,de Bundesliga,24-231,2001,6,468,78,86.7,5.2,5,90,3,1,20,0,2.00,7,5,+2,+0.38,+0.38,6.2,5.4,+0.9,+0.17,Matches
1398,Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,20-328,2004,4,169,42,26.8,1.9,2,78,1,2,7,3,1.50,5,3,+2,+1.07,-0.30,4.6,2.5,+2.0,+1.08,Matches
1399,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,24-235,2001,6,399,67,63.3,4.4,5,77,1,1,16,1,1.17,4,8,-4,-0.90,-1.29,4.0,6.7,-2.7,-0.60,Matches
1400,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,19-019,2006,5,88,18,14.0,1.0,0,,0,5,18,2,3.00,3,0,+3,+3.07,+1.74,1.6,0.9,+0.7,+0.70,Matches
1401,Luca Lezzerini,it ITA,GK,Fiorentina,it Serie A,30-205,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
1402,Yann Liénard,fr FRA,GK,Monaco,fr Ligue 1,22-213,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
1403,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,29-096,1996,5,449,90,83.1,5.0,5,90,4,0,,0,1.40,8,8,0,0.00,0.00,7.6,5.5,+2.0,+0.41,Matches
1404,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26-064,1999,7,630,90,100.0,7.0,7,90,7,0,,0,1.43,9,11,-2,-0.29,,13.6,9.9,+3.7,+0.53,Matches
1405,Victor Lindelöf,se SWE,"MF,DF",Aston Villa,eng Premier League,31-090,1994,3,24,8,3.8,0.3,0,,0,3,8,1,2.33,0,0,0,0.00,+0.15,0.2,0.6,-0.4,-1.34,Matches
1406,Jesper Lindstrøm,dk DEN,MF,Wolfsburg,de Bundesliga,25-228,2000,1,2,2,0.4,0.0,0,,0,1,2,0,1.00,1,2,-1,-45.00,-44.83,0.3,0.5,-0.2,-9.63,Matches
1407,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,20-150,2005,2,94,47,17.4,1.0,1,72,0,1,22,4,0.00,1,3,-2,-1.91,-2.32,0.9,2.1,-1.2,-1.13,Matches
1408,Pol Lirola,es ESP,MF,Marseille,fr Ligue 1,28-063,1997,1,19,19,3.0,0.2,0,,0,1,19,1,0.00,0,1,-1,-4.74,-6.36,0.1,1.0,-0.9,-4.41,Matches
1409,Adrián Liso,es ESP,FW,Getafe,es La Liga,20-196,2005,5,425,85,59.0,4.7,5,85,2,0,,0,1.80,6,7,-1,-0.21,+0.09,3.6,4.3,-0.6,-0.13,Matches
1410,Joseph Liteta,zm ZAM,FW,Cagliari,it Serie A,19-235,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1411,Dominik Livaković,hr CRO,GK,Girona,es La Liga,30-279,1995,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
1412,Dailon Livramento,cv CPV,FW,Hellas Verona,it Serie A,24-164,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
1413,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-337,2002,6,526,88,83.5,5.8,6,88,5,0,,0,1.00,4,3,+1,+0.17,+0.17,5.1,4.1,+1.0,+0.18,Matches
1414,Marin Ljubicic,hr CRO,FW,Union Berlin,de Bundesliga,23-229,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
1415,Javier Llabrés,es ESP,"FW,MF",Mallorca,es La Liga,23-034,2002,2,29,15,4.0,0.3,0,,0,2,15,4,1.50,1,1,0,0.00,+0.78,0.4,0.2,+0.1,+0.46,Matches
1416,Diego Llorente,es ESP,DF,Betis,es La Liga,32-060,1993,1,45,45,6.3,0.5,1,45,0,0,,2,3.00,1,1,0,0.00,-0.67,0.6,0.6,0.0,-0.01,Matches
1417,Marcos Llorente,es ESP,DF,Atlético Madrid,es La Liga,30-258,1995,8,720,90,100.0,8.0,8,90,8,0,,0,1.63,15,10,+5,+0.62,,13.3,8.6,+4.7,+0.59,Matches
1418,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30-089,1995,7,630,90,100.0,7.0,7,90,7,0,,0,0.86,8,10,-2,-0.29,,9.7,7.6,+2.1,+0.31,Matches
1419,Giovani Lo Celso,ar ARG,MF,Betis,es La Liga,29-189,1996,7,548,78,76.1,6.1,6,84,1,1,45,1,1.71,9,6,+3,+0.49,-0.55,8.3,5.4,+2.9,+0.47,Matches
1420,Danny Loader,cm CMR,"MF,FW",Auxerre,fr Ligue 1,25-048,2000,6,462,77,73.3,5.1,5,87,4,1,29,0,0.50,3,8,-5,-0.97,-0.97,4.7,6.9,-2.2,-0.43,Matches
1421,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-324,1994,6,425,71,78.7,4.7,5,78,1,1,33,0,2.50,9,6,+3,+0.64,-1.71,8.4,5.0,+3.4,+0.72,Matches
1422,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-280,1998,5,325,65,60.2,3.6,5,65,1,0,,1,2.20,3,3,0,0.00,-1.67,3.7,4.5,-0.8,-0.23,Matches
1423,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,23-162,2002,7,620,89,98.4,6.9,7,89,5,0,,0,1.14,11,10,+1,+0.15,+9.15,11.3,10.9,+0.4,+0.05,Matches
1424,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,29-265,1996,6,296,49,54.8,3.3,3,76,1,3,22,0,2.17,3,2,+1,+0.30,-1.54,4.7,1.3,+3.4,+1.02,Matches
1425,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,32-079,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1426,Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,27-350,1997,7,476,68,75.6,5.3,5,88,4,2,17,0,1.14,6,7,-1,-0.19,+1.56,5.4,5.2,+0.2,+0.04,Matches
1427,Ademola Lookman,ng NGA,FW,Atalanta,it Serie A,27-360,1997,2,76,38,14.1,0.8,1,72,0,1,4,1,2.00,1,1,0,0.00,-1.16,1.3,1.4,-0.1,-0.11,Matches
1428,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,35-014,1990,7,630,90,100.0,7.0,7,90,7,0,,0,0.86,5,7,-2,-0.29,,5.3,10.5,-5.2,-0.74,Matches
1429,Alberto López,es ESP,GK,Sevilla,es La Liga,21-339,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1430,David López,es ESP,DF,Mallorca,es La Liga,22-254,2003,1,61,61,8.5,0.7,1,61,0,0,,7,0.00,0,1,-1,-1.48,-0.79,0.1,2.3,-2.2,-3.28,Matches
1431,David López,es ESP,DF,Girona,es La Liga,36-006,1989,3,202,67,28.1,2.2,2,77,1,1,49,0,0.00,1,6,-5,-2.23,-1.01,1.3,5.1,-3.7,-1.67,Matches
1432,Diego López,es ESP,"MF,FW",Valencia,es La Liga,23-155,2002,8,565,71,78.5,6.3,7,76,2,1,36,0,1.00,5,10,-5,-0.80,-1.38,6.1,7.3,-1.3,-0.20,Matches
1433,Fer López,es ESP,"MF,FW",Wolves,eng Premier League,21-144,2004,4,105,26,16.7,1.2,1,45,0,3,20,3,0.00,2,4,-2,-1.71,-0.51,1.8,1.0,+0.8,+0.67,Matches
1434,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,22-157,2003,4,195,49,27.1,2.2,2,68,1,2,30,1,2.50,9,1,+8,+3.69,+2.84,5.4,1.5,+3.9,+1.78,Matches
1435,Hugo López,es ESP,MF,Villarreal,es La Liga,18-287,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
1436,Javi López,es ESP,DF,Oviedo,es La Liga,23-204,2002,1,64,64,8.9,0.7,1,64,0,0,,4,0.00,0,2,-2,-2.81,-1.71,0.3,0.7,-0.5,-0.64,Matches
1437,Julien López,dz ALG,"FW,MF",Paris FC,fr Ligue 1,33-228,1992,3,29,10,4.6,0.3,0,,0,3,10,4,1.00,0,1,-1,-3.10,-3.10,0.3,1.1,-0.9,-2.64,Matches
1438,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27-315,1997,7,630,90,100.0,7.0,7,90,7,0,,0,1.43,12,13,-1,-0.14,,11.1,11.2,-0.1,-0.02,Matches
1439,Pablo López,es ESP,FW,Valencia,es La Liga,19-202,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
1440,Pau López,es ESP,GK,Betis,es La Liga,30-306,1994,5,450,90,62.5,5.0,5,90,5,0,,1,2.60,9,3,+6,+1.20,+1.53,8.1,5.5,+2.6,+0.51,Matches
1441,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-350,1995,8,448,56,62.2,5.0,6,71,1,2,13,0,1.00,6,5,+1,+0.20,+1.19,7.9,6.3,+1.6,+0.32,Matches
1442,Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,20-221,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
1443,Lorran,br BRA,MF,Pisa,it Serie A,19-103,2006,1,11,11,2.0,0.1,0,,0,1,11,3,0.00,1,1,0,0.00,+1.19,1.1,0.1,+1.1,+8.60,Matches
1444,Iker Losada,es ESP,"MF,FW",Levante,es La Liga,24-075,2001,3,40,13,5.6,0.4,0,,0,3,13,4,0.00,0,1,-1,-2.25,-2.25,0.0,1.4,-1.3,-3.02,Matches
1445,Iker Losada,es ESP,MF,Betis,es La Liga,24-075,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
