Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
539,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,es La Liga,27-132,1998,5.4,167,198,84.3,2463,386,0,0.2,0.1,-0.2,5,10,2,0,15,Matches
540,Tyler Dibling,eng ENG,FW,Everton,eng Premier League,19-217,2006,0.7,13,15,86.7,221,19,0,0.0,0.0,0.0,0,1,0,0,0,Matches
541,Nouha Dicko,ml MLI,FW,Paris FC,fr Ligue 1,33-154,1992,0.5,5,8,62.5,66,23,1,0.2,0.0,+0.8,1,0,0,0,1,Matches
542,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,25-206,2000,0.1,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
543,Eric Dier,eng ENG,DF,Monaco,fr Ligue 1,31-273,1994,6.0,451,489,92.2,8618,3113,0,0.1,0.3,-0.1,2,47,1,0,39,Matches
544,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,32-087,1993,5.4,196,270,72.6,3246,1222,1,0.6,1.1,+0.4,6,6,9,5,10,Matches
545,Kevin Diks,id IDN,DF,Gladbach,de Bundesliga,29-009,1996,5.2,281,317,88.6,5150,2089,0,0.2,0.3,-0.2,3,17,3,1,27,Matches
546,Federico Dimarco,it ITA,DF,Inter,it Serie A,27-339,1997,4.4,179,235,76.2,3416,1255,3,3.1,2.3,-0.1,20,8,12,7,24,Matches
547,Junior Dina Ebimbe,fr FRA,"FW,MF",Brest,fr Ligue 1,24-328,2000,1.4,19,29,65.5,329,31,0,0.0,0.0,0.0,0,1,0,0,1,Matches
548,Eren Dinkçi,de GER,"FW,MF",Freiburg,de Bundesliga,23-306,2001,2.3,52,81,64.2,798,251,0,0.1,0.3,-0.1,1,4,3,1,6,Matches
549,Yan Diomandé,ci CIV,FW,RB Leipzig,de Bundesliga,18-335,2006,3.2,91,118,77.1,1350,390,0,0.3,1.0,-0.3,4,5,6,0,14,Matches
550,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-279,1997,0.9,24,35,68.6,414,226,0,0.0,0.0,0.0,0,5,0,0,5,Matches
551,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,20-156,2005,0.1,2,3,66.7,53,23,0,0.0,0.0,0.0,0,0,0,0,0,Matches
552,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,25-128,2000,4.3,139,181,76.8,2294,670,0,0.8,1.2,-0.8,8,18,7,0,35,Matches
553,Andy Diouf,fr FRA,MF,Inter,it Serie A,22-151,2003,0.3,13,15,86.7,172,24,0,0.0,0.0,0.0,0,0,0,0,1,Matches
554,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,22-151,2003,1.0,33,40,82.5,559,138,0,0.0,0.0,0.0,0,3,2,0,3,Matches
555,El Hadji Malick Diouf,sn SEN,DF,West Ham,eng Premier League,20-291,2004,7.0,223,306,72.9,3553,1394,3,0.7,0.7,+2.3,7,16,8,3,21,Matches
556,Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,25-333,1999,7.0,167,215,77.7,3696,2614,0,0.0,0.0,0.0,0,0,0,0,0,Matches
557,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,28-025,1997,0.1,7,8,87.5,122,43,0,0.1,0.0,-0.1,1,3,0,0,1,Matches
558,Matías Dituro,ar ARG,GK,Elche,es La Liga,38-160,1987,5.0,242,308,78.6,6295,4870,0,0.0,0.0,0.0,1,7,0,0,0,Matches
559,Djené,tg TOG,DF,Getafe,es La Liga,33-288,1991,5.9,132,172,76.7,2348,779,0,0.0,0.0,0.0,1,13,0,0,9,Matches
560,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,32-238,1993,5.0,238,273,87.2,3879,1295,0,0.0,0.1,0.0,0,8,0,0,12,Matches
561,Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,33-264,1992,8.0,160,256,62.5,4662,3661,0,0.0,0.0,0.0,0,5,0,0,0,Matches
562,Ritsu Doan,jp JPN,"FW,MF",Eint Frankfurt,de Bundesliga,27-121,1998,5.5,155,214,72.4,2203,761,3,1.9,1.9,+1.1,11,9,12,6,22,Matches
563,Dodô,br BRA,DF,Fiorentina,it Serie A,26-332,1998,5.9,158,218,72.5,2766,795,0,0.5,0.7,-0.5,6,5,7,6,15,Matches
564,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27-107,1998,6.0,147,191,77.0,2875,1116,0,0.3,0.3,-0.3,2,10,3,0,12,Matches
565,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,33-272,1992,2.5,87,105,82.9,1800,629,0,0.0,0.0,0.0,0,5,0,0,5,Matches
566,Josh Doig,sct SCO,DF,Sassuolo,it Serie A,23-150,2002,5.4,147,181,81.2,2404,851,0,0.2,0.3,-0.2,4,7,4,3,17,Matches
567,Jeremy Doku,be BEL,"MF,FW",Manchester City,eng Premier League,23-141,2002,4.3,113,136,83.1,1561,355,3,2.1,1.5,+0.9,12,6,10,2,13,Matches
568,Tyrhys Dolan,eng ENG,"FW,MF",Espanyol,es La Liga,23-291,2001,6.3,115,168,68.5,1760,477,1,1.6,1.2,-0.6,9,9,8,7,13,Matches
569,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,19-287,2006,2.3,20,40,50.0,260,83,1,0.4,0.2,+0.6,2,0,3,1,4,Matches
570,Benjamín Domínguez,ar ARG,"FW,MF",Bologna,it Serie A,22-026,2003,0.8,23,28,82.1,324,36,0,0.0,0.1,0.0,1,3,0,0,3,Matches
571,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,24-246,2001,4.0,267,285,93.7,4635,1706,0,0.1,0.0,-0.1,1,9,0,0,8,Matches
572,Nicolás Domínguez,ar ARG,MF,Nott'ham Forest,eng Premier League,27-109,1998,0.5,37,38,97.4,715,231,0,0.0,0.0,0.0,0,12,0,0,5,Matches
573,Jean-Luc Dompé,fr FRA,FW,Hamburger SV,de Bundesliga,30-064,1995,3.1,57,77,74.0,910,296,0,0.5,0.7,-0.5,7,4,7,2,9,Matches
574,John Donald,es ESP,"MF,DF",Elche,es La Liga,25-046,2000,1.8,94,108,87.0,1348,356,0,0.0,0.0,0.0,0,7,0,0,5,Matches
575,Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,26-232,1999,4.0,80,112,71.4,2090,1479,0,0.0,0.0,0.0,0,1,0,0,0,Matches
576,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,20-354,2004,5.2,147,204,72.1,2121,459,1,0.8,0.6,+0.2,6,5,6,3,7,Matches
577,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27-273,1998,4.1,129,149,86.6,2477,744,0,0.1,0.1,-0.1,2,21,1,1,19,Matches
578,Lohann Doucet,fr FRA,MF,Paris FC,fr Ligue 1,23-031,2002,0.9,38,41,92.7,756,117,0,0.1,0.0,-0.1,3,4,1,0,9,Matches
579,Fodé Doucouré,ml MLI,"MF,FW",Le Havre,fr Ligue 1,24-254,2001,4.0,113,160,70.6,1759,501,0,1.4,0.9,-1.4,8,5,8,3,12,Matches
580,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,20-134,2005,1.9,86,105,81.9,1148,238,0,0.3,0.2,-0.3,6,3,2,0,10,Matches
581,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,22-363,2002,2.3,124,143,86.7,2115,710,1,0.9,0.2,+0.1,2,19,2,2,17,Matches
582,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22-083,2003,5.5,330,370,89.2,5473,1806,1,0.5,0.2,+0.5,2,17,1,0,23,Matches
583,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,22-239,2003,6.2,162,206,78.6,2701,668,1,0.7,0.6,+0.3,6,21,3,0,25,Matches
584,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,26-074,1999,3.2,47,59,79.7,751,190,0,0.4,0.2,-0.4,4,5,3,0,9,Matches
585,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,28-116,1997,2.0,34,49,69.4,394,47,1,0.2,0.2,+0.8,4,1,2,0,3,Matches
586,Max Dowman,eng ENG,FW,Arsenal,eng Premier League,15-288,2009,0.3,4,4,100.0,66,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
587,Domingos Duarte,pt POR,DF,Getafe,es La Liga,30-219,1995,5.5,110,149,73.8,2444,905,0,0.0,0.0,0.0,0,10,0,0,8,Matches
588,Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,36-273,1989,7.0,129,253,51.0,4038,3008,0,0.0,0.0,0.0,0,6,0,0,0,Matches
589,Denzel Dumfries,nl NED,DF,Inter,it Serie A,29-180,1996,4.3,117,155,75.5,1877,370,0,0.8,0.4,-0.8,6,2,4,1,9,Matches
590,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,33-328,1991,7.0,424,465,91.2,7488,2205,0,0.0,0.0,0.0,1,24,0,0,22,Matches
591,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24-143,2001,3.6,59,80,73.8,892,171,0,0.1,0.2,-0.1,1,4,4,0,10,Matches
592,Hugo Duro,es ESP,FW,Valencia,es La Liga,25-339,1999,4.8,77,105,73.3,1031,170,0,0.3,0.3,-0.3,4,6,0,0,6,Matches
593,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,31-334,1993,1.5,67,88,76.1,1020,329,0,0.2,0.7,-0.2,3,5,8,1,10,Matches
594,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,39-212,1986,1.0,26,37,70.3,396,48,0,0.0,0.0,0.0,0,3,0,0,3,Matches
595,Adam Dźwigała,pl POL,DF,St. Pauli,de Bundesliga,30-020,1995,3.7,178,210,84.8,2697,1096,0,0.0,0.1,0.0,0,12,1,0,11,Matches
596,Aron Dønnum,no NOR,"MF,FW",Toulouse,fr Ligue 1,27-178,1998,7.0,203,272,74.6,3894,1285,1,1.2,1.3,-0.2,11,24,14,2,40,Matches
597,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,21-060,2004,2.5,43,53,81.1,551,113,0,0.0,0.1,0.0,0,3,2,0,6,Matches
598,Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,26-218,1999,0.6,26,30,86.7,506,229,0,0.0,0.0,0.0,0,3,1,0,4,Matches
599,Claudio Echeverri,ar ARG,"MF,FW",Leverkusen,de Bundesliga,19-286,2006,0.6,29,32,90.6,420,71,0,0.1,0.1,-0.1,1,1,1,0,2,Matches
600,Éderson,br BRA,MF,Atalanta,it Serie A,26-100,1999,1.0,55,63,87.3,999,329,0,0.0,0.2,0.0,0,6,4,0,11,Matches
601,Noah Edjouma,fr FRA,"FW,MF",Toulouse,fr Ligue 1,20-011,2005,1.9,33,48,68.8,552,109,0,0.4,0.4,-0.4,5,1,3,2,3,Matches
602,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,27-272,1998,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
603,Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,27-272,1998,2.1,29,33,87.9,343,103,0,0.4,0.2,-0.4,2,3,1,0,5,Matches
604,Marcus Edwards,eng ENG,FW,Burnley,eng Premier League,26-316,1998,0.1,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
605,CJ Egan-Riley,eng ENG,DF,Marseille,fr Ligue 1,22-286,2003,2.3,182,196,92.9,3271,1012,0,0.7,0.2,-0.7,2,15,1,0,13,Matches
606,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28-311,1996,6.0,197,243,81.1,2962,865,0,0.5,0.3,-0.5,3,15,2,0,23,Matches
607,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,30-143,1995,4.1,101,141,71.6,1893,520,0,0.0,0.1,0.0,0,7,2,1,7,Matches
608,Ovie Ejaria,eng ENG,MF,Oviedo,es La Liga,27-331,1997,1.1,34,40,85.0,459,88,0,0.1,0.1,-0.1,1,1,0,0,2,Matches
609,Chidera Ejuke,ng NGA,"FW,MF",Sevilla,es La Liga,27-286,1998,2.0,61,75,81.3,1046,163,1,0.8,0.3,+0.2,5,4,4,1,8,Matches
610,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,26-359,1998,5.9,138,163,84.7,2390,825,0,0.1,0.2,-0.1,2,5,0,0,6,Matches
611,Jeff Ekhator,it ITA,"FW,DF",Genoa,it Serie A,18-338,2006,1.6,16,32,50.0,235,32,0,0.1,0.0,-0.1,2,1,0,0,2,Matches
612,Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23-117,2002,4.2,55,82,67.1,724,192,1,0.3,0.2,+0.7,4,2,4,0,9,Matches
613,Jurgen Ekkelenkamp,nl NED,"MF,DF",Udinese,it Serie A,25-193,2000,1.1,15,22,68.2,227,37,0,0.0,0.0,0.0,0,3,0,0,1,Matches
614,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,22-057,2003,5.1,132,177,74.6,1994,955,0,0.2,0.3,-0.2,3,7,5,4,15,Matches
615,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,31-206,1994,1.4,20,27,74.1,240,51,0,0.1,0.1,-0.1,3,0,1,0,2,Matches
616,Anthony Elanga,se SWE,"FW,MF",Newcastle Utd,eng Premier League,23-171,2002,3.7,76,126,60.3,983,235,0,0.5,0.2,-0.5,5,4,4,3,6,Matches
617,Daniel Elfadli,ly LBY,DF,Hamburger SV,de Bundesliga,28-192,1997,5.3,243,252,96.4,4160,1151,0,0.2,0.3,-0.2,1,6,0,0,6,Matches
618,Unai Elgezabal,es ESP,DF,Levante,es La Liga,32-173,1993,6.0,208,235,88.5,3857,1834,0,0.2,0.3,-0.2,2,7,0,0,8,Matches
619,Mikael Ellertsson,is ISL,"FW,DF",Genoa,it Serie A,23-218,2002,4.8,74,103,71.8,1083,472,0,0.3,0.4,-0.3,3,4,1,1,8,Matches
620,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,22-194,2003,0.0,4,8,50.0,52,7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
621,Harvey Elliott,eng ENG,"MF,FW",Aston Villa,eng Premier League,22-194,2003,1.1,53,62,85.5,688,107,0,0.0,0.1,0.0,0,6,1,1,5,Matches
622,Elif Elmas,mk MKD,MF,Napoli,it Serie A,26-021,1999,1.1,31,40,77.5,482,123,0,0.0,0.1,0.0,0,2,2,0,5,Matches
623,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,31-201,1994,1.1,38,46,82.6,671,206,0,0.0,0.0,0.0,0,4,0,0,2,Matches
624,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,29-015,1996,6.0,360,387,93.0,6290,2025,0,0.0,0.2,0.0,2,20,2,0,28,Matches
625,Breel Embolo,ch SUI,FW,Rennes,fr Ligue 1,28-243,1997,3.1,25,41,61.0,313,72,0,0.1,0.1,-0.1,2,1,2,1,3,Matches
626,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22-254,2003,2.5,16,19,84.2,185,25,2,1.2,0.1,+0.8,2,2,0,0,1,Matches
627,Emersonn,br BRA,FW,Toulouse,fr Ligue 1,21-091,2004,1.1,9,12,75.0,101,22,0,0.0,0.0,0.0,1,0,0,0,2,Matches
628,Julio Enciso,py PAR,MF,Strasbourg,fr Ligue 1,21-265,2004,0.2,4,8,50.0,86,20,0,0.0,0.0,0.0,0,2,0,0,2,Matches
629,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,32-248,1993,0.4,19,22,86.4,283,79,1,0.1,0.0,+0.9,1,3,0,0,1,Matches
630,Yannik Engelhardt,de GER,MF,Gladbach,de Bundesliga,24-250,2001,3.3,131,145,90.3,2110,454,0,0.0,0.2,0.0,0,8,3,1,8,Matches
631,Christian Eriksen,dk DEN,MF,Wolfsburg,de Bundesliga,33-243,1992,1.1,43,58,74.1,662,233,0,0.0,0.2,0.0,2,6,3,1,5,Matches
632,Aarón Escandell,es ESP,GK,Oviedo,es La Liga,30-018,1995,8.0,198,280,70.7,5700,4149,0,0.0,0.0,0.0,0,2,0,0,0,Matches
633,Carlos Espí,es ESP,FW,Levante,es La Liga,20-083,2005,0.3,4,6,66.7,47,4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
634,Alfonso Espino,uy URU,"DF,FW",Rayo Vallecano,es La Liga,33-283,1992,1.2,67,93,72.0,1210,368,0,0.0,0.3,0.0,1,5,2,1,4,Matches
635,Francesco Esposito,it ITA,FW,Inter,it Serie A,20-109,2005,1.7,27,39,69.2,318,35,0,0.1,0.1,-0.1,2,0,2,0,4,Matches
636,Sebastiano Esposito,it ITA,"FW,MF",Cagliari,it Serie A,23-105,2002,4.8,98,143,68.5,1638,695,0,0.5,0.7,-0.5,10,11,5,1,22,Matches
637,Romain Esse,eng ENG,FW,Crystal Palace,eng Premier League,20-155,2005,0.3,5,7,71.4,72,29,0,0.0,0.0,0.0,0,1,1,0,2,Matches
638,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27-265,1998,1.6,23,31,74.2,292,82,0,0.1,0.0,-0.1,2,3,0,0,3,Matches
639,Marco Esteban,es ESP,DF,Oviedo,es La Liga,19-287,2006,0.5,11,13,84.6,215,35,0,0.0,0.0,0.0,0,0,0,0,0,Matches
640,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23-142,2002,6.9,204,229,89.1,3543,1351,0,0.1,0.1,-0.1,2,17,0,0,16,Matches
641,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,29-335,1995,0.4,16,35,45.7,349,188,0,0.1,0.1,-0.1,3,3,1,1,4,Matches
642,Pervis Estupiñán,ec ECU,DF,Milan,it Serie A,27-267,1998,4.1,175,211,82.9,2428,802,1,0.8,0.8,+0.2,6,11,3,0,16,Matches
643,Karl Etta Eyong,cm CMR,FW,Villarreal,es La Liga,22-001,2003,2.8,23,29,79.3,253,61,2,0.7,0.4,+1.3,3,3,0,0,4,Matches
644,Karl Etta Eyong,cm CMR,FW,Levante,es La Liga,22-001,2003,4.2,45,62,72.6,538,112,1,0.5,0.3,+0.5,2,5,1,0,3,Matches
645,Evanilson,br BRA,FW,Bournemouth,eng Premier League,26-009,1999,6.8,89,106,84.0,967,150,0,0.8,0.3,-0.8,9,3,3,0,7,Matches
646,Edu Expósito,es ESP,MF,Espanyol,es La Liga,29-075,1996,5.5,203,271,74.9,3785,1498,2,2.4,2.4,-0.4,16,36,12,3,48,Matches
647,Eberechi Eze,eng ENG,"MF,FW",Arsenal,eng Premier League,27-108,1998,3.5,105,125,84.0,1619,374,2,0.7,0.8,+1.3,3,5,5,0,18,Matches
648,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,27-108,1998,0.9,16,25,64.0,241,34,0,0.0,0.0,0.0,0,2,0,0,1,Matches
649,Abde Ezzalzouli,ma MAR,FW,Betis,es La Liga,23-302,2001,2.8,85,105,81.0,924,244,1,1.2,0.9,-0.2,5,3,2,0,5,Matches
650,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22-274,2003,2.8,52,65,80.0,898,202,0,0.0,0.1,0.0,1,8,0,0,9,Matches
651,Alieu Fadera,gm GAM,"FW,MF",Sassuolo,it Serie A,23-346,2001,1.7,33,39,84.6,497,135,1,0.3,0.7,+0.7,1,3,1,0,2,Matches
652,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24-245,2001,2.5,136,157,86.6,2338,679,0,0.0,0.2,0.0,1,7,1,0,12,Matches
653,Omar Falah,es ESP,"DF,MF",Oviedo,es La Liga,22-036,2003,0.2,8,9,88.9,144,54,0,0.0,0.0,0.0,0,1,0,0,0,Matches
654,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30-186,1995,6.0,93,187,49.7,3376,2883,0,0.0,0.0,0.0,0,5,1,0,0,Matches
655,Ansu Fati,es ESP,"MF,FW",Monaco,fr Ligue 1,22-349,2002,1.8,64,78,82.1,914,176,0,0.5,0.2,-0.5,5,3,2,0,6,Matches
656,Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,21-023,2004,5.4,272,307,88.6,4933,2015,0,0.0,0.1,0.0,0,19,0,0,16,Matches
657,Jacopo Fazzini,it ITA,MF,Fiorentina,it Serie A,22-213,2003,3.0,65,90,72.2,1018,347,0,0.6,0.3,-0.6,5,6,7,1,18,Matches
658,Aleix Febas,es ESP,MF,Elche,es La Liga,29-255,1996,8.0,469,515,91.1,6369,1782,0,0.4,0.7,-0.4,8,50,6,0,57,Matches
659,Mattia Felici,it ITA,"MF,DF",Cagliari,it Serie A,24-181,2001,1.4,19,36,52.8,309,126,0,0.1,0.1,-0.1,3,0,1,1,2,Matches
660,Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,28-207,1997,2.4,110,119,92.4,1826,512,0,0.0,0.0,0.0,0,2,0,0,3,Matches
661,Robin Fellhauer,de GER,"DF,MF",Augsburg,de Bundesliga,27-267,1998,4.6,105,143,73.4,1650,589,1,0.4,0.5,+0.6,2,2,4,2,12,Matches
662,Kiko Femenía,es ESP,"DF,FW",Getafe,es La Liga,34-255,1991,4.2,129,159,81.1,1947,766,0,0.1,0.1,-0.1,3,14,2,1,10,Matches
663,Evan Ferguson,ie IRL,FW,Roma,it Serie A,20-361,2004,3.2,53,68,77.9,675,90,1,1.1,0.3,-0.1,7,1,3,1,2,Matches
664,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26-052,1999,2.2,162,178,91.0,3103,646,0,0.1,0.2,-0.1,1,14,3,1,13,Matches
665,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31-037,1994,7.0,352,457,77.0,6415,2116,0,1.6,1.3,-1.6,19,44,12,1,61,Matches
666,Mateus Fernandes,pt POR,"MF,FW",West Ham,eng Premier League,21-097,2004,4.4,151,167,90.4,2506,511,0,0.5,0.3,-0.5,4,11,2,0,12,Matches
667,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-271,2001,6.9,332,404,82.2,5263,1244,1,0.8,0.5,+0.2,8,39,10,1,44,Matches
668,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23-082,2002,1.6,125,138,90.6,1844,519,0,0.0,0.1,0.0,0,8,1,0,5,Matches
669,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,24-175,2001,3.7,238,262,90.8,4401,1563,0,0.0,0.1,0.0,0,20,1,0,23,Matches
670,Pedro Fernandez,es ESP,MF,Barcelona,es La Liga,17-276,2008,0.5,23,25,92.0,261,41,0,0.1,0.0,-0.1,2,1,0,0,2,Matches
671,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22-169,2003,0.5,30,35,85.7,565,148,0,0.0,0.0,0.0,0,3,0,0,1,Matches
672,Roberto Férnandez,es ESP,"FW,MF",Espanyol,es La Liga,23-104,2002,5.9,61,89,68.5,776,104,2,1.7,1.2,+0.3,7,2,0,0,5,Matches
673,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20-254,2005,5.5,126,161,78.3,1857,485,1,1.9,1.7,-0.9,9,5,13,3,19,Matches
674,Junior Firpo,do DOM,DF,Betis,es La Liga,29-054,1996,3.5,172,218,78.9,2358,934,1,0.4,0.3,+0.6,5,5,4,2,16,Matches
675,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,23-340,2001,7.0,253,288,87.8,5723,3232,0,0.0,0.0,0.0,1,4,0,0,0,Matches
676,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25-003,2000,6.0,267,329,81.2,4934,1677,0,0.6,0.3,-0.6,3,15,3,2,15,Matches
677,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32-124,1993,6.0,169,227,74.4,4193,2862,0,0.2,0.0,-0.2,1,7,0,0,0,Matches
678,Zian Flemming,nl NED,"FW,MF",Burnley,eng Premier League,27-075,1998,0.4,2,8,25.0,23,14,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
679,Romano Floriani,it ITA,DF,Cremonese,it Serie A,22-261,2003,1.8,23,40,57.5,317,55,0,0.3,0.0,-0.3,2,2,0,0,2,Matches
680,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25-140,2000,3.9,192,237,81.0,2686,653,0,0.2,0.4,-0.2,7,13,5,0,19,Matches
681,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,20-198,2005,6.4,146,189,77.2,2023,486,1,1.9,1.8,-0.9,8,5,8,3,13,Matches
682,Rayan Fofana,fr FRA,FW,Lens,fr Ligue 1,19-245,2006,4.2,47,67,70.1,577,48,0,0.1,0.1,-0.1,2,0,0,0,2,Matches
683,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30-161,1995,5.4,260,290,89.7,4129,891,0,0.5,0.7,-0.5,11,32,9,1,37,Matches
684,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-302,2000,1.4,96,105,91.4,1478,359,0,0.0,0.0,0.0,0,10,0,0,4,Matches
685,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26-278,1999,5.0,145,167,86.8,2380,583,1,0.7,0.7,+0.3,8,14,4,2,12,Matches
686,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29-262,1996,5.6,145,198,73.2,2643,940,0,0.6,0.6,-0.6,4,13,6,3,12,Matches
687,Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,27-250,1998,5.7,92,139,66.2,1361,352,0,0.1,0.0,-0.1,3,6,1,0,4,Matches
688,Álex Forés,es ESP,FW,Oviedo,es La Liga,24-186,2001,1.1,14,22,63.6,161,18,0,0.0,0.0,0.0,0,0,0,0,0,Matches
689,Pablo Fornals,es ESP,MF,Betis,es La Liga,29-235,1996,7.4,382,450,84.9,6699,2291,2,1.5,1.5,+0.5,14,60,11,2,60,Matches
690,Héctor Fort,es ESP,DF,Elche,es La Liga,19-074,2006,1.0,31,39,79.5,408,96,0,0.0,0.0,0.0,0,1,0,0,3,Matches
691,Niccolò Fortini,it ITA,"MF,DF",Fiorentina,it Serie A,19-244,2006,0.9,24,33,72.7,431,201,0,0.3,0.1,-0.3,1,2,2,1,3,Matches
692,Lyle Foster,za RSA,FW,Burnley,eng Premier League,25-042,2000,6.3,66,106,62.3,909,133,1,0.6,0.2,+0.4,5,6,1,0,6,Matches
693,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-206,1993,7.0,309,362,85.4,5020,1762,0,0.1,0.1,-0.1,1,21,3,1,20,Matches
694,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-276,1998,4.0,220,235,93.6,4050,1861,0,0.0,0.1,0.0,0,18,0,0,22,Matches
695,Alejandro Francés,es ESP,DF,Girona,es La Liga,23-075,2002,2.9,119,159,74.8,2553,967,0,0.4,0.3,-0.4,2,14,2,2,11,Matches
696,Przemysław Frankowski,pl POL,DF,Rennes,fr Ligue 1,30-186,1995,3.4,149,201,74.1,2600,576,0,0.1,0.3,-0.1,3,9,7,2,12,Matches
697,Davide Frattesi,it ITA,"MF,FW",Inter,it Serie A,25-358,1999,1.6,26,33,78.8,339,125,0,0.3,0.1,-0.3,4,1,1,0,4,Matches
698,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,21-313,2003,0.2,10,10,100.0,188,43,0,0.0,0.0,0.0,0,0,1,0,3,Matches
699,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24-191,2001,5.8,141,181,77.9,2197,548,0,0.3,0.2,-0.3,2,11,2,0,11,Matches
