Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1822,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-264,1996,4.7,71,64,6,0,0,0,0,2,0,0,0,0,53,1,3,Matches
1823,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,31-170,1994,0.4,9,9,0,0,0,0,0,0,0,0,0,0,2,0,2,Matches
1824,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28-017,1997,2.1,108,108,0,0,0,0,3,0,0,0,0,0,98,0,1,Matches
1825,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-170,1997,3.5,173,155,16,11,0,0,3,0,0,0,0,0,140,2,2,Matches
1826,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25-318,1999,3.0,214,193,19,8,0,3,4,1,1,1,0,0,188,2,1,Matches
1827,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25-261,2000,5.6,246,221,23,1,1,1,20,1,14,2,6,0,175,2,3,Matches
1828,Isaac Schmidt,ch SUI,"DF,MF",Werder Bremen,de Bundesliga,25-312,1999,1.2,70,61,9,0,0,0,1,9,0,0,0,0,58,0,2,Matches
1829,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-022,1998,5.4,180,169,10,5,0,1,1,5,0,0,0,0,152,1,2,Matches
1830,Jan Schöppner,de GER,"MF,DF",Heidenheim,de Bundesliga,26-125,1999,4.7,122,120,0,0,1,0,1,0,0,0,0,0,81,2,5,Matches
1831,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-173,1995,6.0,288,200,87,25,0,0,0,0,0,0,0,0,192,1,0,Matches
1832,Léo Scienza,br BRA,"MF,FW",Heidenheim,de Bundesliga,27-032,1998,2.0,52,37,15,6,1,0,13,2,5,0,4,0,32,0,1,Matches
1833,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-055,2003,5.0,250,225,25,6,1,2,18,1,14,11,1,0,203,0,5,Matches
1834,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25-261,2000,5.3,164,123,40,1,0,1,16,38,1,0,0,0,106,1,2,Matches
1835,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-145,2003,1.5,110,104,6,1,0,0,1,0,0,0,0,0,96,0,1,Matches
1836,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-145,2003,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
1837,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-133,2000,3.2,239,213,25,5,0,1,5,20,0,0,0,0,216,1,2,Matches
1838,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-164,2001,5.2,171,169,2,2,1,0,2,0,0,0,0,0,146,0,2,Matches
1839,Ayumu Seko,jp JPN,"MF,DF",Le Havre,fr Ligue 1,25-130,2000,6.2,201,198,3,3,0,1,1,0,0,0,0,0,160,0,6,Matches
1840,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-231,1992,7.0,192,139,53,11,0,1,0,0,0,0,0,0,138,0,0,Matches
1841,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,25-281,2000,7.0,219,192,26,0,0,0,9,26,0,0,0,0,147,1,3,Matches
1842,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27-276,1998,6.0,199,148,49,20,0,0,0,0,0,0,0,0,124,2,0,Matches
1843,Marvin Senaya,tg TOG,DF,Auxerre,fr Ligue 1,24-260,2001,6.8,269,211,58,17,0,1,20,39,2,0,2,0,196,0,7,Matches
1844,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-158,1997,6.9,450,417,28,18,2,0,9,5,0,0,0,0,349,5,5,Matches
1845,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-187,1997,5.7,192,186,5,5,3,3,5,0,0,0,0,0,135,1,7,Matches
1846,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-224,2003,1.3,56,49,7,1,0,0,12,1,5,4,0,0,42,0,2,Matches
1847,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-137,2003,4.3,74,72,1,0,1,0,0,0,0,0,0,0,49,1,0,Matches
1848,Ryan Sessegnon,eng ENG,DF,Fulham,eng Premier League,25-150,2000,5.3,251,196,52,3,2,1,20,49,0,0,0,0,177,3,12,Matches
1849,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,32-353,1992,1.4,64,59,5,3,0,0,5,2,0,0,0,0,47,0,2,Matches
1850,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-095,1995,6.7,400,367,32,5,0,8,1,17,0,0,0,0,335,1,6,Matches
1851,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-113,1998,3.3,117,116,0,0,0,0,0,0,0,0,0,0,103,1,0,Matches
1852,Djibril Sidibé,fr FRA,"DF,MF",Toulouse,fr Ligue 1,33-078,1992,4.5,202,181,20,4,2,0,12,16,0,0,0,0,143,1,5,Matches
1853,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,22-240,2003,2.6,62,59,2,0,0,0,6,0,0,0,0,0,42,1,3,Matches
1854,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-196,2002,0.9,38,29,9,1,0,1,0,0,0,0,0,0,37,0,0,Matches
1855,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-162,1997,5.7,277,265,11,8,0,1,0,0,0,0,0,0,248,1,3,Matches
1856,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-220,2000,3.0,131,113,17,2,0,0,1,2,0,0,0,0,98,1,0,Matches
1857,André Silva,pt POR,FW,Elche,es La Liga,29-343,1995,4.0,110,104,6,0,1,1,0,0,0,0,0,0,87,0,4,Matches
1858,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-066,1994,4.1,200,181,17,5,2,0,12,5,5,3,1,1,171,2,4,Matches
1859,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-076,1997,4.6,256,200,55,4,0,0,30,38,13,7,3,0,189,1,3,Matches
1860,Fábio Silva,pt POR,FW,Dortmund,de Bundesliga,23-088,2002,0.2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
1861,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-075,1999,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
1862,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-227,1991,2.0,83,53,30,3,0,0,0,0,0,0,0,0,54,0,0,Matches
1863,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-120,2001,0.6,14,14,0,0,1,0,0,0,0,0,0,0,9,0,0,Matches
1864,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-102,1995,4.7,81,68,12,0,0,1,1,0,0,0,0,0,64,1,4,Matches
1865,Giuliano Simeone,ar ARG,"MF,FW",Atlético Madrid,es La Liga,22-301,2002,6.7,273,268,5,1,2,1,10,4,0,0,0,0,224,0,7,Matches
1866,Moses Simon,ng NGA,"FW,MF",Paris FC,fr Ligue 1,30-095,1995,5.8,157,144,12,3,1,1,35,5,4,3,0,0,109,1,8,Matches
1867,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-126,1997,8.0,245,178,66,30,0,1,0,0,0,0,0,0,159,1,0,Matches
1868,Xavi Simons,nl NED,"FW,MF",Tottenham,eng Premier League,22-177,2003,2.8,119,96,21,5,1,1,19,1,13,13,0,0,89,2,1,Matches
1869,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-177,2003,1.0,39,35,4,2,0,0,2,0,2,1,0,0,33,0,2,Matches
1870,Danel Sinani,lu LUX,MF,St. Pauli,de Bundesliga,28-193,1997,5.8,333,289,44,14,6,0,35,2,17,8,6,0,236,0,10,Matches
1871,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-311,1999,6.3,130,122,7,1,3,0,5,1,0,0,0,0,91,1,5,Matches
1872,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-065,1996,8.0,203,111,91,33,0,0,0,0,0,0,0,0,121,1,0,Matches
1873,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20-305,2004,2.5,66,63,3,3,0,0,0,0,0,0,0,0,56,0,0,Matches
1874,Tim Skarke,de GER,"MF,DF",Union Berlin,de Bundesliga,29-038,1996,1.4,34,30,4,0,0,0,1,4,0,0,0,0,20,0,1,Matches
1875,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-158,1995,1.9,104,99,5,5,0,0,0,0,0,0,0,0,94,0,0,Matches
1876,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,25-321,1999,3.5,218,210,8,5,0,1,0,0,0,0,0,0,194,0,1,Matches
1877,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-163,1991,6.0,297,258,39,12,0,0,0,0,0,0,0,0,241,0,0,Matches
1878,Andreas Skov Olsen,dk DEN,FW,Wolfsburg,de Bundesliga,25-290,1999,3.5,112,110,2,0,0,1,4,1,1,1,0,0,94,0,3,Matches
1879,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29-148,1996,2.4,86,72,14,3,0,1,13,11,0,0,0,0,51,0,2,Matches
1880,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-169,1991,2.3,87,71,16,4,0,0,2,12,0,0,0,0,69,0,1,Matches
1881,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,28-280,1997,6.0,427,392,33,29,0,1,8,0,1,0,1,0,370,2,0,Matches
1882,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25-079,2000,1.5,87,85,2,1,0,0,0,0,0,0,0,0,76,0,0,Matches
1883,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-059,2000,2.9,150,124,24,5,1,0,5,19,0,0,0,0,122,2,2,Matches
1884,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-187,2001,2.7,118,114,2,2,2,0,1,0,0,0,0,0,98,2,2,Matches
1885,Alex Sola,es ESP,FW,Getafe,es La Liga,26-128,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1886,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,28-031,1997,0.4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1887,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28-286,1997,2.4,154,145,9,4,1,0,5,2,3,1,0,0,130,0,1,Matches
1888,Julio Soler,ar ARG,FW,Bournemouth,eng Premier League,20-241,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1889,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-250,2000,6.0,408,374,33,17,0,1,2,2,0,0,0,0,359,1,4,Matches
1890,Jhon Solis,co COL,MF,Girona,es La Liga,21-012,2004,3.3,130,127,3,2,0,1,0,1,0,0,0,0,115,0,1,Matches
1891,Manor Solomon,il ISR,"MF,DF",Villarreal,es La Liga,26-083,1999,1.1,34,27,7,2,0,0,8,0,5,4,0,0,22,0,0,Matches
1892,Yann Sommer,ch SUI,GK,Inter,it Serie A,36-302,1988,4.0,125,102,23,2,0,0,0,0,0,0,0,0,114,0,0,Matches
1893,Oliver Sonne,pe PER,"DF,FW",Burnley,eng Premier League,24-339,2000,1.2,29,28,1,0,0,0,3,1,0,0,0,0,19,0,1,Matches
1894,David Soria,es ESP,GK,Getafe,es La Liga,32-194,1993,8.0,228,117,107,46,0,0,0,0,0,0,0,0,95,4,0,Matches
1895,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-300,2003,6.0,440,395,43,20,2,3,28,1,22,6,14,0,388,2,2,Matches
1896,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,34-355,1990,0.3,11,10,0,0,0,0,0,0,0,0,0,0,5,1,1,Matches
1897,Riccardo Sottil,it ITA,FW,Lecce,it Serie A,26-134,1999,2.7,77,67,10,4,0,0,10,1,5,4,1,0,59,0,2,Matches
1898,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,30-230,1995,2.6,91,90,1,1,0,1,1,0,0,0,0,0,70,0,4,Matches
1899,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-183,2003,5.4,246,225,21,6,0,4,27,1,13,12,0,0,193,0,6,Matches
1900,Aboubaka Soumahoro,fr FRA,DF,Hamburger SV,de Bundesliga,20-253,2005,0.5,20,19,0,0,0,0,0,0,0,0,0,0,18,1,0,Matches
1901,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,24-285,2001,3.3,52,43,9,0,1,1,0,0,0,0,0,0,39,0,0,Matches
1902,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,25-005,2000,7.0,173,168,5,0,0,2,21,2,0,0,0,0,120,0,5,Matches
1903,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26-120,1999,5.1,148,147,1,1,0,0,0,0,0,0,0,0,124,0,3,Matches
1904,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-251,1997,2.8,108,102,5,1,0,4,2,0,1,0,1,0,92,1,1,Matches
1905,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,25-067,2000,4.5,261,222,38,2,0,2,11,36,0,0,0,0,207,1,7,Matches
1906,Leonardo Spinazzola,it ITA,DF,Napoli,it Serie A,32-204,1993,3.1,163,140,22,2,1,1,11,20,0,0,0,0,124,1,5,Matches
1907,Anton Stach,de GER,MF,Leeds United,eng Premier League,26-334,1998,6.7,266,248,17,5,0,3,18,0,12,7,4,0,195,1,12,Matches
1908,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-341,1996,3.2,124,122,1,1,0,1,0,0,0,0,0,0,86,1,4,Matches
1909,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35-063,1990,4.9,232,224,4,3,2,3,3,1,0,0,0,0,182,4,3,Matches
1910,Nicolae Stanciu,ro ROU,"MF,FW",Genoa,it Serie A,32-161,1993,1.9,88,77,11,4,0,1,9,0,5,4,0,0,60,0,4,Matches
1911,Otto Stange,de GER,MF,Hamburger SV,de Bundesliga,18-248,2007,0.2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,Matches
1912,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,25-196,2000,3.0,170,150,20,4,0,2,3,16,0,0,0,0,146,0,2,Matches
1913,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30-136,1995,1.4,93,93,0,0,0,0,0,0,0,0,0,0,90,0,0,Matches
1914,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-184,1995,1.5,80,76,4,4,0,1,0,0,0,0,0,0,74,0,0,Matches
1915,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21-047,2004,1.3,18,18,0,0,1,0,1,0,0,0,0,0,9,0,1,Matches
1916,Calvin Stengs,nl NED,MF,Pisa,it Serie A,26-301,1998,0.1,18,15,3,2,0,0,3,0,1,1,0,0,13,0,0,Matches
1917,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24-194,2001,5.4,424,367,53,19,4,0,23,2,24,9,3,0,364,4,6,Matches
1918,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32-049,1993,3.1,167,144,23,5,2,1,18,1,12,9,2,0,126,0,6,Matches
1919,John Stones,eng ENG,DF,Manchester City,eng Premier League,31-140,1994,2.9,220,215,5,4,0,1,4,0,0,0,0,0,201,0,2,Matches
1920,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-251,2000,4.0,76,75,1,0,0,0,0,0,0,0,0,0,51,0,3,Matches
1921,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26-065,1999,7.0,412,382,30,13,0,0,0,2,0,0,0,0,384,0,4,Matches
1922,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39-003,1986,1.2,14,11,3,0,0,0,0,0,0,0,0,0,8,0,1,Matches
1923,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24-037,2001,3.8,70,66,4,0,0,0,0,0,0,0,0,0,46,0,3,Matches
1924,Denis Suárez,es ESP,MF,Alavés,es La Liga,31-282,1994,1.8,110,103,6,3,2,0,2,0,3,0,1,0,93,1,0,Matches
1925,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,es La Liga,28-067,1997,5.3,281,213,66,8,2,1,25,48,10,2,6,0,222,2,7,Matches
1926,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,23-037,2002,1.4,55,52,3,0,0,1,1,1,0,0,0,0,42,0,2,Matches
1927,Petar Sucic,hr CRO,MF,Inter,it Serie A,21-355,2003,3.0,138,134,2,1,0,2,3,0,0,0,0,0,122,2,3,Matches
1928,Yukinari Sugawara,jp JPN,DF,Werder Bremen,de Bundesliga,25-109,2000,4.8,232,203,29,3,0,0,9,26,0,0,0,0,183,0,6,Matches
1929,Pavel Šulc,cz CZE,"FW,MF",Lyon,fr Ligue 1,24-290,2000,1.7,39,39,0,0,1,0,0,0,0,0,0,0,29,0,0,Matches
1930,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,23-242,2002,3.8,106,105,1,0,1,1,3,1,0,0,0,0,88,0,3,Matches
1931,Crysencio Summerville,nl NED,"MF,FW",West Ham,eng Premier League,23-350,2001,3.5,103,97,5,3,2,0,3,1,0,0,0,0,89,1,2,Matches
1932,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,23-355,2001,1.5,37,37,0,0,0,0,1,0,0,0,0,0,25,0,2,Matches
1933,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23-055,2002,6.0,228,159,68,27,0,0,0,0,0,0,0,0,148,1,0,Matches
1934,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-283,1999,2.5,58,57,1,1,0,0,1,0,0,0,0,0,41,0,1,Matches
1935,Daniel Svensson,se SWE,"DF,MF",Dortmund,de Bundesliga,23-245,2002,6.0,308,254,52,5,0,0,26,36,11,10,0,0,251,2,5,Matches
1936,Mile Svilar,rs SRB,GK,Roma,it Serie A,26-049,1999,6.0,245,177,67,22,0,0,0,0,0,0,0,0,183,1,0,Matches
1937,Williot Swedberg,se SWE,"MF,FW",Celta Vigo,es La Liga,21-256,2004,2.6,52,50,2,0,2,0,1,2,0,0,0,0,42,0,2,Matches
1938,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23-066,2002,0.3,16,13,3,0,0,0,1,3,0,0,0,0,12,0,0,Matches
1939,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19-182,2006,0.7,41,40,1,1,0,0,0,0,0,0,0,0,33,0,0,Matches
1940,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-180,1990,2.0,72,57,15,7,0,0,0,0,0,0,0,0,61,0,0,Matches
1941,Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,eng Premier League,24-355,2000,7.0,468,400,66,11,2,2,26,41,12,2,9,0,390,2,4,Matches
1942,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-314,1995,3.3,70,65,3,0,0,0,1,0,0,0,0,0,41,2,2,Matches
1943,Musa Al-Taamari,jo JOR,"FW,MF",Rennes,fr Ligue 1,28-127,1997,3.1,88,81,4,0,1,0,5,1,1,0,0,0,66,3,3,Matches
1944,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31-117,1994,2.7,34,32,2,0,0,0,0,0,0,0,0,0,20,0,1,Matches
1945,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33-045,1992,3.6,217,183,32,3,0,0,6,28,1,0,0,0,182,2,6,Matches
1946,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,29-246,1996,5.7,409,397,12,4,0,1,1,0,0,0,0,0,388,0,0,Matches
1947,Chemsdine Talbi,ma MAR,FW,Sunderland,eng Premier League,20-159,2005,5.6,149,143,6,0,0,0,20,6,0,0,0,0,116,0,5,Matches
1948,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27-142,1998,7.0,316,300,16,11,0,0,2,0,0,0,0,0,290,0,2,Matches
1949,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,31-253,1994,2.1,88,86,2,0,0,1,1,2,0,0,0,0,72,0,0,Matches
1950,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27-035,1998,2.0,104,102,2,2,0,0,2,0,0,0,0,0,89,0,3,Matches
1951,Axel Tapé,fr FRA,DF,Leverkusen,de Bundesliga,18-066,2007,1.8,66,58,8,2,0,0,1,6,0,0,0,0,61,0,0,Matches
1952,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-255,1999,6.0,514,480,34,11,0,0,1,9,0,0,0,0,462,0,1,Matches
1953,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-330,1992,7.0,312,290,22,8,4,5,1,1,0,0,0,0,249,0,4,Matches
1954,César Tárrega,es ESP,DF,Valencia,es La Liga,23-231,2002,8.0,419,392,25,17,0,1,0,1,0,0,0,0,356,2,5,Matches
1955,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,17-269,2008,5.7,311,297,14,12,0,0,0,0,0,0,0,0,275,0,2,Matches
1956,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-262,2000,4.2,283,221,62,15,0,3,32,34,13,6,6,0,222,0,3,Matches
1957,Marcus Tavernier,eng ENG,MF,Bournemouth,eng Premier League,26-207,1999,5.5,211,193,16,1,3,1,13,6,7,3,2,0,164,2,6,Matches
1958,Loum Tchaouna,fr FRA,MF,Burnley,eng Premier League,22-037,2003,3.5,73,71,2,0,0,1,3,0,1,0,0,0,51,0,3,Matches
1959,Jackson Tchatchoua,cm CMR,"DF,MF",Wolves,eng Premier League,24-031,2001,4.0,173,147,26,0,0,0,16,26,0,0,0,0,126,0,5,Matches
1960,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,25-261,2000,7.2,419,409,9,8,0,3,2,1,0,0,0,0,386,1,0,Matches
1961,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,20-171,2005,2.0,32,32,0,0,0,1,2,0,0,0,0,0,22,0,2,Matches
1962,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,26-102,1999,2.8,58,56,2,0,0,0,4,1,0,0,0,0,45,0,3,Matches
1963,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-236,1996,7.0,260,250,9,8,0,3,0,1,0,0,0,0,211,1,5,Matches
1964,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24-138,2001,2.0,59,34,25,4,0,0,0,0,0,0,0,0,30,0,0,Matches
1965,Filippo Terracciano,it ITA,DF,Cremonese,it Serie A,22-249,2003,5.0,329,276,50,15,0,4,6,35,0,0,0,0,273,3,6,Matches
1966,Pietro Terracciano,it ITA,GK,Milan,it Serie A,35-221,1990,1.4,36,28,8,2,0,0,0,0,0,0,0,0,33,0,0,Matches
1967,Ramón Terrats,es ESP,MF,Espanyol,es La Liga,24-362,2000,1.1,34,32,2,0,0,1,1,0,1,0,1,0,25,0,1,Matches
1968,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,24-021,2001,7.0,356,342,14,10,2,8,3,4,0,0,0,0,309,0,7,Matches
1969,Kenny Tete,nl NED,DF,Fulham,eng Premier League,30-006,1995,5.0,251,208,42,4,1,0,12,38,0,0,0,0,207,1,5,Matches
1970,Jordan Teze,nl NED,"DF,MF",Monaco,fr Ligue 1,26-015,1999,5.5,311,264,45,11,3,1,15,27,7,1,3,0,244,2,10,Matches
1971,Florian Thauvin,fr FRA,MF,Lens,fr Ligue 1,32-262,1993,5.7,255,226,28,8,1,5,38,1,18,7,8,0,179,1,5,Matches
1972,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,25-143,2000,6.0,479,439,38,15,1,2,1,21,0,0,0,0,422,2,4,Matches
1973,Thiago,br BRA,FW,Brentford,eng Premier League,24-111,2001,6.2,96,93,3,0,1,0,3,0,0,0,0,0,69,0,1,Matches
1974,Malick Thiaw,de GER,DF,Newcastle Utd,eng Premier League,24-068,2001,3.0,107,105,2,2,0,0,0,0,0,0,0,0,92,0,1,Matches
1975,Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,23-142,2002,4.1,73,68,5,1,0,1,8,2,0,0,0,0,49,0,6,Matches
1976,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-309,1993,7.0,330,289,39,15,3,4,27,3,21,10,7,1,252,2,14,Matches
1977,Morten Thorsby,no NOR,"MF,FW",Genoa,it Serie A,29-163,1996,0.7,13,13,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
1978,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,26-216,1999,1.1,43,42,1,1,0,0,0,0,0,0,0,0,36,0,0,Matches
1979,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24-203,2001,4.5,253,245,8,6,3,1,1,0,0,0,0,0,224,0,5,Matches
1980,Marcus Thuram,fr FRA,FW,Inter,it Serie A,28-070,1997,4.1,94,88,6,0,0,0,6,0,0,0,0,0,68,0,2,Matches
1981,Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,fr Ligue 1,26-225,1999,4.0,88,86,2,0,1,0,1,2,0,0,0,0,67,0,2,Matches
1982,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,28-161,1997,3.5,235,221,13,10,4,2,7,0,1,0,0,0,195,1,3,Matches
1983,Phillip Tietz,de GER,"FW,MF",Augsburg,de Bundesliga,28-098,1997,1.4,46,43,3,1,0,0,0,1,0,0,0,0,32,0,4,Matches
1984,Malik Tillman,us USA,MF,Leverkusen,de Bundesliga,23-140,2002,4.2,171,156,12,3,1,0,2,4,0,0,0,0,139,3,6,Matches
1985,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,24-120,2001,5.8,294,240,54,7,5,1,11,47,0,0,0,0,250,0,5,Matches
1986,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25-289,1999,1.4,88,86,2,2,0,0,2,0,0,0,0,0,80,0,0,Matches
1987,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,21-065,2004,1.3,42,40,1,1,1,0,1,0,0,0,0,0,33,1,4,Matches
1988,Corentin Tolisso,fr FRA,"MF,FW",Lyon,fr Ligue 1,31-073,1994,6.7,329,309,19,8,3,9,5,6,0,0,0,0,273,1,9,Matches
1989,Jeremy Toljan,de GER,DF,Levante,es La Liga,31-068,1994,7.7,310,233,73,3,2,2,14,70,0,0,0,0,220,4,12,Matches
1990,Tiago Tomás,pt POR,"FW,MF",Stuttgart,de Bundesliga,23-121,2002,3.4,95,93,2,0,1,0,3,0,0,0,0,0,78,0,1,Matches
1991,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,27-300,1997,5.6,355,319,36,7,0,0,3,29,0,0,0,0,320,0,3,Matches
1992,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,25-160,2000,6.7,385,353,31,10,2,4,25,0,17,6,9,0,309,1,3,Matches
1993,Pablo Torre,es ESP,"MF,FW",Mallorca,es La Liga,22-195,2003,5.3,238,207,29,11,0,2,18,2,12,8,2,0,188,2,5,Matches
1994,Jofre Torrents,es ESP,DF,Barcelona,es La Liga,18-260,2007,0.4,38,31,7,0,0,0,3,7,0,0,0,0,32,0,0,Matches
1995,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,25-228,2000,5.9,129,120,9,0,0,0,1,1,0,0,0,0,98,0,7,Matches
