Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
1282,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-137,1997,9,8,750,8.3,1,0,1,1,0,0,3,0,0.2,0.2,0.1,0.3,8,28,32,0.12,0.00,0.12,0.12,0.12,0.02,0.01,0.03,0.02,0.03,Matches
1283,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-342,1997,11,11,990,11.0,1,2,3,1,0,0,1,0,0.8,0.8,1.4,2.2,6,39,1,0.09,0.18,0.27,0.09,0.27,0.07,0.13,0.20,0.07,0.20,Matches
1284,Soungoutou Magassa,fr FRA,MF,West Ham,eng Premier League,22-049,2003,6,2,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1285,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27-180,1998,12,11,947,10.5,0,0,0,0,0,0,2,1,0.3,0.3,0.7,1.0,2,42,9,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
1286,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,26-083,1999,13,13,1011,11.2,4,0,4,4,0,1,2,0,3.4,2.6,1.2,3.8,13,21,54,0.36,0.00,0.36,0.36,0.36,0.30,0.11,0.40,0.23,0.33,Matches
1287,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-266,1993,8,4,345,3.8,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,2,15,2,0.26,0.26,0.52,0.26,0.52,0.08,0.09,0.18,0.08,0.18,Matches
1288,Arne Maier,de GER,DF,Augsburg,de Bundesliga,26-322,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1289,Mike Maignan,fr FRA,GK,Milan,it Serie A,30-146,1995,11,11,955,10.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1290,Linton Maina,de GER,"DF,FW",Köln,de Bundesliga,26-156,1999,6,2,223,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,12,17,14,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Matches
1291,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,31-020,1994,11,11,990,11.0,0,1,1,0,0,0,1,0,0.7,0.7,0.6,1.3,3,29,4,0.00,0.09,0.09,0.00,0.09,0.07,0.05,0.12,0.07,0.12,Matches
1292,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-221,2005,8,0,177,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,10,8,9,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.18,0.04,0.18,Matches
1293,Ainsley Maitland-Niles,eng ENG,"DF,FW",Lyon,fr Ligue 1,28-089,1997,13,12,1156,12.8,1,2,3,1,0,1,1,0,1.6,0.8,2.0,2.8,16,40,53,0.08,0.16,0.23,0.08,0.23,0.13,0.16,0.28,0.07,0.22,Matches
1294,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,26-010,1999,10,10,864,9.6,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1295,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-313,1998,9,5,432,4.8,1,1,2,1,0,0,1,0,1.2,1.2,0.7,1.9,13,29,23,0.21,0.21,0.42,0.21,0.42,0.24,0.15,0.39,0.24,0.39,Matches
1296,Hamidou Makalou,ml MLI,"MF,FW",Brest,fr Ligue 1,19-134,2006,8,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,1,9,7,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15,Matches
1297,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27-167,1998,10,4,405,4.5,0,1,1,0,0,0,0,0,0.6,0.6,0.3,0.9,18,13,20,0.00,0.22,0.22,0.00,0.22,0.13,0.07,0.20,0.13,0.20,Matches
1298,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-115,2001,9,7,657,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,15,22,16,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
1299,Andrija Maksimović,rs SRB,"MF,FW",RB Leipzig,de Bundesliga,18-174,2007,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33,Matches
1300,Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,19-092,2006,11,3,416,4.6,4,2,6,4,0,0,0,0,3.1,3.1,0.7,3.8,17,6,40,0.87,0.43,1.30,0.87,1.30,0.68,0.14,0.82,0.68,0.82,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1301,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-179,2001,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1302,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24-046,2001,7,2,189,2.1,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,9,7,13,0.00,0.00,0.00,0.00,0.00,0.26,0.04,0.30,0.26,0.30,Matches
1303,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27-096,1998,3,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
1304,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-321,1999,12,3,386,4.3,3,1,4,3,0,0,0,0,2.0,2.0,0.4,2.4,11,11,23,0.70,0.23,0.93,0.70,0.93,0.47,0.08,0.56,0.47,0.56,Matches
1305,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32-206,1993,10,9,692,7.7,1,1,2,1,0,0,5,0,0.5,0.5,1.4,1.9,10,47,18,0.13,0.13,0.26,0.13,0.26,0.07,0.18,0.24,0.07,0.24,Matches
1306,Lennard Maloney,us USA,"DF,MF",Mainz 05,de Bundesliga,26-049,1999,6,3,267,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,5,1,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.09,0.06,0.09,Matches
1307,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28-208,1997,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1308,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25-058,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1309,Felix Mambimbi,ch SUI,"FW,MF",Le Havre,fr Ligue 1,24-312,2001,10,3,264,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.6,1.0,3,7,14,0.00,0.00,0.00,0.00,0.00,0.12,0.22,0.34,0.12,0.34,Matches
1310,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-223,1996,12,12,1074,11.9,0,1,1,0,0,0,3,0,0.6,0.6,0.5,1.0,9,33,12,0.00,0.08,0.08,0.00,0.08,0.05,0.04,0.09,0.05,0.09,Matches
1311,Reinildo Mandava,mz MOZ,"DF,MF",Sunderland,eng Premier League,31-309,1994,9,9,752,8.4,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,17,34,16,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
1312,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34-035,1991,11,10,878,9.8,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.4,12,67,3,0.10,0.00,0.10,0.10,0.10,0.09,0.06,0.15,0.09,0.15,Matches
1313,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-150,1997,12,10,865,9.6,3,0,3,3,0,0,1,0,1.1,1.1,1.2,2.3,4,33,16,0.31,0.00,0.31,0.31,0.31,0.11,0.13,0.24,0.11,0.24,Matches
1314,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20-263,2005,2,1,85,0.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1315,Mateus Mane,pt POR,FW,Wolves,eng Premier League,18-071,2007,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.30,Matches
1316,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20-043,2005,9,8,693,7.7,1,1,2,1,0,0,2,1,1.1,1.1,1.1,2.1,21,39,30,0.13,0.13,0.26,0.13,0.26,0.14,0.14,0.28,0.14,0.28,Matches
1317,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23-119,2002,9,5,465,5.2,0,0,0,0,0,0,0,0,1.1,1.1,0.1,1.3,6,8,17,0.00,0.00,0.00,0.00,0.00,0.22,0.03,0.25,0.22,0.25,Matches
1318,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23-032,2002,6,5,414,4.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,9,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1319,Marcão,br BRA,DF,Sevilla,es La Liga,29-174,1996,11,9,826,9.2,1,0,1,1,0,0,2,0,0.6,0.6,0.0,0.6,9,25,0,0.11,0.00,0.11,0.11,0.11,0.07,0.00,0.07,0.07,0.07,Matches
1320,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28-145,1997,9,5,410,4.6,2,0,2,2,0,0,1,0,1.9,1.9,0.1,2.0,5,18,6,0.44,0.00,0.44,0.44,0.44,0.43,0.01,0.44,0.43,0.44,Matches
1321,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32-087,1993,8,7,643,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1322,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-310,1995,5,5,450,5.0,0,0,0,0,0,0,2,0,1.1,1.1,0.0,1.1,0,22,0,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
1323,Mariano,do DOM,FW,Alavés,es La Liga,32-117,1993,9,3,281,3.1,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.8,2,6,11,0.00,0.00,0.00,0.00,0.00,0.05,0.21,0.27,0.05,0.27,Matches
1324,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21-126,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,14,1,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
1325,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23-191,2002,10,10,889,9.9,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.4,7,41,0,0.10,0.00,0.10,0.10,0.10,0.03,0.00,0.04,0.03,0.04,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1326,Marius Marin,ro ROU,MF,Pisa,it Serie A,27-088,1998,9,7,556,6.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,16,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1327,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22-146,2003,13,6,557,6.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,13,12,21,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
1328,João Mário Lopes,pt POR,DF,Juventus,it Serie A,25-327,2000,8,2,241,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,11,15,27,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
1329,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31-204,1994,11,11,921,10.2,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.9,4,29,4,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.09,0.08,0.09,Matches
1330,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26-292,1999,7,2,186,2.1,0,1,1,0,0,0,0,0,1.1,1.1,1.0,2.1,7,5,18,0.00,0.48,0.48,0.00,0.48,0.53,0.49,1.01,0.53,1.01,Matches
1331,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,31-196,1994,5,3,311,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,24,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1332,Callum Marshall,nir NIR,FW,West Ham,eng Premier League,20-363,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Matches
1333,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23-211,2002,11,11,958,10.6,0,2,2,0,0,0,2,0,0.1,0.1,0.9,1.0,2,40,9,0.00,0.19,0.19,0.00,0.19,0.01,0.09,0.09,0.01,0.09,Matches
1334,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-218,1997,9,9,760,8.4,1,2,3,1,0,0,2,0,0.3,0.3,3.6,3.9,9,31,31,0.12,0.24,0.36,0.12,0.36,0.03,0.43,0.46,0.03,0.46,Matches
1335,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-329,2002,11,6,490,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,8,31,37,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
1336,Iván Martín,es ESP,MF,Girona,es La Liga,26-285,1999,11,10,885,9.8,0,1,1,0,0,0,3,1,0.1,0.1,0.3,0.4,15,41,18,0.00,0.10,0.10,0.00,0.10,0.01,0.03,0.04,0.01,0.04,Matches
1337,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-217,2006,5,5,450,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,7,21,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1338,Mario Martín,es ESP,MF,Getafe,es La Liga,21-266,2004,13,11,824,9.2,2,0,2,2,0,0,5,0,0.7,0.7,0.1,0.8,14,17,31,0.22,0.00,0.22,0.22,0.22,0.08,0.01,0.09,0.08,0.09,Matches
1339,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24-161,2001,8,2,220,2.4,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,7,5,10,0.41,0.00,0.41,0.41,0.41,0.32,0.05,0.37,0.32,0.37,Matches
1340,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22-215,2003,12,10,772,8.6,1,1,2,1,0,0,3,0,0.4,0.4,0.1,0.6,15,34,25,0.12,0.12,0.23,0.12,0.23,0.05,0.02,0.06,0.05,0.06,Matches
1341,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33-085,1992,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1342,Josep Martinez,es ESP,GK,Inter,it Serie A,27-183,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1343,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28-096,1997,12,11,883,9.8,4,2,6,4,0,0,2,0,4.4,4.4,1.6,6.0,11,28,70,0.41,0.20,0.61,0.41,0.61,0.45,0.16,0.61,0.45,0.61,Matches
1344,Pablo Martínez,es ESP,MF,Levante,es La Liga,27-277,1998,9,5,526,5.8,0,1,1,0,0,0,1,0,0.7,0.7,0.8,1.4,8,20,12,0.00,0.17,0.17,0.00,0.17,0.11,0.13,0.24,0.11,0.24,Matches
1345,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23-035,2002,2,0,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1346,Toni Martínez,es ESP,FW,Alavés,es La Liga,28-149,1997,13,10,884,9.8,2,1,3,2,0,0,0,0,1.9,1.9,0.2,2.1,8,8,39,0.20,0.10,0.31,0.20,0.31,0.20,0.02,0.22,0.20,0.22,Matches
1347,Adam Marušić,me MNE,DF,Lazio,it Serie A,33-040,1992,11,10,861,9.6,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,12,35,35,0.00,0.10,0.10,0.00,0.10,0.01,0.04,0.06,0.01,0.06,Matches
1348,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-297,1993,7,4,368,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,15,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1349,Adam Masina,ma MAR,DF,Torino,it Serie A,31-328,1994,3,2,201,2.2,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,8,0,0.00,0.45,0.45,0.00,0.45,0.00,0.09,0.09,0.00,0.09,Matches
1350,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-303,2001,12,9,839,9.3,0,0,0,0,0,0,3,0,1.2,1.2,0.2,1.4,11,40,12,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.15,0.12,0.15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1351,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24-142,2001,11,11,929,10.3,1,1,2,1,0,0,0,0,0.5,0.5,0.8,1.3,19,50,10,0.10,0.10,0.19,0.10,0.19,0.05,0.07,0.13,0.05,0.13,Matches
1352,Franco Mastantuono,ar ARG,"FW,DF",Real Madrid,es La Liga,18-104,2007,9,7,546,6.1,1,0,1,1,0,0,3,0,2.0,2.0,0.7,2.7,7,18,69,0.16,0.00,0.16,0.16,0.16,0.33,0.11,0.44,0.33,0.44,Matches
1353,Arthur Masuaku,cd COD,"DF,MF",Sunderland,eng Premier League,32-019,1993,3,2,126,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,2,5,5,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
1354,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,33-019,1992,13,13,1123,12.5,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,4,33,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
1355,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22-240,2003,9,0,221,2.5,2,0,2,1,1,1,0,0,1.0,0.2,0.4,0.6,1,2,9,0.81,0.00,0.81,0.41,0.41,0.39,0.15,0.55,0.07,0.23,Matches
1356,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,23-073,2002,11,6,598,6.6,2,2,4,2,0,0,0,0,0.7,0.7,0.6,1.4,11,21,23,0.30,0.30,0.60,0.30,0.60,0.11,0.09,0.20,0.11,0.20,Matches
1357,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28-151,1997,12,12,1018,11.3,6,0,6,4,2,2,2,0,8.4,6.8,0.3,7.1,7,11,52,0.53,0.00,0.53,0.35,0.35,0.74,0.02,0.77,0.60,0.63,Matches
1358,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37-117,1988,11,11,977,10.9,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,10,51,14,0.09,0.00,0.09,0.09,0.09,0.01,0.03,0.04,0.01,0.04,Matches
1359,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-258,2008,10,2,270,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,12,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1360,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23-195,2002,11,11,990,11.0,1,1,2,1,0,0,4,0,0.3,0.3,0.5,0.8,2,39,3,0.09,0.09,0.18,0.09,0.18,0.03,0.05,0.07,0.03,0.07,Matches
1361,Jean Mattéo Bahoya,fr FRA,"FW,MF",Eint Frankfurt,de Bundesliga,20-203,2005,10,5,452,5.0,2,1,3,2,0,0,0,0,1.4,1.4,1.5,2.9,25,9,49,0.40,0.20,0.60,0.40,0.60,0.28,0.30,0.58,0.28,0.58,Matches
1362,Alan Matturro,uy URU,DF,Levante,es La Liga,21-046,2004,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1363,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,29-104,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1364,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-350,1997,6,5,495,5.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,17,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1365,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-222,2005,6,6,518,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,19,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1366,Eliezer Mayenda,es ESP,FW,Sunderland,eng Premier League,20-202,2005,8,3,265,2.9,1,0,1,1,0,0,0,0,0.5,0.5,0.5,0.9,3,3,8,0.34,0.00,0.34,0.34,0.34,0.16,0.16,0.32,0.16,0.32,Matches
1367,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-235,1997,10,9,736,8.2,4,1,5,4,0,0,0,0,1.8,1.8,0.2,2.0,0,21,23,0.49,0.12,0.61,0.49,0.61,0.22,0.02,0.25,0.22,0.25,Matches
1368,Senny Mayulu,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,19-193,2006,10,8,634,7.0,1,1,2,1,0,0,1,0,1.8,1.8,1.1,2.9,17,15,42,0.14,0.14,0.28,0.14,0.28,0.25,0.16,0.41,0.25,0.41,Matches
1369,Ibrahim Maza,dz ALG,"MF,DF",Leverkusen,de Bundesliga,20-002,2005,9,4,444,4.9,2,0,2,2,0,0,1,0,1.4,1.4,0.3,1.7,15,26,26,0.41,0.00,0.41,0.41,0.41,0.28,0.06,0.35,0.28,0.35,Matches
1370,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,28-012,1997,6,4,247,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,8,26,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1371,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,30-011,1995,5,0,59,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
1372,Pasquale Mazzocchi,it ITA,MF,Napoli,it Serie A,30-122,1995,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1373,Samuel Mbangula,be BEL,FW,Werder Bremen,de Bundesliga,21-314,2004,10,8,601,6.7,3,1,4,3,0,0,0,0,0.5,0.5,0.5,1.0,17,23,27,0.45,0.15,0.60,0.45,0.60,0.08,0.07,0.15,0.08,0.15,Matches
1374,Ethan Mbappé,fr FRA,FW,Lille,fr Ligue 1,18-332,2006,6,0,42,0.5,2,0,2,2,0,0,0,0,0.3,0.3,0.2,0.6,2,4,6,4.29,0.00,4.29,4.29,4.29,0.74,0.51,1.25,0.74,1.25,Matches
1375,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-341,1998,13,13,1133,12.6,13,3,16,10,3,4,3,0,11.7,8.5,3.3,11.8,55,60,116,1.03,0.24,1.27,0.79,1.03,0.93,0.26,1.19,0.68,0.94,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1376,Ibrahim Mbaye,sn SEN,FW,Paris S-G,fr Ligue 1,17-306,2008,11,6,543,6.0,0,0,0,0,0,0,0,0,0.9,0.9,1.0,1.9,34,20,94,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.31,0.16,0.31,Matches
1377,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,31-110,1994,6,5,496,5.5,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,3,30,1,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
