Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 21_level_0_Int,Unnamed: 22_level_0_Tkl+Int,Unnamed: 23_level_0_Clr,Unnamed: 24_level_0_Err,Unnamed: 25_level_0_Matches
1097,Bilal El Khannouss,ma MAR,"MF,FW",Stuttgart,de Bundesliga,21-205,2004,8.9,12,10,5,7,0,6,8,75.0,2,8,1,7,4,16,3,0,Matches
1098,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,31-308,1994,11.8,29,18,10,17,2,9,17,52.9,8,12,3,9,17,46,33,1,Matches
1099,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,21-275,2004,2.5,7,4,4,1,2,3,4,75.0,1,3,0,3,5,12,11,0,Matches
1100,Kialonda,ao ANG,DF,Lecce,it Serie A,28-065,1997,13.0,15,6,13,2,0,9,13,69.2,4,17,13,4,8,23,77,4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1101,Kiké,es ESP,FW,Espanyol,es La Liga,36-006,1989,6.1,4,3,0,3,1,3,8,37.5,5,4,0,4,2,6,5,0,Matches
1102,Semih Kılıçsoy,tr TUR,FW,Cagliari,it Serie A,20-108,2005,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1103,Max Kilman,eng ENG,DF,West Ham,eng Premier League,28-192,1997,12.0,12,8,9,3,0,7,12,58.3,5,17,14,3,6,18,80,0,Matches
1104,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,30-296,1995,9.7,8,6,3,3,2,3,13,23.1,10,5,1,4,8,16,7,1,Matches
1105,Joshua King,eng ENG,MF,Fulham,eng Premier League,18-332,2007,8.8,17,7,3,11,3,7,10,70.0,3,12,2,10,2,19,7,1,Matches
1106,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,30-092,1995,0.0,1,0,1,0,0,0,0,,0,1,1,0,1,2,0,0,Matches
1107,Lukas Klostermann,de GER,"DF,FW",RB Leipzig,de Bundesliga,29-181,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
1108,Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,26-210,1999,4.6,5,2,1,2,2,0,3,0.0,3,5,1,4,1,6,2,0,Matches
1109,Ruben Kluivert,nl NED,DF,Lyon,fr Ligue 1,24-194,2001,2.1,6,4,3,2,1,4,7,57.1,3,4,1,3,3,9,10,0,Matches
1110,Ansgar Knauff,de GER,"FW,MF",Eint Frankfurt,de Bundesliga,23-325,2002,6.6,7,6,2,2,3,1,2,50.0,1,3,0,3,4,11,4,0,Matches
1111,Joe Knight,eng ENG,MF,Brighton,eng Premier League,20-071,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1112,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,27-360,1997,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
1113,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,29-137,1996,12.0,10,4,7,2,1,7,9,77.8,2,10,10,0,13,23,89,3,Matches
1114,Christian Kofane,cm CMR,FW,Leverkusen,de Bundesliga,19-128,2006,4.6,3,1,0,1,2,0,0,,0,2,1,1,1,4,6,0,Matches
1115,Hervé Koffi,bf BFA,GK,Angers,fr Ligue 1,29-046,1996,13.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,12,3,Matches
1116,Enzo Koffi Vinette,fr FRA,"DF,FW",Le Havre,fr Ligue 1,19-272,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1117,Derrick Köhn,gh GHA,DF,Union Berlin,de Bundesliga,26-300,1999,6.9,10,7,6,2,2,7,9,77.8,2,11,4,7,3,13,16,1,Matches
1118,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,27-243,1998,9.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,1,Matches
1119,Dominik Kohr,de GER,DF,Mainz 05,de Bundesliga,31-304,1994,8.9,14,9,7,4,3,7,15,46.7,8,11,7,4,15,29,37,2,Matches
1120,Koke,es ESP,MF,Atlético Madrid,es La Liga,33-327,1992,9.9,17,9,9,7,1,7,18,38.9,11,6,0,6,7,24,10,0,Matches
1121,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,32-164,1993,0.0,2,0,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0,Matches
1122,Luca Koleosho,it ITA,"MF,FW",Espanyol,es La Liga,21-077,2004,0.7,1,1,1,0,0,0,0,,0,1,0,1,1,2,1,0,Matches
1123,Adam Kölle,de GER,"DF,MF",Heidenheim,de Bundesliga,19-217,2006,0.9,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,10,0,Matches
1124,Randal Kolo Muani,fr FRA,FW,Tottenham,eng Premier League,26-361,1998,3.4,6,4,1,4,1,1,4,25.0,3,2,0,2,1,7,2,0,Matches
1125,Timothée Kolodziejczak,fr FRA,DF,Paris FC,fr Ligue 1,34-061,1991,1.3,0,0,0,0,0,0,0,,0,0,0,0,2,2,7,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1126,Mert Kömür,de GER,"FW,MF",Augsburg,de Bundesliga,20-137,2005,8.2,4,2,0,3,1,2,6,33.3,4,8,0,8,4,8,16,0,Matches
1127,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,26-190,1999,11.8,19,11,11,6,2,11,16,68.8,5,14,9,5,6,25,81,3,Matches
1128,Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,fr Ligue 1,32-289,1993,2.1,3,2,0,3,0,1,2,50.0,1,4,3,1,2,5,8,0,Matches
1129,Ismaël Koné,ca CAN,MF,Sassuolo,it Serie A,23-178,2002,9.6,8,4,2,4,2,4,11,36.4,7,8,1,7,4,12,10,0,Matches
1130,Manu Koné,fr FRA,MF,Roma,it Serie A,24-198,2001,13.0,20,12,9,7,4,6,17,35.3,11,10,2,8,6,26,13,1,Matches
1131,Ransford Königsdörffer,gh GHA,FW,Hamburger SV,de Bundesliga,24-079,2001,9.1,1,1,0,1,0,0,1,0.0,1,4,0,4,1,2,4,0,Matches
1132,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,28-039,1997,11.7,7,2,4,3,0,2,3,66.7,1,18,12,6,6,13,48,1,Matches
1133,Teun Koopmeiners,nl NED,"MF,DF",Juventus,it Serie A,27-276,1998,8.6,15,4,5,10,0,3,11,27.3,8,9,5,4,9,24,17,0,Matches
1134,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24-331,2001,7.0,10,7,9,0,1,8,10,80.0,2,6,3,3,5,15,21,1,Matches
1135,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,33-030,1992,3.8,13,7,6,5,2,5,8,62.5,3,3,0,3,2,15,7,1,Matches
1136,Charalampos Kostoulas,gr GRE,"MF,FW",Brighton,eng Premier League,18-185,2007,0.4,1,1,0,1,0,0,1,0.0,1,3,0,3,0,1,0,0,Matches
1137,Eddy Kouadio,ci CIV,DF,Fiorentina,it Serie A,19-185,2006,0.7,2,1,2,0,0,0,0,,0,1,0,1,0,2,1,0,Matches
1138,Koffi Kouao,ci CIV,DF,Metz,fr Ligue 1,27-195,1998,12.3,32,21,20,9,3,22,43,51.2,21,12,5,7,10,42,40,0,Matches
1139,Arsène Kouassi,bf BFA,"DF,MF",Lorient,fr Ligue 1,21-081,2004,13.1,13,10,8,3,2,5,7,71.4,2,7,1,6,13,26,28,0,Matches
1140,Christ-Owen Kouassi,fr FRA,DF,Lecce,it Serie A,22-230,2003,2.5,11,6,6,2,3,7,7,100.0,0,2,0,2,1,12,8,1,Matches
1141,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,22-003,2003,10.5,14,9,11,2,1,5,8,62.5,3,13,10,3,21,35,70,1,Matches
1142,Seny Koumbassa,fr FRA,DF,Toulouse,fr Ligue 1,18-164,2007,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
1143,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,27-019,1998,9.9,20,11,4,13,3,4,14,28.6,10,8,4,4,10,30,23,2,Matches
1144,Lancinet Kourouma,gn GUI,MF,Girona,es La Liga,21-246,2004,0.4,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,Matches
1145,Hamza Koutoune,ma MAR,DF,Nice,fr Ligue 1,19-075,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1146,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,31-209,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1147,Goduine Koyalipou,cf CTA,FW,Levante,es La Liga,25-289,2000,2.6,4,3,3,0,1,2,3,66.7,1,1,0,1,1,5,4,0,Matches
1148,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,31-121,1994,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1149,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,27-196,1998,2.2,3,2,0,3,0,2,2,100.0,0,2,1,1,2,5,6,0,Matches
1150,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,34-165,1991,7.6,1,0,1,0,0,1,2,50.0,1,2,1,1,5,6,5,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1151,Vladyslav Krapyvtsov,ua UKR,GK,Girona,es La Liga,20-159,2005,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1152,Jean-Philippe Krasso,ci CIV,FW,Paris FC,fr Ligue 1,28-137,1997,7.1,3,3,0,1,2,2,5,40.0,3,7,1,6,1,4,4,0,Matches
1153,Tom Krauß,de GER,"MF,DF",Köln,de Bundesliga,24-162,2001,4.4,12,7,4,6,2,5,8,62.5,3,6,3,3,7,19,16,1,Matches
1154,Ladislav Krejčí,cz CZE,"DF,MF",Wolves,eng Premier League,26-225,1999,8.8,10,4,4,0,6,4,10,40.0,6,14,8,6,8,18,39,0,Matches
1155,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,26-225,1999,2.0,2,0,1,1,0,1,2,50.0,1,4,1,3,1,3,1,0,Matches
1156,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,28-143,1997,6.9,25,18,15,7,3,14,17,82.4,3,9,1,8,8,33,30,0,Matches
1157,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,23-318,2002,5.0,4,3,3,1,0,2,6,33.3,4,6,5,1,5,9,45,0,Matches
1158,Nikola Krstović,me MNE,FW,Atalanta,it Serie A,25-240,2000,5.6,2,1,0,1,1,1,2,50.0,1,1,1,0,1,3,2,0,Matches
1159,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,33-093,1992,7.0,18,13,10,7,1,8,13,61.5,5,3,1,2,13,31,28,0,Matches
1160,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,24-180,2001,7.5,12,7,7,2,3,5,9,55.6,4,5,0,5,1,13,4,0,Matches
1161,Mohammed Kudus,gh GHA,"FW,MF",Tottenham,eng Premier League,25-121,2000,11.6,21,12,8,12,1,3,11,27.3,8,6,0,6,1,22,4,0,Matches
1162,Nicolas-Gerrit Kühn,de GER,FW,Como,it Serie A,25-334,2000,4.0,6,4,3,0,3,2,6,33.3,4,4,0,4,2,8,1,0,Matches
1163,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,20-250,2005,0.7,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0,Matches
1164,Sael Kumbedi,fr FRA,DF,Wolfsburg,de Bundesliga,20-250,2005,5.1,8,5,4,4,0,4,7,57.1,3,5,1,4,5,13,18,0,Matches
1165,Marash Kumbulla,al ALB,DF,Mallorca,es La Liga,25-296,2000,2.4,3,1,1,1,1,3,4,75.0,1,1,1,0,1,4,5,0,Matches
1166,Jonah Kusi-Asare,se SWE,FW,Fulham,eng Premier League,18-150,2007,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1167,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,18-150,2007,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
1168,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,24-292,2001,6.6,12,4,3,4,5,5,9,55.6,4,8,2,6,5,17,4,0,Matches
1169,Godson Kyeremeh,fr FRA,"FW,MF",Le Havre,fr Ligue 1,25-170,2000,2.6,4,4,1,3,0,3,3,100.0,0,2,0,2,0,4,2,0,Matches
1170,Adrián de la Fuente,es ESP,DF,Levante,es La Liga,26-278,1999,9.6,10,5,9,1,0,6,8,75.0,2,13,8,5,12,22,61,0,Matches
1171,Rémy Labeau Lascary,gp GLP,"FW,MF",Brest,fr Ligue 1,22-273,2003,2.7,2,1,0,0,2,1,5,20.0,4,5,0,5,1,3,0,0,Matches
1172,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,25-239,2000,13.0,25,15,16,9,0,13,17,76.5,4,17,6,11,18,43,91,1,Matches
1173,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,21-251,2004,3.7,7,3,3,4,0,4,6,66.7,2,4,4,0,3,10,24,1,Matches
1174,Mayckel Lahdo,se SWE,"FW,MF",Nantes,fr Ligue 1,22-336,2002,3.8,4,2,0,1,3,2,4,50.0,2,4,0,4,0,4,1,0,Matches
1175,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,28-188,1997,9.7,17,9,4,9,4,6,19,31.6,13,11,3,8,5,22,14,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1176,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,34-059,1991,13.9,16,9,8,5,3,10,26,38.5,16,13,5,8,9,25,41,0,Matches
1177,Senne Lammens,be BEL,GK,Manchester Utd,eng Premier League,23-147,2002,7.0,1,1,0,0,1,0,0,,0,0,0,0,0,1,4,0,Matches
1178,Tariq Lamptey,gh GHA,"MF,DF",Fiorentina,it Serie A,25-062,2000,0.3,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,Matches
1179,Noa Lang,nl NED,"FW,MF",Napoli,it Serie A,26-167,1999,3.3,6,4,1,2,3,1,1,100.0,0,2,0,2,1,7,1,0,Matches
1180,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,31-188,1994,8.2,6,5,4,2,0,4,8,50.0,4,12,10,2,10,16,54,0,Matches
1181,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,21-157,2004,5.7,7,4,2,5,0,2,5,40.0,3,6,1,5,9,16,5,0,Matches
1182,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,32-020,1993,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,4,0,Matches
1183,Toni Lato,es ESP,DF,Mallorca,es La Liga,28-010,1997,1.8,3,3,1,1,1,0,1,0.0,1,4,1,3,2,5,4,0,Matches
1184,Josh Laurent,eng ENG,"DF,MF",Burnley,eng Premier League,30-209,1995,6.5,5,3,2,2,1,3,13,23.1,10,12,4,8,14,19,15,0,Matches
1185,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,26-362,1998,8.1,7,3,3,2,2,2,7,28.6,5,11,0,11,1,8,8,0,Matches
1186,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-329,2004,1.2,2,2,0,1,1,0,0,,0,0,0,0,3,5,2,1,Matches
1187,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,29-252,1996,9.1,16,8,9,3,4,8,16,50.0,8,8,2,6,6,22,27,0,Matches
1188,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,32-002,1993,3.4,5,2,3,2,0,4,5,80.0,1,2,0,2,4,9,13,0,Matches
1189,Théo Le Bris,fr FRA,DF,Lorient,fr Ligue 1,23-061,2002,8.3,17,12,8,3,6,9,11,81.8,2,6,0,6,2,19,19,0,Matches
1190,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,28-120,1997,3.6,5,4,4,1,0,1,4,25.0,3,12,5,7,3,8,23,0,Matches
1191,Enzo Le Fée,fr FRA,"MF,FW",Sunderland,eng Premier League,25-301,2000,9.6,25,14,13,8,4,14,27,51.9,13,21,6,15,7,32,17,3,Matches
1192,Raphael Le Guen,fr FRA,DF,Brest,fr Ligue 1,19-091,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1193,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,29-020,1996,9.8,16,9,12,3,1,9,15,60.0,6,9,3,6,5,21,48,1,Matches
1194,Nicola Leali,it ITA,GK,Genoa,it Serie A,32-287,1993,13.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,5,0,Matches
1195,Rafael Leão,pt POR,FW,Milan,it Serie A,26-174,1999,7.0,1,1,0,0,1,1,5,20.0,4,1,0,1,1,2,5,0,Matches
1196,Pierre Lees-Melou,fr FRA,MF,Paris FC,fr Ligue 1,32-190,1993,9.8,26,18,15,7,4,14,26,53.8,12,16,5,11,9,35,15,1,Matches
1197,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,32-190,1993,2.0,8,4,2,4,2,5,11,45.5,6,3,0,3,0,8,2,0,Matches
1198,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,32-114,1993,14.0,18,11,16,2,0,13,21,61.9,8,12,8,4,21,39,78,1,Matches
1199,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-312,1999,8.6,11,6,6,4,1,5,11,45.5,6,9,5,4,11,22,65,0,Matches
1200,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,27-197,1998,0.8,2,0,1,1,0,2,3,66.7,1,3,1,2,3,5,4,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1201,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,34-195,1991,12.9,26,12,18,7,1,14,25,56.0,11,14,10,4,12,38,64,0,Matches
1202,Youssef Lekhedim,es ESP,DF,Alavés,es La Liga,20-055,2005,7.4,10,5,8,0,2,4,9,44.4,5,6,1,5,6,16,20,0,Matches
1203,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,32-211,1993,2.4,10,7,7,3,0,8,9,88.9,1,2,0,2,1,11,8,0,Matches
1204,Thomas Lemar,fr FRA,"MF,FW",Girona,es La Liga,30-019,1995,2.2,2,0,0,1,1,1,4,25.0,3,0,0,0,0,2,0,0,Matches
1205,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22-116,2003,6.0,17,6,6,6,5,7,16,43.8,9,13,0,13,3,20,7,1,Matches
1206,Tim Lemperle,de GER,FW,Hoffenheim,de Bundesliga,23-299,2002,8.4,10,8,2,7,1,4,14,28.6,10,15,1,14,3,13,12,0,Matches
1207,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,30-167,1995,6.4,2,2,1,1,0,2,5,40.0,3,5,3,2,8,10,22,0,Matches
1208,Bernd Leno,de GER,GK,Fulham,eng Premier League,33-272,1992,13.0,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,2,0,Matches
1209,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,33-028,1992,11.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,5,3,Matches
1210,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,25-227,2000,1.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1211,Esteban Lepaul,fr FRA,FW,Rennes,fr Ligue 1,25-227,2000,10.7,4,2,1,1,2,0,5,0.0,5,2,0,2,0,4,8,0,Matches
1212,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,23-040,2002,7.2,26,20,14,12,0,14,23,60.9,9,11,2,9,6,32,10,0,Matches
1213,Mehdi Léris,dz ALG,"DF,MF",Pisa,it Serie A,27-192,1998,6.5,22,12,8,11,3,11,13,84.6,2,9,4,5,8,30,16,0,Matches
1214,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,31-037,1994,4.2,4,2,3,0,1,1,6,16.7,5,2,1,1,4,8,13,1,Matches
1215,Louis Leroux,fr FRA,"DF,MF",Nantes,fr Ligue 1,19-312,2006,10.3,19,11,11,8,0,11,20,55.0,9,16,2,14,3,22,30,1,Matches
1216,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,37-102,1988,6.4,3,1,0,2,1,0,4,0.0,4,1,0,1,1,4,5,0,Matches
1217,Jamie Leweling,de GER,"FW,DF",Stuttgart,de Bundesliga,24-278,2001,8.6,3,1,1,1,1,2,6,33.3,4,8,2,6,8,11,8,0,Matches
1218,Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,21-010,2004,1.9,3,1,2,1,0,1,3,33.3,2,1,1,0,3,6,6,0,Matches
1219,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,24-282,2001,5.3,9,5,5,2,2,4,7,57.1,3,3,0,3,2,11,16,0,Matches
1220,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,19-066,2006,1.5,2,2,1,0,1,1,1,100.0,0,3,0,3,2,4,4,0,Matches
1221,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,29-143,1996,9.0,11,7,7,3,1,9,12,75.0,3,11,7,4,10,21,37,1,Matches
1222,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26-111,1999,13.0,19,13,10,9,0,13,19,68.4,6,14,7,7,15,34,69,1,Matches
1223,Victor Lindelöf,se SWE,"MF,DF",Aston Villa,eng Premier League,31-137,1994,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
1224,Jesper Lindstrøm,dk DEN,MF,Wolfsburg,de Bundesliga,25-275,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1225,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,20-197,2005,1.3,5,1,1,2,2,3,5,60.0,2,0,0,0,1,6,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1226,Pol Lirola,es ESP,"MF,DF",Marseille,fr Ligue 1,28-110,1997,0.4,0,0,0,0,0,0,0,,0,2,0,2,1,1,1,0,Matches
1227,Adrián Liso,es ESP,"FW,MF",Getafe,es La Liga,20-243,2005,10.3,10,8,1,4,5,5,13,38.5,8,14,1,13,2,12,0,0,Matches
1228,Joseph Liteta,zm ZAM,MF,Cagliari,it Serie A,19-282,2006,1.1,0,0,0,0,0,0,3,0.0,3,1,0,1,2,2,0,0,Matches
1229,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,23-019,2002,7.8,12,10,7,5,0,7,11,63.6,4,3,1,2,4,16,22,0,Matches
1230,Javier Llabrés,es ESP,"FW,MF",Mallorca,es La Liga,23-081,2002,1.4,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,1,0,Matches
1231,Diego Llorente,es ESP,DF,Betis,es La Liga,32-107,1993,0.5,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,3,0,Matches
1232,Marcos Llorente,es ESP,DF,Atlético Madrid,es La Liga,30-305,1995,12.1,28,17,20,6,2,16,24,66.7,8,8,1,7,6,34,29,0,Matches
1233,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30-136,1995,12.4,17,8,12,4,1,10,14,71.4,4,11,8,3,23,40,67,0,Matches
1234,Giovani Lo Celso,ar ARG,MF,Betis,es La Liga,29-236,1996,9.2,12,8,6,3,3,5,14,35.7,9,5,0,5,3,15,4,0,Matches
1235,Danny Loader,cm CMR,"MF,FW",Auxerre,fr Ligue 1,25-095,2000,11.1,12,6,4,6,2,6,12,50.0,6,10,0,10,5,17,10,0,Matches
1236,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,31-006,1994,7.8,9,6,4,5,0,4,9,44.4,5,4,1,3,3,12,7,0,Matches
1237,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-327,1998,10.4,29,21,9,17,3,11,17,64.7,6,10,2,8,18,47,26,3,Matches
1238,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,23-209,2002,10.3,35,17,26,9,0,25,39,64.1,14,6,0,6,8,43,21,0,Matches
1239,Ruben Loftus-Cheek,eng ENG,"MF,FW",Milan,it Serie A,29-312,1996,4.4,2,0,1,1,0,1,2,50.0,1,4,1,3,0,2,9,0,Matches
1240,Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,28-032,1997,9.8,35,22,12,18,5,18,37,48.6,19,15,5,10,9,44,9,0,Matches
1241,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,28-042,1997,6.7,5,3,1,4,0,0,1,0.0,1,2,0,2,2,7,0,0,Matches
1242,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,35-061,1990,13.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,14,0,Matches
1243,David López,es ESP,DF,Mallorca,es La Liga,22-301,2003,0.7,0,0,0,0,0,0,0,,0,1,1,0,1,1,7,0,Matches
1244,David López,es ESP,DF,Girona,es La Liga,36-053,1989,2.2,2,1,2,0,0,1,1,100.0,0,2,1,1,0,2,4,2,Matches
1245,Diego López,es ESP,"MF,FW",Valencia,es La Liga,23-202,2002,10.6,10,7,4,5,1,3,9,33.3,6,4,2,2,7,17,7,1,Matches
1246,Fer López,es ESP,"MF,FW",Wolves,eng Premier League,21-191,2004,1.3,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,Matches
1247,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,22-204,2003,6.1,13,8,1,8,4,7,16,43.8,9,3,0,3,2,15,2,1,Matches
1248,Javi López,es ESP,DF,Oviedo,es La Liga,23-251,2002,4.0,8,4,4,3,1,4,5,80.0,1,1,0,1,3,11,10,0,Matches
1249,Julien López,dz ALG,"FW,MF",Paris FC,fr Ligue 1,33-275,1992,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1250,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27-362,1997,12.0,14,11,5,4,5,6,13,46.2,7,5,1,4,5,19,5,1,Matches
