Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 25_level_0_Matches
1236,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,31-006,1994,7.8,17,2.19,16,0,0,0,1,0,2,0.26,2,0,0,0,0,0,Matches
1237,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-327,1998,10.4,35,3.37,30,1,0,1,2,1,2,0.19,1,0,0,1,0,0,Matches
1238,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,23-209,2002,10.3,17,1.65,12,0,2,0,2,1,3,0.29,2,0,1,0,0,0,Matches
1239,Ruben Loftus-Cheek,eng ENG,"MF,FW",Milan,it Serie A,29-312,1996,4.4,14,3.20,11,0,0,2,1,0,1,0.23,1,0,0,0,0,0,Matches
1240,Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,28-032,1997,9.8,31,3.18,14,13,0,2,0,2,2,0.21,0,2,0,0,0,0,Matches
1241,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,28-042,1997,6.7,32,4.78,22,2,4,4,0,0,0,0.00,0,0,0,0,0,0,Matches
1242,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,35-061,1990,13.0,5,0.39,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1243,David López,es ESP,DF,Mallorca,es La Liga,22-301,2003,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1244,David López,es ESP,DF,Girona,es La Liga,36-053,1989,2.2,2,0.89,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1245,Diego López,es ESP,"MF,FW",Valencia,es La Liga,23-202,2002,10.6,24,2.26,19,0,0,2,3,0,0,0.00,0,0,0,0,0,0,Matches
1246,Fer López,es ESP,"MF,FW",Wolves,eng Premier League,21-191,2004,1.3,7,5.25,6,1,0,0,0,0,1,0.75,1,0,0,0,0,0,Matches
1247,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,22-204,2003,6.1,30,4.93,19,0,5,6,0,0,7,1.15,6,0,0,1,0,0,Matches
1248,Javi López,es ESP,DF,Oviedo,es La Liga,23-251,2002,4.0,7,1.75,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1249,Julien López,dz ALG,"FW,MF",Paris FC,fr Ligue 1,33-275,1992,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1250,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27-362,1997,12.0,61,5.08,51,5,1,1,2,1,8,0.67,7,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1251,Pau López,es ESP,GK,Betis,es La Liga,30-353,1994,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1252,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,30-032,1995,8.2,31,3.76,21,7,0,2,0,1,2,0.24,1,1,0,0,0,0,Matches
1253,Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,20-268,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1254,Lorran,br BRA,"MF,DF",Pisa,it Serie A,19-150,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1255,Iker Losada,es ESP,"MF,FW",Levante,es La Liga,24-122,2001,0.4,1,2.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1256,Tom Louchet,fr FRA,"MF,DF",Nice,fr Ligue 1,22-211,2003,6.3,21,3.33,15,3,0,2,1,0,2,0.32,2,0,0,0,0,0,Matches
1257,Marius Louer,fr FRA,DF,Angers,fr Ligue 1,18-265,2007,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1258,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27-248,1998,1.2,4,3.46,2,2,0,0,0,0,1,0.87,0,1,0,0,0,0,Matches
1259,Pol Lozano,es ESP,MF,Espanyol,es La Liga,26-056,1999,11.4,24,2.11,19,0,0,2,3,0,2,0.18,1,0,0,1,0,0,Matches
1260,Sergio Lozano,es ESP,MF,Levante,es La Liga,26-252,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1261,Lucas,br BRA,DF,Burnley,eng Premier League,24-252,2001,0.1,2,18.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1262,Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,25-082,2000,4.2,10,2.36,3,1,2,1,3,0,0,0.00,0,0,0,0,0,0,Matches
1263,Jhon Lucumí,co COL,DF,Bologna,it Serie A,27-158,1998,8.6,14,1.63,12,0,0,1,0,1,2,0.23,2,0,0,0,0,0,Matches
1264,Oier Luengo,es ESP,DF,Oviedo,es La Liga,28-020,1997,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1265,Florentino Luís,pt POR,MF,Burnley,eng Premier League,26-104,1999,9.0,10,1.11,9,0,0,0,0,1,1,0.11,1,0,0,0,0,0,Matches
1266,José Luis Gayà,es ESP,DF,Valencia,es La Liga,30-190,1995,9.2,14,1.52,14,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
1267,José Luis Morales,es ESP,"MF,FW",Levante,es La Liga,38-131,1987,2.9,15,5.15,10,0,3,2,0,0,1,0.34,0,0,0,1,0,0,Matches
1268,Douglas Luiz,br BRA,MF,Nott'ham Forest,eng Premier League,27-206,1998,2.1,4,1.95,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1269,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-349,2002,11.0,12,1.09,9,0,0,1,0,2,1,0.09,1,0,0,0,0,0,Matches
1270,Dodi Lukebakio,be BEL,"FW,MF",Sevilla,es La Liga,28-068,1997,2.0,10,5.00,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1271,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29-110,1996,7.8,23,2.96,12,8,0,1,1,1,2,0.26,0,1,0,1,0,0,Matches
1272,Kristoffer Lund,us USA,DF,Köln,de Bundesliga,23-201,2002,8.5,15,1.77,12,2,0,0,1,0,2,0.24,2,0,0,0,0,0,Matches
1273,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29-086,1996,10.0,4,0.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1274,Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,21-327,2004,2.2,1,0.45,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1275,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,23-267,2002,2.3,7,3.01,4,0,0,0,3,0,1,0.43,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1276,Charalampos Lykogiannis,gr GRE,DF,Bologna,it Serie A,32-040,1993,3.9,11,2.80,6,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1277,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26-285,1999,10.8,13,1.21,12,0,0,1,0,0,3,0.28,2,0,0,1,0,0,Matches
1278,Mathias Løvik,no NOR,DF,Parma,it Serie A,21-360,2003,5.2,4,0.77,3,0,0,0,1,0,1,0.19,1,0,0,0,0,0,Matches
1279,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23-266,2002,2.5,10,4.11,6,2,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1280,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-342,1998,9.1,25,2.75,19,1,2,3,0,0,3,0.33,3,0,0,0,0,0,Matches
1281,Deiver Machado,co COL,DF,Lens,fr Ligue 1,32-090,1993,3.0,5,1.65,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1282,Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28-098,1997,0.5,2,4.09,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1283,Lanroy Machine,fr FRA,"FW,MF",Angers,fr Ligue 1,20-049,2005,2.1,2,0.97,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1284,Shuto Machino,jp JPN,"FW,MF",Gladbach,de Bundesliga,26-062,1999,4.8,10,2.07,8,1,0,1,0,0,1,0.21,0,0,0,1,0,0,Matches
1285,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,16-323,2009,1.7,1,0.60,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1286,Noni Madueke,eng ENG,FW,Arsenal,eng Premier League,23-266,2002,3.9,14,3.58,11,2,1,0,0,0,2,0.51,1,0,1,0,0,0,Matches
1287,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-142,1997,9.3,14,1.50,11,0,3,0,0,0,1,0.11,1,0,0,0,0,0,Matches
1288,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-347,1997,11.0,13,1.18,6,0,0,4,3,0,2,0.18,1,0,0,1,0,0,Matches
1289,Soungoutou Magassa,fr FRA,MF,West Ham,eng Premier League,22-054,2003,2.9,6,2.08,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1290,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27-185,1998,11.5,14,1.21,11,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
1291,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,26-088,1999,12.2,24,1.97,16,0,3,3,1,1,3,0.25,0,0,3,0,0,0,Matches
1292,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-271,1993,3.8,4,1.04,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1293,Arne Maier,de GER,DF,Augsburg,de Bundesliga,26-327,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1294,Mike Maignan,fr FRA,GK,Milan,it Serie A,30-151,1995,11.6,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1295,Linton Maina,de GER,"DF,FW",Köln,de Bundesliga,26-161,1999,2.5,9,3.63,6,0,1,1,1,0,3,1.21,1,0,0,1,1,0,Matches
1296,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,31-025,1994,12.0,8,0.67,7,0,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
1297,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-226,2005,2.0,8,4.04,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1298,Ainsley Maitland-Niles,eng ENG,"DF,FW",Lyon,fr Ligue 1,28-094,1997,13.1,21,1.61,18,1,2,0,0,0,2,0.15,2,0,0,0,0,0,Matches
1299,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,26-015,1999,9.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1300,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-318,1998,5.8,24,4.15,18,2,0,1,2,1,2,0.35,1,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1301,Hamidou Makalou,ml MLI,"MF,FW",Brest,fr Ligue 1,19-139,2006,1.7,6,3.55,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1302,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27-172,1998,5.2,18,3.47,9,1,3,3,2,0,2,0.39,2,0,0,0,0,0,Matches
1303,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-120,2001,7.3,12,1.64,10,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
1304,Andrija Maksimović,rs SRB,"MF,FW",RB Leipzig,de Bundesliga,18-179,2007,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1305,Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,19-097,2006,5.6,29,5.16,9,0,14,3,1,2,7,1.25,3,0,3,0,0,1,Matches
1306,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-184,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1307,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24-051,2001,2.1,10,4.74,6,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1308,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27-101,1998,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1309,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-326,1999,5.1,14,2.75,10,0,2,1,0,1,2,0.39,2,0,0,0,0,0,Matches
1310,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32-211,1993,8.6,37,4.29,28,3,1,3,1,1,3,0.35,3,0,0,0,0,0,Matches
1311,Lennard Maloney,us USA,"DF,MF",Mainz 05,de Bundesliga,26-054,1999,3.4,2,0.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1312,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28-213,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1313,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25-063,2000,5.0,3,0.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1314,Felix Mambimbi,ch SUI,"FW,MF",Le Havre,fr Ligue 1,24-317,2001,3.1,6,1.97,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1315,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-228,1996,12.9,10,0.77,7,1,1,0,0,1,1,0.08,1,0,0,0,0,0,Matches
1316,Reinildo Mandava,mz MOZ,"DF,MF",Sunderland,eng Premier League,31-314,1994,9.4,6,0.64,4,0,0,0,2,0,3,0.32,1,0,0,0,2,0,Matches
1317,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34-040,1991,10.2,12,1.18,10,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1318,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-155,1997,10.6,27,2.54,13,8,0,3,2,1,1,0.09,0,0,0,1,0,0,Matches
1319,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20-268,2005,0.9,2,2.12,2,0,0,0,0,0,1,1.06,1,0,0,0,0,0,Matches
1320,Mateus Mane,pt POR,"FW,MF",Wolves,eng Premier League,18-076,2007,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1321,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,27-258,1998,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1322,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20-048,2005,8.6,26,3.03,18,0,1,2,5,0,4,0.47,2,0,1,0,1,0,Matches
1323,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23-124,2002,5.9,14,2.36,11,0,1,1,1,0,1,0.17,1,0,0,0,0,0,Matches
1324,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23-037,2002,5.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1325,Marcão,br BRA,DF,Sevilla,es La Liga,29-179,1996,9.7,3,0.31,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1326,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28-150,1997,5.6,16,2.88,8,0,4,3,1,0,2,0.36,0,0,0,2,0,0,Matches
1327,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32-092,1993,8.0,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1328,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-315,1995,5.0,4,0.79,2,0,0,0,1,1,1,0.20,0,0,0,0,1,0,Matches
1329,Mariano,do DOM,FW,Alavés,es La Liga,32-122,1993,3.1,3,0.96,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1330,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21-131,2004,1.0,7,7.00,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1331,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23-196,2002,10.9,5,0.46,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
1332,Marius Marin,ro ROU,MF,Pisa,it Serie A,27-093,1998,7.2,4,0.56,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1333,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22-151,2003,6.2,9,1.45,6,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1334,João Mário Lopes,pt POR,DF,Juventus,it Serie A,25-332,2000,2.7,12,4.48,7,0,3,0,2,0,1,0.37,1,0,0,0,0,0,Matches
1335,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31-209,1994,11.2,4,0.36,4,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
1336,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26-297,1999,2.1,8,3.83,4,0,2,1,1,0,2,0.96,1,0,1,0,0,0,Matches
1337,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,31-201,1994,4.5,8,1.80,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1338,Callum Marshall,nir NIR,FW,West Ham,eng Premier League,21-003,2004,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1339,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23-216,2002,11.5,14,1.21,13,0,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches
1340,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-223,1997,9.4,47,4.98,16,26,1,1,2,1,3,0.32,1,2,0,0,0,0,Matches
1341,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-334,2002,6.4,15,2.32,14,0,1,0,0,0,2,0.31,2,0,0,0,0,0,Matches
1342,Iván Martín,es ESP,MF,Girona,es La Liga,26-290,1999,10.8,17,1.57,14,0,3,0,0,0,1,0.09,1,0,0,0,0,0,Matches
1343,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-222,2006,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1344,Mario Martín,es ESP,MF,Getafe,es La Liga,21-271,2004,9.2,11,1.20,8,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1345,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,24-166,2001,3.1,4,1.31,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1346,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22-220,2003,9.6,6,0.63,4,1,0,0,1,0,2,0.21,2,0,0,0,0,0,Matches
1347,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33-090,1992,11.0,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
1348,Josep Martinez,es ESP,GK,Inter,it Serie A,27-188,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1349,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28-101,1997,10.8,40,3.71,27,0,0,10,3,0,6,0.56,4,0,0,1,1,0,Matches
1350,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-317,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1351,Pablo Martínez,es ESP,MF,Levante,es La Liga,27-282,1998,5.8,18,3.08,9,2,3,2,1,1,2,0.34,0,0,1,0,0,1,Matches
1352,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23-040,2002,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1353,Toni Martínez,es ESP,FW,Alavés,es La Liga,28-154,1997,9.9,13,1.31,7,0,2,2,2,0,1,0.10,0,0,0,1,0,0,Matches
1354,Adam Marušić,me MNE,DF,Lazio,it Serie A,33-045,1992,10.6,12,1.14,10,1,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
1355,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-302,1993,5.1,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1356,Adam Masina,ma MAR,DF,Torino,it Serie A,31-333,1994,2.5,3,1.22,2,0,0,0,0,1,1,0.41,1,0,0,0,0,0,Matches
1357,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-308,2001,9.5,13,1.36,10,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1358,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24-147,2001,10.8,18,1.66,12,0,2,0,3,1,3,0.28,3,0,0,0,0,0,Matches
1359,Franco Mastantuono,ar ARG,"FW,DF",Real Madrid,es La Liga,18-109,2007,6.1,20,3.30,10,5,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1360,Arthur Masuaku,cd COD,"DF,MF",Sunderland,eng Premier League,32-024,1993,1.4,4,2.86,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1361,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,33-024,1992,12.5,9,0.72,9,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
1362,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22-245,2003,2.7,5,1.85,2,0,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1363,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,23-078,2002,6.8,9,1.32,8,0,0,0,0,1,5,0.73,4,0,0,0,0,1,Matches
1364,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28-156,1997,12.3,19,1.54,10,0,3,5,1,0,2,0.16,1,0,0,0,1,0,Matches
1365,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37-122,1988,11.9,30,2.53,26,2,0,1,1,0,2,0.17,2,0,0,0,0,0,Matches
1366,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-263,2008,4.0,6,1.50,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1367,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23-200,2002,12.0,12,1.00,9,1,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
1368,Jean Mattéo Bahoya,fr FRA,FW,Eint Frankfurt,de Bundesliga,20-208,2005,5.7,24,4.21,18,1,1,0,4,0,1,0.18,1,0,0,0,0,0,Matches
1369,Alan Matturro,uy URU,DF,Levante,es La Liga,21-051,2004,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1370,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,29-109,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1371,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-355,1997,6.5,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1372,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-227,2005,5.8,2,0.35,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1373,Eliezer Mayenda,es ESP,FW,Sunderland,eng Premier League,20-207,2005,2.9,4,1.36,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1374,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-240,1997,9.2,9,0.98,7,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1375,Senny Mayulu,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,19-198,2006,7.7,24,3.10,20,1,1,1,1,0,2,0.26,1,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1376,Ibrahim Maza,dz ALG,MF,Leverkusen,de Bundesliga,20-007,2005,5.9,24,4.04,13,0,5,4,2,0,4,0.67,2,0,1,1,0,0,Matches
1377,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,28-017,1997,3.2,7,2.22,6,0,0,0,1,0,1,0.32,1,0,0,0,0,0,Matches
1378,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,30-016,1995,0.7,2,3.05,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1379,Pasquale Mazzocchi,it ITA,MF,Napoli,it Serie A,30-127,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1380,Samuel Mbangula,be BEL,FW,Werder Bremen,de Bundesliga,21-319,2004,6.8,18,2.65,16,0,0,0,2,0,3,0.44,1,0,0,0,2,0,Matches
1381,Ethan Mbappé,fr FRA,"FW,MF",Lille,fr Ligue 1,18-337,2006,0.8,8,9.47,7,1,0,0,0,0,1,1.18,1,0,0,0,0,0,Matches
1382,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-346,1998,13.6,95,6.99,70,2,12,7,4,0,14,1.03,8,0,4,0,2,0,Matches
1383,Ibrahim Mbaye,sn SEN,FW,Paris S-G,fr Ligue 1,17-311,2008,6.2,30,4.84,26,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1384,Malick Mbaye,sn SEN,DF,Metz,fr Ligue 1,21-239,2004,0.2,1,6.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1385,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,31-115,1994,6.1,9,1.48,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1386,Bryan Mbeumo,cm CMR,MF,Manchester Utd,eng Premier League,26-116,1999,12.6,41,3.25,20,10,1,7,3,0,2,0.16,1,0,0,1,0,0,Matches
1387,Michel Mboula,ga GAB,DF,Metz,fr Ligue 1,22-215,2003,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1388,Pathé Mboup,sn SEN,FW,Brest,fr Ligue 1,22-097,2003,6.3,14,2.24,7,0,2,1,2,2,0,0.00,0,0,0,0,0,0,Matches
