Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
1181,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,22-157,2003,2.2,5,4,1,3,1,6,33.3,4,2,0,2,1,6,0,0,Matches
1182,Javi López,es ESP,DF,Oviedo,es La Liga,23-204,2002,0.7,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1183,Julien López,dz ALG,"FW,MF",Paris FC,fr Ligue 1,33-228,1992,0.3,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1184,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27-315,1997,7.0,6,6,2,2,2,4,50.0,2,2,1,1,1,7,2,1,Matches
1185,Pau López,es ESP,GK,Betis,es La Liga,30-306,1994,5.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
1186,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-350,1995,5.0,11,5,5,6,0,15,53.3,7,2,1,1,8,19,4,1,Matches
1187,Lorran,br BRA,MF,Pisa,it Serie A,19-103,2006,0.1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1188,Iker Losada,es ESP,"MF,FW",Levante,es La Liga,24-075,2001,0.4,0,0,0,0,0,2,0.0,2,0,0,0,2,2,0,0,Matches
1189,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,22-164,2003,3.4,9,4,3,4,2,6,66.7,2,6,3,3,3,12,11,0,Matches
1190,Marius Louer,fr FRA,DF,Angers,fr Ligue 1,18-218,2007,0.1,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
1191,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27-201,1998,0.8,3,1,0,3,0,3,33.3,2,0,0,0,2,5,0,0,Matches
1192,Pol Lozano,es ESP,MF,Espanyol,es La Liga,26-009,1999,6.5,8,5,1,7,0,16,18.8,13,3,0,3,4,12,6,0,Matches
1193,Sergio Lozano,es ESP,MF,Levante,es La Liga,26-205,1999,0.1,2,1,2,0,0,1,100.0,0,0,0,0,0,2,0,0,Matches
1194,Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,25-035,2000,2.4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1195,Jhon Lucumí,co COL,DF,Bologna,it Serie A,27-111,1998,4.6,8,5,6,2,0,9,77.8,2,3,3,0,3,11,18,2,Matches
1196,Oier Luengo,es ESP,DF,Oviedo,es La Liga,27-338,1997,1.5,5,4,5,0,0,3,100.0,0,2,1,1,1,6,3,0,Matches
1197,Florentino Luís,pt POR,MF,Burnley,eng Premier League,26-057,1999,3.3,18,8,8,7,3,14,57.1,6,9,2,7,6,24,7,0,Matches
1198,José Luis Gayà,es ESP,DF,Valencia,es La Liga,30-143,1995,4.7,12,5,9,3,0,10,80.0,2,5,3,2,5,17,17,1,Matches
1199,José Luis Morales,es ESP,"MF,FW",Levante,es La Liga,38-084,1987,2.3,5,2,4,1,0,5,80.0,1,0,0,0,2,7,1,0,Matches
1200,Douglas Luiz,br BRA,MF,Nott'ham Forest,eng Premier League,27-159,1998,0.8,1,1,1,0,0,1,100.0,0,1,0,1,0,1,0,0,Matches
1201,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-302,2002,6.0,8,3,5,3,0,4,75.0,1,15,8,7,11,19,31,2,Matches
1202,Dodi Lukebakio,be BEL,"FW,MF",Sevilla,es La Liga,28-021,1997,2.0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,0,0,Matches
1203,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29-063,1996,6.1,14,7,9,4,1,6,83.3,1,11,3,8,6,20,8,2,Matches
1204,Kristoffer Lund,us USA,DF,Köln,de Bundesliga,23-154,2002,3.5,3,3,2,1,0,2,50.0,1,3,2,1,2,5,21,0,Matches
1205,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29-039,1996,5.0,3,3,3,0,0,2,50.0,1,4,3,1,4,7,19,0,Matches
1206,Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,21-280,2004,2.2,2,2,2,0,0,3,0.0,3,5,5,0,0,2,12,0,Matches
1207,Zito Luvumbo,ao ANG,"MF,DF",Cagliari,it Serie A,23-220,2002,0.9,0,0,0,0,0,2,0.0,2,1,0,1,1,1,1,0,Matches
1208,Charalampos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31-358,1993,2.6,4,3,1,3,0,5,60.0,2,1,1,0,0,4,8,0,Matches
1209,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26-238,1999,5.8,10,3,7,3,0,17,35.3,11,13,2,11,12,22,16,1,Matches
1210,Mathias Løvik,no NOR,DF,Parma,it Serie A,21-313,2003,3.4,4,3,1,3,0,5,40.0,3,4,0,4,3,7,6,0,Matches
1211,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23-219,2002,1.6,2,2,1,0,1,2,100.0,0,0,0,0,1,3,9,0,Matches
1212,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-295,1998,4.3,7,4,2,2,3,9,44.4,5,7,0,7,5,12,4,0,Matches
1213,Deiver Machado,co COL,DF,Lens,fr Ligue 1,32-043,1993,2.3,1,0,0,1,0,2,50.0,1,1,0,1,3,4,4,0,Matches
1214,Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28-051,1997,0.5,1,0,1,0,0,1,0.0,1,1,1,0,1,2,2,0,Matches
1215,Lanroy Machine,fr FRA,"FW,MF",Angers,fr Ligue 1,20-002,2005,1.2,3,1,1,2,0,4,25.0,3,2,0,2,0,3,1,0,Matches
1216,Shuto Machino,jp JPN,FW,Gladbach,de Bundesliga,26-015,1999,3.6,3,0,1,1,1,3,66.7,1,0,0,0,1,4,5,0,Matches
1217,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,16-276,2009,1.7,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
1218,Noni Madueke,eng ENG,FW,Arsenal,eng Premier League,23-219,2002,3.4,3,2,0,1,2,9,33.3,6,2,0,2,1,4,0,0,Matches
1219,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-095,1997,3.3,13,5,10,3,0,12,58.3,5,6,2,4,6,19,17,0,Matches
1220,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-300,1997,7.0,10,6,7,3,0,7,57.1,3,12,9,3,8,18,39,0,Matches
1221,Soungoutou Magassa,fr FRA,MF,West Ham,eng Premier League,22-007,2003,1.8,5,2,4,0,1,6,50.0,3,6,3,3,1,6,5,0,Matches
1222,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27-138,1998,5.8,16,11,9,6,1,16,56.3,7,5,0,5,7,23,6,1,Matches
1223,Frank Magri,cm CMR,FW,Toulouse,fr Ligue 1,26-041,1999,6.3,3,1,0,2,1,4,25.0,3,3,0,3,3,6,6,0,Matches
1224,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-224,1993,2.0,1,1,0,1,0,1,100.0,0,0,0,0,2,3,10,1,Matches
1225,Arne Maier,de GER,DF,Augsburg,de Bundesliga,26-280,1999,0.0,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
1226,Mike Maignan,fr FRA,GK,Milan,it Serie A,30-104,1995,4.6,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
1227,Linton Maina,de GER,"DF,FW",Köln,de Bundesliga,26-114,1999,1.3,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
1228,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-343,1994,6.0,7,3,5,1,1,5,60.0,2,12,9,3,10,17,35,0,Matches
1229,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-179,2005,1.3,5,3,0,4,1,1,100.0,0,0,0,0,0,5,1,0,Matches
1230,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,28-047,1997,7.0,18,14,13,4,1,19,63.2,7,12,2,10,13,31,17,0,Matches
1231,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,25-333,1999,4.6,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1232,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-271,1998,3.2,3,1,2,0,1,4,50.0,2,2,0,2,1,4,6,0,Matches
1233,Hamidou Makalou,ml MLI,"MF,FW",Brest,fr Ligue 1,19-092,2006,1.4,1,1,0,0,1,1,100.0,0,2,1,1,1,2,1,0,Matches
1234,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27-125,1998,2.2,3,1,0,2,1,2,50.0,1,1,0,1,2,5,0,0,Matches
1235,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-073,2001,3.1,4,3,2,1,1,3,100.0,0,3,1,2,2,6,4,0,Matches
1236,Andrija Maksimović,rs SRB,FW,RB Leipzig,de Bundesliga,18-132,2007,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1237,Said El Mala,de GER,"FW,DF",Köln,de Bundesliga,19-050,2006,2.4,2,2,1,0,1,2,0.0,2,4,0,4,2,4,0,0,Matches
1238,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-137,2001,1.0,4,0,4,0,0,4,50.0,2,0,0,0,0,4,6,0,Matches
1239,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24-004,2001,1.9,1,1,0,0,1,0,,0,1,0,1,0,1,1,0,Matches
1240,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-279,1999,2.6,2,2,0,1,1,2,50.0,1,2,0,2,0,2,3,0,Matches
1241,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32-164,1993,3.2,2,2,1,0,1,3,33.3,2,2,0,2,3,5,3,0,Matches
1242,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,26-007,1999,0.5,1,1,1,0,0,0,,0,0,0,0,1,2,1,0,Matches
1243,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25-016,2000,1.0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
1244,Felix Mambimbi,ch SUI,"MF,FW",Le Havre,fr Ligue 1,24-270,2001,1.4,3,1,1,1,1,2,50.0,1,1,0,1,2,5,2,0,Matches
1245,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-181,1996,6.0,13,4,5,8,0,10,60.0,4,5,3,2,9,22,30,2,Matches
1246,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,31-267,1994,4.4,11,6,7,3,1,10,90.0,1,2,1,1,6,17,22,0,Matches
1247,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-358,1991,4.1,7,5,1,4,2,8,62.5,3,3,3,0,6,13,7,0,Matches
1248,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-108,1997,4.7,14,6,6,4,4,11,63.6,4,5,1,4,3,17,9,0,Matches
1249,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20-221,2005,0.9,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,Matches
1250,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20-001,2005,3.4,2,0,1,1,0,1,0.0,1,4,1,3,3,5,4,1,Matches
1251,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23-077,2002,2.9,3,2,0,0,3,1,100.0,0,3,0,3,0,3,0,0,Matches
1252,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-355,2002,2.0,0,0,0,0,0,0,,0,0,0,0,2,2,9,0,Matches
1253,Marcão,br BRA,DF,Sevilla,es La Liga,29-132,1996,4.2,3,1,0,2,1,5,20.0,4,5,2,3,2,5,24,0,Matches
1254,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28-103,1997,2.7,1,1,1,0,0,1,100.0,0,2,1,1,3,4,7,0,Matches
1255,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32-045,1993,2.1,3,1,3,0,0,1,100.0,0,2,1,1,7,10,12,0,Matches
1256,Mariano,do DOM,FW,Alavés,es La Liga,32-075,1993,2.5,3,1,1,1,1,1,100.0,0,1,1,0,0,3,2,0,Matches
1257,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21-084,2004,1.0,2,1,0,0,2,3,66.7,1,0,0,0,1,3,1,0,Matches
1258,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23-149,2002,7.0,17,10,13,4,0,19,78.9,4,6,4,2,5,22,37,1,Matches
1259,Marius Marin,ro ROU,MF,Pisa,it Serie A,27-046,1998,4.4,14,10,7,7,0,9,33.3,6,3,2,1,4,18,6,1,Matches
1260,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22-104,2003,5.1,5,4,3,2,0,5,40.0,3,1,1,0,0,5,6,0,Matches
1261,João Mário Lopes,pt POR,DF,Juventus,it Serie A,25-285,2000,2.4,4,3,2,2,0,1,100.0,0,3,2,1,2,6,1,0,Matches
1262,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31-162,1994,4.5,6,2,3,2,1,8,62.5,3,9,7,2,9,15,37,0,Matches
1263,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26-250,1999,1.7,3,3,0,3,0,1,0.0,1,2,1,1,1,4,1,0,Matches
1264,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,31-154,1994,2.0,6,6,1,5,0,6,100.0,0,0,0,0,0,6,3,0,Matches
1265,Callum Marshall,nir NIR,FW,West Ham,eng Premier League,20-321,2004,0.3,0,0,0,0,0,0,,0,1,0,1,2,2,0,0,Matches
1266,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23-169,2002,5.6,8,6,2,6,0,9,55.6,4,11,8,3,10,18,32,0,Matches
1267,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-176,1997,4.9,10,7,5,4,1,3,100.0,0,4,3,1,2,12,9,0,Matches
1268,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-287,2002,4.0,10,6,7,2,1,7,85.7,1,5,0,5,5,15,13,0,Matches
1269,Iván Martín,es ESP,MF,Girona,es La Liga,26-243,1999,6.0,12,9,7,5,0,10,50.0,5,0,0,0,3,15,3,1,Matches
1270,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-175,2006,1.0,1,0,1,0,0,0,,0,4,4,0,1,2,8,0,Matches
1271,Mario Martín,es ESP,MF,Getafe,es La Liga,21-224,2004,5.7,14,10,6,7,1,12,66.7,4,8,1,7,2,16,8,0,Matches
1272,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,24-119,2001,2.1,2,2,0,2,0,2,50.0,1,2,0,2,0,2,2,0,Matches
1273,Arnau Martinez,es ESP,DF,Girona,es La Liga,22-173,2003,3.9,8,3,6,1,1,8,75.0,2,5,1,4,3,11,15,0,Matches
1274,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33-043,1992,5.0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches
1275,Josep Martinez,es ESP,GK,Inter,it Serie A,27-141,1998,2.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1276,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28-054,1997,4.7,6,2,1,1,4,4,50.0,2,3,0,3,0,6,3,1,Matches
1277,Pablo Martínez,es ESP,MF,Levante,es La Liga,27-235,1998,4.7,8,4,1,6,1,6,50.0,3,7,5,2,5,13,13,0,Matches
1278,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22-358,2002,0.2,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
1279,Toni Martínez,es ESP,FW,Alavés,es La Liga,28-107,1997,5.5,5,2,1,2,2,2,0.0,2,1,0,1,2,7,4,0,Matches
1280,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-363,1992,3.6,3,3,2,1,0,1,100.0,0,3,1,2,3,6,5,0,Matches
1281,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-255,1993,1.7,6,3,3,3,0,3,66.7,1,2,1,1,2,8,2,1,Matches
1282,Adam Masina,ma MAR,DF,Torino,it Serie A,31-286,1994,1.2,3,1,2,1,0,1,100.0,0,0,0,0,1,4,3,1,Matches
1283,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-261,2001,5.8,24,15,7,10,7,12,91.7,1,12,3,9,8,32,11,0,Matches
1284,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24-100,2001,5.8,11,7,5,4,2,9,77.8,2,5,2,3,8,19,14,0,Matches
1285,Franco Mastantuono,ar ARG,"FW,DF",Real Madrid,es La Liga,18-062,2007,4.5,11,8,3,4,4,16,43.8,9,7,0,7,0,11,1,1,Matches
1286,Arthur Masuaku,cd COD,"DF,MF",Sunderland,eng Premier League,31-342,1993,1.4,4,2,3,1,0,6,50.0,3,1,0,1,2,6,7,0,Matches
1287,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-342,1992,6.9,9,3,4,5,0,8,62.5,3,14,12,2,4,13,27,0,Matches
1288,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22-198,2003,0.6,2,1,0,2,0,2,50.0,1,0,0,0,1,3,1,0,Matches
1289,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,23-031,2002,4.2,6,4,0,3,3,3,33.3,2,3,1,2,3,9,9,0,Matches
1290,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28-109,1997,6.7,1,1,1,0,0,5,0.0,5,3,1,2,4,5,15,1,Matches
1291,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37-075,1988,4.9,6,4,3,1,2,7,28.6,5,3,1,2,3,9,14,0,Matches
1292,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-216,2008,0.6,2,2,1,0,1,2,50.0,1,0,0,0,2,4,0,0,Matches
1293,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23-153,2002,6.0,4,2,3,1,0,5,60.0,2,12,8,4,15,19,26,1,Matches
1294,Jean Mattéo Bahoya,fr FRA,FW,Eint Frankfurt,de Bundesliga,20-161,2005,3.9,9,3,3,3,3,6,83.3,1,9,0,9,4,13,4,0,Matches
1295,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-308,1997,5.0,2,1,2,0,0,2,0.0,2,6,4,2,7,9,42,0,Matches
1296,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-180,2005,4.0,4,3,1,3,0,7,42.9,4,4,4,0,6,10,23,0,Matches
1297,Keke Maximilian Topp,de GER,FW,Werder Bremen,de Bundesliga,21-204,2004,0.6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1298,Eliezer Mayenda,es ESP,FW,Sunderland,eng Premier League,20-160,2005,2.7,1,0,1,0,0,2,50.0,1,3,1,2,0,1,1,0,Matches
1299,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-193,1997,4.2,3,2,0,2,1,2,100.0,0,0,0,0,2,5,2,0,Matches
1300,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,19-151,2006,1.9,11,7,2,5,4,3,66.7,1,0,0,0,0,11,1,0,Matches
1301,Ibrahim Maza,dz ALG,"MF,DF",Leverkusen,de Bundesliga,19-325,2005,2.4,3,1,0,3,0,1,0.0,1,4,0,4,1,4,0,0,Matches
1302,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-335,1997,1.5,8,5,3,4,1,5,100.0,0,3,0,3,2,10,5,0,Matches
1303,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,29-334,1995,0.4,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
1304,Samuel Mbangula,be BEL,FW,Werder Bremen,de Bundesliga,21-272,2004,4.1,9,5,4,2,3,10,60.0,4,4,1,3,4,13,1,0,Matches
1305,Ethan Mbappé,fr FRA,FW,Lille,fr Ligue 1,18-290,2006,0.4,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,Matches
1306,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-299,1998,7.7,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0,Matches
1307,Ibrahim Mbaye,fr FRA,FW,Paris S-G,fr Ligue 1,17-264,2008,3.3,4,3,1,2,1,4,75.0,1,2,0,2,1,5,0,0,Matches
1308,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,31-068,1994,1.5,7,4,4,1,2,3,66.7,1,3,1,2,0,7,11,2,Matches
1309,Bryan Mbeumo,cm CMR,MF,Manchester Utd,eng Premier League,26-069,1999,6.6,2,1,2,0,0,3,0.0,3,5,0,5,1,3,1,0,Matches
1310,Michel Mboula,ga GAB,DF,Metz,fr Ligue 1,22-168,2003,1.9,3,3,1,1,1,3,100.0,0,3,1,2,2,5,5,0,Matches
1311,Pathé Mboup,sn SEN,"FW,MF",Brest,fr Ligue 1,22-050,2003,2.3,2,2,2,0,0,5,0.0,5,3,0,3,2,4,1,0,Matches
1312,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25-221,2000,7.0,13,5,10,3,0,7,71.4,2,7,6,1,10,23,34,0,Matches
1313,James Mcatee,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,22-362,2002,1.4,2,2,2,0,0,1,0.0,1,5,0,5,0,2,1,0,Matches
1314,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,30-362,1994,6.1,5,3,2,3,0,4,0.0,4,5,2,3,6,11,2,0,Matches
1315,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,27-048,1998,2.3,5,4,2,3,0,4,100.0,0,2,2,0,0,5,4,0,Matches
1316,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-232,1999,7.0,10,8,6,4,0,10,90.0,1,12,7,5,5,15,35,0,Matches
1317,Dwight McNeil,eng ENG,FW,Everton,eng Premier League,25-327,1999,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1318,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-311,1996,5.8,5,3,1,2,2,4,50.0,2,3,1,2,4,9,5,1,Matches
1319,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26-140,1999,1.6,4,4,2,1,1,4,50.0,2,0,0,0,0,4,3,0,Matches
1320,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,31-041,1994,0.9,4,3,0,3,1,1,100.0,0,0,0,0,0,4,1,0,Matches
1321,Henrik Meister,dk DEN,FW,Pisa,it Serie A,21-332,2003,3.7,1,1,1,0,0,1,0.0,1,2,0,2,0,1,2,0,Matches
1322,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,23-316,2001,4.0,1,0,0,1,0,1,0.0,1,4,2,2,2,3,15,0,Matches
1323,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,18-004,2007,1.6,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,0,Matches
1324,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,22-267,2003,2.8,6,2,1,3,2,2,100.0,0,4,0,4,2,8,2,0,Matches
1325,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,23-118,2002,3.4,5,5,2,3,0,3,100.0,0,4,1,3,2,7,5,0,Matches
1326,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-281,1997,4.3,3,2,2,1,0,1,0.0,1,2,0,2,0,3,1,0,Matches
1327,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,20-214,2005,4.0,4,2,1,3,0,3,66.7,1,2,0,2,2,6,0,0,Matches
1328,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21-141,2004,4.7,13,9,7,4,2,10,20.0,8,6,2,4,2,15,36,2,Matches
1329,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,25-276,2000,4.0,9,6,2,6,1,8,50.0,4,4,0,4,4,13,9,0,Matches
1330,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,24-286,2001,1.5,3,2,2,1,0,5,60.0,2,2,0,2,3,6,15,0,Matches
1331,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27-089,1998,6.7,11,7,7,4,0,10,60.0,4,10,1,9,7,18,18,1,Matches
1332,Khalis Merah,fr FRA,"FW,MF",Lyon,fr Ligue 1,18-233,2007,3.6,2,1,1,1,0,6,0.0,6,3,0,3,1,3,3,3,Matches
1333,Alex Meret,it ITA,GK,Napoli,it Serie A,28-207,1997,4.0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1334,Mikel Merino,es ESP,MF,Arsenal,eng Premier League,29-115,1996,2.7,5,1,1,1,3,5,40.0,3,4,1,3,3,8,2,0,Matches
1335,Quentin Merlin,fr FRA,DF,Rennes,fr Ligue 1,23-152,2002,6.9,6,3,4,1,1,10,50.0,5,15,5,10,4,10,19,0,Matches
1336,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22-170,2003,0.2,1,1,1,0,0,1,0.0,1,0,0,0,0,1,2,0,Matches
1337,Junior Messias,br BRA,"FW,MF",Genoa,it Serie A,34-155,1991,0.7,2,1,2,0,0,2,100.0,0,0,0,0,1,3,1,0,Matches
1338,Connor Metcalfe,au AUS,MF,St. Pauli,de Bundesliga,25-344,1999,0.8,2,2,0,2,0,2,0.0,2,0,0,0,2,4,1,0,Matches
1339,Dayann Methalie,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19-242,2006,4.9,18,11,12,3,3,9,100.0,0,6,1,5,7,25,17,0,Matches
1340,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34-033,1991,2.8,2,1,1,1,0,4,0.0,4,0,0,0,4,6,5,0,Matches
1341,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,24-349,2000,3.4,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,Matches
1342,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-349,2000,2.0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
1343,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17-021,2008,0.1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
1344,William Mikelbrencis,fr FRA,"DF,MF",Hamburger SV,de Bundesliga,21-232,2004,1.3,2,1,2,0,0,1,100.0,0,5,1,4,1,3,11,0,Matches
1345,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20-195,2005,0.5,3,1,1,2,0,0,,0,2,0,2,0,3,0,0,Matches
1346,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,28-003,1997,7.0,3,2,1,2,0,3,0.0,3,4,3,1,7,10,36,0,Matches
1347,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,19-167,2006,1.9,3,1,2,1,0,2,50.0,1,2,0,2,4,7,1,0,Matches
1348,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28-237,1997,2.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1349,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-270,1998,5.5,10,7,6,3,1,9,88.9,1,14,8,6,3,13,22,1,Matches
1350,Luis Milla,es ESP,MF,Getafe,es La Liga,31-008,1994,8.0,10,7,4,4,2,12,50.0,6,13,1,12,5,15,11,1,Matches
1351,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,33-022,1992,3.9,11,6,3,5,3,8,37.5,5,7,1,6,4,15,2,0,Matches
1352,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19-051,2006,0.6,2,0,0,1,1,1,100.0,0,1,0,1,0,2,1,0,Matches
