Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 23_level_0_Ast,Unnamed: 24_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 27_level_0_KP,Unnamed: 28_level_0_1/3,Unnamed: 29_level_0_PPA,Unnamed: 30_level_0_CrsPA,Unnamed: 31_level_0_PrgP,Unnamed: 32_level_0_Matches
1338,Mario Martín,es ESP,MF,Getafe,es La Liga,21-266,2004,9.2,166,228,72.8,2769,553,83,105,79.0,67,84,79.8,11,17,64.7,0,0.1,0.2,-0.1,3,20,1,0,17,Matches
1339,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24-161,2001,2.4,23,39,59.0,425,79,10,14,71.4,9,12,75.0,3,7,42.9,0,0.1,0.1,-0.1,2,2,1,0,5,Matches
1340,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22-215,2003,8.6,405,494,82.0,6835,1901,184,198,92.9,182,200,91.0,31,73,42.5,1,0.1,0.2,+0.9,1,28,3,1,34,Matches
1341,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33-085,1992,10.0,321,417,77.0,8187,4818,70,70,100.0,179,181,98.9,72,163,44.2,0,0.0,0.0,0.0,0,9,2,0,1,Matches
1342,Josep Martinez,es ESP,GK,Inter,it Serie A,27-183,1998,2.0,55,71,77.5,1294,802,12,12,100.0,30,30,100.0,12,27,44.4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1343,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28-096,1997,9.8,174,232,75.0,2650,475,96,117,82.1,63,78,80.8,9,17,52.9,2,1.6,0.8,+0.4,13,7,14,0,28,Matches
1344,Pablo Martínez,es ESP,MF,Levante,es La Liga,27-277,1998,5.8,143,199,71.9,2543,858,74,86,86.0,46,58,79.3,19,46,41.3,1,0.8,1.1,+0.2,7,13,5,2,20,Matches
1345,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,23-035,2002,1.1,57,64,89.1,1355,486,13,14,92.9,29,32,90.6,15,18,83.3,0,0.0,0.0,0.0,0,2,0,0,3,Matches
1346,Toni Martínez,es ESP,FW,Alavés,es La Liga,28-149,1997,9.8,118,211,55.9,1659,236,74,116,63.8,28,59,47.5,8,15,53.3,1,0.2,0.1,+0.8,3,7,2,0,8,Matches
1347,Adam Marušić,me MNE,DF,Lazio,it Serie A,33-040,1992,9.6,491,568,86.4,7220,2392,268,292,91.8,173,200,86.5,27,38,71.1,1,0.4,0.2,+0.6,1,42,3,0,35,Matches
1348,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-297,1993,4.1,115,142,81.0,2082,574,57,64,89.1,46,55,83.6,12,19,63.2,0,0.0,0.0,0.0,1,21,0,0,15,Matches
1349,Adam Masina,ma MAR,DF,Torino,it Serie A,31-328,1994,2.2,73,84,86.9,1425,493,20,22,90.9,44,44,100.0,9,18,50.0,1,0.2,0.4,+0.8,2,7,1,0,8,Matches
1350,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-303,2001,9.3,274,372,73.7,4517,1496,138,169,81.7,116,143,81.1,15,32,46.9,0,0.2,0.2,-0.2,4,27,4,2,40,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1351,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24-142,2001,10.3,390,458,85.2,5894,1992,214,239,89.5,153,167,91.6,13,31,41.9,1,0.8,0.9,+0.2,7,44,2,1,50,Matches
1352,Franco Mastantuono,ar ARG,"FW,DF",Real Madrid,es La Liga,18-104,2007,6.1,262,305,85.9,3871,727,147,159,92.5,93,104,89.4,14,28,50.0,0,0.7,1.3,-0.7,7,15,10,2,18,Matches
1353,Arthur Masuaku,cd COD,"DF,MF",Sunderland,eng Premier League,32-019,1993,1.4,45,62,72.6,732,189,22,24,91.7,18,22,81.8,5,14,35.7,0,0.1,0.1,-0.1,1,3,1,1,5,Matches
1354,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,33-019,1992,12.5,702,784,89.5,12473,3904,266,285,93.3,402,418,96.2,32,73,43.8,0,0.1,0.2,-0.1,1,40,2,1,33,Matches
1355,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22-240,2003,2.5,28,48,58.3,360,49,19,28,67.9,7,13,53.8,1,3,33.3,0,0.4,0.1,-0.4,2,2,0,0,2,Matches
1356,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,23-073,2002,6.6,225,272,82.7,3439,724,112,132,84.8,89,103,86.4,11,16,68.8,2,0.6,0.4,+1.4,4,27,2,0,21,Matches
1357,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28-151,1997,11.3,98,154,63.6,1623,328,47,65,72.3,35,48,72.9,11,16,68.8,0,0.3,0.6,-0.3,3,6,6,2,11,Matches
1358,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37-117,1988,10.9,518,627,82.6,9395,3112,231,264,87.5,203,226,89.8,71,103,68.9,0,0.3,0.5,-0.3,9,56,4,0,51,Matches
1359,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-258,2008,3.0,102,116,87.9,1647,362,54,58,93.1,40,43,93.0,6,9,66.7,0,0.0,0.1,0.0,0,13,0,0,12,Matches
1360,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23-195,2002,11.0,481,564,85.3,8848,2935,167,186,89.8,270,287,94.1,39,76,51.3,1,0.5,0.4,+0.5,3,31,2,1,39,Matches
1361,Jean Mattéo Bahoya,fr FRA,"FW,MF",Eint Frankfurt,de Bundesliga,20-203,2005,5.0,129,172,75.0,2043,430,71,86,82.6,41,54,75.9,10,16,62.5,1,1.5,1.6,-0.5,10,2,6,4,9,Matches
1362,Alan Matturro,uy URU,DF,Levante,es La Liga,21-046,2004,0.2,4,6,66.7,71,10,1,1,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1363,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,29-104,1996,0.0,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1364,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-350,1997,5.5,221,253,87.4,4434,1740,68,70,97.1,118,129,91.5,28,46,60.9,0,0.0,0.0,0.0,0,15,1,0,17,Matches
1365,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-222,2005,5.8,399,428,93.2,6710,1624,164,174,94.3,208,217,95.9,21,27,77.8,0,0.0,0.1,0.0,0,23,0,0,19,Matches
1366,Eliezer Mayenda,es ESP,FW,Sunderland,eng Premier League,20-202,2005,2.9,12,17,70.6,158,59,9,13,69.2,3,3,100.0,0,0,,0,0.5,0.1,-0.5,2,0,1,0,3,Matches
1367,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-235,1997,8.2,145,189,76.7,2164,282,84,104,80.8,41,49,83.7,12,20,60.0,1,0.2,0.2,+0.8,4,8,3,0,21,Matches
1368,Senny Mayulu,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,19-193,2006,7.0,259,301,86.0,4020,618,136,150,90.7,100,108,92.6,14,23,60.9,1,1.1,1.1,-0.1,12,15,7,3,15,Matches
1369,Ibrahim Maza,dz ALG,"MF,DF",Leverkusen,de Bundesliga,20-002,2005,4.9,234,266,88.0,3603,794,127,139,91.4,89,103,86.4,13,16,81.3,0,0.3,0.4,-0.3,3,24,3,1,26,Matches
1370,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,28-012,1997,2.7,131,163,80.4,2103,852,66,76,86.8,51,60,85.0,10,17,58.8,0,0.0,0.2,0.0,0,19,3,2,26,Matches
1371,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,30-011,1995,0.7,30,39,76.9,750,400,8,9,88.9,12,14,85.7,10,14,71.4,0,0.1,0.0,-0.1,1,6,0,0,6,Matches
1372,Pasquale Mazzocchi,it ITA,MF,Napoli,it Serie A,30-122,1995,0.2,4,5,80.0,78,1,2,2,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1373,Samuel Mbangula,be BEL,FW,Werder Bremen,de Bundesliga,21-314,2004,6.7,200,240,83.3,2835,603,111,123,90.2,67,73,91.8,7,14,50.0,1,0.5,0.5,+0.5,6,10,4,1,23,Matches
1374,Ethan Mbappé,fr FRA,FW,Lille,fr Ligue 1,18-332,2006,0.5,25,30,83.3,388,118,15,15,100.0,8,11,72.7,1,3,33.3,0,0.2,0.1,-0.2,5,3,0,0,4,Matches
1375,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-341,1998,12.6,428,483,88.6,5988,922,266,286,93.0,121,133,91.0,22,28,78.6,3,3.3,3.2,-0.3,37,30,22,1,60,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1376,Ibrahim Mbaye,sn SEN,FW,Paris S-G,fr Ligue 1,17-306,2008,6.0,292,344,84.9,3964,556,172,195,88.2,105,120,87.5,4,8,50.0,0,1.0,1.0,-1.0,11,8,9,2,20,Matches
1377,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,31-110,1994,5.5,294,325,90.5,5883,1723,65,72,90.3,203,212,95.8,23,36,63.9,0,0.2,0.0,-0.2,2,18,0,0,30,Matches
1378,Bryan Mbeumo,cm CMR,MF,Manchester Utd,eng Premier League,26-111,1999,11.6,306,417,73.4,5026,1307,156,179,87.2,103,139,74.1,32,50,64.0,1,2.7,2.9,-1.7,20,18,19,9,32,Matches
1379,Michel Mboula,ga GAB,DF,Metz,fr Ligue 1,22-210,2003,1.9,79,96,82.3,1453,505,35,38,92.1,34,37,91.9,9,15,60.0,0,0.0,0.0,0.0,0,4,0,0,7,Matches
1380,Pathé Mboup,sn SEN,FW,Brest,fr Ligue 1,22-092,2003,5.5,77,106,72.6,1229,441,40,55,72.7,31,36,86.1,4,7,57.1,0,0.6,0.6,-0.6,5,8,5,0,14,Matches
1381,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25-263,2000,12.0,623,676,92.2,13137,3945,164,173,94.8,371,379,97.9,83,114,72.8,0,0.1,0.2,-0.1,2,44,0,0,38,Matches
1382,James Mcatee,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,23-039,2002,1.4,55,62,88.7,771,203,31,32,96.9,18,20,90.0,3,5,60.0,0,0.4,0.2,-0.4,3,5,4,0,9,Matches
1383,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,31-039,1994,10.0,282,366,77.0,5207,1294,115,127,90.6,129,160,80.6,34,61,55.7,0,1.0,1.1,-1.0,13,19,15,8,43,Matches
1384,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,27-090,1998,7.2,260,320,81.3,4318,1030,123,141,87.2,109,125,87.2,21,32,65.6,0,0.8,1.3,-0.8,11,24,7,0,39,Matches
1385,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-274,1999,11.1,452,550,82.2,8440,3437,177,196,90.3,226,261,86.6,49,87,56.3,0,0.5,0.6,-0.5,6,44,1,0,37,Matches
1386,Dwight McNeil,eng ENG,"FW,MF",Everton,eng Premier League,26-004,1999,0.6,13,17,76.5,230,34,6,8,75.0,6,7,85.7,1,2,50.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
1387,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-353,1996,10.0,239,290,82.4,3649,718,127,147,86.4,98,116,84.5,8,11,72.7,2,0.5,0.5,+1.5,7,13,4,1,24,Matches
1388,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26-182,1999,1.6,131,137,95.6,2007,592,65,68,95.6,54,55,98.2,5,6,83.3,0,0.0,0.1,0.0,0,16,2,0,13,Matches
1389,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,31-083,1994,0.9,35,46,76.1,541,127,21,24,87.5,9,12,75.0,3,5,60.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
1390,Henrik Meister,dk DEN,FW,Pisa,it Serie A,22-009,2003,5.8,24,49,49.0,295,89,15,25,60.0,5,10,50.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,5,Matches
1391,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,23-358,2001,6.5,315,363,86.8,5289,1922,160,174,92.0,129,146,88.4,23,31,74.2,0,0.0,0.1,0.0,0,32,0,0,26,Matches
1392,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,18-046,2007,4.3,40,67,59.7,462,78,29,35,82.9,9,17,52.9,0,3,0.0,2,0.8,0.5,+1.2,4,6,1,0,4,Matches
1393,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,22-309,2003,3.5,77,99,77.8,1170,301,36,43,83.7,25,33,75.8,7,10,70.0,1,0.8,0.5,+0.2,4,8,3,1,10,Matches
1394,Cléo Melieres,fr FRA,DF,Metz,fr Ligue 1,20-227,2005,0.3,14,18,77.8,184,78,11,13,84.6,1,2,50.0,2,2,100.0,0,0.0,0.0,0.0,0,3,1,1,0,Matches
1395,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,23-160,2002,6.4,451,521,86.6,7675,1987,230,251,91.6,161,176,91.5,46,71,64.8,2,1.6,1.4,+0.4,14,55,10,5,40,Matches
1396,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-323,1997,8.1,286,380,75.3,4975,1492,139,162,85.8,98,118,83.1,34,62,54.8,2,1.1,1.1,+0.9,14,43,10,2,44,Matches
1397,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,20-256,2005,6.0,243,294,82.7,3834,900,127,147,86.4,91,102,89.2,16,28,57.1,0,0.3,0.6,-0.3,8,26,9,3,23,Matches
1398,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21-183,2004,10.7,483,585,82.6,8055,3162,244,259,94.2,192,225,85.3,35,75,46.7,0,0.0,0.3,0.0,1,45,0,0,45,Matches
1399,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,25-318,2000,7.3,190,234,81.2,3284,727,85,99,85.9,79,90,87.8,21,31,67.7,0,0.1,0.1,-0.1,2,24,0,0,15,Matches
1400,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,24-328,2001,1.5,78,92,84.8,1526,521,33,34,97.1,34,39,87.2,10,16,62.5,0,0.0,0.0,0.0,0,8,0,0,5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1401,Nobel Mendy,fr FRA,DF,Rayo Vallecano,es La Liga,21-084,2004,4.5,189,219,86.3,3369,1137,70,75,93.3,101,109,92.7,15,27,55.6,0,0.0,0.0,0.0,1,12,0,0,9,Matches
1402,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27-131,1998,10.5,451,557,81.0,7550,2899,216,231,93.5,183,220,83.2,39,79,49.4,0,0.5,0.5,-0.5,8,46,8,5,40,Matches
1403,Khalis Merah,fr FRA,"MF,FW",Lyon,fr Ligue 1,18-275,2007,4.9,149,171,87.1,2239,249,79,88,89.8,56,59,94.9,7,8,87.5,0,0.6,0.3,-0.6,5,9,2,0,19,Matches
1404,Alex Meret,it ITA,GK,Napoli,it Serie A,28-249,1997,4.0,98,110,89.1,2196,1431,23,23,100.0,56,56,100.0,19,29,65.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1405,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29-157,1996,5.6,137,182,75.3,1758,531,98,115,85.2,30,41,73.2,5,14,35.7,2,0.6,0.7,+1.4,5,17,9,0,21,Matches
1406,Quentin Merlin,fr FRA,DF,Rennes,fr Ligue 1,23-194,2002,10.1,453,611,74.1,7636,2280,216,241,89.6,183,226,81.0,40,99,40.4,2,2.0,1.6,0.0,14,27,11,3,46,Matches
1407,Rafik Messali,fr FRA,"MF,DF",Toulouse,fr Ligue 1,22-212,2003,0.6,11,19,57.9,131,37,7,8,87.5,4,7,57.1,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
1408,Junior Messias,br BRA,"FW,MF",Genoa,it Serie A,34-197,1991,1.1,22,30,73.3,425,82,9,12,75.0,10,11,90.9,3,3,100.0,0,0.0,0.0,0.0,0,2,1,0,4,Matches
1409,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,26-021,1999,2.7,95,128,74.2,1423,463,54,62,87.1,33,43,76.7,5,12,41.7,1,0.3,0.8,+0.7,3,6,6,0,15,Matches
1410,Dayann Methalie,fr FRA,"DF,MF",Toulouse,fr Ligue 1,19-284,2006,10.3,217,296,73.3,3745,1143,87,105,82.9,111,141,78.7,16,29,55.2,0,1.1,1.1,-1.1,6,12,7,3,21,Matches
1411,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,32-194,1993,4.0,256,293,87.4,4526,1582,102,106,96.2,129,138,93.5,21,39,53.8,0,0.0,0.2,0.0,0,21,1,0,22,Matches
1412,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34-075,1991,8.8,396,504,78.6,6893,1955,187,206,90.8,168,216,77.8,37,64,57.8,0,1.7,1.7,-1.7,9,36,11,3,43,Matches
1413,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,20-158,2005,0.5,18,22,81.8,215,55,15,18,83.3,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1414,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,25-026,2000,5.1,58,86,67.4,788,152,38,50,76.0,13,23,56.5,3,4,75.0,2,0.9,0.8,+1.1,5,4,1,0,11,Matches
1415,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,25-026,2000,2.0,27,32,84.4,365,106,16,19,84.2,6,8,75.0,2,2,100.0,0,0.0,0.1,0.0,0,1,1,0,3,Matches
1416,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17-063,2008,0.2,5,8,62.5,47,13,3,5,60.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1417,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21-274,2004,4.1,124,189,65.6,2197,685,53,63,84.1,53,73,72.6,12,37,32.4,0,0.3,0.2,-0.3,5,11,3,2,12,Matches
1418,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20-237,2005,0.5,8,11,72.7,116,49,4,6,66.7,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,Matches
1419,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,28-045,1997,12.0,512,581,88.1,9703,3626,168,175,96.0,295,315,93.7,44,82,53.7,0,0.3,0.2,-0.3,1,45,4,0,33,Matches
1420,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,19-209,2006,3.1,139,163,85.3,2131,503,65,70,92.9,64,70,91.4,5,10,50.0,1,0.3,0.3,+0.7,4,10,1,0,10,Matches
1421,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28-279,1997,8.0,234,333,70.3,6686,4487,35,36,97.2,124,124,100.0,75,171,43.9,0,0.0,0.0,0.0,1,11,0,0,0,Matches
1422,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-312,1998,9.0,479,532,90.0,9598,3275,148,157,94.3,271,285,95.1,56,82,68.3,1,0.9,0.6,+0.1,5,54,0,0,33,Matches
1423,Luis Milla,es ESP,MF,Getafe,es La Liga,31-050,1994,13.0,453,627,72.2,8457,2694,190,224,84.8,192,240,80.0,63,132,47.7,6,2.1,2.2,+3.9,27,53,11,4,63,Matches
1424,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,33-064,1992,8.4,152,216,70.4,2348,625,84,101,83.2,52,71,73.2,9,23,39.1,0,1.3,1.0,-1.3,15,18,6,0,25,Matches
1425,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19-093,2006,0.9,11,18,61.1,170,60,6,7,85.7,5,8,62.5,0,2,0.0,0,0.1,0.0,-0.1,2,2,0,0,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1426,James Milner,eng ENG,MF,Brighton,eng Premier League,39-326,1986,2.1,96,109,88.1,1891,746,40,43,93.0,41,42,97.6,14,22,63.6,1,0.2,0.4,+0.8,4,14,3,1,9,Matches
1427,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18-151,2007,3.1,111,130,85.4,2108,737,40,45,88.9,60,61,98.4,10,22,45.5,0,0.1,0.2,-0.1,1,8,0,0,6,Matches
1428,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,29-011,1996,3.2,249,261,95.4,3867,1502,134,139,96.4,98,101,97.0,11,14,78.6,1,0.3,0.6,+0.7,1,34,2,0,16,Matches
1429,Yerry Mina,co COL,DF,Cagliari,it Serie A,31-064,1994,9.0,372,420,88.6,6837,2205,143,152,94.1,192,206,93.2,32,50,64.0,0,0.1,0.2,-0.1,1,13,0,0,15,Matches
1430,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-314,1995,7.8,176,243,72.4,2543,702,99,124,79.8,62,82,75.6,7,15,46.7,2,2.2,1.6,-0.2,6,15,10,0,31,Matches
1431,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-258,1993,5.5,311,348,89.4,5937,2150,104,112,92.9,179,185,96.8,25,45,55.6,0,0.1,0.1,-0.1,3,29,1,0,27,Matches
1432,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,26-197,1999,7.7,433,546,79.3,7534,2707,202,225,89.8,179,209,85.6,44,87,50.6,2,2.0,2.3,0.0,15,37,21,4,44,Matches
1433,Yankuba Minteh,gm GAM,FW,Brighton,eng Premier League,21-127,2004,11.5,175,314,55.7,2710,916,97,130,74.6,54,96,56.3,15,47,31.9,4,3.4,1.8,+0.6,21,12,13,7,15,Matches
1434,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26-155,1999,0.5,2,3,66.7,24,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1435,Rafa Mir,es ESP,"FW,MF",Elche,es La Liga,28-161,1997,10.5,201,253,79.4,2825,509,124,143,86.7,52,68,76.5,14,20,70.0,0,0.3,0.7,-0.3,4,9,5,0,32,Matches
1436,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-311,2000,8.1,366,499,73.3,7379,2488,152,162,93.8,145,182,79.7,65,123,52.8,0,1.0,0.3,-1.0,12,35,2,0,34,Matches
1437,Fabio Miretti,it ITA,MF,Juventus,it Serie A,22-115,2003,0.3,19,24,79.2,369,120,8,9,88.9,8,10,80.0,3,4,75.0,0,0.1,0.1,-0.1,2,2,2,0,5,Matches
1438,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,26-086,1999,12.0,366,507,72.2,5894,2010,192,215,89.3,141,181,77.9,25,62,40.3,0,0.7,0.8,-0.7,10,15,10,7,18,Matches
1439,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,28-190,1997,5.6,106,137,77.4,1326,371,72,85,84.7,28,38,73.7,2,3,66.7,1,1.1,0.3,-0.1,7,5,7,2,13,Matches
1440,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,28-253,1997,8.3,471,564,83.5,7518,2374,249,265,94.0,197,241,81.7,20,38,52.6,2,1.2,1.9,+0.8,10,43,11,7,54,Matches
1441,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36-309,1989,5.4,238,286,83.2,4000,1069,123,140,87.9,91,104,87.5,21,28,75.0,0,0.2,0.6,-0.2,3,27,8,0,41,Matches
1442,Tadjidine Mmadi,fr FRA,FW,Marseille,fr Ligue 1,18-268,2007,0.1,2,2,100.0,18,8,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
1443,Rui Modesto,ao ANG,"MF,DF",Udinese,it Serie A,26-050,1999,0.5,9,12,75.0,167,23,6,6,100.0,2,2,100.0,1,2,50.0,0,0.0,0.1,0.0,0,0,0,0,0,Matches
1444,Luka Modrić,hr CRO,MF,Milan,it Serie A,40-078,1985,11.7,751,864,86.9,14440,5046,285,301,94.7,343,379,90.5,108,152,71.1,2,1.8,2.2,+0.2,23,97,14,1,103,Matches
1445,Max Moerstedt,de GER,"FW,DF",Hoffenheim,de Bundesliga,19-315,2006,1.5,32,46,69.6,436,109,18,24,75.0,13,17,76.5,0,1,0.0,0,0.0,0.2,0.0,0,3,2,0,4,Matches
1446,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,26-185,1999,4.4,43,61,70.5,540,150,28,38,73.7,10,12,83.3,1,1,100.0,0,0.2,0.3,-0.2,3,4,2,0,8,Matches
1447,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,27-363,1997,7.3,57,97,58.8,757,148,29,43,67.4,19,33,57.6,2,6,33.3,0,0.1,0.1,-0.1,4,5,2,0,8,Matches
1448,Johan Mojica,co COL,DF,Mallorca,es La Liga,33-097,1992,10.6,463,610,75.9,8389,3916,210,236,89.0,204,249,81.9,44,98,44.9,3,1.8,1.7,+1.2,15,46,17,10,40,Matches
1449,Enzo Molebe,fr FRA,FW,Lyon,fr Ligue 1,18-069,2007,0.1,3,5,60.0,44,0,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1450,Alberto Moleiro,es ESP,"MF,FW",Villarreal,es La Liga,22-057,2003,8.3,170,229,74.2,2450,708,101,119,84.9,60,77,77.9,3,16,18.8,2,1.7,1.3,+0.3,11,22,2,1,25,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1451,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,27-234,1998,2.5,125,154,81.2,1983,686,60,65,92.3,52,64,81.3,6,14,42.9,0,0.7,0.4,-0.7,5,9,5,4,13,Matches
1452,Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,27-197,1998,12.5,515,704,73.2,8886,3599,254,288,88.2,198,252,78.6,52,129,40.3,1,2.0,1.9,-1.0,15,55,15,5,66,Matches
