Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 23_level_0_Ast,Unnamed: 24_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 27_level_0_KP,Unnamed: 28_level_0_1/3,Unnamed: 29_level_0_PPA,Unnamed: 30_level_0_CrsPA,Unnamed: 31_level_0_PrgP,Unnamed: 32_level_0_Matches
1453,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,29-279,1996,12.0,188,359,52.4,7082,6065,21,21,100.0,60,62,96.8,107,275,38.9,0,0.0,0.0,0.0,1,11,0,0,0,Matches
1454,Álvaro Morata,es ESP,FW,Como,it Serie A,33-034,1992,6.7,131,175,74.9,1850,309,71,85,83.5,39,53,73.6,10,15,66.7,1,0.7,0.3,+0.3,7,8,6,1,14,Matches
1455,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,24-149,2001,4.9,257,291,88.3,4583,2169,115,128,89.8,115,123,93.5,25,37,67.6,0,0.0,0.0,0.0,0,13,1,0,15,Matches
1456,Diego Morcillo,es ESP,"FW,MF",Alavés,es La Liga,22-161,2003,0.1,2,5,40.0,38,12,0,2,0.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1457,Afonso Moreira,pt POR,FW,Lyon,fr Ligue 1,20-252,2005,4.8,107,153,69.9,1863,494,51,60,85.0,42,54,77.8,13,31,41.9,2,1.8,1.6,+0.2,7,2,7,3,10,Matches
1458,Diego Moreira,be BEL,"DF,FW",Strasbourg,fr Ligue 1,21-112,2004,10.2,362,468,77.4,5557,1639,200,228,87.7,130,158,82.3,23,45,51.1,2,4.0,2.3,-2.0,19,18,23,7,45,Matches
1459,Alberto Moreno,es ESP,DF,Como,it Serie A,33-144,1992,1.7,82,95,86.3,1383,414,34,36,94.4,38,44,86.4,6,9,66.7,0,0.0,0.1,0.0,1,5,2,2,4,Matches
1460,Álex Moreno,es ESP,DF,Girona,es La Liga,32-171,1993,11.5,361,468,77.1,5633,2019,193,212,91.0,147,182,80.8,14,39,35.9,0,0.5,0.5,-0.5,6,24,10,2,46,Matches
1461,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,33-233,1992,4.1,142,180,78.9,2501,642,78,91,85.7,41,54,75.9,22,27,81.5,0,1.2,1.2,-1.2,9,17,9,0,27,Matches
1462,Matias Moreno,ar ARG,DF,Levante,es La Liga,22-063,2003,8.7,270,318,84.9,5391,1903,82,89,92.1,160,175,91.4,26,47,55.3,0,0.1,0.1,-0.1,2,14,0,0,18,Matches
1463,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,28-357,1996,8.5,185,270,68.5,2990,836,87,117,74.4,69,89,77.5,19,40,47.5,0,0.5,0.3,-0.5,9,18,9,1,32,Matches
1464,Stefano Moreo,it ITA,"FW,MF",Pisa,it Serie A,32-149,1993,5.8,76,131,58.0,1230,419,40,59,67.8,29,49,59.2,5,7,71.4,1,0.5,0.4,+0.5,6,7,3,1,11,Matches
1465,Mateu Morey,es ESP,DF,Mallorca,es La Liga,25-269,2000,4.9,128,167,76.6,2542,832,41,44,93.2,72,85,84.7,14,29,48.3,0,0.2,0.2,-0.2,3,16,4,2,17,Matches
1466,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22-311,2003,9.9,342,403,84.9,5320,1223,172,189,91.0,143,162,88.3,18,29,62.1,1,1.3,1.1,-0.3,10,30,9,0,46,Matches
1467,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26-318,1999,7.7,317,364,87.1,5325,1760,159,173,91.9,130,145,89.7,25,34,73.5,0,0.2,0.6,-0.2,6,47,9,1,46,Matches
1468,Luca Moro,it ITA,FW,Sassuolo,it Serie A,24-305,2001,0.3,4,5,80.0,35,11,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1469,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27-259,1998,5.8,326,388,84.0,7161,2178,97,102,95.1,152,177,85.9,73,100,73.0,0,0.3,0.4,-0.3,6,56,6,1,46,Matches
1470,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,23-026,2002,10.7,460,567,81.1,8550,2260,199,220,90.5,199,223,89.2,55,103,53.4,1,0.9,1.9,+0.1,13,32,11,2,48,Matches
1471,Daren Mosengo,fr FRA,MF,Le Havre,fr Ligue 1,19-107,2006,0.1,6,7,85.7,91,58,2,2,100.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
1472,Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21-152,2004,3.3,187,207,90.3,3222,856,71,74,95.9,102,113,90.3,10,15,66.7,0,0.1,0.1,-0.1,1,5,0,0,7,Matches
1473,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,26-037,1999,1.4,16,32,50.0,198,16,9,16,56.3,5,9,55.6,0,2,0.0,1,0.1,0.1,+0.9,1,0,1,0,2,Matches
1474,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24-208,2001,2.0,78,88,88.6,1593,416,15,16,93.8,59,63,93.7,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,1,Matches
1475,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,26-320,1999,4.4,117,160,73.1,1774,554,72,85,84.7,27,36,75.0,12,26,46.2,0,0.6,0.9,-0.6,7,17,4,0,22,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1476,Samir El Mourabet,ma MAR,MF,Strasbourg,fr Ligue 1,20-051,2005,7.3,381,428,89.0,6342,1557,170,189,89.9,186,203,91.6,19,26,73.1,0,0.8,0.7,-0.8,7,24,6,1,34,Matches
1477,Santiago Mouriño,uy URU,DF,Villarreal,es La Liga,23-286,2002,8.8,447,502,89.0,7277,2548,227,237,95.8,191,219,87.2,24,35,68.6,1,0.1,0.2,+0.9,3,36,3,0,27,Matches
1478,Louis Mouton,fr FRA,MF,Angers,fr Ligue 1,23-176,2002,8.3,206,289,71.3,3104,769,116,137,84.7,63,91,69.2,15,33,45.5,0,1.4,1.6,-1.4,8,19,10,3,28,Matches
1479,Tarik Muharemovic,ba BIH,DF,Sassuolo,it Serie A,22-271,2003,9.0,399,477,83.6,7523,3106,160,173,92.5,192,212,90.6,42,80,52.5,1,0.7,0.1,+0.3,2,22,3,0,30,Matches
1480,Miro Muheim,ch SUI,"MF,DF",Hamburger SV,de Bundesliga,27-247,1998,10.9,471,634,74.3,8668,3096,211,231,91.3,198,244,81.1,56,121,46.3,2,2.1,1.9,-0.1,19,53,9,6,74,Matches
1481,Ngal'Ayel Mukau,cd COD,"MF,FW",Lille,fr Ligue 1,20-361,2004,4.3,139,154,90.3,2242,408,63,69,91.3,62,65,95.4,7,8,87.5,0,0.1,0.2,-0.1,4,13,0,0,17,Matches
1482,Nordan Mukiele,fr FRA,MF,Rennes,fr Ligue 1,19-287,2006,0.3,10,12,83.3,124,20,7,8,87.5,3,4,75.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,0,Matches
1483,Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,28-025,1997,10.0,333,477,69.8,5962,2275,136,154,88.3,158,221,71.5,32,74,43.2,1,0.5,0.7,+0.5,6,22,3,1,30,Matches
1484,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,29-157,1996,9.7,104,178,58.4,1682,555,50,88,56.8,42,58,72.4,8,14,57.1,1,0.5,0.4,+0.5,3,14,3,2,16,Matches
1485,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24-206,2001,3.9,12,38,31.6,192,58,7,12,58.3,4,13,30.8,1,7,14.3,1,0.3,0.0,+0.7,4,2,1,0,2,Matches
1486,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,28-102,1997,5.1,164,214,76.6,2743,1086,82,85,96.5,64,83,77.1,14,34,41.2,0,0.2,0.2,-0.2,2,18,3,2,17,Matches
1487,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,29-184,1996,12.0,310,420,73.8,5041,1714,164,191,85.9,120,155,77.4,22,48,45.8,2,2.4,1.8,-0.4,6,10,14,5,27,Matches
1488,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,23-021,2002,2.2,93,104,89.4,1343,444,53,55,96.4,32,35,91.4,4,5,80.0,0,0.0,0.0,0.0,0,9,0,0,8,Matches
1489,Javier Muñoz,es ESP,"MF,FW",Getafe,es La Liga,30-271,1995,1.8,27,41,65.9,458,116,15,19,78.9,10,15,66.7,2,4,50.0,0,0.0,0.0,0.0,0,4,0,0,2,Matches
1490,Víctor Muñoz,es ESP,"FW,MF",Osasuna,es La Liga,22-136,2003,10.2,170,229,74.2,2145,322,119,130,91.5,43,65,66.2,3,17,17.6,1,0.7,0.7,+0.3,7,3,6,4,7,Matches
1491,Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,27-019,1998,11.0,266,402,66.2,7578,5337,58,58,100.0,119,122,97.5,89,219,40.6,0,0.0,0.0,0.0,0,5,0,0,0,Matches
1492,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,23-145,2002,8.2,353,426,82.9,7220,3260,119,129,92.2,192,212,90.6,41,82,50.0,0,0.2,0.2,-0.2,1,40,0,0,40,Matches
1493,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31-216,1994,10.1,134,201,66.7,2071,280,77,108,71.3,45,67,67.2,10,14,71.4,0,0.1,0.3,-0.1,4,6,4,1,10,Matches
1494,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,30-275,1995,7.3,140,228,61.4,2377,792,72,98,73.5,49,82,59.8,15,34,44.1,1,2.3,1.4,-1.3,9,14,15,7,18,Matches
1495,Yunus Musah,us USA,MF,Atalanta,it Serie A,22-362,2002,0.7,23,29,79.3,354,42,14,16,87.5,9,11,81.8,0,1,0.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
1496,Yunus Musah,us USA,DF,Milan,it Serie A,22-362,2002,1.0,35,42,83.3,529,95,16,20,80.0,18,20,90.0,0,1,0.0,0,0.4,0.3,-0.4,2,1,3,0,4,Matches
1497,Almoatasem Al Musrati,ly LBY,MF,Hellas Verona,it Serie A,29-234,1996,1.1,60,68,88.2,1211,244,18,19,94.7,28,31,90.3,11,14,78.6,0,0.2,0.1,-0.2,2,5,1,0,6,Matches
1498,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,31-204,1994,1.0,30,31,96.8,751,545,6,6,100.0,19,19,100.0,5,6,83.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1499,Cheveyo Muy,nl NED,FW,Milan,it Serie A,,,0.1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1500,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31-173,1994,10.0,274,359,76.3,7118,4640,41,41,100.0,150,154,97.4,83,161,51.6,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1501,Joel Mvuka,no NOR,"DF,MF",Lorient,fr Ligue 1,23-014,2002,4.8,88,123,71.5,1266,246,53,66,80.3,29,38,76.3,2,8,25.0,0,0.1,0.1,-0.1,1,5,2,1,8,Matches
1502,Junior Mwanga,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22-199,2003,2.0,131,145,90.3,2225,672,58,60,96.7,62,68,91.2,9,13,69.2,0,0.1,0.1,-0.1,2,19,2,1,24,Matches
1503,Junior Mwanga,fr FRA,"MF,DF",Nantes,fr Ligue 1,22-199,2003,9.8,301,358,84.1,5544,1595,113,125,90.4,155,169,91.7,28,45,62.2,0,0.4,0.7,-0.4,9,23,6,0,40,Matches
1504,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,31-301,1994,9.8,270,389,69.4,4942,1827,129,152,84.9,106,151,70.2,34,60,56.7,0,0.7,1.1,-0.7,10,21,12,7,33,Matches
1505,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26-181,1999,8.9,293,416,70.4,4976,2222,154,173,89.0,116,159,73.0,21,66,31.8,0,0.4,0.7,-0.4,3,33,10,2,46,Matches
1506,Joakim Mæhle,dk DEN,"DF,FW",Wolfsburg,de Bundesliga,28-190,1997,4.7,184,224,82.1,3060,972,88,96,91.7,78,91,85.7,13,20,65.0,1,1.0,1.1,0.0,6,13,2,1,15,Matches
1507,David Møller Wolfe,no NOR,"MF,DF",Wolves,eng Premier League,23-217,2002,2.6,54,90,60.0,824,380,29,37,78.4,23,37,62.2,2,11,18.2,1,1.1,0.7,-0.1,3,2,2,2,5,Matches
1508,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,26-098,1999,11.4,591,652,90.6,11323,3518,180,198,90.9,362,378,95.8,43,63,68.3,0,0.1,0.2,-0.1,2,34,1,0,37,Matches
1509,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,25-030,2000,1.8,37,54,68.5,625,140,19,24,79.2,11,14,78.6,5,5,100.0,0,0.0,0.0,0.0,1,2,1,0,3,Matches
1510,Bilal Nadir,ma MAR,"MF,FW",Marseille,fr Ligue 1,21-363,2003,2.9,116,143,81.1,1498,253,64,73,87.7,37,43,86.0,3,8,37.5,3,0.9,1.0,+2.1,5,7,4,1,9,Matches
1511,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,20-151,2005,1.0,40,49,81.6,765,160,17,18,94.4,17,23,73.9,6,7,85.7,0,0.0,0.2,0.0,1,2,1,1,1,Matches
1512,Younes Namli,dk DEN,"MF,FW",Le Havre,fr Ligue 1,31-159,1994,2.7,68,110,61.8,1224,362,33,41,80.5,24,37,64.9,9,20,45.0,1,0.3,0.6,+0.7,3,4,4,2,8,Matches
1513,Sebastian Nanasi,se SWE,MF,Strasbourg,fr Ligue 1,23-194,2002,2.1,77,93,82.8,1043,262,53,59,89.8,20,25,80.0,3,5,60.0,1,1.6,0.5,-0.6,9,6,6,0,16,Matches
1514,Nikolas Nartey,dk DEN,"MF,DF",Stuttgart,de Bundesliga,25-277,2000,2.4,97,121,80.2,1480,401,59,65,90.8,26,34,76.5,7,11,63.6,0,0.8,0.8,-0.8,4,6,3,0,8,Matches
1515,Natan,br BRA,DF,Betis,es La Liga,24-293,2001,13.0,589,669,88.0,10775,3360,220,228,96.5,322,351,91.7,42,80,52.5,0,0.2,0.1,-0.2,4,31,0,0,27,Matches
1516,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20-215,2005,3.6,210,240,87.5,3518,1141,88,91,96.7,115,126,91.3,6,15,40.0,0,0.0,0.1,0.0,0,20,1,1,12,Matches
1517,Roberto Navarro,es ESP,"FW,MF",Athletic Club,es La Liga,23-228,2002,5.2,131,175,74.9,1716,450,90,108,83.3,34,52,65.4,2,7,28.6,0,0.5,0.6,-0.5,9,9,7,2,11,Matches
1518,Corrie Ndaba,ie IRL,"DF,MF",Lecce,it Serie A,25-336,1999,0.8,29,32,90.6,462,157,18,18,100.0,9,10,90.0,2,4,50.0,0,0.0,0.0,0.0,0,2,1,0,5,Matches
1519,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,25-130,2000,9.8,239,296,80.7,3590,1057,128,151,84.8,94,111,84.7,9,18,50.0,1,0.8,0.2,+0.2,9,21,5,2,31,Matches
1520,Iliman Ndiaye,sn SEN,"FW,MF",Everton,eng Premier League,25-265,2000,11.0,257,334,76.9,3613,650,150,173,86.7,91,111,82.0,5,11,45.5,1,2.2,2.4,-1.2,14,10,11,4,19,Matches
1521,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23-350,2001,9.2,226,281,80.4,3305,888,112,130,86.2,85,99,85.9,12,21,57.1,0,0.4,0.3,-0.4,6,19,6,1,38,Matches
1522,Quentin Ndjantou Mbitcha,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,18-126,2007,2.9,121,149,81.2,1764,283,67,74,90.5,46,52,88.5,4,9,44.4,0,0.3,0.2,-0.3,3,8,3,0,10,Matches
1523,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,21-122,2004,3.5,81,116,69.8,1315,358,44,56,78.6,29,41,70.7,6,13,46.2,0,0.0,0.0,0.0,0,10,1,0,9,Matches
1524,Dan Ndoye,ch SUI,FW,Nott'ham Forest,eng Premier League,25-032,2000,9.3,169,239,70.7,2620,650,95,114,83.3,58,80,72.5,10,21,47.6,1,0.9,1.2,+0.1,7,11,10,3,22,Matches
1525,Joseph Nduquidi,fr FRA,MF,Metz,fr Ligue 1,21-026,2004,0.1,2,4,50.0,25,4,1,1,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1526,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,23-047,2002,8.6,289,395,73.2,4360,993,161,194,83.0,107,136,78.7,13,40,32.5,0,0.8,1.4,-0.8,13,13,14,7,28,Matches
1527,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,19-345,2005,0.1,2,2,100.0,27,2,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1528,Loïc Nego,hu HUN,DF,Le Havre,fr Ligue 1,34-315,1991,10.9,445,574,77.5,7504,2765,204,220,92.7,191,235,81.3,37,88,42.0,0,1.1,0.8,-1.1,6,32,11,7,49,Matches
1529,Dan Neil,eng ENG,MF,Sunderland,eng Premier League,23-348,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1530,Reiss Nelson,eng ENG,FW,Brentford,eng Premier League,25-351,1999,0.2,14,14,100.0,206,37,8,8,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,2,1,0,3,Matches
1531,Victor Nelsson,dk DEN,DF,Hellas Verona,it Serie A,27-043,1998,11.7,309,361,85.6,5898,2034,94,104,90.4,183,201,91.0,26,48,54.2,0,0.0,0.1,0.0,0,12,0,0,13,Matches
1532,David Neres,br BRA,"FW,MF",Napoli,it Serie A,28-268,1997,5.5,147,202,72.8,2077,461,87,102,85.3,51,68,75.0,5,19,26.3,2,1.0,1.0,+1.0,9,7,6,2,16,Matches
1533,Martim Neto,pt POR,MF,Elche,es La Liga,22-316,2003,5.4,222,254,87.4,3141,843,130,136,95.6,70,77,90.9,8,17,47.1,3,1.4,0.8,+1.6,8,25,4,2,26,Matches
1534,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,25-262,2000,10.2,281,382,73.6,4621,1195,147,174,84.5,101,131,77.1,25,56,44.6,2,2.0,2.3,0.0,19,12,16,4,32,Matches
1535,Luca Netz,de GER,DF,Gladbach,de Bundesliga,22-195,2003,3.7,134,173,77.5,2097,690,72,82,87.8,50,65,76.9,10,21,47.6,1,0.7,0.6,+0.3,5,3,4,3,4,Matches
1536,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39-244,1986,10.0,338,419,80.7,8709,5881,63,63,100.0,163,167,97.6,108,182,59.3,0,0.0,0.0,0.0,0,8,0,0,2,Matches
1537,Florian Neuhaus,de GER,"MF,FW",Gladbach,de Bundesliga,28-255,1997,5.2,200,255,78.4,3415,1312,98,114,86.0,77,94,81.9,19,33,57.6,1,0.4,1.1,+0.6,6,26,8,0,37,Matches
1538,João Neves,pt POR,MF,Paris S-G,fr Ligue 1,21-060,2004,5.2,399,424,94.1,6485,1069,197,209,94.3,169,172,98.3,28,30,93.3,0,0.9,0.5,-0.9,4,32,5,0,29,Matches
1539,Yvan Neyou,cm CMR,MF,Getafe,es La Liga,28-327,1997,0.7,13,15,86.7,223,45,5,5,100.0,5,6,83.3,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,3,Matches
1540,Cyril Ngonge,be BEL,FW,Torino,it Serie A,25-184,2000,7.8,132,196,67.3,2422,652,59,84,70.2,53,66,80.3,16,25,64.0,1,0.3,0.5,+0.7,8,20,7,2,28,Matches
1541,Mikayil Ngor Faye,sn SEN,"DF,FW",Cremonese,it Serie A,21-135,2004,2.3,71,93,76.3,1219,378,27,31,87.1,38,45,84.4,5,11,45.5,0,0.3,0.3,-0.3,1,1,0,0,4,Matches
1542,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,21-135,2004,0.1,7,9,77.8,158,90,0,1,0.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1543,Nathan Ngoy,be BEL,DF,Lille,fr Ligue 1,22-169,2003,9.3,526,587,89.6,10431,2963,135,156,86.5,350,361,97.0,39,59,66.1,1,0.9,0.5,+0.1,3,35,2,1,29,Matches
1544,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,19-114,2006,0.9,10,15,66.7,115,0,7,9,77.8,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1545,Rio Ngumoha,eng ENG,"FW,MF",Liverpool,eng Premier League,17-089,2008,0.5,18,21,85.7,256,21,11,12,91.7,7,9,77.8,0,0,,0,0.1,0.1,-0.1,3,0,0,0,0,Matches
1546,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,29-263,1996,12.2,766,857,89.4,13802,5951,293,306,95.8,405,434,93.3,54,93,58.1,2,0.3,0.4,+1.7,7,54,3,0,51,Matches
1547,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Parma,it Serie A,23-230,2002,5.5,240,292,82.2,4488,1051,86,97,88.7,135,152,88.8,18,38,47.4,0,0.0,0.0,0.0,1,11,0,0,15,Matches
1548,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,23-172,2002,3.4,144,161,89.4,3181,1266,32,35,91.4,90,92,97.8,20,29,69.0,0,0.0,0.0,0.0,0,10,0,0,9,Matches
1549,Cheikh Niasse,sn SEN,"MF,DF",Hellas Verona,it Serie A,25-311,2000,1.7,53,69,76.8,874,168,29,37,78.4,18,21,85.7,6,10,60.0,0,0.2,0.0,-0.2,2,1,0,0,2,Matches
1550,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,28-255,1997,10.6,389,462,84.2,7362,2479,135,152,88.8,224,256,87.5,27,47,57.4,0,0.1,0.3,-0.1,1,23,2,0,42,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1551,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,28-036,1997,11.0,276,347,79.5,7593,5738,62,62,100.0,127,127,100.0,87,156,55.8,0,0.1,0.0,-0.1,1,8,1,0,0,Matches
1552,Hans Nicolussi Caviglia,it ITA,MF,Fiorentina,it Serie A,25-161,2000,6.3,249,326,76.4,4413,1517,125,140,89.3,89,111,80.2,33,68,48.5,1,1.0,0.9,0.0,9,27,2,0,24,Matches
1553,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,24-223,2001,3.8,100,126,79.4,2006,693,34,42,81.0,53,61,86.9,13,18,72.2,0,0.2,0.3,-0.2,1,10,1,1,10,Matches
1554,Oliver Nielsen,dk DEN,DF,Lazio,it Serie A,22-175,2003,3.1,162,176,92.0,3279,1211,51,53,96.2,91,99,91.9,20,21,95.2,0,0.4,0.0,-0.4,2,12,1,0,8,Matches
1555,Alieu Njie,se SWE,FW,Torino,it Serie A,20-196,2005,0.2,1,3,33.3,11,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1556,Justin Njinmah,de GER,FW,Werder Bremen,de Bundesliga,25-011,2000,5.5,88,129,68.2,1236,180,51,67,76.1,24,35,68.6,6,16,37.5,0,0.2,0.2,-0.2,2,4,2,2,3,Matches
1557,Obed Nkambadio,fr FRA,GK,Paris FC,fr Ligue 1,22-292,2003,10.0,345,430,80.2,7848,5101,86,86,100.0,187,187,100.0,70,154,45.5,0,0.0,0.0,0.0,1,1,0,0,0,Matches
1558,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26-180,1999,1.6,26,33,78.8,405,66,17,18,94.4,8,12,66.7,1,1,100.0,0,0.8,0.4,-0.8,5,2,0,0,2,Matches
1559,Niels Nkounkou,fr FRA,"DF,MF",Torino,it Serie A,25-025,2000,2.2,64,83,77.1,1172,429,21,22,95.5,32,41,78.0,8,14,57.1,1,0.4,0.2,+0.6,4,4,3,1,8,Matches
1560,Christopher Nkunku,fr FRA,FW,Milan,it Serie A,28-012,1997,3.0,65,73,89.0,921,176,34,35,97.1,22,26,84.6,2,2,100.0,1,0.1,0.3,+0.9,3,3,1,1,8,Matches
1561,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,25-047,2000,7.9,285,345,82.6,4818,992,132,154,85.7,121,137,88.3,23,36,63.9,1,0.4,2.0,+0.6,5,27,5,0,34,Matches
1562,Lukas Nmecha,de GER,FW,Leeds United,eng Premier League,26-347,1998,3.9,43,65,66.2,501,49,28,34,82.4,11,16,68.8,1,1,100.0,0,0.2,0.3,-0.2,1,1,0,0,3,Matches
1563,Arnaud Nordin,fr FRA,"DF,MF",Mainz 05,de Bundesliga,27-162,1998,4.0,123,161,76.4,1751,354,71,81,87.7,43,58,74.1,4,10,40.0,0,0.3,0.5,-0.3,3,3,4,2,9,Matches
1564,Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,it Serie A,21-318,2004,12.0,405,522,77.6,6694,2566,186,210,88.6,181,233,77.7,28,51,54.9,1,0.6,0.9,+0.4,8,26,10,7,31,Matches
1565,Tijjani Noslin,nl NED,"FW,MF",Lazio,it Serie A,26-142,1999,0.9,22,27,81.5,251,18,16,20,80.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
1566,Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,27-355,1997,0.4,7,11,63.6,75,10,4,4,100.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1567,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,29-057,1996,11.0,343,430,79.8,9440,6711,50,50,100.0,191,193,99.0,100,183,54.6,1,0.6,0.0,+0.4,2,14,0,0,0,Matches
1568,Matheus Nunes,pt POR,DF,Manchester City,eng Premier League,27-091,1998,8.7,601,686,87.6,9438,2264,315,338,93.2,254,278,91.4,23,44,52.3,1,0.3,0.4,+0.7,5,42,5,0,40,Matches
