rank,player_name,nation,position,squad,competition,age,birth_year,matches_played,starts,minutes,nineties_played,goals_against,goals_against_per_90,shots_on_target_against,saves,save_pct,wins,draws,losses,clean_sheets,clean_sheet_pct,penalty_attempts,penalty_goals_against,penalty_saves,penalty_missed,MP,Starts,Min,penalty_kicks_allowed,season,table_type,processed_at
48,Marko Dmitrović,SRB,GK,Sevilla,La Liga,31,1992,0,0,0,13.0,25,1.92,68,44,66.2,2,2,9,2,15.4,2,0,0,0,13,13,1170,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
49,Jaume Doménech,ESP,GK,Valencia,La Liga,32,1990,0,0,0,0.9,3,3.42,12,9,75.0,0,0,1,0,0.0,0,0,0,0,2,1,79,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
50,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24,1999,0,0,0,24.1,20,0.83,110,89,84.5,18,6,1,10,40.0,4,0,1,0,25,25,2169,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
51,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,34,1989,0,0,0,22.1,42,1.9,130,87,70.8,9,4,9,5,22.7,5,0,1,0,23,22,1985,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
52,Ederson,BRA,GK,Manchester City,Premier League,29,1993,0,0,0,30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,0,0,0,33,33,2785,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
53,Aarón Escandell,ESP,GK,Las Palmas,La Liga,27,1995,0,0,0,1.7,3,1.76,4,1,25.0,0,0,1,0,0.0,0,0,0,0,2,1,153,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
54,Łukasz Fabiański,POL,GK,West Ham,Premier League,38,1985,0,0,0,8.0,21,2.62,53,33,66.0,3,1,3,1,14.3,3,0,0,0,10,7,721,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
55,Wladimiro Falcone,ITA,GK,Lecce,Serie A,28,1995,0,0,0,38.0,54,1.42,173,119,71.7,8,14,16,7,18.4,6,0,1,0,38,38,3420,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
56,Aitor Fernández,ESP,GK,Osasuna,La Liga,32,1991,0,0,0,6.1,9,1.47,20,11,60.0,0,2,4,1,16.7,1,0,0,0,7,6,551,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
57,Raúl Fernández,ESP,GK,Granada,La Liga,35,1988,0,0,0,3.1,11,3.54,17,7,35.3,1,0,3,0,0.0,1,0,0,1,4,4,280,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
58,Fernando,ESP,GK,Almería,La Liga,33,1990,0,0,0,4.0,10,2.5,23,13,56.5,1,1,2,0,0.0,0,0,0,0,4,4,360,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
59,André Ferreira,POR,GK,Granada,La Liga,27,1996,0,0,0,14.9,29,1.95,77,49,66.2,0,5,9,0,0.0,3,0,0,0,15,14,1340,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
60,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33,1990,0,0,0,4.0,8,2.0,26,18,69.2,0,2,2,0,0.0,0,0,0,0,4,4,360,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
61,Mark Flekken,NED,GK,Brentford,Premier League,30,1993,0,0,0,36.5,63,1.73,176,113,65.3,10,9,18,7,18.9,2,0,0,0,37,37,3285,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
62,Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,1991,0,0,0,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,0,0,1,30,29,2649,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
63,Daniel Fuzato,BRA,GK,Getafe,La Liga,26,1997,0,0,0,0.1,2,25.71,2,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,7,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
64,Paulo Gazzaniga,ARG,GK,Girona,La Liga,31,1992,0,0,0,38.0,46,1.21,168,121,75.6,25,6,7,12,31.6,7,0,1,1,38,38,3420,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
65,Luca Gemello,ITA,GK,Torino,Serie A,23,2000,0,0,0,2.0,5,2.5,9,4,55.6,0,0,2,0,0.0,1,0,0,0,2,2,180,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
66,David Gil,ESP,GK,Cádiz,La Liga,29,1994,0,0,0,4.1,8,1.94,24,17,66.7,0,3,1,1,25.0,0,0,0,0,5,4,372,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
67,Pierluigi Gollini,ITA,GK,Napoli,Serie A,28,1995,0,0,0,7.0,8,1.14,24,16,66.7,3,1,3,1,14.3,0,0,0,0,7,7,630,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
68,Mathieu Gorgelin,FRA,GK,Le Havre,Ligue 1,32,1990,0,0,0,1.0,2,2.0,5,3,80.0,0,0,1,0,0.0,1,0,0,0,1,1,90,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
69,Jens Grahl,GER,GK,Eint Frankfurt,Bundesliga,34,1988,0,0,0,2.0,2,1.0,9,7,77.8,1,1,0,0,0.0,0,0,0,0,2,2,180,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
70,Ivo Grbić,CRO,GK,Sheffield Utd,Premier League,27,1996,0,0,0,8.6,25,2.92,59,36,57.6,0,3,6,0,0.0,1,0,0,1,9,9,771,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
71,Dominik Greif,SVK,GK,Mallorca,La Liga,26,1997,0,0,0,1.0,0,0.0,4,4,100.0,0,1,0,1,100.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
72,Vicente Guaita,ESP,GK,Celta Vigo,La Liga,36,1987,0,0,0,26.7,39,1.46,120,83,70.8,8,7,11,6,23.1,5,0,0,1,27,26,2403,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
73,Péter Gulácsi,HUN,GK,RB Leipzig,Bundesliga,33,1990,0,0,0,13.0,9,0.69,41,33,78.0,9,4,0,5,38.5,1,0,0,1,13,13,1170,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
74,Dean Henderson,ENG,GK,Crystal Palace,Premier League,26,1997,0,0,0,18.0,30,1.67,86,57,66.3,8,4,6,4,22.2,1,0,0,0,18,18,1620,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
75,Sergio Herrera,ESP,GK,Osasuna,La Liga,30,1993,0,0,0,31.9,47,1.47,132,84,64.4,12,7,13,9,28.1,1,0,1,0,32,32,2869,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
76,Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,33,1989,0,0,0,33.0,24,0.73,102,78,76.5,28,5,0,15,45.5,0,0,0,0,33,33,2970,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
77,Sam Johnstone,ENG,GK,Crystal Palace,Premier League,30,1993,0,0,0,20.0,27,1.35,67,41,62.7,5,6,9,6,30.0,2,0,0,0,20,20,1796,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
78,Filip Jørgensen,DEN,GK,Villarreal,La Liga,21,2002,0,0,0,36.0,63,1.75,205,143,72.2,13,10,13,6,16.7,6,0,0,0,36,36,3240,6,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
79,Thomas Kaminski,BEL,GK,Luton Town,Premier League,30,1992,0,0,0,37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,0,0,0,38,38,3405,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
80,Loris Karius,GER,GK,Newcastle Utd,Premier League,30,1993,0,0,0,1.0,4,4.0,7,4,42.9,0,0,1,0,0.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
81,Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,24,1998,0,0,0,10.0,11,1.1,38,28,71.1,8,2,0,2,20.0,0,0,0,0,10,10,900,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
82,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,25,1997,0,0,0,26.3,34,1.29,118,84,75.4,14,8,5,7,25.9,6,0,1,0,27,27,2365,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
83,Philipp Köhn,SUI,GK,Monaco,Ligue 1,25,1998,0,0,0,22.0,32,1.45,97,65,72.2,11,5,6,5,22.7,6,0,1,0,22,22,1980,5,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
84,Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,30,1992,0,0,0,3.0,8,2.67,25,17,68.0,0,0,3,0,0.0,0,0,0,0,3,3,270,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
85,Matej Kovar,CZE,GK,Leverkusen,Bundesliga,23,2000,0,0,0,1.0,0,0.0,3,3,100.0,0,1,0,1,100.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
86,Alban Lafont,CIV,GK,Nantes,Ligue 1,24,1999,0,0,0,27.7,43,1.55,118,75,70.3,7,4,17,7,25.0,8,0,0,0,28,28,2496,8,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
87,Nicola Leali,ITA,GK,Genoa,Serie A,30,1993,0,0,0,2.0,2,1.02,9,7,77.8,1,0,1,0,0.0,0,0,0,0,3,2,176,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
88,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,37,1985,0,0,0,1.0,2,2.0,2,0,0.0,0,1,0,0,0.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
89,Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,32,1991,0,0,0,30.0,37,1.23,137,102,75.9,9,11,10,10,33.3,5,0,1,0,30,30,2700,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
90,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,30,1993,0,0,0,33.9,47,1.39,151,104,70.2,6,12,16,9,26.5,2,0,0,0,34,34,3048,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
91,Bernd Leno,GER,GK,Fulham,Premier League,31,1992,0,0,0,38.0,61,1.61,190,133,72.1,13,8,17,10,26.3,8,0,0,0,38,38,3420,8,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
92,Anthony Lopes,POR,GK,Lyon,Ligue 1,32,1990,0,0,0,31.0,49,1.58,155,106,71.0,16,4,11,9,29.0,6,0,1,1,31,31,2790,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
93,Pau López,ESP,GK,Marseille,Ligue 1,28,1994,0,0,0,32.7,39,1.19,124,86,71.0,13,11,9,7,21.2,3,0,0,0,33,33,2939,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
94,Andriy Lunin,UKR,GK,Real Madrid,La Liga,24,1999,0,0,0,21.0,17,0.81,65,48,75.4,16,5,0,10,47.6,1,0,0,0,21,21,1890,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
95,Andreas Luthe,GER,GK,Bochum,Bundesliga,36,1987,0,0,0,1.0,4,4.0,4,1,0.0,0,0,1,0,0.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
96,Mike Maignan,FRA,GK,Milan,Serie A,28,1995,0,0,0,29.0,34,1.17,120,86,77.5,19,5,5,10,34.5,7,0,0,0,29,29,2609,7,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
97,Radosław Majecki,POL,GK,Monaco,Ligue 1,23,1999,0,0,0,12.0,10,0.83,54,45,81.5,9,2,1,7,58.3,0,0,0,0,12,12,1080,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
98,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,22,2000,0,0,0,36.5,41,1.12,145,103,73.8,13,10,14,13,35.1,6,0,3,0,37,37,3284,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
99,Steve Mandanda,FRA,GK,Rennes,Ligue 1,38,1985,0,0,0,34.0,46,1.35,147,104,70.7,12,10,12,7,20.6,3,0,0,0,34,34,3060,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
100,Christos Mandas,GRE,GK,Lazio,Serie A,21,2001,0,0,0,8.0,6,0.75,29,23,79.3,6,1,1,4,50.0,0,0,0,0,9,8,721,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
101,Vito Mannone,ITA,GK,Lille,Ligue 1,35,1988,0,0,0,1.0,2,1.98,5,3,60.0,0,1,0,0,0.0,0,0,0,0,2,1,91,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
102,Diego Mariño,ESP,GK,Almería,La Liga,33,1990,0,0,0,1.0,2,2.0,4,2,100.0,0,0,1,0,0.0,2,0,0,0,1,1,90,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
103,Unai Marrero,ESP,GK,Real Sociedad,La Liga,21,2001,0,0,0,1.6,3,1.9,5,2,60.0,0,0,1,0,0.0,1,0,0,0,2,1,142,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
104,Tommaso Martinelli,ITA,GK,Fiorentina,Serie A,17,2006,0,0,0,1.0,2,2.0,3,1,33.3,1,0,0,0,0.0,0,0,0,0,1,1,90,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
105,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,30,1992,0,0,0,33.5,48,1.43,139,95,66.2,19,8,7,8,23.5,1,0,0,0,34,34,3015,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
106,Josep Martinez,ESP,GK,Genoa,Serie A,25,1998,0,0,0,36.0,43,1.19,130,87,69.2,11,13,12,8,22.2,4,0,1,0,36,36,3239,3,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
107,Marc Martínez,ESP,GK,Granada,La Liga,33,1990,0,0,0,3.0,11,3.67,23,12,60.9,0,0,3,0,0.0,2,0,0,0,3,3,270,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
108,Remi Matthews,ENG,GK,Crystal Palace,Premier League,29,1994,0,0,0,0.0,1,22.5,1,0,0.0,0,0,0,0,0.0,0,0,0,0,1,0,4,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
109,Luís Maximiano,POR,GK,Almería,La Liga,24,1999,0,0,0,33.0,63,1.91,175,111,66.3,2,11,20,6,18.2,7,0,1,2,33,33,2970,4,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
110,Alex Meret,ITA,GK,Napoli,Serie A,26,1997,0,0,0,30.8,40,1.3,104,62,63.5,10,13,8,5,16.1,4,0,2,0,31,31,2773,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
111,Alexander Meyer,GER,GK,Dortmund,Bundesliga,32,1991,0,0,0,7.7,9,1.17,27,19,66.7,4,1,2,3,42.9,0,0,0,0,8,7,695,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
112,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,26,1997,0,0,0,36.0,31,0.86,134,103,81.3,13,14,9,18,50.0,6,0,0,0,36,36,3240,6,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
113,Antonio Mirante,ITA,GK,Milan,Serie A,40,1983,0,0,0,2.0,3,1.53,8,5,62.5,0,1,1,0,0.0,0,0,0,0,2,2,177,0,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
114,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,27,1996,0,0,0,37.0,49,1.32,153,105,69.3,9,10,18,8,21.6,2,0,0,0,37,37,3330,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
115,Kevin Müller,GER,GK,Heidenheim,Bundesliga,32,1991,0,0,0,34.0,55,1.62,174,121,72.4,10,12,12,6,17.6,10,0,1,2,34,34,3060,7,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
116,Arijanet Muric,KVX,GK,Burnley,Premier League,24,1998,0,0,0,10.0,16,1.6,78,62,80.8,2,4,4,0,0.0,2,0,1,0,10,10,900,1,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
117,Juan Musso,ARG,GK,Atalanta,Serie A,29,1994,0,0,0,11.0,12,1.09,34,23,70.6,6,1,4,6,54.5,2,0,0,0,11,11,990,2,2023-2024,stats_keeper,2025-10-18 04:36:47.867001
