rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_completed,passes_attempted,pass_completion_pct,total_distance,progressive_distance,assists,expected_assists,expected_assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,expected_assists_xa,season,table_type,processed_at
2216,Gio Reyna,USA,"FW,MF",Nott'ham Forest,Premier League,20,2002,2.6,118,140,84.3,1768,374,1,0.5,0.5,7,5,2,0,12,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2217,Gio Reyna,USA,"MF,FW",Dortmund,Bundesliga,20,2002,3.1,166,193,86.0,2376,582,0,0.8,-0.8,7,15,7,2,20,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2218,Chadi Riad,MAR,DF,Betis,La Liga,20,2003,24.0,1074,1198,89.6,19044,5584,0,0.2,-0.2,2,20,0,0,34,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2219,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,23,1999,24.7,1615,1804,89.5,29871,10802,0,0.5,-0.5,5,83,5,0,82,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2220,Rodrigo Ribeiro,POR,"MF,FW",Nott'ham Forest,Premier League,18,2005,0.2,6,8,75.0,89,35,0,0.0,0.0,0,1,0,0,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2221,Samuele Ricci,ITA,MF,Torino,Serie A,21,2001,26.6,1121,1310,85.6,18378,4368,2,2.3,-0.3,26,103,24,4,122,2.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2222,Declan Rice,ENG,MF,Arsenal,Premier League,24,1999,35.8,2041,2295,88.9,34242,9378,8,5.3,2.7,47,240,39,2,278,4.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2223,Chris Richards,USA,"DF,MF",Crystal Palace,Premier League,23,2000,23.3,778,942,82.6,13337,4341,1,0.4,0.6,6,41,2,0,43,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2224,Amir Richardson,MAR,MF,Reims,Ligue 1,21,2002,15.0,534,651,82.0,9313,1944,1,1.1,-0.1,12,51,7,2,72,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2225,Richarlison,BRA,FW,Tottenham,Premier League,26,1997,16.6,267,392,68.1,3761,956,4,2.1,1.9,15,21,13,1,38,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2226,Marco Richter,GER,"MF,FW",Mainz 05,Bundesliga,25,1997,8.0,184,291,63.2,3183,1076,0,1.3,-1.3,11,23,11,3,30,2.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2227,Diego Rico,ESP,DF,Getafe,La Liga,30,1993,28.2,993,1495,66.4,17450,8646,7,3.8,3.2,39,106,40,32,119,3.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2228,Clemens Riedel,GER,DF,Darmstadt 98,Bundesliga,20,2003,8.4,490,576,85.1,9609,3088,0,0.7,-0.7,6,37,3,0,47,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2229,Fabian Rieder,SUI,MF,Rennes,Ligue 1,21,2002,4.1,169,212,79.7,3101,976,0,0.6,-0.6,4,25,6,1,41,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2230,Jaïro Riedewald,NED,"MF,FW",Crystal Palace,Premier League,26,1996,2.6,87,113,77.0,1422,331,0,0.0,0.0,0,5,2,0,10,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2231,Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,33.0,1031,1715,60.1,36529,30871,0,0.2,-0.2,4,92,7,2,19,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2232,Luis Rioja,ESP,"FW,MF",Alavés,La Liga,29,1993,27.8,551,855,64.4,9059,2662,4,3.9,0.1,41,25,38,19,77,4.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2233,Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,3.0,80,104,76.9,1770,1171,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2234,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,La Liga,23,2000,17.0,501,673,74.4,6902,2141,5,3.1,1.9,28,25,30,8,53,3.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2235,Alberto Risco,ESP,MF,Getafe,La Liga,17,2005,1.5,39,47,83.0,541,115,0,0.3,-0.3,4,2,2,0,6,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2236,Mihailo Ristić,SRB,"DF,MF",Celta Vigo,La Liga,27,1995,9.0,371,513,72.3,5752,2352,0,0.1,-0.1,6,31,3,3,30,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2237,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,33,1989,1.4,70,93,75.3,959,234,0,0.0,0.0,0,5,3,0,8,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2238,Gorka Rivera Alonso,ESP,DF,Getafe,La Liga,18,2004,0.0,4,6,66.7,77,71,0,0.0,0.0,0,1,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2239,Sergi Roberto,ESP,"MF,DF",Barcelona,La Liga,31,1992,9.6,582,654,89.0,8295,1875,2,0.8,1.2,9,57,3,1,50,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2240,Lucas Robertone,ARG,MF,Almería,La Liga,26,1997,26.5,1107,1363,81.2,19270,5863,5,2.5,2.5,34,115,19,9,128,2.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2241,Connor Roberts,WAL,DF,Burnley,Premier League,27,1995,9.1,395,495,79.8,6987,2370,1,0.2,0.8,7,32,8,2,38,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2242,Andrew Robertson,SCO,DF,Liverpool,Premier League,29,1994,18.8,1248,1547,80.7,21306,7231,2,5.4,-3.4,62,118,26,12,140,4.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2243,Antonee Robinson,USA,DF,Fulham,Premier League,25,1997,36.3,1514,2054,73.7,27304,9830,6,4.2,1.8,33,113,46,26,129,3.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2244,Jack Robinson,ENG,DF,Sheffield Utd,Premier League,29,1993,32.1,895,1255,71.3,17482,7694,1,1.2,-0.2,12,66,7,4,63,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2245,Marc Roca,ESP,MF,Betis,La Liga,26,1996,22.0,997,1193,83.6,17134,5610,2,1.4,0.6,19,120,17,0,126,1.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2246,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,32,1990,0.7,44,57,77.2,670,232,0,0.1,-0.1,1,3,5,0,11,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2247,Sergio Rodelas,ESP,"FW,DF",Granada,La Liga,18,2004,1.4,27,33,81.8,326,129,1,1.1,-0.1,2,0,1,1,1,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2248,Rodri,ESP,MF,Manchester City,Premier League,27,1996,32.6,3365,3656,92.0,57256,15766,9,3.9,5.1,49,378,61,0,376,6.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2249,Rodri,ESP,"FW,MF",Betis,La Liga,23,2000,11.7,449,570,78.8,6682,1882,0,1.2,-1.2,15,36,32,6,65,2.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2250,Álvaro Rodríguez,URU,FW,Real Madrid,La Liga,19,2004,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2251,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Getafe,La Liga,25,1998,10.7,333,442,75.3,5682,1332,1,2.1,-1.1,21,39,11,1,52,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2252,Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,2.9,191,213,89.7,3051,813,2,0.8,1.2,6,17,0,0,9,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2253,Dani Rodríguez,ESP,MF,Mallorca,La Liga,35,1988,29.1,693,1010,68.6,11921,4005,4,4.1,-0.1,48,71,27,11,118,5.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2254,Guido Rodríguez,ARG,MF,Betis,La Liga,29,1994,20.5,888,1042,85.2,15168,4610,0,0.8,-0.8,4,73,1,0,65,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2255,Jay Rodriguez,ENG,FW,Burnley,Premier League,34,1989,9.1,142,216,65.7,1958,396,1,0.2,0.8,4,16,2,0,17,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2256,Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,27,1996,35.7,2705,3062,88.3,41188,12239,2,1.6,0.4,37,278,41,4,296,2.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2257,Miguel Rodríguez,ESP,MF,Celta Vigo,La Liga,20,2003,3.3,82,116,70.7,1127,258,0,0.2,-0.2,2,3,4,0,8,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2258,Ricardo Rodríguez,SUI,DF,Torino,Serie A,30,1992,30.8,1401,1677,83.5,23641,8173,2,1.4,0.6,20,119,25,12,127,1.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2259,Rodrygo,BRA,FW,Real Madrid,La Liga,22,2001,26.4,883,1007,87.7,10417,1882,5,4.0,1.0,46,42,44,4,90,4.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2260,Mads Roerslev,DEN,DF,Brentford,Premier League,24,1999,22.1,496,742,66.8,8448,2978,2,1.8,0.2,15,32,23,21,43,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2261,Rogério,BRA,DF,Wolfsburg,Bundesliga,25,1998,10.1,455,552,82.4,7185,2809,0,0.4,-0.4,6,29,11,8,57,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2262,Morgan Rogers,ENG,"MF,FW",Aston Villa,Premier League,21,2002,7.1,147,195,75.4,2253,847,1,0.6,0.4,9,16,12,0,28,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2263,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,21,2002,16.4,365,458,79.7,5622,1221,4,2.5,1.5,19,36,10,4,38,2.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2264,Alessio Romagnoli,ITA,DF,Lazio,Serie A,28,1995,26.8,1604,1759,91.2,27365,9970,0,0.6,-0.6,6,82,5,1,87,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2265,Simone Romagnoli,ITA,DF,Frosinone,Serie A,33,1990,30.2,1221,1421,85.9,21605,8093,1,0.4,0.6,3,22,0,0,47,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2266,Carlos Romero,ESP,DF,Villarreal,La Liga,21,2001,2.9,113,164,68.9,1883,736,0,0.0,0.0,0,5,1,0,6,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2267,Cristian Romero,ARG,DF,Tottenham,Premier League,25,1998,31.0,2390,2606,91.7,41458,16198,0,0.4,-0.4,7,189,14,0,179,1.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2268,Isaac Romero,ESP,FW,Sevilla,La Liga,23,2000,11.5,146,209,69.9,1949,319,4,1.7,2.3,11,9,9,1,16,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2269,Luka Romero,ARG,"FW,MF",Milan,Serie A,18,2004,1.0,33,39,84.6,434,58,0,0.0,0.0,0,1,1,0,3,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2270,Luka Romero,ARG,FW,Almería,La Liga,18,2004,4.9,137,148,92.6,1744,338,0,0.1,-0.1,2,7,2,1,14,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2271,Oriol Romeu,ESP,MF,Barcelona,La Liga,31,1991,10.4,717,806,89.0,11315,2753,1,1.3,-0.3,8,80,8,1,66,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2272,Valentin Rongier,FRA,MF,Marseille,Ligue 1,28,1994,9.5,504,577,87.3,9308,2852,0,0.8,-0.8,9,72,10,1,73,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2273,Frank Ronstadt,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,0.8,35,42,83.3,479,178,0,0.1,-0.1,2,2,2,1,2,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2274,Marten de Roon,NED,"MF,DF",Atalanta,Serie A,32,1991,28.9,1446,1712,84.5,26689,8394,5,1.2,3.8,23,147,20,3,178,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2275,Unai Ropero,ESP,MF,Alavés,La Liga,21,2001,0.1,4,5,80.0,46,20,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2276,Vitor Roque,BRA,FW,Barcelona,La Liga,18,2005,3.6,49,67,73.1,615,67,0,0.0,0.0,1,3,0,0,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2277,Pablo Rosario,DOM,"MF,DF",Nice,Ligue 1,26,1997,22.3,1056,1187,89.0,17440,5722,0,1.4,-1.4,17,81,14,3,93,1.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2278,Valentin Rosier,FRA,"DF,MF",Nice,Ligue 1,26,1996,0.6,28,33,84.8,401,158,0,0.1,-0.1,2,2,2,0,5,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2279,Francesco Rossi,ITA,GK,Atalanta,Serie A,32,1991,0.1,1,2,50.0,14,13,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2280,Joe Rothwell,ENG,MF,Bournemouth,Premier League,28,1995,4.3,179,216,82.9,3185,863,0,0.2,-0.2,4,20,1,0,20,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2281,Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,22,2001,11.2,824,931,88.5,13730,5543,2,0.8,1.2,8,64,5,1,68,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2282,Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,30,1993,8.4,263,355,74.1,4307,2077,1,0.6,0.4,8,21,6,3,38,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2283,Nicolò Rovella,ITA,MF,Lazio,Serie A,21,2001,14.6,851,976,87.2,14115,3415,2,0.5,1.5,10,68,5,0,56,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2284,Amir Rrahmani,KVX,DF,Napoli,Serie A,29,1994,28.9,2028,2255,89.9,39408,13051,0,0.9,-0.9,14,153,3,0,113,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2285,Ruan,BRA,DF,Sassuolo,Serie A,24,1999,16.8,593,698,85.0,11580,3616,0,0.6,-0.6,4,22,3,0,33,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2286,Pelly Ruddock Mpanzu,COD,MF,Luton Town,Premier League,30,1993,12.2,268,364,73.6,4413,1102,0,0.4,-0.4,6,17,13,2,34,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2287,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,30,1993,30.1,1630,1815,89.8,30058,11111,0,1.2,-1.2,5,90,11,2,88,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2288,Fabian Rüdlin,GER,MF,Freiburg,Bundesliga,26,1997,0.1,4,5,80.0,89,35,0,0.0,0.0,0,0,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2289,Javier Rueda Garcia,ESP,"MF,DF",Celta Vigo,La Liga,21,2002,0.2,14,16,87.5,268,73,0,0.0,0.0,0,1,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2290,Daniele Rugani,ITA,DF,Juventus,Serie A,29,1994,13.2,564,636,88.7,10905,3696,0,0.4,-0.4,3,54,1,0,46,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2291,Matteo Ruggeri,ITA,DF,Atalanta,Serie A,21,2002,27.2,1250,1562,80.0,19172,6806,4,1.8,2.2,24,86,31,23,142,2.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2292,Mário Rui,POR,DF,Napoli,Serie A,32,1991,13.4,860,1068,80.5,15400,5240,2,1.9,0.1,26,89,19,7,90,1.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2293,Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,27,1996,11.3,445,586,75.9,7163,2899,1,1.3,-0.3,11,37,14,3,54,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2294,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,27,1996,13.3,778,872,89.2,13193,2887,3,1.2,1.8,18,53,17,2,78,1.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2295,Sergio Ruiz,ESP,MF,Granada,La Liga,28,1994,27.7,1080,1283,84.2,18617,5626,4,1.3,2.7,12,68,23,3,113,1.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2296,Julian Ryerson,NOR,DF,Dortmund,Bundesliga,25,1997,19.6,974,1129,86.3,14916,3144,1,2.7,-1.7,14,46,7,5,64,2.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2297,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,30,1992,33.0,951,1316,72.3,26908,19806,0,0.1,-0.1,1,36,1,0,1,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2298,José Sá,POR,GK,Wolves,Premier League,30,1993,33.7,720,1097,65.6,17257,11201,1,0.0,1.0,1,8,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2299,Youssouf Sabaly,SEN,DF,Betis,La Liga,30,1993,11.6,540,656,82.3,7544,2477,1,0.5,0.5,4,33,10,1,47,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2300,Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,25,1997,17.6,258,368,70.1,3538,1097,1,1.4,-0.4,10,21,9,3,36,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2301,Stefano Sabelli,ITA,DF,Genoa,Serie A,30,1993,27.0,611,977,62.5,10552,4661,1,1.9,-0.9,20,58,35,15,88,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2302,Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,29,1994,21.8,868,1067,81.3,12805,3494,3,1.8,1.2,22,78,23,1,111,3.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2303,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,28,1995,15.4,605,784,77.2,10049,3666,1,0.4,0.6,7,39,13,6,63,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2304,Dominic Sadi,ENG,FW,Bournemouth,Premier League,19,2003,0.0,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2305,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,26,1997,12.0,131,192,68.2,1831,294,1,1.1,-0.1,10,8,4,1,13,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2306,Alexis Saelemaekers,BEL,"FW,MF",Bologna,Serie A,24,1999,21.0,786,1008,78.0,12039,3234,2,2.8,-0.8,44,39,35,5,77,3.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2307,Pablo Saenz,ESP,MF,Granada,La Liga,22,2001,0.2,5,7,71.4,106,61,0,0.0,0.0,0,0,2,1,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2308,Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,24,1999,11.7,442,517,85.5,8897,3096,0,0.3,-0.3,3,27,0,0,25,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2309,Moïse Sahi Dion,CIV,"MF,FW",Strasbourg,Ligue 1,21,2001,7.0,137,175,78.3,2178,421,1,1.3,-0.3,5,10,8,1,21,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2310,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,28,1995,11.3,193,268,72.0,2835,706,1,0.9,0.1,12,20,12,2,26,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2311,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,24,1998,3.8,136,172,79.1,2097,901,0,0.1,-0.1,1,10,0,0,15,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2312,Bukayo Saka,ENG,FW,Arsenal,Premier League,21,2001,32.4,1143,1512,75.6,16891,4402,9,10.5,-1.5,91,39,73,12,126,11.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2313,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,33,1990,0.1,15,16,93.8,192,105,0,0.0,0.0,0,0,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2314,Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,21,2001,5.8,177,232,76.3,2754,612,1,0.5,0.5,5,11,7,2,18,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2315,Mohamed Salah,EGY,FW,Liverpool,Premier League,31,1992,28.2,737,1010,73.0,10826,3213,10,11.8,-1.8,66,56,68,6,147,7.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2316,Amine Salama,FRA,FW,Reims,Ligue 1,23,2000,3.5,48,73,65.8,752,173,0,0.2,-0.2,5,7,1,1,7,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2317,Kike Salas,ESP,DF,Sevilla,La Liga,21,2002,17.8,794,1009,78.7,13465,4857,0,0.5,-0.5,5,54,6,2,61,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2318,William Saliba,FRA,DF,Arsenal,Premier League,22,2001,38.0,2635,2851,92.4,43599,15948,1,0.2,0.8,6,175,6,1,157,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2319,Mohammed Salisu,GHA,DF,Monaco,Ligue 1,24,1999,11.5,657,778,84.4,11352,4819,1,0.2,0.8,3,88,4,0,72,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2320,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,26,1997,20.4,416,588,70.7,6140,1376,2,3.5,-1.5,29,26,28,12,41,3.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2321,Yoann Salmier,GUF,DF,Le Havre,Ligue 1,30,1992,17.4,612,767,79.8,10586,4640,1,0.7,0.3,6,43,7,1,48,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2322,Salvi,ESP,MF,Rayo Vallecano,La Liga,32,1991,0.3,10,12,83.3,139,17,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2323,Lazar Samardzic,SRB,MF,Udinese,Serie A,21,2002,26.4,733,987,74.3,13441,4485,2,5.5,-3.5,62,86,15,4,83,5.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2324,Diadie Samassékou,MLI,MF,Cádiz,La Liga,27,1996,1.0,45,47,95.7,771,223,0,0.0,0.0,1,8,0,0,7,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2325,Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,27,1996,0.0,2,2,100.0,25,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2326,Mama Samba Baldé,GNB,"FW,MF",Lyon,Ligue 1,27,1995,6.1,88,135,65.2,1223,294,3,2.3,0.7,13,4,4,0,11,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2327,Brice Samba,FRA,GK,Lens,Ligue 1,29,1994,33.0,880,1122,78.4,23308,15854,0,0.2,-0.2,2,18,2,0,4,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2328,Albert Sambi Lokonga,BEL,MF,Luton Town,Premier League,23,1999,14.5,669,766,87.3,11099,3318,3,1.4,1.6,9,68,6,1,72,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2329,Junior Sambia,FRA,"DF,MF",Salernitana,Serie A,26,1996,11.5,397,508,78.1,6404,2412,2,0.9,1.1,12,30,10,5,41,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2330,Fede San Emeterio,ESP,MF,Cádiz,La Liga,26,1997,1.7,43,52,82.7,818,265,0,0.1,-0.1,1,3,1,1,4,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2331,Antonio Sanabria,PAR,"FW,MF",Torino,Serie A,27,1996,23.7,494,624,79.2,7261,1214,0,1.4,-1.4,15,39,10,1,57,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2332,Oihan Sancet,ESP,MF,Athletic Club,La Liga,23,2000,21.9,641,802,79.9,9165,2212,5,4.7,0.3,42,80,34,4,121,2.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2333,Renato Sanches,POR,MF,Roma,Serie A,25,1997,1.6,67,77,87.0,1065,220,0,0.2,-0.2,3,5,2,1,10,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2334,Ricard Sánchez,ESP,DF,Granada,La Liga,23,2000,25.5,820,1091,75.2,13571,5329,0,1.9,-1.9,22,63,29,18,84,2.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2335,Alexis Sánchez,CHI,"FW,MF",Inter,Serie A,34,1988,8.5,276,367,75.2,4719,1255,5,3.1,1.9,18,28,24,2,53,2.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2336,Antonio Sánchez,ESP,MF,Mallorca,La Liga,26,1997,16.1,378,545,69.4,6013,1779,1,0.8,0.2,12,32,14,6,57,1.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2337,Davinson Sánchez,COL,DF,Tottenham,Premier League,27,1996,0.9,68,75,90.7,1045,377,0,0.0,0.0,0,13,0,0,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2338,Juanlu Sánchez,ESP,DF,Sevilla,La Liga,19,2003,13.1,577,730,79.0,8548,2813,2,1.1,0.9,17,37,20,10,50,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2339,Manu Sánchez,ESP,"DF,MF",Celta Vigo,La Liga,22,2000,19.7,656,866,75.8,10322,4222,5,2.7,2.3,20,51,25,14,74,3.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2340,Robert Sánchez,ESP,GK,Chelsea,Premier League,25,1997,15.9,500,609,82.1,11860,7720,0,0.0,0.0,0,8,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2341,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,23,2000,0.9,34,43,79.1,446,116,0,0.1,-0.1,1,2,2,0,4,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2342,Jadon Sancho,ENG,"FW,MF",Dortmund,Bundesliga,23,2000,10.5,414,512,80.9,5598,1668,2,3.0,-1.0,25,25,26,4,62,3.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2343,Alex Sandro,BRA,DF,Juventus,Serie A,32,1991,8.0,479,555,86.3,8623,3028,0,0.9,-0.9,5,45,7,3,43,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
2344,Ibou Sané,SEN,"MF,FW",Metz,Ligue 1,18,2005,1.4,37,46,80.4,567,191,0,0.0,0.0,1,5,2,1,7,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
